"Four-Year Graduation Rates, 2013-14"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"The Gilbert School District","=""9020022""",90,"*","*","*","*"
"Thomaston School District","=""1400011""",72,"*","*",0,0.0
"Thompson School District","=""1410011""",86,"*","*","*","*"
"Tolland School District","=""1420011""",229,"*","*","*","*"
"Torrington School District","=""1430011""",272,21,7.7,23,8.5
"Trumbull School District","=""1440011""",555,15,2.7,7,1.3
"Unified School District #1","=""3360015""",327,"*","*",245,74.9
"Unified School District #2","=""3470015""",65,13,20.0,34,52.3
"Vernon School District","=""1460011""",299,23,7.7,30,10.0
"Wallingford School District","=""1480011""",490,18,3.7,24,4.9
"Waterbury School District","=""1510011""",1350,78,5.8,356,26.4
"Waterford School District","=""1520011""",203,"*","*","*","*"
"Watertown School District","=""1530011""",230,11,4.8,8,3.5
"West Hartford School District","=""1550011""",741,26,3.5,18,2.4
"West Haven School District","=""1560011""",424,40,9.4,72,17.0
"Westbrook School District","=""1540011""",72,"*","*",0,0.0
"Weston School District","=""1570011""",180,"*","*","*","*"
"Westport School District","=""1580011""",452,"*","*","*","*"
"Wethersfield School District","=""1590011""",307,14,4.6,11,3.6
"Wilton School District","=""1610011""",301,9,3.0,0,0.0
"Windham School District","=""1630011""",183,9,4.9,40,21.9
"Windsor Locks School District","=""1650011""",138,"*","*","*","*"
"Windsor School District","=""1640011""",298,20,6.7,11,3.7
"Wolcott School District","=""1660011""",245,"*","*","*","*"
"Woodstock Academy District","=""9030022""",278,7,2.5,6,2.2

