"Four-Year Graduation Rates, 2012-13"
"All Districts, Gender"

"",,,,"Graduates",
"Norwich Free Academy District","=""9010022""","Male",289,220,76.1
"Old Saybrook School District","=""1060011""","Female",65,"*","*"
"Old Saybrook School District","=""1060011""","Male",74,"*","*"
"Oxford School District","=""1080011""","Female",80,80,100.0
"Oxford School District","=""1080011""","Male",75,71,94.7
"Plainfield School District","=""1090011""","Female",99,89,89.9
"Plainfield School District","=""1090011""","Male",104,83,79.8
"Plainville School District","=""1100011""","Female",108,101,93.5
"Plainville School District","=""1100011""","Male",98,82,83.7
"Plymouth School District","=""1110011""","Female",64,55,85.9
"Plymouth School District","=""1110011""","Male",64,54,84.4
"Portland School District","=""1130011""","Female",42,"*","*"
"Portland School District","=""1130011""","Male",51,"*","*"
"Putnam School District","=""1160011""","Female",45,40,88.9
"Putnam School District","=""1160011""","Male",51,34,66.7
"Regional School District 01","=""2010012""","Female",55,49,89.1
"Regional School District 01","=""2010012""","Male",54,50,92.6
"Regional School District 04","=""2040012""","Female",88,"*","*"
"Regional School District 04","=""2040012""","Male",75,"*","*"
"Regional School District 05","=""2050012""","Female",187,181,96.8
"Regional School District 05","=""2050012""","Male",209,199,95.2
"Regional School District 06","=""2060012""","Female",53,"*","*"
"Regional School District 06","=""2060012""","Male",44,"*","*"
"Regional School District 07","=""2070012""","Female",95,"*","*"
"Regional School District 07","=""2070012""","Male",99,"*","*"
"Regional School District 08","=""2080012""","Female",127,120,94.5
"Regional School District 08","=""2080012""","Male",158,142,89.9
"Regional School District 09","=""2090012""","Female",125,118,94.4
"Regional School District 09","=""2090012""","Male",115,108,93.9
"Regional School District 10","=""2100012""","Female",97,89,91.8
"Regional School District 10","=""2100012""","Male",101,94,93.1
"Regional School District 11","=""2110012""","Female",18,16,"*"
"Regional School District 11","=""2110012""","Male",26,22,84.6
"Regional School District 12","=""2120012""","Female",36,32,88.9
"Regional School District 12","=""2120012""","Male",55,46,83.6
"Regional School District 13","=""2130012""","Female",79,"*","*"
"Regional School District 13","=""2130012""","Male",74,"*","*"
"Regional School District 14","=""2140012""","Female",109,103,94.5
"Regional School District 14","=""2140012""","Male",92,84,91.3
"Regional School District 15","=""2150012""","Female",146,138,94.5
"Regional School District 15","=""2150012""","Male",174,164,94.3
"Regional School District 16","=""2160012""","Female",81,76,93.8
"Regional School District 16","=""2160012""","Male",105,90,85.7
"Regional School District 17","=""2170012""","Female",84,"*","*"
"Regional School District 17","=""2170012""","Male",80,"*","*"
"Regional School District 18","=""2180012""","Female",58,"*","*"
"Regional School District 18","=""2180012""","Male",56,"*","*"
"Regional School District 19","=""2190012""","Female",171,150,87.7
"Regional School District 19","=""2190012""","Male",145,127,87.6
"Ridgefield School District","=""1180011""","Female",202,192,95.0
"Ridgefield School District","=""1180011""","Male",212,206,97.2
"Rocky Hill School District","=""1190011""","Female",82,79,96.3
"Rocky Hill School District","=""1190011""","Male",95,80,84.2
"Seymour School District","=""1240011""","Female",88,77,87.5
"Seymour School District","=""1240011""","Male",93,78,83.9
"Shelton School District","=""1260011""","Female",189,170,89.9
"Shelton School District","=""1260011""","Male",205,185,90.2
"Simsbury School District","=""1280011""","Female",190,187,98.4
"Simsbury School District","=""1280011""","Male",210,202,96.2
"Somers School District","=""1290011""","Female",68,"*","*"
"Somers School District","=""1290011""","Male",78,"*","*"
"South Windsor School District","=""1320011""","Female",182,172,94.5
"South Windsor School District","=""1320011""","Male",204,192,94.1
"Southington School District","=""1310011""","Female",250,232,92.8
"Southington School District","=""1310011""","Male",240,214,89.2
"Stafford School District","=""1340011""","Female",69,64,92.8
"Stafford School District","=""1340011""","Male",60,48,80.0
"Stamford Academy District","=""2820013""","Female",13,"*","*"
"Stamford Academy District","=""2820013""","Male",24,"*","*"
"Stamford School District","=""1350011""","Female",584,524,89.7
"Stamford School District","=""1350011""","Male",634,559,88.2
"Stonington School District","=""1370011""","Female",88,83,94.3
"Stonington School District","=""1370011""","Male",114,109,95.6
"Stratford School District","=""1380011""","Female",272,255,93.8
"Stratford School District","=""1380011""","Male",297,249,83.8
"Suffield School District","=""1390011""","Female",125,119,95.2
"Suffield School District","=""1390011""","Male",95,85,89.5
"The Bridge Academy District","=""2690013""","Female",17,17,"*"
"The Bridge Academy District","=""2690013""","Male",19,15,"*"
"The Gilbert School District","=""9020022""","Female",45,37,82.2
"The Gilbert School District","=""9020022""","Male",49,34,69.4
"Thomaston School District","=""1400011""","Female",41,"*","*"
"Thomaston School District","=""1400011""","Male",39,"*","*"
"Thompson School District","=""1410011""","Female",42,"*","*"
"Thompson School District","=""1410011""","Male",45,"*","*"
"Tolland School District","=""1420011""","Female",116,"*","*"
"Tolland School District","=""1420011""","Male",128,"*","*"
"Torrington School District","=""1430011""","Female",134,123,91.8
"Torrington School District","=""1430011""","Male",144,112,77.8
"Trumbull School District","=""1440011""","Female",279,273,97.8
"Trumbull School District","=""1440011""","Male",271,265,97.8
"Unified School District #1","=""3360015""","Female",14,0,"*"
"Unified School District #1","=""3360015""","Male",358,"*","*"
"Unified School District #2","=""3470015""","Female",10,"*","*"
"Unified School District #2","=""3470015""","Male",53,"*","*"
"Vernon School District","=""1460011""","Female",127,110,86.6
"Vernon School District","=""1460011""","Male",115,87,75.7
"Wallingford School District","=""1480011""","Female",302,281,93.0
"Wallingford School District","=""1480011""","Male",233,205,88.0
"Waterbury School District","=""1510011""","Female",631,452,71.6
"Waterbury School District","=""1510011""","Male",669,412,61.6
"Waterford School District","=""1520011""","Female",111,101,91.0
"Waterford School District","=""1520011""","Male",132,121,91.7
"Watertown School District","=""1530011""","Female",139,127,91.4
"Watertown School District","=""1530011""","Male",133,109,82.0
"West Hartford School District","=""1550011""","Female",423,398,94.1
"West Hartford School District","=""1550011""","Male",412,380,92.2
"West Haven School District","=""1560011""","Female",203,160,78.8
"West Haven School District","=""1560011""","Male",236,146,61.9
"Westbrook School District","=""1540011""","Female",37,"*","*"
"Westbrook School District","=""1540011""","Male",41,"*","*"
"Weston School District","=""1570011""","Female",103,"*","*"
"Weston School District","=""1570011""","Male",105,"*","*"
"Westport School District","=""1580011""","Female",221,"*","*"
"Westport School District","=""1580011""","Male",245,"*","*"
"Wethersfield School District","=""1590011""","Female",128,119,93.0
"Wethersfield School District","=""1590011""","Male",142,125,88.0
"Wilton School District","=""1610011""","Female",163,156,95.7
"Wilton School District","=""1610011""","Male",163,157,96.3
"Windham School District","=""1630011""","Female",91,70,76.9
"Windham School District","=""1630011""","Male",107,79,73.8
"Windsor Locks School District","=""1650011""","Female",78,73,93.6
"Windsor Locks School District","=""1650011""","Male",62,54,87.1
"Windsor School District","=""1640011""","Female",174,146,83.9
"Windsor School District","=""1640011""","Male",181,143,79.0
"Wolcott School District","=""1660011""","Female",111,104,93.7
"Wolcott School District","=""1660011""","Male",110,104,94.5
"Woodstock Academy District","=""9030022""","Female",157,152,96.8
"Woodstock Academy District","=""9030022""","Male",127,118,92.9

