"Four-Year Graduation Rates, 2010-11"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Regional School District 19","=""2190012""","Non-Special Education",247,214,86.6
"Regional School District 19","=""2190012""","Special Education",37,21,56.8
"Ridgefield School District","=""1180011""","Non-Special Education",386,376,97.4
"Ridgefield School District","=""1180011""","Special Education",48,41,85.4
"Rocky Hill School District","=""1190011""","Non-Special Education",169,"*","*"
"Rocky Hill School District","=""1190011""","Special Education",8,"*","*"
"Seymour School District","=""1240011""","Non-Special Education",179,151,84.4
"Seymour School District","=""1240011""","Special Education",10,6,"*"
"Shelton School District","=""1260011""","Non-Special Education",370,337,91.1
"Shelton School District","=""1260011""","Special Education",31,15,48.4
"Simsbury School District","=""1280011""","Non-Special Education",328,315,96.0
"Simsbury School District","=""1280011""","Special Education",30,25,83.3
"Somers School District","=""1290011""","Non-Special Education",131,126,96.2
"Somers School District","=""1290011""","Special Education",14,11,"*"
"South Windsor School District","=""1320011""","Non-Special Education",378,352,93.1
"South Windsor School District","=""1320011""","Special Education",47,34,72.3
"Southington School District","=""1310011""","Non-Special Education",483,450,93.2
"Southington School District","=""1310011""","Special Education",64,45,70.3
"Stafford School District","=""1340011""","Non-Special Education",121,"*","*"
"Stafford School District","=""1340011""","Special Education",14,"*","*"
"Stamford Academy District","=""2820013""","Non-Special Education",46,"*","*"
"Stamford Academy District","=""2820013""","Special Education",9,"*","*"
"Stamford School District","=""1350011""","Non-Special Education",1067,925,86.7
"Stamford School District","=""1350011""","Special Education",122,89,73.0
"Stonington School District","=""1370011""","Non-Special Education",184,178,96.7
"Stonington School District","=""1370011""","Special Education",28,20,71.4
"Stratford School District","=""1380011""","Non-Special Education",519,473,91.1
"Stratford School District","=""1380011""","Special Education",62,39,62.9
"Suffield School District","=""1390011""","Non-Special Education",202,"*","*"
"Suffield School District","=""1390011""","Special Education",13,"*","*"
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",63,"*","*"
"The Gilbert School District","=""9020022""","Special Education",12,"*","*"
"Thomaston School District","=""1400011""","Non-Special Education",79,75,94.9
"Thomaston School District","=""1400011""","Special Education",26,21,80.8
"Thompson School District","=""1410011""","Non-Special Education",89,"*","*"
"Thompson School District","=""1410011""","Special Education",6,"*","*"
"Tolland School District","=""1420011""","Non-Special Education",208,"*","*"
"Tolland School District","=""1420011""","Special Education",16,"*","*"
"Torrington School District","=""1430011""","Non-Special Education",251,202,80.5
"Torrington School District","=""1430011""","Special Education",32,17,53.1
"Trumbull School District","=""1440011""","Non-Special Education",467,"*","*"
"Trumbull School District","=""1440011""","Special Education",36,"*","*"
"Unified School District #1","=""3360015""","Non-Special Education",408,"*","*"
"Unified School District #1","=""3360015""","Special Education",147,"*","*"
"Unified School District #2","=""3470015""","Non-Special Education",20,"*","*"
"Unified School District #2","=""3470015""","Special Education",30,"*","*"
"Vernon School District","=""1460011""","Non-Special Education",260,220,84.6
"Vernon School District","=""1460011""","Special Education",30,17,56.7
"Wallingford School District","=""1480011""","Non-Special Education",495,442,89.3
"Wallingford School District","=""1480011""","Special Education",66,46,69.7
"Waterbury School District","=""1510011""","Non-Special Education",1134,772,68.1
"Waterbury School District","=""1510011""","Special Education",175,88,50.3
"Waterford School District","=""1520011""","Non-Special Education",255,"*","*"
"Waterford School District","=""1520011""","Special Education",17,"*","*"
"Watertown School District","=""1530011""","Non-Special Education",217,200,92.2
"Watertown School District","=""1530011""","Special Education",31,17,54.8
"West Hartford School District","=""1550011""","Non-Special Education",727,680,93.5
"West Hartford School District","=""1550011""","Special Education",102,69,67.6
"West Haven School District","=""1560011""","Non-Special Education",418,291,69.6
"West Haven School District","=""1560011""","Special Education",42,22,52.4
"Westbrook School District","=""1540011""","Non-Special Education",68,"*","*"
"Westbrook School District","=""1540011""","Special Education",7,"*","*"
"Weston School District","=""1570011""","Non-Special Education",182,"*","*"
"Weston School District","=""1570011""","Special Education",13,"*","*"
"Westport School District","=""1580011""","Non-Special Education",419,413,98.6
"Westport School District","=""1580011""","Special Education",56,46,82.1
"Wethersfield School District","=""1590011""","Non-Special Education",281,264,94.0
"Wethersfield School District","=""1590011""","Special Education",24,14,58.3
"Wilton School District","=""1610011""","Non-Special Education",279,"*","*"
"Wilton School District","=""1610011""","Special Education",27,"*","*"
"Windham School District","=""1630011""","Non-Special Education",216,138,63.9
"Windham School District","=""1630011""","Special Education",51,25,49.0
"Windsor Locks School District","=""1650011""","Non-Special Education",122,"*","*"
"Windsor Locks School District","=""1650011""","Special Education",13,"*","*"
"Windsor School District","=""1640011""","Non-Special Education",308,264,85.7
"Windsor School District","=""1640011""","Special Education",45,29,64.4
"Wolcott School District","=""1660011""","Non-Special Education",207,"*","*"
"Wolcott School District","=""1660011""","Special Education",19,"*","*"
"Woodstock Academy District","=""9030022""","Non-Special Education",275,260,94.5
"Woodstock Academy District","=""9030022""","Special Education",24,22,91.7

