"Four-Year Graduation Rates, 2014-15"
"All Districts, All Students"

"",,,"Non-Graduates",,,
"Killingly School District","=""0690011""",203,21,10.3,26,12.8
"Learn","=""2450014""",176,"*","*","*","*"
"Lebanon School District","=""0710011""",95,"*","*","*","*"
"Ledyard School District","=""0720011""",233,"*","*","*","*"
"Litchfield School District","=""0740011""",70,0,0.0,0,0.0
"Madison School District","=""0760011""",309,"*","*","*","*"
"Manchester School District","=""0770011""",454,29,6.4,58,12.8
"Meriden School District","=""0800011""",626,49,7.8,114,18.2
"Middletown School District","=""0830011""",315,24,7.6,13,4.1
"Milford School District","=""0840011""",459,27,5.9,15,3.3
"Monroe School District","=""0850011""",321,"*","*","*","*"
"Montville School District","=""0860011""",179,"*","*","*","*"
"Naugatuck School District","=""0880011""",337,17,5.0,32,9.5
"New Britain School District","=""0890011""",660,72,10.9,135,20.5
"New Canaan School District","=""0900011""",307,"*","*",0,0.0
"New Fairfield School District","=""0910011""",264,"*","*","*","*"
"New Haven School District","=""0930011""",1485,119,8.0,251,16.9
"New London School District","=""0950011""",202,18,8.9,35,17.3
"New Milford School District","=""0960011""",371,13,3.5,23,6.2
"Newington School District","=""0940011""",358,9,2.5,17,4.7
"Newtown School District","=""0970011""",453,15,3.3,6,1.3
"North Branford School District","=""0990011""",166,"*","*","*","*"
"North Haven School District","=""1010011""",296,14,4.7,12,4.1
"North Stonington School District","=""1020011""",51,"*","*","*","*"
"Norwalk School District","=""1030011""",876,25,2.9,66,7.5
"Norwich Free Academy District","=""9010022""",590,8,1.4,64,10.8
"Old Saybrook School District","=""1060011""",126,"*","*","*","*"
"Oxford School District","=""1080011""",125,"*","*","*","*"
"Plainfield School District","=""1090011""",168,13,7.7,18,10.7
"Plainville School District","=""1100011""",182,"*","*","*","*"
"Plymouth School District","=""1110011""",121,"*","*","*","*"
"Portland School District","=""1130011""",92,"*","*","*","*"
"Putnam School District","=""1160011""",65,"*","*","*","*"
"Regional School District 01","=""2010012""",87,"*","*","*","*"
"Regional School District 04","=""2040012""",182,"*","*","*","*"
"Regional School District 05","=""2050012""",417,7,1.7,8,1.9
"Regional School District 06","=""2060012""",87,"*","*","*","*"
"Regional School District 07","=""2070012""",143,"*","*","*","*"
"Regional School District 08","=""2080012""",269,12,4.5,8,3.0
"Regional School District 09","=""2090012""",256,"*","*","*","*"
"Regional School District 10","=""2100012""",191,"*","*","*","*"
"Regional School District 11","=""2110012""",51,"*","*",0,0.0
"Regional School District 12","=""2120012""",72,"*","*","*","*"
"Regional School District 13","=""2130012""",154,13,8.4,0,0.0
"Regional School District 14","=""2140012""",189,"*","*","*","*"
"Regional School District 15","=""2150012""",293,"*","*","*","*"
"Regional School District 16","=""2160012""",167,"*","*","*","*"
"Regional School District 17","=""2170012""",168,"*","*","*","*"
"Regional School District 18","=""2180012""",89,"*","*","*","*"
"Regional School District 19","=""2190012""",292,17,5.8,8,2.7
"Ridgefield School District","=""1180011""",446,10,2.2,7,1.6
"Rocky Hill School District","=""1190011""",196,"*","*","*","*"
"Seymour School District","=""1240011""",148,6,4.1,10,6.8
"Shelton School District","=""1260011""",370,11,3.0,11,3.0
"Simsbury School District","=""1280011""",382,"*","*","*","*"
"Somers School District","=""1290011""",130,"*","*","*","*"
"South Windsor School District","=""1320011""",355,12,3.4,15,4.2
"Southington School District","=""1310011""",519,21,4.0,16,3.1
"Stafford School District","=""1340011""",92,"*","*","*","*"
"Stamford Academy District","=""2820013""",48,15,31.3,17,35.4
"Stamford School District","=""1350011""",1217,66,5.4,85,7.0
"Stonington School District","=""1370011""",200,"*","*","*","*"
"Stratford School District","=""1380011""",535,21,3.9,24,4.5
"Suffield School District","=""1390011""",212,"*","*","*","*"
"The Bridge Academy District","=""2690013""",32,"*","*","*","*"
"The Gilbert School District","=""9020022""",90,"*","*","*","*"
"Thomaston School District","=""1400011""",63,"*","*","*","*"
"Thompson School District","=""1410011""",70,0,0.0,"*","*"
"Tolland School District","=""1420011""",212,"*","*","*","*"
"Torrington School District","=""1430011""",282,20,7.1,26,9.2
"Trumbull School District","=""1440011""",534,"*","*","*","*"
"Unified School District #1","=""3360015""",412,72,17.5,330,80.1
"Unified School District #2","=""3470015""",42,"*","*",28,66.7
"Vernon School District","=""1460011""",244,9,3.7,28,11.5
"Wallingford School District","=""1480011""",502,12,2.4,22,4.4
"Waterbury School District","=""1510011""",1344,72,5.4,341,25.4
"Waterford School District","=""1520011""",216,"*","*","*","*"
"Watertown School District","=""1530011""",205,13,6.3,11,5.4
"West Hartford School District","=""1550011""",738,28,3.8,22,3.0
"West Haven School District","=""1560011""",424,19,4.5,76,17.9
"Westbrook School District","=""1540011""",78,"*","*",0,0.0
"Weston School District","=""1570011""",167,"*","*","*","*"
"Westport School District","=""1580011""",462,"*","*","*","*"
"Wethersfield School District","=""1590011""",284,15,5.3,11,3.9
"Wilton School District","=""1610011""",330,"*","*","*","*"
"Windham School District","=""1630011""",130,9,6.9,16,12.3
"Windsor Locks School District","=""1650011""",131,8,6.1,9,6.9
"Windsor School District","=""1640011""",310,21,6.8,16,5.2
"Wolcott School District","=""1660011""",180,"*","*","*","*"
"Woodstock Academy District","=""9030022""",286,"*","*","*","*"

