"Four-Year Graduation Rates, 2014-15"
"All Districts, English Learner Status"

"",,,,"Non-Graduates",,,
"East Lyme School District","=""0450011""","Non-ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","ELL","*","*","*","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","ELL","*","*","*","*","*"
"Ellington School District","=""0480011""","Non-ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","ELL","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","ELL","*","*","*","*","*"
"Enfield School District","=""0490011""","Non-ELL","*","*","*","*","*"
"Explorations District","=""2720013""","ELL","N/A","N/A","N/A","N/A","N/A"
"Explorations District","=""2720013""","Non-ELL",23,0,0.0,"*","*"
"Fairfield School District","=""0510011""","ELL",18,"*","*",0,"*"
"Fairfield School District","=""0510011""","Non-ELL",699,"*","*",17,2.4
"Farmington School District","=""0520011""","ELL","*","*","*","*","*"
"Farmington School District","=""0520011""","Non-ELL","*","*","*","*","*"
"Glastonbury School District","=""0540011""","ELL",10,0,"*",0,"*"
"Glastonbury School District","=""0540011""","Non-ELL",514,"*","*","*","*"
"Granby School District","=""0560011""","ELL","*","*","*","*","*"
"Granby School District","=""0560011""","Non-ELL","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELL",29,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-ELL",618,"*","*","*","*"
"Griswold School District","=""0580011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Griswold School District","=""0580011""","Non-ELL",148,7,4.7,10,6.8
"Groton School District","=""0590011""","ELL",7,"*","*","*","*"
"Groton School District","=""0590011""","Non-ELL",265,"*","*","*","*"
"Guilford School District","=""0600011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Non-ELL",274,7,2.6,7,2.6
"Hamden School District","=""0620011""","ELL",16,"*","*","*","*"
"Hamden School District","=""0620011""","Non-ELL",449,"*","*","*","*"
"Hartford School District","=""0640011""","ELL",255,39,15.3,77,30.2
"Hartford School District","=""0640011""","Non-ELL",1229,133,10.8,194,15.8
"Killingly School District","=""0690011""","ELL","*","*","*","*","*"
"Killingly School District","=""0690011""","Non-ELL","*","*","*","*","*"
"Learn","=""2450014""","ELL","*","*","*","*","*"
"Learn","=""2450014""","Non-ELL","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Lebanon School District","=""0710011""","Non-ELL",95,"*","*","*","*"
"Ledyard School District","=""0720011""","ELL","*","*","*","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELL","*","*","*","*","*"
"Litchfield School District","=""0740011""","Non-ELL","*","*","*","*","*"
"Madison School District","=""0760011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Madison School District","=""0760011""","Non-ELL",309,"*","*","*","*"
"Manchester School District","=""0770011""","ELL",21,"*","*","*","*"
"Manchester School District","=""0770011""","Non-ELL",433,"*","*","*","*"
"Meriden School District","=""0800011""","ELL",77,7,9.1,15,19.5
"Meriden School District","=""0800011""","Non-ELL",549,42,7.7,99,18.0
"Middletown School District","=""0830011""","ELL",7,"*","*",0,"*"
"Middletown School District","=""0830011""","Non-ELL",308,"*","*",13,4.2
"Milford School District","=""0840011""","ELL","*","*","*","*","*"
"Milford School District","=""0840011""","Non-ELL","*","*","*","*","*"
"Monroe School District","=""0850011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Monroe School District","=""0850011""","Non-ELL",321,"*","*","*","*"
"Montville School District","=""0860011""","ELL","*","*","*","*","*"
"Montville School District","=""0860011""","Non-ELL","*","*","*","*","*"
"Naugatuck School District","=""0880011""","ELL",8,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Non-ELL",329,17,5.2,32,9.7
"New Britain School District","=""0890011""","ELL",132,12,9.1,40,30.3
"New Britain School District","=""0890011""","Non-ELL",528,60,11.4,95,18.0
"New Canaan School District","=""0900011""","ELL","*","*","*","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELL","N/A","N/A","N/A","N/A","N/A"
"New Fairfield School District","=""0910011""","Non-ELL",264,"*","*","*","*"
"New Haven School District","=""0930011""","ELL",162,18,11.1,53,32.7
"New Haven School District","=""0930011""","Non-ELL",1323,101,7.6,198,15.0
"New London School District","=""0950011""","ELL",44,7,15.9,11,25.0
"New London School District","=""0950011""","Non-ELL",158,11,7.0,24,15.2
"New Milford School District","=""0960011""","ELL",7,"*","*","*","*"
"New Milford School District","=""0960011""","Non-ELL",364,"*","*","*","*"
"Newington School District","=""0940011""","ELL",16,0,"*","*","*"
"Newington School District","=""0940011""","Non-ELL",342,9,2.6,"*","*"
"Newtown School District","=""0970011""","ELL","*","*","*","*","*"
"Newtown School District","=""0970011""","Non-ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","ELL","*","*","*","*","*"
"North Branford School District","=""0990011""","Non-ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","ELL","*","*","*","*","*"
"North Haven School District","=""1010011""","Non-ELL","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELL","N/A","N/A","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","Non-ELL",51,"*","*","*","*"
"Norwalk School District","=""1030011""","ELL",83,"*","*","*","*"
"Norwalk School District","=""1030011""","Non-ELL",793,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","ELL",54,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Non-ELL",536,"*","*","*","*"
"Old Saybrook School District","=""1060011""","ELL","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Non-ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","ELL","*","*","*","*","*"
"Oxford School District","=""1080011""","Non-ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELL","*","*","*","*","*"
"Plainfield School District","=""1090011""","Non-ELL","*","*","*","*","*"
"Plainville School District","=""1100011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Plainville School District","=""1100011""","Non-ELL",182,"*","*","*","*"
"Plymouth School District","=""1110011""","ELL","*","*","*","*","*"
"Plymouth School District","=""1110011""","Non-ELL","*","*","*","*","*"
"Portland School District","=""1130011""","ELL","*","*","*","*","*"
"Portland School District","=""1130011""","Non-ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","ELL","*","*","*","*","*"
"Putnam School District","=""1160011""","Non-ELL","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELL","*","*","*","*","*"
"Regional School District 01","=""2010012""","Non-ELL","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELL","*","*","*","*","*"
"Regional School District 04","=""2040012""","Non-ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELL","*","*","*","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELL","*","*","*","*","*"
"Regional School District 06","=""2060012""","Non-ELL","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 07","=""2070012""","Non-ELL",143,"*","*","*","*"
"Regional School District 08","=""2080012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 08","=""2080012""","Non-ELL",269,12,4.5,8,3.0
"Regional School District 09","=""2090012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 09","=""2090012""","Non-ELL",256,"*","*","*","*"
"Regional School District 10","=""2100012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 10","=""2100012""","Non-ELL",191,"*","*","*","*"
"Regional School District 11","=""2110012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 11","=""2110012""","Non-ELL",51,"*","*",0,0.0
"Regional School District 12","=""2120012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 12","=""2120012""","Non-ELL",72,"*","*","*","*"
"Regional School District 13","=""2130012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 13","=""2130012""","Non-ELL",154,13,8.4,0,0.0
"Regional School District 14","=""2140012""","ELL","*","*","*","*","*"
"Regional School District 14","=""2140012""","Non-ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELL","*","*","*","*","*"
"Regional School District 15","=""2150012""","Non-ELL","*","*","*","*","*"
"Regional School District 16","=""2160012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 16","=""2160012""","Non-ELL",167,"*","*","*","*"
"Regional School District 17","=""2170012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 17","=""2170012""","Non-ELL",168,"*","*","*","*"
"Regional School District 18","=""2180012""","ELL","N/A","N/A","N/A","N/A","N/A"
"Regional School District 18","=""2180012""","Non-ELL",89,"*","*","*","*"
"Regional School District 19","=""2190012""","ELL","*","*","*","*","*"
"Regional School District 19","=""2190012""","Non-ELL","*","*","*","*","*"
"Ridgefield School District","=""1180011""","ELL",6,0,"*",0,"*"
"Ridgefield School District","=""1180011""","Non-ELL",440,10,2.3,7,1.6
"Rocky Hill School District","=""1190011""","ELL","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Non-ELL","*","*","*","*","*"
"Seymour School District","=""1240011""","ELL","*","*","*","*","*"
"Seymour School District","=""1240011""","Non-ELL","*","*","*","*","*"
"Shelton School District","=""1260011""","ELL","*","*","*","*","*"
"Shelton School District","=""1260011""","Non-ELL","*","*","*","*","*"
"Simsbury School District","=""1280011""","ELL","*","*","*","*","*"
"Simsbury School District","=""1280011""","Non-ELL","*","*","*","*","*"
"Somers School District","=""1290011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Somers School District","=""1290011""","Non-ELL",130,"*","*","*","*"
"South Windsor School District","=""1320011""","ELL","*","*","*","*","*"
"South Windsor School District","=""1320011""","Non-ELL","*","*","*","*","*"
"Southington School District","=""1310011""","ELL","*","*","*","*","*"
"Southington School District","=""1310011""","Non-ELL","*","*","*","*","*"
"Stafford School District","=""1340011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Stafford School District","=""1340011""","Non-ELL",92,"*","*","*","*"
"Stamford Academy District","=""2820013""","ELL",6,"*","*","*","*"
"Stamford Academy District","=""2820013""","Non-ELL",42,"*","*","*","*"
"Stamford School District","=""1350011""","ELL",166,17,10.2,25,15.1
"Stamford School District","=""1350011""","Non-ELL",1051,49,4.7,60,5.7
"Stonington School District","=""1370011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Stonington School District","=""1370011""","Non-ELL",200,"*","*","*","*"
"Stratford School District","=""1380011""","ELL",14,"*","*",0,"*"
"Stratford School District","=""1380011""","Non-ELL",521,"*","*",24,4.6
"Suffield School District","=""1390011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Suffield School District","=""1390011""","Non-ELL",212,"*","*","*","*"
"The Bridge Academy District","=""2690013""","ELL","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Non-ELL","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELL","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Non-ELL","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Thomaston School District","=""1400011""","Non-ELL",63,"*","*","*","*"
"Thompson School District","=""1410011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Thompson School District","=""1410011""","Non-ELL",70,0,0.0,"*","*"
"Tolland School District","=""1420011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Tolland School District","=""1420011""","Non-ELL",212,"*","*","*","*"
"Torrington School District","=""1430011""","ELL",26,"*","*","*","*"
"Torrington School District","=""1430011""","Non-ELL",256,"*","*","*","*"
"Trumbull School District","=""1440011""","ELL",8,0,"*",0,"*"
"Trumbull School District","=""1440011""","Non-ELL",526,"*","*","*","*"
"Unified School District #1","=""3360015""","ELL",29,6,20.7,23,79.3
"Unified School District #1","=""3360015""","Non-ELL",383,66,17.2,307,80.2
"Unified School District #2","=""3470015""","ELL","*","*","*","*","*"
"Unified School District #2","=""3470015""","Non-ELL","*","*","*","*","*"
"Vernon School District","=""1460011""","ELL","*","*","*","*","*"
"Vernon School District","=""1460011""","Non-ELL","*","*","*","*","*"
"Wallingford School District","=""1480011""","ELL",9,0,"*","*","*"
"Wallingford School District","=""1480011""","Non-ELL",493,12,2.4,"*","*"
"Waterbury School District","=""1510011""","ELL",204,12,5.9,79,38.7
"Waterbury School District","=""1510011""","Non-ELL",1140,60,5.3,262,23.0
"Waterford School District","=""1520011""","ELL","*","*","*","*","*"
"Waterford School District","=""1520011""","Non-ELL","*","*","*","*","*"
"Watertown School District","=""1530011""","ELL","*","*","*","*","*"
"Watertown School District","=""1530011""","Non-ELL","*","*","*","*","*"
"West Hartford School District","=""1550011""","ELL",45,"*","*","*","*"
"West Hartford School District","=""1550011""","Non-ELL",693,"*","*","*","*"
"West Haven School District","=""1560011""","ELL",41,"*","*","*","*"
"West Haven School District","=""1560011""","Non-ELL",383,"*","*","*","*"
"Westbrook School District","=""1540011""","ELL","*","*","*","*","*"
"Westbrook School District","=""1540011""","Non-ELL","*","*","*","*","*"
"Weston School District","=""1570011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Weston School District","=""1570011""","Non-ELL",167,"*","*","*","*"
"Westport School District","=""1580011""","ELL","*","*","*","*","*"
"Westport School District","=""1580011""","Non-ELL","*","*","*","*","*"
"Wethersfield School District","=""1590011""","ELL",11,"*","*","*","*"
"Wethersfield School District","=""1590011""","Non-ELL",273,"*","*","*","*"
"Wilton School District","=""1610011""","ELL","*","*","*","*","*"
"Wilton School District","=""1610011""","Non-ELL","*","*","*","*","*"
"Windham School District","=""1630011""","ELL",24,"*","*","*","*"
"Windham School District","=""1630011""","Non-ELL",106,"*","*","*","*"
"Windsor Locks School District","=""1650011""","ELL","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Non-ELL","*","*","*","*","*"
"Windsor School District","=""1640011""","ELL",6,"*","*",0,"*"
"Windsor School District","=""1640011""","Non-ELL",304,"*","*",16,5.3
"Wolcott School District","=""1660011""","ELL","N/A","N/A","N/A","N/A","N/A"
"Wolcott School District","=""1660011""","Non-ELL",180,"*","*","*","*"
"Woodstock Academy District","=""9030022""","ELL","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Non-ELL","*","*","*","*","*"

