"Four-Year Graduation Rates, 2014-15"
"All Districts, High Needs Status"

"",,,,"Graduates",
"Explorations District","=""2720013""","Non-High Needs",7,"*","*"
"Fairfield School District","=""0510011""","High Needs",182,149,81.9
"Fairfield School District","=""0510011""","Non-High Needs",535,526,98.3
"Farmington School District","=""0520011""","High Needs",75,"*","*"
"Farmington School District","=""0520011""","Non-High Needs",260,"*","*"
"Glastonbury School District","=""0540011""","High Needs",109,100,91.7
"Glastonbury School District","=""0540011""","Non-High Needs",415,412,99.3
"Granby School District","=""0560011""","High Needs",30,"*","*"
"Granby School District","=""0560011""","Non-High Needs",135,"*","*"
"Greenwich School District","=""0570011""","High Needs",191,164,85.9
"Greenwich School District","=""0570011""","Non-High Needs",456,452,99.1
"Griswold School District","=""0580011""","High Needs",69,"*","*"
"Griswold School District","=""0580011""","Non-High Needs",79,"*","*"
"Groton School District","=""0590011""","High Needs",144,"*","*"
"Groton School District","=""0590011""","Non-High Needs",128,"*","*"
"Guilford School District","=""0600011""","High Needs",64,"*","*"
"Guilford School District","=""0600011""","Non-High Needs",210,"*","*"
"Hamden School District","=""0620011""","High Needs",262,"*","*"
"Hamden School District","=""0620011""","Non-High Needs",203,"*","*"
"Hartford School District","=""0640011""","High Needs",1323,889,67.2
"Hartford School District","=""0640011""","Non-High Needs",161,152,94.4
"Killingly School District","=""0690011""","High Needs",108,"*","*"
"Killingly School District","=""0690011""","Non-High Needs",95,"*","*"
"Learn","=""2450014""","High Needs",110,97,88.2
"Learn","=""2450014""","Non-High Needs",66,60,90.9
"Lebanon School District","=""0710011""","High Needs",27,"*","*"
"Lebanon School District","=""0710011""","Non-High Needs",68,"*","*"
"Ledyard School District","=""0720011""","High Needs",86,"*","*"
"Ledyard School District","=""0720011""","Non-High Needs",147,"*","*"
"Litchfield School District","=""0740011""","High Needs",21,21,100.0
"Litchfield School District","=""0740011""","Non-High Needs",49,49,100.0
"Madison School District","=""0760011""","High Needs",55,"*","*"
"Madison School District","=""0760011""","Non-High Needs",254,"*","*"
"Manchester School District","=""0770011""","High Needs",303,222,73.3
"Manchester School District","=""0770011""","Non-High Needs",151,145,96.0
"Meriden School District","=""0800011""","High Needs",483,334,69.2
"Meriden School District","=""0800011""","Non-High Needs",143,129,90.2
"Middletown School District","=""0830011""","High Needs",180,148,82.2
"Middletown School District","=""0830011""","Non-High Needs",135,130,96.3
"Milford School District","=""0840011""","High Needs",177,143,80.8
"Milford School District","=""0840011""","Non-High Needs",282,274,97.2
"Monroe School District","=""0850011""","High Needs",61,53,86.9
"Monroe School District","=""0850011""","Non-High Needs",260,260,100.0
"Montville School District","=""0860011""","High Needs",71,59,83.1
"Montville School District","=""0860011""","Non-High Needs",108,108,100.0
"Naugatuck School District","=""0880011""","High Needs",221,180,81.4
"Naugatuck School District","=""0880011""","Non-High Needs",116,108,93.1
"New Britain School District","=""0890011""","High Needs",579,380,65.6
"New Britain School District","=""0890011""","Non-High Needs",81,73,90.1
"New Canaan School District","=""0900011""","High Needs",40,"*","*"
"New Canaan School District","=""0900011""","Non-High Needs",267,"*","*"
"New Fairfield School District","=""0910011""","High Needs",56,"*","*"
"New Fairfield School District","=""0910011""","Non-High Needs",208,"*","*"
"New Haven School District","=""0930011""","High Needs",1297,958,73.9
"New Haven School District","=""0930011""","Non-High Needs",188,157,83.5
"New London School District","=""0950011""","High Needs",196,"*","*"
"New London School District","=""0950011""","Non-High Needs",6,"*","*"
"New Milford School District","=""0960011""","High Needs",121,"*","*"
"New Milford School District","=""0960011""","Non-High Needs",250,"*","*"
"Newington School District","=""0940011""","High Needs",135,116,85.9
"Newington School District","=""0940011""","Non-High Needs",223,216,96.9
"Newtown School District","=""0970011""","High Needs",74,56,75.7
"Newtown School District","=""0970011""","Non-High Needs",379,376,99.2
"North Branford School District","=""0990011""","High Needs",57,"*","*"
"North Branford School District","=""0990011""","Non-High Needs",109,"*","*"
"North Haven School District","=""1010011""","High Needs",85,64,75.3
"North Haven School District","=""1010011""","Non-High Needs",211,206,97.6
"North Stonington School District","=""1020011""","High Needs",14,"*","*"
"North Stonington School District","=""1020011""","Non-High Needs",37,"*","*"
"Norwalk School District","=""1030011""","High Needs",474,398,84.0
"Norwalk School District","=""1030011""","Non-High Needs",402,387,96.3
"Norwich Free Academy District","=""9010022""","High Needs",312,245,78.5
"Norwich Free Academy District","=""9010022""","Non-High Needs",278,272,97.8
"Old Saybrook School District","=""1060011""","High Needs",30,"*","*"
"Old Saybrook School District","=""1060011""","Non-High Needs",96,"*","*"
"Oxford School District","=""1080011""","High Needs",23,16,69.6
"Oxford School District","=""1080011""","Non-High Needs",102,100,98.0
"Plainfield School District","=""1090011""","High Needs",96,"*","*"
"Plainfield School District","=""1090011""","Non-High Needs",72,"*","*"
"Plainville School District","=""1100011""","High Needs",86,"*","*"
"Plainville School District","=""1100011""","Non-High Needs",96,"*","*"
"Plymouth School District","=""1110011""","High Needs",54,41,75.9
"Plymouth School District","=""1110011""","Non-High Needs",67,65,97.0
"Portland School District","=""1130011""","High Needs",30,"*","*"
"Portland School District","=""1130011""","Non-High Needs",62,"*","*"
"Putnam School District","=""1160011""","High Needs",47,"*","*"
"Putnam School District","=""1160011""","Non-High Needs",18,"*","*"
"Regional School District 01","=""2010012""","High Needs",33,30,90.9
"Regional School District 01","=""2010012""","Non-High Needs",54,52,96.3
"Regional School District 04","=""2040012""","High Needs",41,"*","*"
"Regional School District 04","=""2040012""","Non-High Needs",141,"*","*"
"Regional School District 05","=""2050012""","High Needs",66,58,87.9
"Regional School District 05","=""2050012""","Non-High Needs",351,344,98.0
"Regional School District 06","=""2060012""","High Needs",19,"*","*"
"Regional School District 06","=""2060012""","Non-High Needs",68,"*","*"
"Regional School District 07","=""2070012""","High Needs",32,28,87.5
"Regional School District 07","=""2070012""","Non-High Needs",111,111,100.0
"Regional School District 08","=""2080012""","High Needs",56,42,75.0
"Regional School District 08","=""2080012""","Non-High Needs",213,207,97.2
"Regional School District 09","=""2090012""","High Needs",40,34,85.0
"Regional School District 09","=""2090012""","Non-High Needs",216,212,98.1
"Regional School District 10","=""2100012""","High Needs",31,"*","*"
"Regional School District 10","=""2100012""","Non-High Needs",160,"*","*"
"Regional School District 11","=""2110012""","High Needs",23,"*","*"
"Regional School District 11","=""2110012""","Non-High Needs",28,"*","*"
"Regional School District 12","=""2120012""","High Needs",19,17,"*"
"Regional School District 12","=""2120012""","Non-High Needs",53,53,100.0
"Regional School District 13","=""2130012""","High Needs",45,32,71.1
"Regional School District 13","=""2130012""","Non-High Needs",109,109,100.0
"Regional School District 14","=""2140012""","High Needs",42,"*","*"
"Regional School District 14","=""2140012""","Non-High Needs",147,"*","*"
"Regional School District 15","=""2150012""","High Needs",51,41,80.4
"Regional School District 15","=""2150012""","Non-High Needs",242,237,97.9
"Regional School District 16","=""2160012""","High Needs",32,"*","*"
"Regional School District 16","=""2160012""","Non-High Needs",135,"*","*"
"Regional School District 17","=""2170012""","High Needs",35,29,82.9
"Regional School District 17","=""2170012""","Non-High Needs",133,133,100.0
"Regional School District 18","=""2180012""","High Needs",20,"*","*"
"Regional School District 18","=""2180012""","Non-High Needs",69,"*","*"
"Regional School District 19","=""2190012""","High Needs",83,66,79.5
"Regional School District 19","=""2190012""","Non-High Needs",209,201,96.2
"Ridgefield School District","=""1180011""","High Needs",77,66,85.7
"Ridgefield School District","=""1180011""","Non-High Needs",369,363,98.4
"Rocky Hill School District","=""1190011""","High Needs",53,45,84.9
"Rocky Hill School District","=""1190011""","Non-High Needs",143,136,95.1
"Seymour School District","=""1240011""","High Needs",60,46,76.7
"Seymour School District","=""1240011""","Non-High Needs",88,86,97.7
"Shelton School District","=""1260011""","High Needs",136,"*","*"
"Shelton School District","=""1260011""","Non-High Needs",234,"*","*"
"Simsbury School District","=""1280011""","High Needs",91,78,85.7
"Simsbury School District","=""1280011""","Non-High Needs",291,286,98.3
"Somers School District","=""1290011""","High Needs",22,16,72.7
"Somers School District","=""1290011""","Non-High Needs",108,106,98.1
"South Windsor School District","=""1320011""","High Needs",90,69,76.7
"South Windsor School District","=""1320011""","Non-High Needs",265,259,97.7
"Southington School District","=""1310011""","High Needs",158,127,80.4
"Southington School District","=""1310011""","Non-High Needs",361,355,98.3
"Stafford School District","=""1340011""","High Needs",32,27,84.4
"Stafford School District","=""1340011""","Non-High Needs",60,58,96.7
"Stamford Academy District","=""2820013""","High Needs",48,16,33.3
"Stamford Academy District","=""2820013""","Non-High Needs","N/A","N/A","N/A"
"Stamford School District","=""1350011""","High Needs",769,630,81.9
"Stamford School District","=""1350011""","Non-High Needs",448,434,96.9
"Stonington School District","=""1370011""","High Needs",66,"*","*"
"Stonington School District","=""1370011""","Non-High Needs",134,"*","*"
"Stratford School District","=""1380011""","High Needs",301,"*","*"
"Stratford School District","=""1380011""","Non-High Needs",234,"*","*"
"Suffield School District","=""1390011""","High Needs",55,"*","*"
"Suffield School District","=""1390011""","Non-High Needs",157,"*","*"
"The Bridge Academy District","=""2690013""","High Needs","*","*","*"
"The Bridge Academy District","=""2690013""","Non-High Needs","*","*","*"
"The Gilbert School District","=""9020022""","High Needs",48,"*","*"
"The Gilbert School District","=""9020022""","Non-High Needs",42,"*","*"
"Thomaston School District","=""1400011""","High Needs",16,14,"*"
"Thomaston School District","=""1400011""","Non-High Needs",47,47,100.0
"Thompson School District","=""1410011""","High Needs",25,"*","*"
"Thompson School District","=""1410011""","Non-High Needs",45,"*","*"
"Tolland School District","=""1420011""","High Needs",43,"*","*"
"Tolland School District","=""1420011""","Non-High Needs",169,"*","*"
"Torrington School District","=""1430011""","High Needs",151,110,72.8
"Torrington School District","=""1430011""","Non-High Needs",131,126,96.2
"Trumbull School District","=""1440011""","High Needs",105,95,90.5
"Trumbull School District","=""1440011""","Non-High Needs",429,429,100.0
"Unified School District #1","=""3360015""","High Needs","*","*","*"
"Unified School District #1","=""3360015""","Non-High Needs","*","*","*"
"Unified School District #2","=""3470015""","High Needs",42,"*","*"
"Unified School District #2","=""3470015""","Non-High Needs","N/A","N/A","N/A"
"Vernon School District","=""1460011""","High Needs",119,89,74.8
"Vernon School District","=""1460011""","Non-High Needs",125,117,93.6
"Wallingford School District","=""1480011""","High Needs",167,"*","*"
"Wallingford School District","=""1480011""","Non-High Needs",335,"*","*"
"Waterbury School District","=""1510011""","High Needs",1175,778,66.2
"Waterbury School District","=""1510011""","Non-High Needs",169,152,89.9
"Waterford School District","=""1520011""","High Needs",60,"*","*"
"Waterford School District","=""1520011""","Non-High Needs",156,"*","*"
"Watertown School District","=""1530011""","High Needs",71,"*","*"
"Watertown School District","=""1530011""","Non-High Needs",134,"*","*"
"West Hartford School District","=""1550011""","High Needs",282,236,83.7
"West Hartford School District","=""1550011""","Non-High Needs",456,452,99.1
"West Haven School District","=""1560011""","High Needs",304,223,73.4
"West Haven School District","=""1560011""","Non-High Needs",120,106,88.3
"Westbrook School District","=""1540011""","High Needs",14,"*","*"
"Westbrook School District","=""1540011""","Non-High Needs",64,"*","*"
"Weston School District","=""1570011""","High Needs",30,"*","*"
"Weston School District","=""1570011""","Non-High Needs",137,"*","*"
"Westport School District","=""1580011""","High Needs",70,"*","*"
"Westport School District","=""1580011""","Non-High Needs",392,"*","*"
"Wethersfield School District","=""1590011""","High Needs",104,82,78.8
"Wethersfield School District","=""1590011""","Non-High Needs",180,176,97.8
"Wilton School District","=""1610011""","High Needs",62,52,83.9
"Wilton School District","=""1610011""","Non-High Needs",268,265,98.9
"Windham School District","=""1630011""","High Needs",100,"*","*"
"Windham School District","=""1630011""","Non-High Needs",30,"*","*"
"Windsor Locks School District","=""1650011""","High Needs",64,52,81.3
"Windsor Locks School District","=""1650011""","Non-High Needs",67,62,92.5
"Windsor School District","=""1640011""","High Needs",144,113,78.5
"Windsor School District","=""1640011""","Non-High Needs",166,160,96.4
"Wolcott School District","=""1660011""","High Needs",56,"*","*"
"Wolcott School District","=""1660011""","Non-High Needs",124,"*","*"
"Woodstock Academy District","=""9030022""","High Needs",31,"*","*"
"Woodstock Academy District","=""9030022""","Non-High Needs",255,"*","*"

