"FTE Staffing Report for Trend"

"",,,"Year",,,,
="Redding School District",="Instructional Specialists Who Support Teachers",="Certified",9.4,10.4,11.4,10.4,12.6
="Regional School District 01",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.2,.,.,0.2
="Regional School District 04",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.5,0.2,0.4,1.4
="Regional School District 05",="Instructional Specialists Who Support Teachers",="Certified",9.6,10.0,10.6,11.4,4.2
="Regional School District 06",="Instructional Specialists Who Support Teachers",="Certified",6.5,9.2,11.7,11.2,7.6
="Regional School District 07",="Instructional Specialists Who Support Teachers",="Certified",1.6,0.4,0.7,0.8,.
"Regional School District 08","Instructional Specialists Who Support Teachers","Certified",1.0,1.0,1.0,1.0,1.2
="Regional School District 09",="Instructional Specialists Who Support Teachers",="Certified",6.3,4.9,3.7,4.1,4.1
="Regional School District 10",="Instructional Specialists Who Support Teachers",="Certified",9.5,9.6,9.6,9.6,9.8
="Regional School District 12",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,3.0,2.8,3.0
="Regional School District 13",="Instructional Specialists Who Support Teachers",="Certified",6.1,6.6,7.4,7.4,7.6
="Regional School District 14",="Instructional Specialists Who Support Teachers",="Certified",8.5,6.5,6.5,8.5,8.2
="Regional School District 15",="Instructional Specialists Who Support Teachers",="Certified",16.3,15.3,16.3,16.3,18.8
="Regional School District 16",="Instructional Specialists Who Support Teachers",="Certified",7.5,7.5,7.0,8.0,7.0
="Regional School District 17",="Instructional Specialists Who Support Teachers",="Certified",3.5,3.5,3.5,5.0,7.0
="Regional School District 18",="Instructional Specialists Who Support Teachers",="Certified",4.2,4.2,5.2,6.2,8.0
="Regional School District 19",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
="Ridgefield School District",="Instructional Specialists Who Support Teachers",="Certified",9.6,9.6,11.1,10.3,9.3
="Rocky Hill School District",="Instructional Specialists Who Support Teachers",="Certified",6.9,5.9,7.0,9.5,9.6
="Salem School District",="Instructional Specialists Who Support Teachers",="Certified",3.2,3.2,2.9,2.5,2.0
="Salisbury School District",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,.,.,0.8
="Scotland School District",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.8,1.0
="Seymour School District",="Instructional Specialists Who Support Teachers",="Certified",9.0,9.0,6.0,6.0,7.0
="Sharon School District",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
="Shelton School District",="Instructional Specialists Who Support Teachers",="Certified",11.0,11.2,11.2,11.2,14.1
="Sherman School District",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.3,1.3,1.0,1.0
="Simsbury School District",="Instructional Specialists Who Support Teachers",="Certified",21.5,19.2,15.8,19.2,19.0
="Somers School District",="Instructional Specialists Who Support Teachers",="Certified",4.5,4.5,4.5,4.0,3.5
="South Windsor School District",="Instructional Specialists Who Support Teachers",="Certified",13.6,12.6,11.6,10.6,13.8
="Southington School District",="Instructional Specialists Who Support Teachers",="Certified",12.5,14.5,14.5,14.5,15.5
="Stafford School District",="Instructional Specialists Who Support Teachers",="Certified",7.0,7.0,7.0,7.0,7.0
="Stamford School District",="Instructional Specialists Who Support Teachers",="Certified",69.0,68.5,67.0,48.5,43.0
="Sterling School District",="Instructional Specialists Who Support Teachers",="Certified",1.0,2.2,2.6,2.6,1.8
="Stonington School District",="Instructional Specialists Who Support Teachers",="Certified",4.6,4.6,4.6,4.6,5.6
="Stratford School District",="Instructional Specialists Who Support Teachers",="Certified",21.0,18.0,18.0,15.6,13.0
="Suffield School District",="Instructional Specialists Who Support Teachers",="Certified",6.1,8.3,5.0,5.0,8.0
="Thomaston School District",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,1.6,1.6,1.0
="Thompson School District",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.0,3.0,2.0,2.0
="Tolland School District",="Instructional Specialists Who Support Teachers",="Certified",7.0,7.0,7.0,5.0,5.0
="Torrington School District",="Instructional Specialists Who Support Teachers",="Certified",14.8,15.8,15.7,15.5,15.0
="Trumbull School District",="Instructional Specialists Who Support Teachers",="Certified",24.8,20.9,27.5,28.1,31.5
="Unified School District #2",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,2.0
="Vernon School District",="Instructional Specialists Who Support Teachers",="Certified",12.5,16.5,16.0,13.0,15.1
="Voluntown School District",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.6,1.6,1.8,1.8
="Wallingford School District",="Instructional Specialists Who Support Teachers",="Certified",18.2,19.0,23.7,24.7,23.7
="Waterbury School District",="Instructional Specialists Who Support Teachers",="Certified",73.2,69.2,69.1,74.5,71.9
="Waterford School District",="Instructional Specialists Who Support Teachers",="Certified",9.5,7.5,9.4,10.9,13.6
="Watertown School District",="Instructional Specialists Who Support Teachers",="Certified",6.4,6.4,7.4,6.4,5.5
="West Hartford School District",="Instructional Specialists Who Support Teachers",="Certified",37.2,37.9,36.6,37.8,39.4
="West Haven School District",="Instructional Specialists Who Support Teachers",="Certified",30.9,34.3,37.0,29.5,32.4
="Westbrook School District",="Instructional Specialists Who Support Teachers",="Certified",2.6,2.0,2.0,2.0,2.0
="Weston School District",="Instructional Specialists Who Support Teachers",="Certified",9.4,10.6,11.6,12.0,13.2
="Westport School District",="Instructional Specialists Who Support Teachers",="Certified",12.8,13.2,12.8,12.8,12.6
="Wethersfield School District",="Instructional Specialists Who Support Teachers",="Certified",21.2,19.4,14.5,17.5,12.0
="Willington School District",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,3.0
="Wilton School District",="Instructional Specialists Who Support Teachers",="Certified",14.2,15.2,14.7,15.1,14.4
="Winchester School District",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,3.0,4.0
="Windham School District",="Instructional Specialists Who Support Teachers",="Certified",12.9,13.0,16.2,12.2,23.0
="Windsor Locks School District",="Instructional Specialists Who Support Teachers",="Certified",7.2,7.0,5.0,6.2,2.7
="Windsor School District",="Instructional Specialists Who Support Teachers",="Certified",28.7,24.3,25.0,25.0,23.4
="Wolcott School District",="Instructional Specialists Who Support Teachers",="Certified",5.9,7.4,7.4,8.0,4.0
="Woodbridge School District",="Instructional Specialists Who Support Teachers",="Certified",3.0,2.0,2.0,2.0,2.0
="Woodstock School District",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,3.0,2.5
="Elm City College Preparatory School District",="Instructional Specialists Who Support Teachers",="Certified",.,1.3,0.8,.,.
"Integrated Day Charter School District","Instructional Specialists Who Support Teachers","Certified",.,0.5,1.3,1.3,4.0
="Jumoke Academy District",="Instructional Specialists Who Support Teachers",="Certified",.,1.0,.,1.0,1.0
="Regional School District 11",="Instructional Specialists Who Support Teachers",="Certified",.,1.0,1.0,1.0,1.0
="Woodstock Academy District",="Instructional Specialists Who Support Teachers",="Certified",.,0.3,0.3,0.7,.
"Interdistrict School for Arts and Comm District","Instructional Specialists Who Support Teachers","Certified",.,.,.,0.8,0.8
="New Beginnings Inc Family Academy District",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.0
="Shared Services",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,2.6
="Stamford Academy District",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.0
="The Bridge Academy District",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.5
="Trailblazers Academy District",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.5

