"FTE Staffing Report for Trend"

"",,,"Year",,,,
"Cheshire School District","Special Education - Paraprofessional Instructional Assistants","Non-Certified",89.2,82.5,84.2,95.1,96.7
="Chester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,7.0,6.5,7.0,5.8
="Clinton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0,46.8,46.1,45.1,41.1
="Colchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.0,54.5,51.0,53.5,55.5
="Colebrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.6,3.0,3.0,3.0,3.0
="Columbia School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,10.0,9.0,9.0,12.0
="Common Ground High School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Connecticut Technical High School System",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.2,0.0,0.0,0.0,0.0
="Cooperative Educational Services",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,1.0,1.0
="Cornwall School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.3,2.3,2.3,2.3
="Coventry School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0,28.5,27.0,28.0,28.0
="Cromwell School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.5,23.0,15.8,33.0,34.5
="Danbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",196.2,177.8,180.8,211.8,234.0
="Darien School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",56.3,50.0,39.0,58.0,90.0
="Deep River School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,9.5,12.1,12.1,11.0
="Derby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0,36.0,37.0,48.0,48.0
="East Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.2,31.4,29.5,29.7,34.5
="East Haddam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.5,17.5,16.5,17.5,17.5
="East Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.4,52.3,51.2,49.2,48.4
="East Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",92.0,88.0,85.0,85.0,87.0
="East Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.8,22.5,30.5,35.0,78.8
="East Lyme School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",94.9,95.0,95.0,103.9,104.9
="East Windsor School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.5,.,32.0,35.0,37.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,5.0
="Eastford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.7,3.8,6.0,5.1
="Easton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0,50.0,20.4,20.0,22.0
="EdAdvance",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Ellington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.5,57.2,57.4,61.4,62.1
="Elm City College Preparatory School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,0.0,0.0,0.0
="Enfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",89.5,94.5,86.0,80.0,71.0
="Essex School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.2,23.1,24.0,23.4,22.7
="Explorations District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,1.0,1.0,1.5,1.5
="Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",139.8,140.1,123.2,133.2,143.8
="Farmington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.4,46.7,53.7,60.1,70.4
="Franklin School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,1.0,.,2.0
="Glastonbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",88.7,88.1,85.1,80.6,81.8
="Granby School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.9,45.8,38.2,34.2,36.6
="Greenwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",122.0,131.0,122.0,117.0,119.0
="Griswold School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.5,44.5,45.5,51.0,54.0
="Groton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",147.6,148.0,161.5,121.0,109.4
="Guilford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",83.0,81.0,88.0,86.5,97.0
="Hamden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",74.5,77.5,82.8,79.9,68.3
="Hampton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,5.5,5.6,5.2,4.4
="Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",278.0,267.5,300.5,333.0,373.0
="Hartland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9,3.0,1.0,1.0,0.5
="Hebron School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.5,33.5,31.5,26.9,25.4
="Highville Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Integrated Day Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.0,2.0,1.5,1.5
="Interdistrict School for Arts and Comm District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,5.0,2.0,3.0,5.0
="Jumoke Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,3.0,3.0
="Kent School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,6.5,6.8,5.8,5.8
="Killingly School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",59.0,58.0,62.0,69.5,71.5
="Learn",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8,22.0,25.8,32.8,37.9
="Lebanon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,23.0,27.0,33.0,30.0
="Ledyard School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.9,44.0,45.8,43.0,40.3
="Lisbon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,2.0,1.0,2.0,2.0
="Litchfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,22.0,22.0,22.0,23.0
="Madison School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",56.9,55.2,57.9,66.5,65.7
="Manchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",140.0,148.3,121.0,108.8,110.6
="Mansfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,34.0,34.0,33.0,32.0
="Marlborough School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3,8.7,9.3,10.4,12.2
="Meriden School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",135.0,131.0,134.0,124.0,137.0
="Middletown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",117.2,117.3,117.5,113.7,107.6
="Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",174.0,156.0,153.0,155.0,135.0
="Monroe School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.4,66.4,68.3,65.4,59.6
="Montville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.5,45.3,45.7,48.1,44.1
="Naugatuck School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",56.0,54.5,57.5,57.0,61.5
="New Beginnings Inc Family Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="New Britain School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",152.0,150.0,151.0,94.0,102.0
="New Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",67.0,66.5,74.6,72.6,79.6
="New Fairfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.5,46.9,46.4,44.4,46.9
="New Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.5,15.5,12.0,12.0,18.5
="New Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",164.0,143.0,133.0,128.0,125.8
="New London School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.4,27.1,30.0,27.2,21.3
="New Milford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",93.2,93.3,91.5,99.5,99.5
="Newington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",86.6,95.6,103.5,105.0,104.0
="Newtown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",77.3,76.3,75.4,78.7,80.9
="Norfolk School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9,3.7,2.7,2.1,3.5
="North Branford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.0,43.0,45.0,41.0,41.0
="North Canaan School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4,5.7,6.8,8.0,6.8
="North Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0,34.0,41.5,47.0,48.5
="North Stonington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,15.4,15.2,13.5,14.0
="Norwalk School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",128.5,.,.,116.1,122.3
="Norwich Free Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,8.0
="Norwich School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.0,57.2,69.0,63.4,73.5
="Odyssey Community School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.5,3.0,3.0,3.0
="Old Saybrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.0,51.0,52.0,53.0,50.0
="Orange School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.3,34.0,33.5,33.5,19.5
="Oxford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.2,40.2,37.0,39.8,32.0
="Park City Prep Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,1.0
="Plainfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.5,68.5,62.4,62.0,67.2
="Plainville School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.5,58.1,60.8,62.7,61.3
="Plymouth School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,27.0,27.0,25.5,16.5
="Pomfret School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,12.5,11.5,12.5,12.5
="Portland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.5,13.0,15.5,19.0
="Preston School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,15.0,13.0,12.0,13.0
="Putnam School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.0,28.0,32.5,32.0,31.0
="Redding School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0,28.0,32.0,30.0,27.5
="Regional School District 01",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.7,4.7,4.7,3.1,3.1
="Regional School District 04",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,15.0,14.0,14.0,12.8
="Regional School District 05",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,21.0,22.0,23.0,22.0
="Regional School District 06",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.4,.,16.4,16.5,20.5
="Regional School District 07",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.8,10.8,14.8,16.8,20.2
="Regional School District 08",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0,36.0,32.0,35.0,36.0
="Regional School District 09",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,8.0,7.0,10.0
="Regional School District 10",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.0,50.0,51.0,53.0,55.0
="Regional School District 11",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
="Regional School District 12",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,23.8,23.0,23.0,22.0
="Regional School District 13",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.5,28.0,40.5,38.5,38.1
="Regional School District 14",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.5,28.5,37.5,35.0,33.5
="Regional School District 15",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",66.0,72.0,65.8,63.4,55.2
="Regional School District 16",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.1,48.5,37.8,35.6,39.4
="Regional School District 17",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.2,38.4,38.8,42.9,42.0
="Regional School District 18",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.9,36.9,42.9,45.9,35.9
="Regional School District 19",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0,31.0,26.0,28.0,32.0
="Ridgefield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",67.8,68.1,64.7,68.7,62.7
="Rocky Hill School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.5,45.3,45.7,48.4,49.2
="Salem School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.2,9.5,8.2,8.4
="Salisbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.9,5.3,5.3,6.4,5.4
="Scotland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,9.0,7.7,7.4,7.4
="Seymour School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0,29.0,27.0,31.0,32.0
="Sharon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,7.9,6.9,7.7,9.5
="Shelton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.0,59.0,61.0,68.5,68.0
="Sherman School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,13.2,14.0,12.3,12.2
="Side By Side Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,0.0,0.0,0.5
="Simsbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",94.1,71.6,72.1,72.7,80.4
="Somers School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.8,27.5,28.5,28.6,28.6
="South Windsor School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.6,108.9,109.5,115.0,110.2
="Southington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",154.7,169.1,170.5,189.7,198.8
="Sprague School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,5.0,5.0,5.0,10.0
="Stafford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.4,35.9,34.7,38.0,39.4
="Stamford Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,2.0,0.0
="Stamford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",209.0,210.0,195.0,200.0,198.0
="Sterling School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.4,21.4,57.5,16.0,43.0
="Stonington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.3,58.7,64.0,65.5,67.1
="Stratford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",73.9,73.5,69.0,78.4,69.2
="Suffield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.7,35.9,39.4,38.1,53.3
="The Bridge Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,2.0,2.0,2.0
="The Gilbert School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.0,0.0,0.0,0.0
="Thomaston School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.6,15.4,14.9,17.4,12.2
="Thompson School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8,15.8,12.0,13.0,13.0
="Tolland School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.9,71.3,74.1,73.3,70.0
="Torrington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",105.0,104.5,99.5,125.5,101.5
="Trailblazers Academy District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Trumbull School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",91.3,96.9,100.6,118.2,123.7
="Unified School District #1",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Unified School District #2",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,14.0,14.0,10.0,8.0
="Union School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,.,0.0,1.5
="Vernon School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",61.7,68.3,75.6,76.5,89.4
="Voluntown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,11.0,12.0,13.0,13.0
="Wallingford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.5,113.2,112.2,108.5,110.5
="Waterbury School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",294.0,337.5,335.0,329.1,340.0
="Waterford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.6,51.6,48.6,50.0,50.0
="Watertown School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",59.0,55.0,65.0,58.5,66.5
="West Hartford School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",153.0,155.0,183.5,176.5,172.5
="West Haven School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",102.0,100.0,99.0,108.5,114.0
="Westbrook School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,15.4,17.0,15.9,22.1
="Weston School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.6,44.8,44.2,43.1,44.7
="Westport School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.4,80.9,85.5,83.0,86.0
="Wethersfield School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",71.9,77.3,76.5,88.8,47.0
="Willington School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,16.0,5.0,5.0,5.0
="Wilton School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",79.9,79.9,74.2,72.8,75.8
="Winchester School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,31.0,38.0,29.0,28.0
="Windham School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.0,51.8,52.8,55.0,58.0
="Windsor Locks School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.9,38.5,40.9,40.6,43.0
="Windsor School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.0,73.0,90.0,99.0,99.0
="Wolcott School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.5,34.0,36.0,31.0,30.0
="Woodbridge School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,13.0,10.0,9.0,.
"Woodstock Academy District","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.0,10.0,9.0,8.0,8.0
="Woodstock School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,34.0,34.0,35.0,39.0
="Brass City Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,0.0,0.0
="Elm City Montessori School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,0.5
="Great Oaks Charter School District",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,4.0

