"Chronic Absenteeism, 2013-14"
", Free/Reduced Price Meal Eligibility"

"District","District Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Jumoke Academy District","=""2610013""","Not Eligible For Lunch",4.4
"Kent School District","=""0680011""","Eligible For Free Lunch","*"
"Kent School District","=""0680011""","Eligible For Reduced Lunch","*"
"Kent School District","=""0680011""","Not Eligible For Lunch","*"
"Killingly School District","=""0690011""","Eligible For Free Lunch",19.6
"Killingly School District","=""0690011""","Eligible For Reduced Lunch",15.1
"Killingly School District","=""0690011""","Not Eligible For Lunch",7.7
"Learn","=""2450014""","Eligible For Free Lunch",21.2
"Learn","=""2450014""","Eligible For Reduced Lunch",14.5
"Learn","=""2450014""","Not Eligible For Lunch",13.0
"Lebanon School District","=""0710011""","Eligible For Free Lunch",9.5
"Lebanon School District","=""0710011""","Eligible For Reduced Lunch","*"
"Lebanon School District","=""0710011""","Not Eligible For Lunch",7.6
"Ledyard School District","=""0720011""","Eligible For Free Lunch",11.7
"Ledyard School District","=""0720011""","Eligible For Reduced Lunch",7.0
"Ledyard School District","=""0720011""","Not Eligible For Lunch",4.3
"Lisbon School District","=""0730011""","Eligible For Free Lunch",11.7
"Lisbon School District","=""0730011""","Eligible For Reduced Lunch","*"
"Lisbon School District","=""0730011""","Not Eligible For Lunch",3.4
"Litchfield School District","=""0740011""","Eligible For Free Lunch",13.5
"Litchfield School District","=""0740011""","Eligible For Reduced Lunch","*"
"Litchfield School District","=""0740011""","Not Eligible For Lunch",6.3
"Madison School District","=""0760011""","Eligible For Free Lunch",5.7
"Madison School District","=""0760011""","Eligible For Reduced Lunch",0.0
"Madison School District","=""0760011""","Not Eligible For Lunch",2.2
"Manchester School District","=""0770011""","Eligible For Free Lunch",19.0
"Manchester School District","=""0770011""","Eligible For Reduced Lunch",7.0
"Manchester School District","=""0770011""","Not Eligible For Lunch",6.3
"Mansfield School District","=""0780011""","Eligible For Free Lunch",9.8
"Mansfield School District","=""0780011""","Eligible For Reduced Lunch","*"
"Mansfield School District","=""0780011""","Not Eligible For Lunch",2.2
"Marlborough School District","=""0790011""","Eligible For Free Lunch","*"
"Marlborough School District","=""0790011""","Eligible For Reduced Lunch","*"
"Marlborough School District","=""0790011""","Not Eligible For Lunch",2.0
"Meriden School District","=""0800011""","Eligible For Free Lunch",20.6
"Meriden School District","=""0800011""","Eligible For Reduced Lunch",8.8
"Meriden School District","=""0800011""","Not Eligible For Lunch",7.3
"Middletown School District","=""0830011""","Eligible For Free Lunch",16.8
"Middletown School District","=""0830011""","Eligible For Reduced Lunch",7.9
"Middletown School District","=""0830011""","Not Eligible For Lunch",5.7
"Milford School District","=""0840011""","Eligible For Free Lunch",24.9
"Milford School District","=""0840011""","Eligible For Reduced Lunch",15.4
"Milford School District","=""0840011""","Not Eligible For Lunch",7.6
"Monroe School District","=""0850011""","Eligible For Free Lunch",8.7
"Monroe School District","=""0850011""","Eligible For Reduced Lunch",14.7
"Monroe School District","=""0850011""","Not Eligible For Lunch",3.4
"Montville School District","=""0860011""","Eligible For Free Lunch",13.8
"Montville School District","=""0860011""","Eligible For Reduced Lunch",6.1
"Montville School District","=""0860011""","Not Eligible For Lunch",4.4
"Naugatuck School District","=""0880011""","Eligible For Free Lunch",20.6
"Naugatuck School District","=""0880011""","Eligible For Reduced Lunch",14.6
"Naugatuck School District","=""0880011""","Not Eligible For Lunch",8.7
"New Beginnings Inc., Family Academy District","=""2800013""","Eligible For Free Lunch",11.6
"New Beginnings Inc., Family Academy District","=""2800013""","Eligible For Reduced Lunch","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Not Eligible For Lunch","*"
"New Britain School District","=""0890011""","Eligible For Free Lunch",21.5
"New Britain School District","=""0890011""","Eligible For Reduced Lunch",10.8
"New Britain School District","=""0890011""","Not Eligible For Lunch",14.0
"New Canaan School District","=""0900011""","Not Eligible For Lunch",2.7
"New Fairfield School District","=""0910011""","Eligible For Free Lunch",8.5
"New Fairfield School District","=""0910011""","Eligible For Reduced Lunch",13.6
"New Fairfield School District","=""0910011""","Not Eligible For Lunch",3.9
"New Hartford School District","=""0920011""","Eligible For Free Lunch","*"
"New Hartford School District","=""0920011""","Eligible For Reduced Lunch","*"
"New Hartford School District","=""0920011""","Not Eligible For Lunch",5.5
"New Haven School District","=""0930011""","Eligible For Free Lunch",32.2
"New Haven School District","=""0930011""","Eligible For Reduced Lunch",19.0
"New Haven School District","=""0930011""","Not Eligible For Lunch",17.8
"New London School District","=""0950011""","Eligible For Free Lunch",23.2
"New London School District","=""0950011""","Eligible For Reduced Lunch",8.8
"New London School District","=""0950011""","Not Eligible For Lunch",21.7
"New Milford School District","=""0960011""","Eligible For Free Lunch",18.2
"New Milford School District","=""0960011""","Eligible For Reduced Lunch",8.8
"New Milford School District","=""0960011""","Not Eligible For Lunch",7.0
"Newington School District","=""0940011""","Eligible For Free Lunch",14.3
"Newington School District","=""0940011""","Eligible For Reduced Lunch",10.3
"Newington School District","=""0940011""","Not Eligible For Lunch",5.2
"Newtown School District","=""0970011""","Eligible For Free Lunch",8.2
"Newtown School District","=""0970011""","Eligible For Reduced Lunch","*"
"Newtown School District","=""0970011""","Not Eligible For Lunch",4.2
"Norfolk School District","=""0980011""","Eligible For Free Lunch","*"
"Norfolk School District","=""0980011""","Eligible For Reduced Lunch","*"
"Norfolk School District","=""0980011""","Not Eligible For Lunch","*"
"North Branford School District","=""0990011""","Eligible For Free Lunch",14.3
"North Branford School District","=""0990011""","Eligible For Reduced Lunch",8.3
"North Branford School District","=""0990011""","Not Eligible For Lunch",3.7
"North Canaan School District","=""1000011""","Eligible For Free Lunch",13.8
"North Canaan School District","=""1000011""","Eligible For Reduced Lunch","*"
"North Canaan School District","=""1000011""","Not Eligible For Lunch",3.7
"North Haven School District","=""1010011""","Eligible For Free Lunch",18.5
"North Haven School District","=""1010011""","Eligible For Reduced Lunch",18.4
"North Haven School District","=""1010011""","Not Eligible For Lunch",7.3
"North Stonington School District","=""1020011""","Eligible For Free Lunch",8.4
"North Stonington School District","=""1020011""","Eligible For Reduced Lunch","*"
"North Stonington School District","=""1020011""","Not Eligible For Lunch",7.0
"Norwalk School District","=""1030011""","Eligible For Free Lunch",13.5
"Norwalk School District","=""1030011""","Eligible For Reduced Lunch",7.2
"Norwalk School District","=""1030011""","Not Eligible For Lunch",9.1
"Norwich Free Academy District","=""9010022""","Eligible For Free Lunch",32.3
"Norwich Free Academy District","=""9010022""","Eligible For Reduced Lunch",22.9
"Norwich Free Academy District","=""9010022""","Not Eligible For Lunch",31.2
"Norwich School District","=""1040011""","Eligible For Free Lunch",17.0
"Norwich School District","=""1040011""","Eligible For Reduced Lunch",8.5
"Norwich School District","=""1040011""","Not Eligible For Lunch",12.9
"Odyssey Community School District","=""2630013""","Eligible For Free Lunch",15.0
"Odyssey Community School District","=""2630013""","Eligible For Reduced Lunch","*"
"Odyssey Community School District","=""2630013""","Not Eligible For Lunch",10.1
"Old Saybrook School District","=""1060011""","Eligible For Free Lunch",15.4
"Old Saybrook School District","=""1060011""","Eligible For Reduced Lunch","*"
"Old Saybrook School District","=""1060011""","Not Eligible For Lunch",4.8
"Orange School District","=""1070011""","Eligible For Free Lunch",14.3
"Orange School District","=""1070011""","Eligible For Reduced Lunch","*"
"Orange School District","=""1070011""","Not Eligible For Lunch",4.5
"Oxford School District","=""1080011""","Eligible For Free Lunch",21.6
"Oxford School District","=""1080011""","Eligible For Reduced Lunch",0.0
"Oxford School District","=""1080011""","Not Eligible For Lunch",7.5
"Park City Prep Charter School District","=""2830013""","Eligible For Free Lunch",9.5
"Park City Prep Charter School District","=""2830013""","Eligible For Reduced Lunch",0.0
"Park City Prep Charter School District","=""2830013""","Not Eligible For Lunch","*"
"Plainfield School District","=""1090011""","Eligible For Free Lunch",19.1
"Plainfield School District","=""1090011""","Eligible For Reduced Lunch",12.8
"Plainfield School District","=""1090011""","Not Eligible For Lunch",7.9
"Plainville School District","=""1100011""","Eligible For Free Lunch",12.8
"Plainville School District","=""1100011""","Eligible For Reduced Lunch",11.4
"Plainville School District","=""1100011""","Not Eligible For Lunch",5.5
"Plymouth School District","=""1110011""","Eligible For Free Lunch",18.4
"Plymouth School District","=""1110011""","Eligible For Reduced Lunch",12.8
"Plymouth School District","=""1110011""","Not Eligible For Lunch",6.9
"Pomfret School District","=""1120011""","Eligible For Free Lunch","*"
"Pomfret School District","=""1120011""","Eligible For Reduced Lunch",0.0
"Pomfret School District","=""1120011""","Not Eligible For Lunch","*"
"Portland School District","=""1130011""","Eligible For Free Lunch",15.7
"Portland School District","=""1130011""","Eligible For Reduced Lunch","*"
"Portland School District","=""1130011""","Not Eligible For Lunch",3.1
"Preston School District","=""1140011""","Eligible For Free Lunch",0.0
"Preston School District","=""1140011""","Eligible For Reduced Lunch",0.0
"Preston School District","=""1140011""","Not Eligible For Lunch","*"
"Putnam School District","=""1160011""","Eligible For Free Lunch",16.0
"Putnam School District","=""1160011""","Eligible For Reduced Lunch",9.5
"Putnam School District","=""1160011""","Not Eligible For Lunch",11.6
"Redding School District","=""1170011""","Eligible For Free Lunch","*"
"Redding School District","=""1170011""","Eligible For Reduced Lunch","*"
"Redding School District","=""1170011""","Not Eligible For Lunch",1.8
"Regional School District 01","=""2010012""","Eligible For Free Lunch","*"
"Regional School District 01","=""2010012""","Eligible For Reduced Lunch","*"
"Regional School District 01","=""2010012""","Not Eligible For Lunch",2.6
"Regional School District 04","=""2040012""","Eligible For Free Lunch",34.5
"Regional School District 04","=""2040012""","Eligible For Reduced Lunch","*"
"Regional School District 04","=""2040012""","Not Eligible For Lunch",7.3
"Regional School District 05","=""2050012""","Eligible For Free Lunch",12.6
"Regional School District 05","=""2050012""","Eligible For Reduced Lunch","*"
"Regional School District 05","=""2050012""","Not Eligible For Lunch",11.2
"Regional School District 06","=""2060012""","Eligible For Free Lunch",8.0
"Regional School District 06","=""2060012""","Eligible For Reduced Lunch","*"
"Regional School District 06","=""2060012""","Not Eligible For Lunch",3.7
"Regional School District 07","=""2070012""","Eligible For Free Lunch",10.5
"Regional School District 07","=""2070012""","Eligible For Reduced Lunch","*"
"Regional School District 07","=""2070012""","Not Eligible For Lunch",5.8
"Regional School District 08","=""2080012""","Eligible For Free Lunch",22.2
"Regional School District 08","=""2080012""","Eligible For Reduced Lunch",15.4
"Regional School District 08","=""2080012""","Not Eligible For Lunch",11.8
"Regional School District 09","=""2090012""","Eligible For Free Lunch","*"
"Regional School District 09","=""2090012""","Eligible For Reduced Lunch","*"
"Regional School District 09","=""2090012""","Not Eligible For Lunch",9.7
"Regional School District 10","=""2100012""","Eligible For Free Lunch",15.0
"Regional School District 10","=""2100012""","Eligible For Reduced Lunch","*"
"Regional School District 10","=""2100012""","Not Eligible For Lunch",6.9
"Regional School District 11","=""2110012""","Eligible For Free Lunch",15.4
"Regional School District 11","=""2110012""","Eligible For Reduced Lunch","*"
"Regional School District 11","=""2110012""","Not Eligible For Lunch","*"
"Regional School District 12","=""2120012""","Eligible For Free Lunch",16.7
"Regional School District 12","=""2120012""","Eligible For Reduced Lunch","*"
"Regional School District 12","=""2120012""","Not Eligible For Lunch",5.8
"Regional School District 13","=""2130012""","Eligible For Free Lunch",9.4
"Regional School District 13","=""2130012""","Eligible For Reduced Lunch","*"
"Regional School District 13","=""2130012""","Not Eligible For Lunch",3.9
"Regional School District 14","=""2140012""","Eligible For Free Lunch",18.4
"Regional School District 14","=""2140012""","Eligible For Reduced Lunch",10.7
"Regional School District 14","=""2140012""","Not Eligible For Lunch",6.3
"Regional School District 15","=""2150012""","Eligible For Free Lunch",7.3
"Regional School District 15","=""2150012""","Eligible For Reduced Lunch","*"
"Regional School District 15","=""2150012""","Not Eligible For Lunch",4.0
"Regional School District 16","=""2160012""","Eligible For Free Lunch",12.2
"Regional School District 16","=""2160012""","Eligible For Reduced Lunch",14.6
"Regional School District 16","=""2160012""","Not Eligible For Lunch",3.8
"Regional School District 17","=""2170012""","Eligible For Free Lunch",12.5
"Regional School District 17","=""2170012""","Eligible For Reduced Lunch","*"
"Regional School District 17","=""2170012""","Not Eligible For Lunch",3.5
"Regional School District 18","=""2180012""","Eligible For Free Lunch",15.7
"Regional School District 18","=""2180012""","Eligible For Reduced Lunch","*"
"Regional School District 18","=""2180012""","Not Eligible For Lunch",5.3
"Regional School District 19","=""2190012""","Eligible For Free Lunch",32.3
"Regional School District 19","=""2190012""","Eligible For Reduced Lunch",22.5
"Regional School District 19","=""2190012""","Not Eligible For Lunch",13.0
"Ridgefield School District","=""1180011""","Eligible For Free Lunch",11.0
"Ridgefield School District","=""1180011""","Eligible For Reduced Lunch","*"
"Ridgefield School District","=""1180011""","Not Eligible For Lunch",6.0
"Rocky Hill School District","=""1190011""","Eligible For Free Lunch",18.5
"Rocky Hill School District","=""1190011""","Eligible For Reduced Lunch",10.0
"Rocky Hill School District","=""1190011""","Not Eligible For Lunch",4.7
"Salem School District","=""1210011""","Eligible For Free Lunch",14.0
"Salem School District","=""1210011""","Eligible For Reduced Lunch","*"
"Salem School District","=""1210011""","Not Eligible For Lunch",2.8
"Salisbury School District","=""1220011""","Eligible For Free Lunch","*"
"Salisbury School District","=""1220011""","Eligible For Reduced Lunch","*"
"Salisbury School District","=""1220011""","Not Eligible For Lunch","*"
"Scotland School District","=""1230011""","Eligible For Free Lunch","*"
"Scotland School District","=""1230011""","Eligible For Reduced Lunch","*"
