"Chronic Absenteeism, 2014-15"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"Bloomfield School District","=""0110011""","Kindergarten",10.3
"Bloomfield School District","=""0110011""","Grade   1",9.3
"Bloomfield School District","=""0110011""","Grade   2",4.7
"Bloomfield School District","=""0110011""","Grade   3",5.8
"Bloomfield School District","=""0110011""","Grade   4",4.7
"Bloomfield School District","=""0110011""","Grade   5",8.6
"Bloomfield School District","=""0110011""","Grade   6",5.6
"Bloomfield School District","=""0110011""","Grade   7",9.4
"Bloomfield School District","=""0110011""","Grade   8",6.3
"Bloomfield School District","=""0110011""","Grade   9",15.7
"Bloomfield School District","=""0110011""","Grade 10",7.6
"Bloomfield School District","=""0110011""","Grade 11",11.4
"Bloomfield School District","=""0110011""","Grade 12",14.8
"Bolton School District","=""0120011""","Kindergarten","*"
"Bolton School District","=""0120011""","Grade   1",10.9
"Bolton School District","=""0120011""","Grade   2",10.9
"Bolton School District","=""0120011""","Grade   3","*"
"Bolton School District","=""0120011""","Grade   4","*"
"Bolton School District","=""0120011""","Grade   5","*"
"Bolton School District","=""0120011""","Grade   6","*"
"Bolton School District","=""0120011""","Grade   7",11.5
"Bolton School District","=""0120011""","Grade   8","*"
"Bolton School District","=""0120011""","Grade   9",8.1
"Bolton School District","=""0120011""","Grade 10","*"
"Bolton School District","=""0120011""","Grade 11","*"
"Bolton School District","=""0120011""","Grade 12","*"
"Booker T. Washington Academy District","=""2950013""","Kindergarten",43.4
"Booker T. Washington Academy District","=""2950013""","Grade   1","*"
"Bozrah School District","=""0130011""","Kindergarten","*"
"Bozrah School District","=""0130011""","Grade   1","*"
"Bozrah School District","=""0130011""","Grade   2","*"
"Bozrah School District","=""0130011""","Grade   3",0.0
"Bozrah School District","=""0130011""","Grade   4",0.0
"Bozrah School District","=""0130011""","Grade   5",0.0
"Bozrah School District","=""0130011""","Grade   6","*"
"Bozrah School District","=""0130011""","Grade   7",0.0
"Bozrah School District","=""0130011""","Grade   8",0.0
"Bozrah School District","=""0130011""","Grade 12","*"
"Branford School District","=""0140011""","Kindergarten",4.0
"Branford School District","=""0140011""","Grade   1",5.1
"Branford School District","=""0140011""","Grade   2",3.9
"Branford School District","=""0140011""","Grade   3",3.6
"Branford School District","=""0140011""","Grade   4",3.4
"Branford School District","=""0140011""","Grade   5",6.2
"Branford School District","=""0140011""","Grade   6",7.9
"Branford School District","=""0140011""","Grade   7",8.2
"Branford School District","=""0140011""","Grade   8",10.5
"Branford School District","=""0140011""","Grade   9",10.6
"Branford School District","=""0140011""","Grade 10",11.8
"Branford School District","=""0140011""","Grade 11",16.2
"Branford School District","=""0140011""","Grade 12",24.6
"Brass City Charter School District","=""2900013""","Kindergarten","*"
"Brass City Charter School District","=""2900013""","Grade   1",18.4
"Brass City Charter School District","=""2900013""","Grade   2","*"
"Bridgeport Achievement First District","=""2850013""","Kindergarten","*"
"Bridgeport Achievement First District","=""2850013""","Grade   1","*"
"Bridgeport Achievement First District","=""2850013""","Grade   2","*"
"Bridgeport Achievement First District","=""2850013""","Grade   3","*"
"Bridgeport Achievement First District","=""2850013""","Grade   4",0.0
"Bridgeport Achievement First District","=""2850013""","Grade   5","*"
"Bridgeport Achievement First District","=""2850013""","Grade   6",6.7
"Bridgeport Achievement First District","=""2850013""","Grade   7","*"
"Bridgeport Achievement First District","=""2850013""","Grade   8","*"
"Bridgeport Achievement First District","=""2850013""","Grade   9",0.0
"Bridgeport Achievement First District","=""2850013""","Grade 10","*"
"Bridgeport Achievement First District","=""2850013""","Grade 11","*"
"Bridgeport Achievement First District","=""2850013""","Grade 12","*"
"Bridgeport School District","=""0150011""","Kindergarten",22.1
"Bridgeport School District","=""0150011""","Grade   1",17.6
"Bridgeport School District","=""0150011""","Grade   2",15.1
"Bridgeport School District","=""0150011""","Grade   3",11.8
"Bridgeport School District","=""0150011""","Grade   4",13.1
"Bridgeport School District","=""0150011""","Grade   5",14.0
"Bridgeport School District","=""0150011""","Grade   6",13.7
"Bridgeport School District","=""0150011""","Grade   7",17.5
"Bridgeport School District","=""0150011""","Grade   8",17.5
"Bridgeport School District","=""0150011""","Grade   9",25.1
"Bridgeport School District","=""0150011""","Grade 10",30.8
"Bridgeport School District","=""0150011""","Grade 11",29.4
"Bridgeport School District","=""0150011""","Grade 12",26.7
"Bristol School District","=""0170011""","Kindergarten",13.8
"Bristol School District","=""0170011""","Grade   1",10.2
"Bristol School District","=""0170011""","Grade   2",8.4
"Bristol School District","=""0170011""","Grade   3",6.0
"Bristol School District","=""0170011""","Grade   4",6.6
"Bristol School District","=""0170011""","Grade   5",7.3
"Bristol School District","=""0170011""","Grade   6",8.3
"Bristol School District","=""0170011""","Grade   7",11.7
"Bristol School District","=""0170011""","Grade   8",9.7
"Bristol School District","=""0170011""","Grade   9",16.0
"Bristol School District","=""0170011""","Grade 10",12.0
"Bristol School District","=""0170011""","Grade 11",15.8
"Bristol School District","=""0170011""","Grade 12",14.3
"Brookfield School District","=""0180011""","Kindergarten",4.3
"Brookfield School District","=""0180011""","Grade   1","*"
"Brookfield School District","=""0180011""","Grade   2","*"
"Brookfield School District","=""0180011""","Grade   3","*"
"Brookfield School District","=""0180011""","Grade   4",3.7
"Brookfield School District","=""0180011""","Grade   5",2.7
"Brookfield School District","=""0180011""","Grade   6","*"
"Brookfield School District","=""0180011""","Grade   7",3.0
"Brookfield School District","=""0180011""","Grade   8",5.3
"Brookfield School District","=""0180011""","Grade   9",4.1
"Brookfield School District","=""0180011""","Grade 10",3.0
"Brookfield School District","=""0180011""","Grade 11",6.9
"Brookfield School District","=""0180011""","Grade 12",9.7
"Brooklyn School District","=""0190011""","Kindergarten",8.7
"Brooklyn School District","=""0190011""","Grade   1","*"
"Brooklyn School District","=""0190011""","Grade   2",0.0
"Brooklyn School District","=""0190011""","Grade   3","*"
"Brooklyn School District","=""0190011""","Grade   4",6.1
"Brooklyn School District","=""0190011""","Grade   5","*"
"Brooklyn School District","=""0190011""","Grade   6","*"
"Brooklyn School District","=""0190011""","Grade   7",5.5
"Brooklyn School District","=""0190011""","Grade   8",11.0
"Brooklyn School District","=""0190011""","Grade   9","*"
"Brooklyn School District","=""0190011""","Grade 10","*"
"Brooklyn School District","=""0190011""","Grade 11","*"
"Brooklyn School District","=""0190011""","Grade 12","*"
"Canaan School District","=""0210011""","Kindergarten","*"
"Canaan School District","=""0210011""","Grade   1","*"
"Canaan School District","=""0210011""","Grade   2","*"
"Canaan School District","=""0210011""","Grade   3","*"
"Canaan School District","=""0210011""","Grade   4","*"
"Canaan School District","=""0210011""","Grade   5","*"
"Canaan School District","=""0210011""","Grade   6","*"
"Canaan School District","=""0210011""","Grade   7","*"
"Canaan School District","=""0210011""","Grade   8","*"
"Canterbury School District","=""0220011""","Kindergarten",14.0
"Canterbury School District","=""0220011""","Grade   1",0.0
"Canterbury School District","=""0220011""","Grade   2",0.0
"Canterbury School District","=""0220011""","Grade   3",0.0
"Canterbury School District","=""0220011""","Grade   4","*"
"Canterbury School District","=""0220011""","Grade   5","*"
"Canterbury School District","=""0220011""","Grade   6","*"
"Canterbury School District","=""0220011""","Grade   7","*"
"Canterbury School District","=""0220011""","Grade   8","*"
"Canterbury School District","=""0220011""","Grade 10","*"
"Canterbury School District","=""0220011""","Grade 12","*"
"Canton School District","=""0230011""","Kindergarten",17.0
"Canton School District","=""0230011""","Grade   1",16.7
"Canton School District","=""0230011""","Grade   2",13.8
"Canton School District","=""0230011""","Grade   3",11.0
"Canton School District","=""0230011""","Grade   4",19.1
"Canton School District","=""0230011""","Grade   5",12.0
"Canton School District","=""0230011""","Grade   6",12.7
"Canton School District","=""0230011""","Grade   7",4.1
"Canton School District","=""0230011""","Grade   8",6.3
"Canton School District","=""0230011""","Grade   9",4.7
"Canton School District","=""0230011""","Grade 10","*"
"Canton School District","=""0230011""","Grade 11","*"
"Canton School District","=""0230011""","Grade 12","*"
"Capitol Region Education Council","=""2410014""","Kindergarten",16.2
"Capitol Region Education Council","=""2410014""","Grade   1",12.6
"Capitol Region Education Council","=""2410014""","Grade   2",10.8
"Capitol Region Education Council","=""2410014""","Grade   3",11.7
"Capitol Region Education Council","=""2410014""","Grade   4",10.1
"Capitol Region Education Council","=""2410014""","Grade   5",6.8
"Capitol Region Education Council","=""2410014""","Grade   6",10.5
"Capitol Region Education Council","=""2410014""","Grade   7",9.8
"Capitol Region Education Council","=""2410014""","Grade   8",15.2
"Capitol Region Education Council","=""2410014""","Grade   9",17.7
"Capitol Region Education Council","=""2410014""","Grade 10",23.3
"Capitol Region Education Council","=""2410014""","Grade 11",22.1
"Capitol Region Education Council","=""2410014""","Grade 12",28.3
"Chaplin School District","=""0240011""","Kindergarten","*"
"Chaplin School District","=""0240011""","Grade   1","*"
"Chaplin School District","=""0240011""","Grade   2",26.1
"Chaplin School District","=""0240011""","Grade   3","*"
"Chaplin School District","=""0240011""","Grade   4","*"
"Chaplin School District","=""0240011""","Grade   5","*"
"Chaplin School District","=""0240011""","Grade   6","*"
"Cheshire School District","=""0250011""","Kindergarten","*"
"Cheshire School District","=""0250011""","Grade   1","*"
"Cheshire School District","=""0250011""","Grade   2","*"
"Cheshire School District","=""0250011""","Grade   3","*"
"Cheshire School District","=""0250011""","Grade   4","*"
"Cheshire School District","=""0250011""","Grade   5","*"
"Cheshire School District","=""0250011""","Grade   6","*"
"Cheshire School District","=""0250011""","Grade   7",0.0
"Cheshire School District","=""0250011""","Grade   8",0.0
"Cheshire School District","=""0250011""","Grade   9",6.6
"Cheshire School District","=""0250011""","Grade 10",6.5
"Cheshire School District","=""0250011""","Grade 11",8.9
"Cheshire School District","=""0250011""","Grade 12",17.1
"Chester School District","=""0260011""","Kindergarten","*"
"Chester School District","=""0260011""","Grade   1","*"
"Chester School District","=""0260011""","Grade   2",0.0
"Chester School District","=""0260011""","Grade   3","*"
"Chester School District","=""0260011""","Grade   4",0.0
"Chester School District","=""0260011""","Grade   5",0.0
"Chester School District","=""0260011""","Grade   6","*"
"Clinton School District","=""0270011""","Kindergarten",7.1
"Clinton School District","=""0270011""","Grade   1","*"
"Clinton School District","=""0270011""","Grade   2","*"
"Clinton School District","=""0270011""","Grade   3","*"
"Clinton School District","=""0270011""","Grade   4",0.0
"Clinton School District","=""0270011""","Grade   5",4.2
"Clinton School District","=""0270011""","Grade   6","*"
"Clinton School District","=""0270011""","Grade   7",6.1
"Clinton School District","=""0270011""","Grade   8",5.8
"Clinton School District","=""0270011""","Grade   9",13.9
"Clinton School District","=""0270011""","Grade 10",14.6
"Clinton School District","=""0270011""","Grade 11",9.0
"Clinton School District","=""0270011""","Grade 12",22.2
"Colchester School District","=""0280011""","Kindergarten",7.4
"Colchester School District","=""0280011""","Grade   1",4.3
"Colchester School District","=""0280011""","Grade   2","*"
"Colchester School District","=""0280011""","Grade   3","*"
"Colchester School District","=""0280011""","Grade   4","*"
"Colchester School District","=""0280011""","Grade   5",3.7
"Colchester School District","=""0280011""","Grade   6",4.4
"Colchester School District","=""0280011""","Grade   7",6.6
"Colchester School District","=""0280011""","Grade   8",9.4
"Colchester School District","=""0280011""","Grade   9","*"
"Colchester School District","=""0280011""","Grade 10",3.8
"Colchester School District","=""0280011""","Grade 11",2.8
"Colchester School District","=""0280011""","Grade 12",2.5
"Colebrook School District","=""0290011""","Kindergarten","*"
"Colebrook School District","=""0290011""","Grade   1","*"
"Colebrook School District","=""0290011""","Grade   2","*"
"Colebrook School District","=""0290011""","Grade   3","*"
"Colebrook School District","=""0290011""","Grade   4","*"
"Colebrook School District","=""0290011""","Grade   5","*"
"Colebrook School District","=""0290011""","Grade   6","*"
"Columbia School District","=""0300011""","Kindergarten","*"
"Columbia School District","=""0300011""","Grade   1","*"
"Columbia School District","=""0300011""","Grade   2","*"
"Columbia School District","=""0300011""","Grade   3","*"
"Columbia School District","=""0300011""","Grade   4","*"
"Columbia School District","=""0300011""","Grade   5","*"
"Columbia School District","=""0300011""","Grade   6",0.0
"Columbia School District","=""0300011""","Grade   7","*"
"Columbia School District","=""0300011""","Grade   8","*"
"Columbia School District","=""0300011""","Grade 10","*"
"Columbia School District","=""0300011""","Grade 11","*"
"Columbia School District","=""0300011""","Grade 12","*"
"Common Ground High School District","=""2680013""","Grade   9",19.2
"Common Ground High School District","=""2680013""","Grade 10",13.2
"Common Ground High School District","=""2680013""","Grade 11","*"
"Common Ground High School District","=""2680013""","Grade 12",18.4
"Connecticut Technical High School System","=""9000016""","Grade   9",8.7
"Connecticut Technical High School System","=""9000016""","Grade 10",13.8
"Connecticut Technical High School System","=""9000016""","Grade 11",14.8
"Connecticut Technical High School System","=""9000016""","Grade 12",18.2
"Cooperative Educational Services","=""2430014""","Kindergarten","*"
"Cooperative Educational Services","=""2430014""","Grade   1",13.0
"Cooperative Educational Services","=""2430014""","Grade   2",13.6
"Cooperative Educational Services","=""2430014""","Grade   3",11.0
"Cooperative Educational Services","=""2430014""","Grade   4",10.3
"Cooperative Educational Services","=""2430014""","Grade   5",17.3
"Cooperative Educational Services","=""2430014""","Grade   6",20.0
"Cooperative Educational Services","=""2430014""","Grade   7",10.2
"Cooperative Educational Services","=""2430014""","Grade   8",16.7
"Cooperative Educational Services","=""2430014""","Grade   9",38.7
"Cooperative Educational Services","=""2430014""","Grade 10",34.6
"Cooperative Educational Services","=""2430014""","Grade 11",41.7
"Cooperative Educational Services","=""2430014""","Grade 12",34.8
"Cornwall School District","=""0310011""","Kindergarten","*"
"Cornwall School District","=""0310011""","Grade   1","*"
"Cornwall School District","=""0310011""","Grade   2","*"
"Cornwall School District","=""0310011""","Grade   3","*"
"Cornwall School District","=""0310011""","Grade   4","*"
"Cornwall School District","=""0310011""","Grade   5","*"
"Cornwall School District","=""0310011""","Grade   6","*"
"Cornwall School District","=""0310011""","Grade   7","*"
"Cornwall School District","=""0310011""","Grade   8","*"
"Coventry School District","=""0320011""","Kindergarten",9.2
"Coventry School District","=""0320011""","Grade   1","*"
"Coventry School District","=""0320011""","Grade   2","*"
"Coventry School District","=""0320011""","Grade   3","*"
"Coventry School District","=""0320011""","Grade   4",4.9
"Coventry School District","=""0320011""","Grade   5",5.6
"Coventry School District","=""0320011""","Grade   6",4.5
"Coventry School District","=""0320011""","Grade   7",5.1
"Coventry School District","=""0320011""","Grade   8",9.2
"Coventry School District","=""0320011""","Grade   9",6.8
"Coventry School District","=""0320011""","Grade 10",12.2
"Coventry School District","=""0320011""","Grade 11",9.0
"Coventry School District","=""0320011""","Grade 12",15.8
"Cromwell School District","=""0330011""","Kindergarten",6.8
"Cromwell School District","=""0330011""","Grade   1","*"
"Cromwell School District","=""0330011""","Grade   2","*"
"Cromwell School District","=""0330011""","Grade   3",3.9
"Cromwell School District","=""0330011""","Grade   4","*"
"Cromwell School District","=""0330011""","Grade   5",4.4
"Cromwell School District","=""0330011""","Grade   6","*"
"Cromwell School District","=""0330011""","Grade   7",4.8
"Cromwell School District","=""0330011""","Grade   8","*"
"Cromwell School District","=""0330011""","Grade   9","*"
"Cromwell School District","=""0330011""","Grade 10","*"
"Cromwell School District","=""0330011""","Grade 11","*"
"Cromwell School District","=""0330011""","Grade 12",5.3
"Danbury School District","=""0340011""","Kindergarten",10.2
"Danbury School District","=""0340011""","Grade   1",5.1
"Danbury School District","=""0340011""","Grade   2",4.9
"Danbury School District","=""0340011""","Grade   3",3.5
"Danbury School District","=""0340011""","Grade   4",3.8
"Danbury School District","=""0340011""","Grade   5",4.8
"Danbury School District","=""0340011""","Grade   6",2.9
"Danbury School District","=""0340011""","Grade   7",3.9
"Danbury School District","=""0340011""","Grade   8",4.3
"Danbury School District","=""0340011""","Grade   9",11.1
"Danbury School District","=""0340011""","Grade 10",14.7
"Danbury School District","=""0340011""","Grade 11",11.2
"Danbury School District","=""0340011""","Grade 12",15.2
"Darien School District","=""0350011""","Kindergarten",3.2
"Darien School District","=""0350011""","Grade   1",2.0
"Darien School District","=""0350011""","Grade   2",2.3
"Darien School District","=""0350011""","Grade   3",2.8
"Darien School District","=""0350011""","Grade   4",1.9
"Darien School District","=""0350011""","Grade   5",3.2
"Darien School District","=""0350011""","Grade   6",5.2
"Darien School District","=""0350011""","Grade   7",3.4
"Darien School District","=""0350011""","Grade   8",6.8
"Darien School District","=""0350011""","Grade   9",3.8
"Darien School District","=""0350011""","Grade 10",5.3
"Darien School District","=""0350011""","Grade 11",7.5
"Darien School District","=""0350011""","Grade 12",9.4
"Deep River School District","=""0360011""","Kindergarten","*"
"Deep River School District","=""0360011""","Grade   1",0.0
"Deep River School District","=""0360011""","Grade   2","*"
"Deep River School District","=""0360011""","Grade   3","*"
"Deep River School District","=""0360011""","Grade   4",0.0
"Deep River School District","=""0360011""","Grade   5",0.0
"Deep River School District","=""0360011""","Grade   6",0.0
"Department of Mental Health and Addiction Services","=""3370015""","Grade 11","*"
"Department of Mental Health and Addiction Services","=""3370015""","Grade 12","*"
"Derby School District","=""0370011""","Kindergarten",7.6
"Derby School District","=""0370011""","Grade   1",17.9
"Derby School District","=""0370011""","Grade   2",11.2
"Derby School District","=""0370011""","Grade   3",11.9
"Derby School District","=""0370011""","Grade   4",11.4
"Derby School District","=""0370011""","Grade   5",12.7
"Derby School District","=""0370011""","Grade   6",17.9
"Derby School District","=""0370011""","Grade   7",12.0
"Derby School District","=""0370011""","Grade   8",20.8
"Derby School District","=""0370011""","Grade   9",27.7
"Derby School District","=""0370011""","Grade 10",26.3
"Derby School District","=""0370011""","Grade 11",21.7
"Derby School District","=""0370011""","Grade 12",23.7
"East Granby School District","=""0400011""","Kindergarten","*"
"East Granby School District","=""0400011""","Grade   1",8.0
"East Granby School District","=""0400011""","Grade   2","*"
"East Granby School District","=""0400011""","Grade   3","*"
"East Granby School District","=""0400011""","Grade   4","*"
"East Granby School District","=""0400011""","Grade   5","*"
"East Granby School District","=""0400011""","Grade   6","*"
"East Granby School District","=""0400011""","Grade   7","*"
"East Granby School District","=""0400011""","Grade   8",9.1
"East Granby School District","=""0400011""","Grade   9","*"
"East Granby School District","=""0400011""","Grade 10",9.7
"East Granby School District","=""0400011""","Grade 11","*"
"East Granby School District","=""0400011""","Grade 12",20.9
"East Haddam School District","=""0410011""","Kindergarten","*"
"East Haddam School District","=""0410011""","Grade   1",7.5
"East Haddam School District","=""0410011""","Grade   2","*"
"East Haddam School District","=""0410011""","Grade   3",0.0
"East Haddam School District","=""0410011""","Grade   4",8.2
"East Haddam School District","=""0410011""","Grade   5",0.0
"East Haddam School District","=""0410011""","Grade   6","*"
"East Haddam School District","=""0410011""","Grade   7","*"
"East Haddam School District","=""0410011""","Grade   8",6.5
"East Haddam School District","=""0410011""","Grade   9",7.1
"East Haddam School District","=""0410011""","Grade 10",8.5
"East Haddam School District","=""0410011""","Grade 11","*"
"East Haddam School District","=""0410011""","Grade 12",23.9
"East Hampton School District","=""0420011""","Kindergarten",10.3
"East Hampton School District","=""0420011""","Grade   1",5.6
"East Hampton School District","=""0420011""","Grade   2",7.1
"East Hampton School District","=""0420011""","Grade   3",9.3
"East Hampton School District","=""0420011""","Grade   4","*"
"East Hampton School District","=""0420011""","Grade   5",7.3
"East Hampton School District","=""0420011""","Grade   6",9.0
"East Hampton School District","=""0420011""","Grade   7",4.3
"East Hampton School District","=""0420011""","Grade   8",5.8
"East Hampton School District","=""0420011""","Grade   9","*"
"East Hampton School District","=""0420011""","Grade 10",6.1
"East Hampton School District","=""0420011""","Grade 11",10.4
"East Hampton School District","=""0420011""","Grade 12",16.4
"East Hartford School District","=""0430011""","Kindergarten",19.4
"East Hartford School District","=""0430011""","Grade   1",17.7
"East Hartford School District","=""0430011""","Grade   2",11.3
"East Hartford School District","=""0430011""","Grade   3",12.1
"East Hartford School District","=""0430011""","Grade   4",13.1
"East Hartford School District","=""0430011""","Grade   5",10.4
"East Hartford School District","=""0430011""","Grade   6",11.1
"East Hartford School District","=""0430011""","Grade   7",12.6
"East Hartford School District","=""0430011""","Grade   8",15.3
"East Hartford School District","=""0430011""","Grade   9",26.1
"East Hartford School District","=""0430011""","Grade 10",21.5
"East Hartford School District","=""0430011""","Grade 11",15.8
"East Hartford School District","=""0430011""","Grade 12",20.9
"East Haven School District","=""0440011""","Kindergarten",12.5
"East Haven School District","=""0440011""","Grade   1",5.7
"East Haven School District","=""0440011""","Grade   2",4.1
"East Haven School District","=""0440011""","Grade   3",7.9
"East Haven School District","=""0440011""","Grade   4",8.2
"East Haven School District","=""0440011""","Grade   5",8.2
"East Haven School District","=""0440011""","Grade   6",2.4
"East Haven School District","=""0440011""","Grade   7","*"
"East Haven School District","=""0440011""","Grade   8",7.6
"East Haven School District","=""0440011""","Grade   9",19.9
"East Haven School District","=""0440011""","Grade 10",23.0
"East Haven School District","=""0440011""","Grade 11",21.5
"East Haven School District","=""0440011""","Grade 12",23.0
"East Lyme School District","=""0450011""","Kindergarten",5.1
"East Lyme School District","=""0450011""","Grade   1",5.2
"East Lyme School District","=""0450011""","Grade   2",5.7
"East Lyme School District","=""0450011""","Grade   3","*"
"East Lyme School District","=""0450011""","Grade   4",4.7
"East Lyme School District","=""0450011""","Grade   5",4.4
"East Lyme School District","=""0450011""","Grade   6",7.4
"East Lyme School District","=""0450011""","Grade   7",6.6
"East Lyme School District","=""0450011""","Grade   8",9.1
