"Chronic Absenteeism, 2011-12"
", Free/Reduced Price Meal Eligibility"

"District","District Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Brooklyn School District","=""0190011""","Eligible For Reduced Lunch","*"
"Brooklyn School District","=""0190011""","Not Eligible For Lunch",4.1
"Canaan School District","=""0210011""","Eligible For Free Lunch","*"
"Canaan School District","=""0210011""","Not Eligible For Lunch",10.0
"Canterbury School District","=""0220011""","Eligible For Free Lunch","*"
"Canterbury School District","=""0220011""","Eligible For Reduced Lunch","*"
"Canterbury School District","=""0220011""","Not Eligible For Lunch",3.4
"Canton School District","=""0230011""","Eligible For Free Lunch",20.9
"Canton School District","=""0230011""","Eligible For Reduced Lunch","*"
"Canton School District","=""0230011""","Not Eligible For Lunch",3.3
"Capitol Region Education Council","=""2410014""","Eligible For Free Lunch",22.6
"Capitol Region Education Council","=""2410014""","Eligible For Reduced Lunch",10.2
"Capitol Region Education Council","=""2410014""","Not Eligible For Lunch",9.8
"Chaplin School District","=""0240011""","Eligible For Free Lunch",25.6
"Chaplin School District","=""0240011""","Eligible For Reduced Lunch","*"
"Chaplin School District","=""0240011""","Not Eligible For Lunch","*"
"Cheshire School District","=""0250011""","Eligible For Free Lunch",16.5
"Cheshire School District","=""0250011""","Eligible For Reduced Lunch",9.6
"Cheshire School District","=""0250011""","Not Eligible For Lunch",4.7
"Chester School District","=""0260011""","Eligible For Free Lunch","*"
"Chester School District","=""0260011""","Eligible For Reduced Lunch","*"
"Chester School District","=""0260011""","Not Eligible For Lunch",5.4
"Clinton School District","=""0270011""","Eligible For Free Lunch",18.2
"Clinton School District","=""0270011""","Eligible For Reduced Lunch",13.6
"Clinton School District","=""0270011""","Not Eligible For Lunch",9.2
"Colchester School District","=""0280011""","Eligible For Free Lunch",5.0
"Colchester School District","=""0280011""","Eligible For Reduced Lunch","*"
"Colchester School District","=""0280011""","Not Eligible For Lunch",2.2
"Colebrook School District","=""0290011""","Eligible For Free Lunch","*"
"Colebrook School District","=""0290011""","Eligible For Reduced Lunch","*"
"Colebrook School District","=""0290011""","Not Eligible For Lunch","*"
"Columbia School District","=""0300011""","Eligible For Free Lunch","*"
"Columbia School District","=""0300011""","Eligible For Reduced Lunch","*"
"Columbia School District","=""0300011""","Not Eligible For Lunch",7.1
"Common Ground High School District","=""2680013""","Eligible For Free Lunch",16.7
"Common Ground High School District","=""2680013""","Eligible For Reduced Lunch","*"
"Common Ground High School District","=""2680013""","Not Eligible For Lunch",9.6
"Connecticut Technical High School System","=""9000016""","Eligible For Free Lunch",14.8
"Connecticut Technical High School System","=""9000016""","Eligible For Reduced Lunch",9.3
"Connecticut Technical High School System","=""9000016""","Not Eligible For Lunch",6.8
"Cooperative Educational Services","=""2430014""","Eligible For Free Lunch",19.0
"Cooperative Educational Services","=""2430014""","Eligible For Reduced Lunch",19.7
"Cooperative Educational Services","=""2430014""","Not Eligible For Lunch",15.8
"Cornwall School District","=""0310011""","Eligible For Free Lunch","*"
"Cornwall School District","=""0310011""","Not Eligible For Lunch","*"
"Coventry School District","=""0320011""","Eligible For Free Lunch",13.7
"Coventry School District","=""0320011""","Eligible For Reduced Lunch","*"
"Coventry School District","=""0320011""","Not Eligible For Lunch",5.1
"Cromwell School District","=""0330011""","Eligible For Free Lunch",12.9
"Cromwell School District","=""0330011""","Eligible For Reduced Lunch",14.1
"Cromwell School District","=""0330011""","Not Eligible For Lunch",4.9
"Danbury School District","=""0340011""","Eligible For Free Lunch",16.3
"Danbury School District","=""0340011""","Eligible For Reduced Lunch",8.8
"Danbury School District","=""0340011""","Not Eligible For Lunch",10.1
"Darien School District","=""0350011""","Eligible For Free Lunch","*"
"Darien School District","=""0350011""","Eligible For Reduced Lunch","*"
"Darien School District","=""0350011""","Not Eligible For Lunch",4.1
"Deep River School District","=""0360011""","Eligible For Free Lunch","*"
"Deep River School District","=""0360011""","Eligible For Reduced Lunch","*"
"Deep River School District","=""0360011""","Not Eligible For Lunch",4.7
"Department of Mental Health and Addiction Services","=""3370015""","Eligible For Free Lunch","*"
"Derby School District","=""0370011""","Eligible For Free Lunch",19.5
"Derby School District","=""0370011""","Eligible For Reduced Lunch",11.9
"Derby School District","=""0370011""","Not Eligible For Lunch",7.1
"East Granby School District","=""0400011""","Eligible For Free Lunch","*"
"East Granby School District","=""0400011""","Not Eligible For Lunch",5.0
"East Haddam School District","=""0410011""","Eligible For Free Lunch",19.3
"East Haddam School District","=""0410011""","Eligible For Reduced Lunch","*"
"East Haddam School District","=""0410011""","Not Eligible For Lunch",6.6
"East Hampton School District","=""0420011""","Eligible For Free Lunch",19.8
"East Hampton School District","=""0420011""","Eligible For Reduced Lunch",23.5
"East Hampton School District","=""0420011""","Not Eligible For Lunch",3.8
"East Hartford School District","=""0430011""","Eligible For Free Lunch",12.2
"East Hartford School District","=""0430011""","Eligible For Reduced Lunch",6.6
"East Hartford School District","=""0430011""","Not Eligible For Lunch",6.5
"East Haven School District","=""0440011""","Eligible For Free Lunch",22.5
"East Haven School District","=""0440011""","Eligible For Reduced Lunch",18.3
"East Haven School District","=""0440011""","Not Eligible For Lunch",14.0
"East Lyme School District","=""0450011""","Eligible For Free Lunch",13.9
"East Lyme School District","=""0450011""","Eligible For Reduced Lunch",15.6
"East Lyme School District","=""0450011""","Not Eligible For Lunch",4.9
"East Windsor School District","=""0470011""","Eligible For Free Lunch",20.6
"East Windsor School District","=""0470011""","Eligible For Reduced Lunch",14.1
"East Windsor School District","=""0470011""","Not Eligible For Lunch",7.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Eligible For Free Lunch",20.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Eligible For Reduced Lunch",28.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Not Eligible For Lunch",19.1
"Eastford School District","=""0390011""","Eligible For Free Lunch","*"
"Eastford School District","=""0390011""","Not Eligible For Lunch","*"
"Easton School District","=""0460011""","Eligible For Free Lunch","*"
"Easton School District","=""0460011""","Eligible For Reduced Lunch","*"
"Easton School District","=""0460011""","Not Eligible For Lunch",4.0
"Education Connection","=""2420014""","Eligible For Free Lunch","*"
"Education Connection","=""2420014""","Eligible For Reduced Lunch","*"
"Education Connection","=""2420014""","Not Eligible For Lunch","*"
"Ellington School District","=""0480011""","Eligible For Free Lunch",15.5
"Ellington School District","=""0480011""","Eligible For Reduced Lunch","*"
"Ellington School District","=""0480011""","Not Eligible For Lunch",3.3
"Elm City College Preparatory School District","=""2890013""","Eligible For Free Lunch",2.3
"Elm City College Preparatory School District","=""2890013""","Eligible For Reduced Lunch","*"
"Elm City College Preparatory School District","=""2890013""","Not Eligible For Lunch",0.0
"Enfield School District","=""0490011""","Eligible For Free Lunch",20.5
"Enfield School District","=""0490011""","Eligible For Reduced Lunch",11.9
"Enfield School District","=""0490011""","Not Eligible For Lunch",8.1
"Essex School District","=""0500011""","Eligible For Free Lunch","*"
"Essex School District","=""0500011""","Eligible For Reduced Lunch","*"
"Essex School District","=""0500011""","Not Eligible For Lunch",2.7
"Explorations District","=""2720013""","Eligible For Free Lunch","*"
"Explorations District","=""2720013""","Not Eligible For Lunch",17.4
"Fairfield School District","=""0510011""","Eligible For Free Lunch",16.0
"Fairfield School District","=""0510011""","Eligible For Reduced Lunch",7.0
"Fairfield School District","=""0510011""","Not Eligible For Lunch",4.3
"Farmington School District","=""0520011""","Eligible For Free Lunch",14.7
"Farmington School District","=""0520011""","Eligible For Reduced Lunch",10.1
"Farmington School District","=""0520011""","Not Eligible For Lunch",4.6
"Franklin School District","=""0530011""","Eligible For Free Lunch","*"
"Franklin School District","=""0530011""","Eligible For Reduced Lunch","*"
"Franklin School District","=""0530011""","Not Eligible For Lunch","*"
"Glastonbury School District","=""0540011""","Eligible For Free Lunch",11.7
"Glastonbury School District","=""0540011""","Eligible For Reduced Lunch",7.9
"Glastonbury School District","=""0540011""","Not Eligible For Lunch",2.8
"Granby School District","=""0560011""","Eligible For Free Lunch",14.5
"Granby School District","=""0560011""","Eligible For Reduced Lunch",22.6
"Granby School District","=""0560011""","Not Eligible For Lunch",3.7
"Greenwich School District","=""0570011""","Eligible For Free Lunch",12.8
"Greenwich School District","=""0570011""","Eligible For Reduced Lunch",5.8
"Greenwich School District","=""0570011""","Not Eligible For Lunch",4.8
"Griswold School District","=""0580011""","Eligible For Free Lunch",21.1
"Griswold School District","=""0580011""","Eligible For Reduced Lunch",12.9
"Griswold School District","=""0580011""","Not Eligible For Lunch",7.7
"Groton School District","=""0590011""","Eligible For Free Lunch",20.6
"Groton School District","=""0590011""","Eligible For Reduced Lunch",11.5
"Groton School District","=""0590011""","Not Eligible For Lunch",10.2
"Guilford School District","=""0600011""","Eligible For Free Lunch",15.9
"Guilford School District","=""0600011""","Eligible For Reduced Lunch",10.6
"Guilford School District","=""0600011""","Not Eligible For Lunch",5.7
"Hamden School District","=""0620011""","Eligible For Free Lunch",21.0
"Hamden School District","=""0620011""","Eligible For Reduced Lunch",14.0
"Hamden School District","=""0620011""","Not Eligible For Lunch",9.2
"Hampton School District","=""0630011""","Eligible For Free Lunch","*"
"Hampton School District","=""0630011""","Eligible For Reduced Lunch","*"
"Hampton School District","=""0630011""","Not Eligible For Lunch","*"
"Hartford School District","=""0640011""","Eligible For Free Lunch",28.7
"Hartford School District","=""0640011""","Eligible For Reduced Lunch",5.1
"Hartford School District","=""0640011""","Not Eligible For Lunch",6.1
"Hartland School District","=""0650011""","Eligible For Free Lunch","*"
"Hartland School District","=""0650011""","Not Eligible For Lunch","*"
"Hebron School District","=""0670011""","Eligible For Free Lunch","*"
"Hebron School District","=""0670011""","Eligible For Reduced Lunch",0.0
"Hebron School District","=""0670011""","Not Eligible For Lunch",3.4
"Highville Charter School District","=""2860013""","Eligible For Free Lunch",6.1
"Highville Charter School District","=""2860013""","Eligible For Reduced Lunch",0.0
"Highville Charter School District","=""2860013""","Not Eligible For Lunch","*"
"Integrated Day Charter School District","=""2640013""","Eligible For Free Lunch",16.4
"Integrated Day Charter School District","=""2640013""","Eligible For Reduced Lunch",0.0
"Integrated Day Charter School District","=""2640013""","Not Eligible For Lunch",4.3
"Interdistrict School for Arts and Comm District","=""2650013""","Eligible For Free Lunch",12.0
"Interdistrict School for Arts and Comm District","=""2650013""","Eligible For Reduced Lunch","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Not Eligible For Lunch","*"
"Jumoke Academy District","=""2610013""","Eligible For Free Lunch",3.3
"Jumoke Academy District","=""2610013""","Eligible For Reduced Lunch",0.0
"Jumoke Academy District","=""2610013""","Not Eligible For Lunch","*"
"Kent School District","=""0680011""","Eligible For Free Lunch","*"
"Kent School District","=""0680011""","Eligible For Reduced Lunch","*"
"Kent School District","=""0680011""","Not Eligible For Lunch",6.5
"Killingly School District","=""0690011""","Eligible For Free Lunch",20.2
"Killingly School District","=""0690011""","Eligible For Reduced Lunch",14.9
"Killingly School District","=""0690011""","Not Eligible For Lunch",10.0
"Learn","=""2450014""","Eligible For Free Lunch",20.8
"Learn","=""2450014""","Eligible For Reduced Lunch",12.4
"Learn","=""2450014""","Not Eligible For Lunch",10.2
"Lebanon School District","=""0710011""","Eligible For Free Lunch",15.9
"Lebanon School District","=""0710011""","Eligible For Reduced Lunch",13.0
"Lebanon School District","=""0710011""","Not Eligible For Lunch",9.0
"Ledyard School District","=""0720011""","Eligible For Free Lunch",9.6
"Ledyard School District","=""0720011""","Eligible For Reduced Lunch","*"
"Ledyard School District","=""0720011""","Not Eligible For Lunch",8.2
"Lisbon School District","=""0730011""","Eligible For Free Lunch",9.5
"Lisbon School District","=""0730011""","Eligible For Reduced Lunch","*"
"Lisbon School District","=""0730011""","Not Eligible For Lunch",4.8
"Litchfield School District","=""0740011""","Eligible For Free Lunch",12.9
"Litchfield School District","=""0740011""","Eligible For Reduced Lunch",26.1
"Litchfield School District","=""0740011""","Not Eligible For Lunch",5.8
"Madison School District","=""0760011""","Eligible For Free Lunch",5.6
"Madison School District","=""0760011""","Eligible For Reduced Lunch",0.0
"Madison School District","=""0760011""","Not Eligible For Lunch",4.1
"Manchester School District","=""0770011""","Eligible For Free Lunch",25.5
"Manchester School District","=""0770011""","Eligible For Reduced Lunch",18.7
"Manchester School District","=""0770011""","Not Eligible For Lunch",17.2
"Mansfield School District","=""0780011""","Eligible For Free Lunch",8.3
"Mansfield School District","=""0780011""","Eligible For Reduced Lunch","*"
"Mansfield School District","=""0780011""","Not Eligible For Lunch",4.2
"Marlborough School District","=""0790011""","Eligible For Free Lunch","*"
"Marlborough School District","=""0790011""","Eligible For Reduced Lunch","*"
"Marlborough School District","=""0790011""","Not Eligible For Lunch",3.6
"Meriden School District","=""0800011""","Eligible For Free Lunch",16.7
"Meriden School District","=""0800011""","Eligible For Reduced Lunch",8.1
"Meriden School District","=""0800011""","Not Eligible For Lunch",6.5
"Middletown School District","=""0830011""","Eligible For Free Lunch",17.5
"Middletown School District","=""0830011""","Eligible For Reduced Lunch",11.8
"Middletown School District","=""0830011""","Not Eligible For Lunch",7.6
"Milford School District","=""0840011""","Eligible For Free Lunch",25.2
"Milford School District","=""0840011""","Eligible For Reduced Lunch",15.2
"Milford School District","=""0840011""","Not Eligible For Lunch",7.2
"Monroe School District","=""0850011""","Eligible For Free Lunch",13.2
"Monroe School District","=""0850011""","Eligible For Reduced Lunch",6.3
"Monroe School District","=""0850011""","Not Eligible For Lunch",5.9
"Montville School District","=""0860011""","Eligible For Free Lunch",15.2
"Montville School District","=""0860011""","Eligible For Reduced Lunch",8.1
"Montville School District","=""0860011""","Not Eligible For Lunch",5.9
"Naugatuck School District","=""0880011""","Eligible For Free Lunch",20.2
"Naugatuck School District","=""0880011""","Eligible For Reduced Lunch",12.4
"Naugatuck School District","=""0880011""","Not Eligible For Lunch",8.1
"New Beginnings Inc., Family Academy District","=""2800013""","Eligible For Free Lunch",10.5
"New Beginnings Inc., Family Academy District","=""2800013""","Eligible For Reduced Lunch",0.0
"New Beginnings Inc., Family Academy District","=""2800013""","Not Eligible For Lunch","*"
"New Britain School District","=""0890011""","Eligible For Free Lunch",29.8
"New Britain School District","=""0890011""","Eligible For Reduced Lunch",15.7
"New Britain School District","=""0890011""","Not Eligible For Lunch",20.7
"New Canaan School District","=""0900011""","Not Eligible For Lunch",9.1
"New Fairfield School District","=""0910011""","Eligible For Free Lunch",14.8
"New Fairfield School District","=""0910011""","Eligible For Reduced Lunch",14.8
"New Fairfield School District","=""0910011""","Not Eligible For Lunch",7.2
"New Hartford School District","=""0920011""","Eligible For Free Lunch","*"
"New Hartford School District","=""0920011""","Eligible For Reduced Lunch","*"
"New Hartford School District","=""0920011""","Not Eligible For Lunch",4.5
"New Haven School District","=""0930011""","Eligible For Free Lunch",21.6
"New Haven School District","=""0930011""","Eligible For Reduced Lunch",14.3
"New Haven School District","=""0930011""","Not Eligible For Lunch",15.2
"New London School District","=""0950011""","Eligible For Free Lunch",26.5
"New London School District","=""0950011""","Eligible For Reduced Lunch",12.2
"New London School District","=""0950011""","Not Eligible For Lunch",12.1
"New Milford School District","=""0960011""","Eligible For Free Lunch",19.4
"New Milford School District","=""0960011""","Eligible For Reduced Lunch",12.2
"New Milford School District","=""0960011""","Not Eligible For Lunch",9.0
"Newington School District","=""0940011""","Eligible For Free Lunch",9.0
"Newington School District","=""0940011""","Eligible For Reduced Lunch",12.1
"Newington School District","=""0940011""","Not Eligible For Lunch",3.6
"Newtown School District","=""0970011""","Eligible For Free Lunch",4.2
"Newtown School District","=""0970011""","Eligible For Reduced Lunch",9.2
"Newtown School District","=""0970011""","Not Eligible For Lunch",2.5
"Norfolk School District","=""0980011""","Eligible For Free Lunch","*"
"Norfolk School District","=""0980011""","Eligible For Reduced Lunch","*"
"Norfolk School District","=""0980011""","Not Eligible For Lunch",7.4
"North Branford School District","=""0990011""","Eligible For Free Lunch",27.9
"North Branford School District","=""0990011""","Eligible For Reduced Lunch",20.0
"North Branford School District","=""0990011""","Not Eligible For Lunch",13.4
"North Canaan School District","=""1000011""","Eligible For Free Lunch",22.7
"North Canaan School District","=""1000011""","Eligible For Reduced Lunch","*"
"North Canaan School District","=""1000011""","Not Eligible For Lunch",9.7
"North Haven School District","=""1010011""","Eligible For Free Lunch",15.1
"North Haven School District","=""1010011""","Eligible For Reduced Lunch",12.7
"North Haven School District","=""1010011""","Not Eligible For Lunch",6.5
"North Stonington School District","=""1020011""","Eligible For Free Lunch",24.1
"North Stonington School District","=""1020011""","Eligible For Reduced Lunch","*"
"North Stonington School District","=""1020011""","Not Eligible For Lunch",7.6
"Norwalk School District","=""1030011""","Eligible For Free Lunch",15.3
"Norwalk School District","=""1030011""","Eligible For Reduced Lunch",10.2
"Norwalk School District","=""1030011""","Not Eligible For Lunch",9.3
"Norwich Free Academy District","=""9010022""","Eligible For Free Lunch",17.7
"Norwich Free Academy District","=""9010022""","Eligible For Reduced Lunch",9.5
"Norwich Free Academy District","=""9010022""","Not Eligible For Lunch",8.8
"Norwich School District","=""1040011""","Eligible For Free Lunch",18.4
"Norwich School District","=""1040011""","Eligible For Reduced Lunch",10.2
"Norwich School District","=""1040011""","Not Eligible For Lunch",7.1
"Odyssey Community School District","=""2630013""","Eligible For Free Lunch",9.9
"Odyssey Community School District","=""2630013""","Eligible For Reduced Lunch","*"
"Odyssey Community School District","=""2630013""","Not Eligible For Lunch",8.6
"Old Saybrook School District","=""1060011""","Eligible For Free Lunch",26.1
"Old Saybrook School District","=""1060011""","Eligible For Reduced Lunch",19.6
"Old Saybrook School District","=""1060011""","Not Eligible For Lunch",14.5
"Orange School District","=""1070011""","Eligible For Free Lunch","*"
"Orange School District","=""1070011""","Eligible For Reduced Lunch","*"
"Orange School District","=""1070011""","Not Eligible For Lunch",3.6
"Oxford School District","=""1080011""","Eligible For Free Lunch",22.6
"Oxford School District","=""1080011""","Eligible For Reduced Lunch",19.5
"Oxford School District","=""1080011""","Not Eligible For Lunch",4.6
"Park City Prep Charter School District","=""2830013""","Eligible For Free Lunch",10.4
"Park City Prep Charter School District","=""2830013""","Eligible For Reduced Lunch","*"
"Park City Prep Charter School District","=""2830013""","Not Eligible For Lunch",7.7
"Plainfield School District","=""1090011""","Eligible For Free Lunch",17.9
"Plainfield School District","=""1090011""","Eligible For Reduced Lunch",17.2
"Plainfield School District","=""1090011""","Not Eligible For Lunch",7.9
"Plainville School District","=""1100011""","Eligible For Free Lunch",18.1
"Plainville School District","=""1100011""","Eligible For Reduced Lunch",11.7
"Plainville School District","=""1100011""","Not Eligible For Lunch",8.1
"Plymouth School District","=""1110011""","Eligible For Free Lunch",17.3
"Plymouth School District","=""1110011""","Eligible For Reduced Lunch",7.9
"Plymouth School District","=""1110011""","Not Eligible For Lunch",5.7
"Pomfret School District","=""1120011""","Eligible For Free Lunch","*"
"Pomfret School District","=""1120011""","Eligible For Reduced Lunch","*"
"Pomfret School District","=""1120011""","Not Eligible For Lunch",2.0
"Portland School District","=""1130011""","Eligible For Free Lunch",15.2
"Portland School District","=""1130011""","Eligible For Reduced Lunch","*"
"Portland School District","=""1130011""","Not Eligible For Lunch",2.6
"Preston School District","=""1140011""","Eligible For Free Lunch",0.0
"Preston School District","=""1140011""","Eligible For Reduced Lunch","*"
"Preston School District","=""1140011""","Not Eligible For Lunch","*"
"Putnam School District","=""1160011""","Eligible For Free Lunch",15.0
"Putnam School District","=""1160011""","Eligible For Reduced Lunch",15.4
"Putnam School District","=""1160011""","Not Eligible For Lunch",8.6
"Redding School District","=""1170011""","Eligible For Free Lunch","*"
"Redding School District","=""1170011""","Eligible For Reduced Lunch","*"
"Redding School District","=""1170011""","Not Eligible For Lunch",5.0
"Regional School District 01","=""2010012""","Eligible For Free Lunch",22.6
"Regional School District 01","=""2010012""","Eligible For Reduced Lunch","*"
"Regional School District 01","=""2010012""","Not Eligible For Lunch",4.1
"Regional School District 04","=""2040012""","Eligible For Free Lunch",21.7
"Regional School District 04","=""2040012""","Eligible For Reduced Lunch","*"
"Regional School District 04","=""2040012""","Not Eligible For Lunch",7.3
"Regional School District 05","=""2050012""","Eligible For Free Lunch",11.3
"Regional School District 05","=""2050012""","Eligible For Reduced Lunch","*"
"Regional School District 05","=""2050012""","Not Eligible For Lunch",8.7
"Regional School District 06","=""2060012""","Eligible For Free Lunch",10.8
"Regional School District 06","=""2060012""","Eligible For Reduced Lunch",0.0
"Regional School District 06","=""2060012""","Not Eligible For Lunch",3.6
"Regional School District 07","=""2070012""","Eligible For Free Lunch",23.4
"Regional School District 07","=""2070012""","Eligible For Reduced Lunch",34.5
"Regional School District 07","=""2070012""","Not Eligible For Lunch",18.1
"Regional School District 08","=""2080012""","Eligible For Free Lunch",30.3
"Regional School District 08","=""2080012""","Eligible For Reduced Lunch",25.5
"Regional School District 08","=""2080012""","Not Eligible For Lunch",15.1
"Regional School District 09","=""2090012""","Eligible For Free Lunch",24.0
"Regional School District 09","=""2090012""","Eligible For Reduced Lunch","*"
"Regional School District 09","=""2090012""","Not Eligible For Lunch",13.5
"Regional School District 10","=""2100012""","Eligible For Free Lunch",18.8
"Regional School District 10","=""2100012""","Eligible For Reduced Lunch","*"
"Regional School District 10","=""2100012""","Not Eligible For Lunch",8.3
"Regional School District 11","=""2110012""","Eligible For Free Lunch",8.6
"Regional School District 11","=""2110012""","Eligible For Reduced Lunch","*"
"Regional School District 11","=""2110012""","Not Eligible For Lunch",5.9
"Regional School District 12","=""2120012""","Eligible For Free Lunch",29.3
"Regional School District 12","=""2120012""","Eligible For Reduced Lunch","*"
"Regional School District 12","=""2120012""","Not Eligible For Lunch",7.0
"Regional School District 13","=""2130012""","Eligible For Free Lunch",7.6
"Regional School District 13","=""2130012""","Eligible For Reduced Lunch",12.8
"Regional School District 13","=""2130012""","Not Eligible For Lunch",4.1
"Regional School District 14","=""2140012""","Eligible For Free Lunch",8.5
"Regional School District 14","=""2140012""","Eligible For Reduced Lunch","*"
"Regional School District 14","=""2140012""","Not Eligible For Lunch",2.9
"Regional School District 15","=""2150012""","Eligible For Free Lunch",11.3
"Regional School District 15","=""2150012""","Eligible For Reduced Lunch","*"
"Regional School District 15","=""2150012""","Not Eligible For Lunch",4.2
"Regional School District 16","=""2160012""","Eligible For Free Lunch",15.8
"Regional School District 16","=""2160012""","Eligible For Reduced Lunch",10.1
"Regional School District 16","=""2160012""","Not Eligible For Lunch",6.4
"Regional School District 17","=""2170012""","Eligible For Free Lunch",14.7
"Regional School District 17","=""2170012""","Eligible For Reduced Lunch",0.0
"Regional School District 17","=""2170012""","Not Eligible For Lunch",3.9
"Regional School District 18","=""2180012""","Eligible For Free Lunch",17.5
"Regional School District 18","=""2180012""","Eligible For Reduced Lunch","*"
"Regional School District 18","=""2180012""","Not Eligible For Lunch",3.9
"Regional School District 19","=""2190012""","Eligible For Free Lunch",34.1
"Regional School District 19","=""2190012""","Eligible For Reduced Lunch","*"
"Regional School District 19","=""2190012""","Not Eligible For Lunch",13.6
"Ridgefield School District","=""1180011""","Eligible For Free Lunch",13.2
"Ridgefield School District","=""1180011""","Eligible For Reduced Lunch","*"
"Ridgefield School District","=""1180011""","Not Eligible For Lunch",5.1
"Rocky Hill School District","=""1190011""","Eligible For Free Lunch",18.1
"Rocky Hill School District","=""1190011""","Eligible For Reduced Lunch",15.8
"Rocky Hill School District","=""1190011""","Not Eligible For Lunch",5.9
"Salem School District","=""1210011""","Eligible For Free Lunch","*"
"Salem School District","=""1210011""","Eligible For Reduced Lunch","*"
"Salem School District","=""1210011""","Not Eligible For Lunch",2.6
"Salisbury School District","=""1220011""","Eligible For Free Lunch","*"
"Salisbury School District","=""1220011""","Eligible For Reduced Lunch","*"
"Salisbury School District","=""1220011""","Not Eligible For Lunch",6.3
"Scotland School District","=""1230011""","Eligible For Free Lunch","*"
"Scotland School District","=""1230011""","Eligible For Reduced Lunch","*"
"Scotland School District","=""1230011""","Not Eligible For Lunch","*"
"Seymour School District","=""1240011""","Eligible For Free Lunch",15.3
