"Primary Disability (K-12), 2010-11"
"All Districts, All Disabilities"

"",,"2010-11",
"New Fairfield School District","=""0910011""",297,10.5
"New Hartford School District","=""0920011""",63,10.6
"New Haven School District","=""0930011""",2126,11.9
"New London School District","=""0950011""",577,16.7
"New Milford School District","=""0960011""",643,13.9
"Newington School District","=""0940011""",509,11.4
"Newtown School District","=""0970011""",431,7.9
"Norfolk School District","=""0980011""",16,13.8
"North Branford School District","=""0990011""",295,12.6
"North Canaan School District","=""1000011""",35,11.9
"North Haven School District","=""1010011""",385,10.5
"North Stonington School District","=""1020011""",69,8.7
"Norwalk School District","=""1030011""",1141,10.1
"Norwich School District","=""1040011""",842,15.2
"Old Saybrook School District","=""1060011""",166,10.9
"Orange School District","=""1070011""",125,9.9
"Oxford School District","=""1080011""",138,6.2
"Plainfield School District","=""1090011""",287,11.5
"Plainville School District","=""1100011""",324,13.0
"Plymouth School District","=""1110011""",236,12.8
"Pomfret School District","=""1120011""",84,11.9
"Portland School District","=""1130011""",102,7.1
"Preston School District","=""1140011""",105,15.9
"Putnam School District","=""1160011""",192,15.7
"Redding School District","=""1170011""",141,11.8
"Regional School District 01","=""2010012""",68,13.3
"Regional School District 04","=""2040012""",135,13.7
"Regional School District 05","=""2050012""",285,11.3
"Regional School District 06","=""2060012""",104,11.0
"Regional School District 07","=""2070012""",125,11.6
"Regional School District 08","=""2080012""",242,13.1
"Regional School District 09","=""2090012""",128,13.0
"Regional School District 10","=""2100012""",245,8.9
"Regional School District 11","=""2110012""",62,19.0
"Regional School District 12","=""2120012""",124,13.8
"Regional School District 13","=""2130012""",273,13.4
"Regional School District 14","=""2140012""",236,12.8
"Regional School District 15","=""2150012""",522,11.8
"Regional School District 16","=""2160012""",253,10.1
"Regional School District 17","=""2170012""",286,11.7
"Regional School District 18","=""2180012""",142,9.7
"Regional School District 19","=""2190012""",189,16.4
"Ridgefield School District","=""1180011""",436,8.1
"Rocky Hill School District","=""1190011""",224,8.6
"Salem School District","=""1210011""",62,8.6
"Salisbury School District","=""1220011""",28,9.6
"Scotland School District","=""1230011""",21,17.2
"Seymour School District","=""1240011""",227,9.2
"Sharon School District","=""1250011""",31,17.1
"Shelton School District","=""1260011""",507,9.5
"Sherman School District","=""1270011""",64,11.3
"Simsbury School District","=""1280011""",569,11.8
"Somers School District","=""1290011""",159,9.8
"South Windsor School District","=""1320011""",540,11.6
"Southington School District","=""1310011""",724,10.7
"Sprague School District","=""1330011""",44,9.8
"Stafford School District","=""1340011""",171,9.8
"Stamford School District","=""1350011""",1404,9.2
"Sterling School District","=""1360011""",65,10.5
"Stonington School District","=""1370011""",312,12.5
"Stratford School District","=""1380011""",701,9.5
"Suffield School District","=""1390011""",238,9.9
"Thomaston School District","=""1400011""",159,12.9
"Thompson School District","=""1410011""",139,10.9
"Tolland School District","=""1420011""",316,10.3
"Torrington School District","=""1430011""",799,17.1
"Trumbull School District","=""1440011""",578,8.6
"Unified School District #1","=""3360015""",351,43.0
"Unified School District #2","=""3470015""",231,75.7
"Union School District","=""1450011""",9,8.3
"Vernon School District","=""1460011""",394,10.8
"Voluntown School District","=""1470011""",39,9.8
"Wallingford School District","=""1480011""",796,12.3
"Waterbury School District","=""1510011""",2869,16.8
"Waterford School District","=""1520011""",332,11.2
"Watertown School District","=""1530011""",338,10.7
"West Hartford School District","=""1550011""",1106,10.7
"West Haven School District","=""1560011""",811,11.3
"Westbrook School District","=""1540011""",74,7.9
"Weston School District","=""1570011""",211,8.4
"Westport School District","=""1580011""",591,10.3
"Wethersfield School District","=""1590011""",396,10.1
"Willington School District","=""1600011""",71,14.4
"Wilton School District","=""1610011""",446,10.4
"Winchester School District","=""1620011""",244,17.8
"Windham School District","=""1630011""",553,17.4
"Windsor Locks School District","=""1650011""",199,10.8
"Windsor School District","=""1640011""",508,12.5
"Wolcott School District","=""1660011""",256,9.0
"Woodbridge School District","=""1670011""",63,8.9
"Woodstock School District","=""1690011""",90,6.6

