"Primary Disability (K-12), 2014-15"
"All Districts, All Disabilities"

"",,"2014-15",
"Franklin School District","=""0530011""",32,12.9
"Glastonbury School District","=""0540011""",617,9.8
"Granby School District","=""0560011""",199,10.2
"Greenwich School District","=""0570011""",879,10.3
"Griswold School District","=""0580011""",246,14.1
"Groton School District","=""0590011""",727,15.1
"Guilford School District","=""0600011""",392,11.4
"Hamden School District","=""0620011""",950,14.6
"Hampton School District","=""0630011""",14,15.2
"Hartford School District","=""0640011""",3560,17.4
"Hartland School District","=""0650011""",33,12.3
"Hebron School District","=""0670011""",105,13.7
"Kent School District","=""0680011""",24,10.2
"Killingly School District","=""0690011""",398,17.4
"Lebanon School District","=""0710011""",157,15.0
"Ledyard School District","=""0720011""",354,14.7
"Lisbon School District","=""0730011""",70,11.9
"Litchfield School District","=""0740011""",114,11.7
"Madison School District","=""0760011""",364,11.6
"Manchester School District","=""0770011""",891,12.4
"Mansfield School District","=""0780011""",143,12.2
"Marlborough School District","=""0790011""",46,7.8
"Meriden School District","=""0800011""",1483,16.7
"Middletown School District","=""0830011""",635,12.5
"Milford School District","=""0840011""",761,12.1
"Monroe School District","=""0850011""",351,10.6
"Montville School District","=""0860011""",284,11.7
"Naugatuck School District","=""0880011""",641,14.5
"New Britain School District","=""0890011""",1687,15.4
"New Canaan School District","=""0900011""",386,9.2
"New Fairfield School District","=""0910011""",242,9.5
"New Hartford School District","=""0920011""",53,10.5
"New Haven School District","=""0930011""",2637,13.5
"New London School District","=""0950011""",664,19.0
"New Milford School District","=""0960011""",564,13.3
"Newington School District","=""0940011""",527,12.4
"Newtown School District","=""0970011""",438,9.2
"Norfolk School District","=""0980011""",20,19.4
"North Branford School District","=""0990011""",289,14.4
"North Canaan School District","=""1000011""",45,16.5
"North Haven School District","=""1010011""",386,11.5
"North Stonington School District","=""1020011""",64,8.7
"Norwalk School District","=""1030011""",1316,11.5
"Norwich School District","=""1040011""",915,16.6
"Old Saybrook School District","=""1060011""",199,14.4
"Orange School District","=""1070011""",102,8.8
"Oxford School District","=""1080011""",232,11.5
"Plainfield School District","=""1090011""",308,13.9
"Plainville School District","=""1100011""",315,13.2
"Plymouth School District","=""1110011""",234,14.1
"Pomfret School District","=""1120011""",56,9.7
"Portland School District","=""1130011""",137,10.0
"Preston School District","=""1140011""",103,17.1
"Putnam School District","=""1160011""",180,15.4
"Redding School District","=""1170011""",125,13.1
"Regional School District 01","=""2010012""",68,16.9
"Regional School District 04","=""2040012""",132,13.3
"Regional School District 05","=""2050012""",270,11.5
"Regional School District 06","=""2060012""",108,13.7
"Regional School District 07","=""2070012""",116,11.6
"Regional School District 08","=""2080012""",221,12.5
"Regional School District 09","=""2090012""",121,11.2
"Regional School District 10","=""2100012""",253,10.1
"Regional School District 11","=""2110012""",71,22.9
"Regional School District 12","=""2120012""",115,16.3
"Regional School District 13","=""2130012""",260,14.4
"Regional School District 14","=""2140012""",175,11.4
"Regional School District 15","=""2150012""",473,12.2
"Regional School District 16","=""2160012""",317,13.8
"Regional School District 17","=""2170012""",328,15.1
"Regional School District 18","=""2180012""",165,12.4
"Regional School District 19","=""2190012""",165,16.6
"Ridgefield School District","=""1180011""",467,9.1
"Rocky Hill School District","=""1190011""",241,9.2
"Salem School District","=""1210011""",77,12.1
"Salisbury School District","=""1220011""",32,12.5
"Scotland School District","=""1230011""",20,17.9
"Seymour School District","=""1240011""",268,11.4
"Sharon School District","=""1250011""",33,20.6
"Shelton School District","=""1260011""",623,12.3
"Sherman School District","=""1270011""",72,14.1
"Simsbury School District","=""1280011""",562,12.9
"Somers School District","=""1290011""",160,10.8
"South Windsor School District","=""1320011""",547,12.6
"Southington School District","=""1310011""",793,11.9
"Sprague School District","=""1330011""",60,13.4
"Stafford School District","=""1340011""",185,12.0
"Stamford School District","=""1350011""",1738,11.0
"Sterling School District","=""1360011""",78,13.2
"Stonington School District","=""1370011""",334,14.5
"Stratford School District","=""1380011""",780,10.9
"Suffield School District","=""1390011""",232,10.1
"Thomaston School District","=""1400011""",137,13.4
"Thompson School District","=""1410011""",122,11.7
"Tolland School District","=""1420011""",310,11.3
"Torrington School District","=""1430011""",758,17.0
"Trumbull School District","=""1440011""",635,9.8
"Unified School District #1","=""3360015""",175,42.7
"Unified School District #2","=""3470015""",150,69.8
"Union School District","=""1450011""",18,16.5
"Vernon School District","=""1460011""",500,14.5
"Voluntown School District","=""1470011""",60,15.1
"Wallingford School District","=""1480011""",688,11.5
"Waterbury School District","=""1510011""",3243,18.2
"Waterford School District","=""1520011""",392,14.4
"Watertown School District","=""1530011""",342,12.0
"West Hartford School District","=""1550011""",1159,11.7
"West Haven School District","=""1560011""",972,14.1
"Westbrook School District","=""1540011""",90,11.5
"Weston School District","=""1570011""",200,8.4
"Westport School District","=""1580011""",575,10.1
"Wethersfield School District","=""1590011""",512,13.3
"Willington School District","=""1600011""",57,13.7
"Wilton School District","=""1610011""",545,13.0
"Winchester School District","=""1620011""",232,19.2
"Windham School District","=""1630011""",501,16.3
"Windsor Locks School District","=""1650011""",205,12.2
"Windsor School District","=""1640011""",588,15.6
"Wolcott School District","=""1660011""",229,9.3
"Woodbridge School District","=""1670011""",63,8.1
"Woodstock School District","=""1690011""",113,9.0

