"Primary Disability (K-12), 2015-16"
"All Districts, Emotional Disturbance"

"",,"2015-16",,
"Montville School District","=""0860011""","*","*","*"
"Naugatuck School District","=""0880011""",35,0.8,5.2
"New Britain School District","=""0890011""",107,1.0,6.1
"New Canaan School District","=""0900011""","*","*","*"
"New Fairfield School District","=""0910011""",8,0.3,3.5
"New Hartford School District","=""0920011""","*","*","*"
"New Haven School District","=""0930011""",269,1.4,9.7
"New London School District","=""0950011""",76,2.2,11.5
"New Milford School District","=""0960011""",47,1.1,8.4
"Newington School District","=""0940011""",33,0.8,6.4
"Newtown School District","=""0970011""",38,0.8,8.0
"North Branford School District","=""0990011""",24,1.2,8.6
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",43,1.3,12.0
"North Stonington School District","=""1020011""","*","*","*"
"Norwalk School District","=""1030011""",81,0.7,5.7
"Norwich School District","=""1040011""",104,1.9,11.9
"Old Saybrook School District","=""1060011""",15,1.1,8.5
"Orange School District","=""1070011""","*","*","*"
"Oxford School District","=""1080011""",17,0.8,6.9
"Plainfield School District","=""1090011""",38,1.7,12.6
"Plainville School District","=""1100011""",29,1.2,9.5
"Plymouth School District","=""1110011""",26,1.6,11.0
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""","*","*","*"
"Putnam School District","=""1160011""",19,1.7,10.0
"Redding School District","=""1170011""","*","*","*"
"Regional School District 01","=""2010012""",8,1.9,11.4
"Regional School District 04","=""2040012""",16,1.7,11.2
"Regional School District 05","=""2050012""",27,1.2,9.7
"Regional School District 06","=""2060012""",9,1.1,7.6
"Regional School District 07","=""2070012""",15,1.5,12.5
"Regional School District 08","=""2080012""",21,1.2,10.4
"Regional School District 09","=""2090012""",11,1.0,8.5
"Regional School District 10","=""2100012""",13,0.5,5.3
"Regional School District 11","=""2110012""",8,2.8,13.1
"Regional School District 12","=""2120012""",6,0.9,5.4
"Regional School District 13","=""2130012""","*","*","*"
"Regional School District 14","=""2140012""",11,0.7,6.7
"Regional School District 15","=""2150012""",20,0.5,4.0
"Regional School District 16","=""2160012""",7,0.3,2.2
"Regional School District 17","=""2170012""",24,1.1,6.9
"Regional School District 18","=""2180012""",15,1.1,9.5
"Regional School District 19","=""2190012""",25,2.6,14.5
"Ridgefield School District","=""1180011""",56,1.1,12.4
"Rocky Hill School District","=""1190011""",16,0.6,6.1
"Salem School District","=""1210011""",7,1.1,7.4
"Salisbury School District","=""1220011""","*","*","*"
"Seymour School District","=""1240011""",18,0.8,6.7
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",35,0.7,5.4
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",25,0.6,4.6
"Somers School District","=""1290011""",13,0.9,8.0
"South Windsor School District","=""1320011""",22,0.5,4.2
"Southington School District","=""1310011""",49,0.7,6.3
"Sprague School District","=""1330011""",11,2.4,16.4
"Stafford School District","=""1340011""",23,1.5,12.1
"Stamford School District","=""1350011""",46,0.3,2.5
"Sterling School District","=""1360011""",12,2.1,15.4
"Stonington School District","=""1370011""",13,0.6,3.9
"Stratford School District","=""1380011""",61,0.9,7.3
"Suffield School District","=""1390011""",7,0.3,2.8
"Thomaston School District","=""1400011""","*","*","*"
"Thompson School District","=""1410011""",12,1.2,9.7
"Tolland School District","=""1420011""",13,0.5,4.2
"Torrington School District","=""1430011""",57,1.3,7.0
"Trumbull School District","=""1440011""",45,0.7,6.6
"Unified School District #1","=""3360015""",62,15.9,37.1
"Unified School District #2","=""3470015""",84,48.6,62.2
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",57,1.7,11.2
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",39,0.7,5.6
"Waterbury School District","=""1510011""",266,1.5,8.0
"Waterford School District","=""1520011""",40,1.5,10.3
"Watertown School District","=""1530011""",30,1.1,8.5
"West Hartford School District","=""1550011""",70,0.7,6.0
"West Haven School District","=""1560011""",63,0.9,6.2
"Westbrook School District","=""1540011""",11,1.5,11.7
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""",49,0.9,8.5
"Wethersfield School District","=""1590011""",29,0.7,5.6
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""","*","*","*"
"Winchester School District","=""1620011""",23,1.9,9.2
"Windham School District","=""1630011""",64,2.0,12.1
"Windsor Locks School District","=""1650011""",21,1.3,8.8
"Windsor School District","=""1640011""",46,1.2,7.6
"Wolcott School District","=""1660011""",19,0.8,7.4
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""","*","*","*"

