"Primary Disability (K-12), 2014-15"
"All Districts, Emotional Disturbance"

"",,"2014-15",,
"Regional School District 13","=""2130012""","*","*","*"
"Regional School District 14","=""2140012""",14,0.9,8.0
"Regional School District 15","=""2150012""","*","*","*"
"Regional School District 16","=""2160012""",7,0.3,2.2
"Regional School District 17","=""2170012""","*","*","*"
"Regional School District 18","=""2180012""",14,1.1,8.5
"Regional School District 19","=""2190012""",24,2.4,14.5
"Ridgefield School District","=""1180011""",52,1.0,11.1
"Rocky Hill School District","=""1190011""",15,0.6,6.2
"Salem School District","=""1210011""",7,1.1,9.1
"Salisbury School District","=""1220011""","*","*","*"
"Seymour School District","=""1240011""",20,0.9,7.5
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",29,0.6,4.7
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",27,0.6,4.8
"Somers School District","=""1290011""","*","*","*"
"South Windsor School District","=""1320011""",13,0.3,2.4
"Southington School District","=""1310011""",44,0.7,5.5
"Sprague School District","=""1330011""",11,2.5,18.3
"Stafford School District","=""1340011""",23,1.5,12.4
"Stamford School District","=""1350011""",45,0.3,2.6
"Sterling School District","=""1360011""",10,1.7,12.8
"Stonington School District","=""1370011""",16,0.7,4.8
"Stratford School District","=""1380011""",49,0.7,6.3
"Suffield School District","=""1390011""","*","*","*"
"Thomaston School District","=""1400011""",6,0.6,4.4
"Thompson School District","=""1410011""",11,1.1,9.0
"Tolland School District","=""1420011""",18,0.7,5.8
"Torrington School District","=""1430011""",60,1.3,7.9
"Trumbull School District","=""1440011""",40,0.6,6.3
"Unified School District #1","=""3360015""",59,14.4,33.7
"Unified School District #2","=""3470015""",93,43.3,62.0
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",56,1.6,11.2
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",42,0.7,6.1
"Waterbury School District","=""1510011""",257,1.4,7.9
"Waterford School District","=""1520011""",33,1.2,8.4
"Watertown School District","=""1530011""",25,0.9,7.3
"West Hartford School District","=""1550011""",70,0.7,6.0
"West Haven School District","=""1560011""",61,0.9,6.3
"Westbrook School District","=""1540011""",12,1.5,13.3
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""",54,0.9,9.4
"Wethersfield School District","=""1590011""",35,0.9,6.8
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""","*","*","*"
"Winchester School District","=""1620011""",21,1.7,9.1
"Windham School District","=""1630011""",67,2.2,13.4
"Windsor Locks School District","=""1650011""",24,1.4,11.7
"Windsor School District","=""1640011""",44,1.2,7.5
"Wolcott School District","=""1660011""",22,0.9,9.6
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""","*","*","*"

