"Primary Disability (K-12), 2013-14"
"All Districts, Emotional Disturbance"

"",,"2013-14",,
"North Canaan School District","=""1000011""","*","*","*"
"North Haven School District","=""1010011""",45,1.3,12.1
"Norwalk School District","=""1030011""",56,0.5,4.6
"Norwich School District","=""1040011""",113,2.1,12.9
"Old Saybrook School District","=""1060011""","*","*","*"
"Oxford School District","=""1080011""",15,0.7,7.2
"Plainfield School District","=""1090011""",42,1.8,15.2
"Plainville School District","=""1100011""","*","*","*"
"Plymouth School District","=""1110011""",29,1.7,12.4
"Pomfret School District","=""1120011""","*","*","*"
"Portland School District","=""1130011""","*","*","*"
"Preston School District","=""1140011""","*","*","*"
"Putnam School District","=""1160011""",19,1.6,9.9
"Redding School District","=""1170011""","*","*","*"
"Regional School District 01","=""2010012""",6,1.4,9.8
"Regional School District 04","=""2040012""",10,1.0,6.9
"Regional School District 05","=""2050012""",19,0.8,7.1
"Regional School District 06","=""2060012""",9,1.1,8.1
"Regional School District 07","=""2070012""",16,1.5,13.2
"Regional School District 08","=""2080012""",20,1.1,9.1
"Regional School District 09","=""2090012""",8,0.7,6.4
"Regional School District 10","=""2100012""",17,0.7,6.7
"Regional School District 11","=""2110012""",9,2.8,14.3
"Regional School District 12","=""2120012""",12,1.6,9.5
"Regional School District 13","=""2130012""",13,0.7,4.8
"Regional School District 14","=""2140012""",10,0.6,5.4
"Regional School District 15","=""2150012""","*","*","*"
"Regional School District 16","=""2160012""",11,0.5,3.8
"Regional School District 17","=""2170012""",29,1.3,9.1
"Regional School District 18","=""2180012""",11,0.8,6.8
"Regional School District 19","=""2190012""",21,2.0,12.6
"Ridgefield School District","=""1180011""",49,0.9,10.9
"Rocky Hill School District","=""1190011""",11,0.4,4.9
"Salem School District","=""1210011""","*","*","*"
"Salisbury School District","=""1220011""","*","*","*"
"Seymour School District","=""1240011""",13,0.5,5.1
"Sharon School District","=""1250011""","*","*","*"
"Shelton School District","=""1260011""",28,0.6,4.6
"Sherman School District","=""1270011""","*","*","*"
"Simsbury School District","=""1280011""",25,0.6,4.7
"Somers School District","=""1290011""",18,1.2,10.5
"South Windsor School District","=""1320011""",17,0.4,3.1
"Southington School District","=""1310011""",50,0.7,6.4
"Sprague School District","=""1330011""",6,1.4,13.3
"Stafford School District","=""1340011""",22,1.4,12.1
"Stamford School District","=""1350011""",37,0.2,2.2
"Sterling School District","=""1360011""",11,1.8,12.4
"Stonington School District","=""1370011""",21,0.9,6.8
"Stratford School District","=""1380011""",44,0.6,5.8
"Suffield School District","=""1390011""",7,0.3,2.9
"Thomaston School District","=""1400011""",7,0.7,5.0
"Thompson School District","=""1410011""",10,0.9,8.5
"Tolland School District","=""1420011""",16,0.6,5.4
"Torrington School District","=""1430011""",61,1.4,8.3
"Trumbull School District","=""1440011""",28,0.4,4.7
"Unified School District #1","=""3360015""",86,16.0,36.9
"Unified School District #2","=""3470015""",94,41.2,60.6
"Union School District","=""1450011""","*","*","*"
"Vernon School District","=""1460011""",71,2.0,15.1
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",40,0.7,5.6
"Waterbury School District","=""1510011""",243,1.4,7.9
"Waterford School District","=""1520011""",33,1.2,8.9
"Watertown School District","=""1530011""",23,0.8,6.6
"West Hartford School District","=""1550011""",60,0.6,5.3
"West Haven School District","=""1560011""",67,1.0,7.4
"Westbrook School District","=""1540011""",14,1.7,16.9
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""",30,0.5,5.4
"Wethersfield School District","=""1590011""",29,0.7,6.1
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""","*","*","*"
"Winchester School District","=""1620011""",26,2.1,10.9
"Windham School District","=""1630011""",73,2.4,15.0
"Windsor Locks School District","=""1650011""",19,1.1,9.1
"Windsor School District","=""1640011""",37,1.0,6.5
"Wolcott School District","=""1660011""",24,0.9,10.6
"Woodbridge School District","=""1670011""","*","*","*"
"Woodstock School District","=""1690011""",6,0.5,5.7

