"Primary Disability (K-12), 2011-12"
"All Districts, All Disabilities"

"",,"2011-12",
"Griswold School District","=""0580011""",224,12.5
"Groton School District","=""0590011""",683,13.7
"Guilford School District","=""0600011""",374,10.2
"Hamden School District","=""0620011""",813,12.0
"Hampton School District","=""0630011""",14,13.5
"Hartford School District","=""0640011""",3147,15.6
"Hartland School District","=""0650011""",31,10.0
"Hebron School District","=""0670011""",106,10.5
"Kent School District","=""0680011""",31,11.7
"Killingly School District","=""0690011""",359,14.4
"Lebanon School District","=""0710011""",140,12.1
"Ledyard School District","=""0720011""",314,12.7
"Lisbon School District","=""0730011""",83,13.0
"Litchfield School District","=""0740011""",121,10.7
"Madison School District","=""0760011""",350,10.2
"Manchester School District","=""0770011""",980,13.7
"Mansfield School District","=""0780011""",152,12.2
"Marlborough School District","=""0790011""",49,7.4
"Meriden School District","=""0800011""",1267,14.3
"Middletown School District","=""0830011""",617,11.8
"Milford School District","=""0840011""",821,12.0
"Monroe School District","=""0850011""",342,9.5
"Montville School District","=""0860011""",281,10.8
"Naugatuck School District","=""0880011""",559,12.1
"New Britain School District","=""0890011""",1529,14.3
"New Canaan School District","=""0900011""",399,9.6
"New Fairfield School District","=""0910011""",279,10.0
"New Hartford School District","=""0920011""",60,10.4
"New Haven School District","=""0930011""",2216,12.2
"New London School District","=""0950011""",590,17.2
"New Milford School District","=""0960011""",611,13.4
"Newington School District","=""0940011""",520,11.8
"Newtown School District","=""0970011""",406,7.7
"Norfolk School District","=""0980011""",16,14.8
"North Branford School District","=""0990011""",264,11.8
"North Canaan School District","=""1000011""",38,13.3
"North Haven School District","=""1010011""",343,9.5
"North Stonington School District","=""1020011""",72,9.4
"Norwalk School District","=""1030011""",1094,9.7
"Norwich School District","=""1040011""",862,15.7
"Old Saybrook School District","=""1060011""",185,12.3
"Orange School District","=""1070011""",128,10.2
"Oxford School District","=""1080011""",134,6.2
"Plainfield School District","=""1090011""",301,12.2
"Plainville School District","=""1100011""",308,12.6
"Plymouth School District","=""1110011""",240,13.5
"Pomfret School District","=""1120011""",78,11.8
"Portland School District","=""1130011""",113,8.1
"Preston School District","=""1140011""",92,14.9
"Putnam School District","=""1160011""",168,14.1
"Redding School District","=""1170011""",148,12.8
"Regional School District 01","=""2010012""",65,13.8
"Regional School District 04","=""2040012""",137,14.1
"Regional School District 05","=""2050012""",279,11.3
"Regional School District 06","=""2060012""",117,12.7
"Regional School District 07","=""2070012""",134,12.5
"Regional School District 08","=""2080012""",238,12.7
"Regional School District 09","=""2090012""",125,12.1
"Regional School District 10","=""2100012""",263,9.8
"Regional School District 11","=""2110012""",70,21.1
"Regional School District 12","=""2120012""",129,14.9
"Regional School District 13","=""2130012""",274,13.8
"Regional School District 14","=""2140012""",206,11.7
"Regional School District 15","=""2150012""",506,11.9
"Regional School District 16","=""2160012""",250,10.2
"Regional School District 17","=""2170012""",312,13.2
"Regional School District 18","=""2180012""",153,10.7
"Regional School District 19","=""2190012""",177,15.5
"Ridgefield School District","=""1180011""",420,7.9
"Rocky Hill School District","=""1190011""",213,8.2
"Salem School District","=""1210011""",58,8.4
"Salisbury School District","=""1220011""",28,9.5
"Scotland School District","=""1230011""",23,19.3
"Seymour School District","=""1240011""",236,10.0
"Sharon School District","=""1250011""",24,13.7
"Shelton School District","=""1260011""",539,10.2
"Sherman School District","=""1270011""",69,12.3
"Simsbury School District","=""1280011""",552,11.6
"Somers School District","=""1290011""",164,10.2
"South Windsor School District","=""1320011""",514,11.5
"Southington School District","=""1310011""",722,10.8
"Sprague School District","=""1330011""",41,9.2
"Stafford School District","=""1340011""",168,9.8
"Stamford School District","=""1350011""",1463,9.5
"Sterling School District","=""1360011""",69,11.5
"Stonington School District","=""1370011""",304,12.4
"Stratford School District","=""1380011""",697,9.5
"Suffield School District","=""1390011""",247,10.3
"Thomaston School District","=""1400011""",137,11.7
"Thompson School District","=""1410011""",132,10.9
"Tolland School District","=""1420011""",311,10.4
"Torrington School District","=""1430011""",772,16.7
"Trumbull School District","=""1440011""",565,8.5
"Unified School District #1","=""3360015""",296,39.8
"Unified School District #2","=""3470015""",199,75.7
"Union School District","=""1450011""",11,10.8
"Vernon School District","=""1460011""",425,11.8
"Voluntown School District","=""1470011""",45,11.0
"Wallingford School District","=""1480011""",797,12.6
"Waterbury School District","=""1510011""",2803,16.5
"Waterford School District","=""1520011""",340,12.0
"Watertown School District","=""1530011""",333,10.9
"West Hartford School District","=""1550011""",1089,10.7
"West Haven School District","=""1560011""",830,11.8
"Westbrook School District","=""1540011""",75,8.3
"Weston School District","=""1570011""",218,8.8
"Westport School District","=""1580011""",567,9.9
"Wethersfield School District","=""1590011""",421,11.1
"Willington School District","=""1600011""",60,12.6
"Wilton School District","=""1610011""",463,10.8
"Winchester School District","=""1620011""",259,19.4
"Windham School District","=""1630011""",527,16.9
"Windsor Locks School District","=""1650011""",212,11.5
"Windsor School District","=""1640011""",542,13.7
"Wolcott School District","=""1660011""",247,8.9
"Woodbridge School District","=""1670011""",64,8.9
"Woodstock School District","=""1690011""",86,6.6

