"Primary Disability (K-12), 2011-12"
"All Districts, Emotional Disturbance"

"",,"2011-12",,
"Trumbull School District","=""1440011""",44,0.7,7.8
"Unified School District #1","=""3360015""",127,17.1,42.9
"Unified School District #2","=""3470015""",129,49.0,64.8
"Vernon School District","=""1460011""",48,1.3,11.3
"Voluntown School District","=""1470011""","*","*","*"
"Wallingford School District","=""1480011""",47,0.7,5.9
"Waterbury School District","=""1510011""",222,1.3,7.9
"Waterford School District","=""1520011""",38,1.3,11.2
"Watertown School District","=""1530011""",25,0.8,7.5
"West Hartford School District","=""1550011""",55,0.5,5.1
"West Haven School District","=""1560011""",59,0.8,7.1
"Westbrook School District","=""1540011""","*","*","*"
"Weston School District","=""1570011""","*","*","*"
"Westport School District","=""1580011""",31,0.5,5.5
"Wethersfield School District","=""1590011""",24,0.6,5.7
"Willington School District","=""1600011""","*","*","*"
"Wilton School District","=""1610011""",17,0.4,3.7
"Winchester School District","=""1620011""",28,2.1,10.8
"Windham School District","=""1630011""",89,2.9,16.9
"Windsor Locks School District","=""1650011""",14,0.8,6.6
"Windsor School District","=""1640011""",39,1.0,7.2
"Wolcott School District","=""1660011""",19,0.7,7.7
"Woodbridge School District","=""1670011""",7,1.0,10.9
"Woodstock School District","=""1690011""","*","*","*"

