"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Gender"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Male",105,103,98.1,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Female",42,42,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Male",87,85,97.7,"*","*","*","*"
"Coventry School District","Coventry High School","Female",69,69,100.0,"*","*","*","*"
"Coventry School District","Coventry High School","Male",61,60,98.4,"*","*","*","*"
"Cromwell School District","Cromwell High School","Female",72,68,94.4,"*","*","*","*"
"Cromwell School District","Cromwell High School","Male",60,55,91.7,"*","*","*","*"
"Danbury School District","Danbury High School","Female",345,306,88.7,"*","*",35,10.1
"Danbury School District","Danbury High School","Male",357,304,85.2,"*","*",38,10.6
"Darien School District","Darien High School","Female",165,164,99.4,"*","*","*","*"
"Darien School District","Darien High School","Male",164,160,97.6,"*","*","*","*"
"Derby School District","Derby High School","Female",53,47,88.7,"*","*","*","*"
"Derby School District","Derby High School","Male",49,41,83.7,"*","*","*","*"
"East Granby School District","East Granby High School","Female",25,25,100.0,"*","*","*","*"
"East Granby School District","East Granby High School","Male",39,36,92.3,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Female",50,49,98.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Male",50,47,94.0,"*","*","*","*"
"East Hampton School District","East Hampton High School","Female",64,63,98.4,"*","*","*","*"
"East Hampton School District","East Hampton High School","Male",55,54,98.2,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Female",31,31,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Male",15,14,93.3,"*","*","*","*"
"East Hartford School District","East Hartford High School","Female",184,163,88.6,7,3.8,14,7.6
"East Hartford School District","East Hartford High School","Male",167,142,85.0,13,7.8,12,7.2
"East Hartford School District","Stevens Alternate High school","Female",31,18,58.1,"*","*",12,38.7
"East Hartford School District","Stevens Alternate High school","Male",50,35,70.0,"*","*",15,30.0
"East Haven School District","East Haven High School","Female",112,99,88.4,"*","*",12,10.7
"East Haven School District","East Haven High School","Male",139,112,80.6,"*","*",23,16.5
"East Lyme School District","East Lyme High School","Female",131,129,98.5,"*","*","*","*"
"East Lyme School District","East Lyme High School","Male",130,127,97.7,"*","*","*","*"
"East Windsor School District","East Windsor High School","Female",53,50,94.3,"*","*","*","*"
"East Windsor School District","East Windsor High School","Male",53,50,94.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Female",20,19,95.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Male",14,13,92.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Female",18,10,55.6,"*","*",8,44.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Male",12,10,83.3,"*","*","*","*"
"Ellington School District","Ellington High School","Female",93,90,96.8,"*","*","*","*"
"Ellington School District","Ellington High School","Male",101,96,95.0,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Female",10,9,90.0,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Male",13,12,92.3,"*","*","*","*"
"Enfield School District","Enfield High School","Female",82,72,87.8,"*","*",10,12.2
"Enfield School District","Enfield High School","Male",108,89,82.4,"*","*",19,17.6
"Enfield School District","Enrico Fermi High School","Female",110,101,91.8,"*","*",8,7.3
"Enfield School District","Enrico Fermi High School","Male",122,114,93.4,"*","*",7,5.7
"Explorations District","Explorations","Female",9,8,88.9,"*","*","*","*"
"Explorations District","Explorations","Male",17,13,76.5,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Female",197,194,98.5,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Male",162,152,93.8,"*","*",9,5.6
"Fairfield School District","Fairfield Warde High School","Female",170,166,97.6,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Male",182,175,96.2,"*","*",6,3.3
"Farmington School District","Farmington High School","Female",153,148,96.7,"*","*","*","*"
"Farmington School District","Farmington High School","Male",183,182,99.5,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Female",295,293,99.3,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Male",270,268,99.3,"*","*","*","*"
"Granby School District","Granby Memorial High School","Female",100,98,98.0,"*","*","*","*"
"Granby School District","Granby Memorial High School","Male",99,95,96.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Female",327,320,97.9,"*","*","*","*"
"Greenwich School District","Greenwich High School","Male",329,325,98.8,"*","*","*","*"
"Griswold School District","Griswold High School","Female",85,79,92.9,"*","*",6,7.1
"Griswold School District","Griswold High School","Male",81,68,84.0,"*","*",12,14.8
"Groton School District","Robert E. Fitch High School","Female",153,138,90.2,"*","*",14,9.2
"Groton School District","Robert E. Fitch High School","Male",160,132,82.5,"*","*",25,15.6
"Guilford School District","Guilford High School","Female",141,140,99.3,"*","*","*","*"
"Guilford School District","Guilford High School","Male",138,127,92.0,"*","*","*","*"
"Hamden School District","Hamden High School","Female",206,199,96.6,"*","*","*","*"
"Hamden School District","Hamden High School","Male",230,215,93.5,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Female",88,75,85.2,"*","*",13,14.8
"Hartford School District","Bulkeley High School Upper School","Male",109,84,77.1,"*","*",22,20.2
"Hartford School District","Capital Preparatory Magnet School","Female",29,28,96.6,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Male",25,24,96.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Female",49,48,98.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Male",35,35,100.0,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Female",47,33,70.2,"*","*",11,23.4
"Hartford School District","Culinary Arts Academy","Male",48,31,64.6,6,12.5,11,22.9
"Hartford School District","Great Path Academy High School at MCC","Female",38,38,100.0,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Male",14,13,92.9,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Female",26,21,80.8,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Male",57,36,63.2,"*","*",20,35.1
"Hartford School District","HPHS Academy of Nursing and Health Science","Female",104,81,77.9,"*","*",22,21.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Male",26,15,57.7,"*","*",9,34.6
"Hartford School District","HPHS Law and Government Academy","Female",60,49,81.7,"*","*",9,15.0
"Hartford School District","HPHS Law and Government Academy","Male",58,44,75.9,"*","*",12,20.7
"Hartford School District","High School Inc.","Female",35,25,71.4,"*","*",10,28.6
"Hartford School District","High School Inc.","Male",37,25,67.6,"*","*",9,24.3
"Hartford School District","Journalism and Media Academy Magnet School","Female",33,24,72.7,"*","*",9,27.3
"Hartford School District","Journalism and Media Academy Magnet School","Male",38,32,84.2,"*","*","*","*"
"Hartford School District","OPPortunity High School","Female",27,13,48.1,"*","*",14,51.9
"Hartford School District","OPPortunity High School","Male",35,21,60.0,"*","*",13,37.1
"Hartford School District","Pathways Academy of Technology and Design","Female",18,18,100.0,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Male",53,51,96.2,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Female",54,53,98.1,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Male",46,43,93.5,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Female",21,19,90.5,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Male",59,56,94.9,"*","*","*","*"
"Killingly School District","Killingly High School","Female",107,97,90.7,"*","*",9,8.4
"Killingly School District","Killingly High School","Male",96,76,79.2,"*","*",19,19.8
"Learn","Connecticut River Academy","Female",52,48,92.3,"*","*","*","*"
"Learn","Connecticut River Academy","Male",44,42,95.5,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Female",13,12,92.3,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Male",11,11,100.0,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Female",25,24,96.0,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Male",7,7,100.0,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Female",61,61,100.0,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Male",42,38,90.5,"*","*","*","*"
"Ledyard School District","Ledyard High School","Female",119,116,97.5,"*","*","*","*"
"Ledyard School District","Ledyard High School","Male",113,110,97.3,"*","*","*","*"
"Litchfield School District","Litchfield High School","Female",33,33,100.0,"*","*","*","*"
"Litchfield School District","Litchfield High School","Male",33,31,93.9,"*","*","*","*"
"Madison School District","Daniel Hand High School","Female",166,164,98.8,"*","*","*","*"
"Madison School District","Daniel Hand High School","Male",151,149,98.7,"*","*","*","*"
"Manchester School District","Manchester High School","Female",209,191,91.4,"*","*",16,7.7
"Manchester School District","Manchester High School","Male",205,182,88.8,"*","*",22,10.7
"Meriden School District","Francis T. Maloney High School","Female",155,125,80.6,"*","*",27,17.4
"Meriden School District","Francis T. Maloney High School","Male",149,121,81.2,"*","*",25,16.8
"Meriden School District","Orville H. Platt High School","Female",128,112,87.5,"*","*",16,12.5
"Meriden School District","Orville H. Platt High School","Male",162,127,78.4,"*","*",34,21.0
"Middletown School District","Middletown High School","Female",160,148,92.5,"*","*",11,6.9
"Middletown School District","Middletown High School","Male",139,126,90.6,"*","*",12,8.6
"Milford School District","Jonathan Law High School","Female",131,127,96.9,"*","*","*","*"
"Milford School District","Jonathan Law High School","Male",124,113,91.1,"*","*",8,6.5
"Milford School District","Joseph A. Foran High School","Female",117,114,97.4,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Male",122,119,97.5,"*","*","*","*"
"Monroe School District","Masuk High School","Female",150,148,98.7,"*","*","*","*"
"Monroe School District","Masuk High School","Male",143,141,98.6,"*","*","*","*"
"Montville School District","Montville High School","Female",100,92,92.0,"*","*",8,8.0
"Montville School District","Montville High School","Male",83,76,91.6,"*","*",6,7.2
"Naugatuck School District","Naugatuck High School","Female",168,150,89.3,"*","*",18,10.7
"Naugatuck School District","Naugatuck High School","Male",162,128,79.0,"*","*",26,16.0
"New Britain School District","New Britain High School","Female",311,235,75.6,8,2.6,68,21.9
"New Britain School District","New Britain High School","Male",301,223,74.1,7,2.3,71,23.6
"New Canaan School District","New Canaan High School","Female",171,169,98.8,"*","*","*","*"
"New Canaan School District","New Canaan High School","Male",139,138,99.3,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Female",113,111,98.2,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Male",123,120,97.6,"*","*","*","*"
"New Haven School District","Cooperative High School","Female",105,99,94.3,"*","*",6,5.7
"New Haven School District","Cooperative High School","Male",59,57,96.6,"*","*","*","*"
"New Haven School District","High School In The Community","Female",37,19,51.4,"*","*",15,40.5
"New Haven School District","High School In The Community","Male",22,14,63.6,"*","*",6,27.3
"New Haven School District","Hill Regional Career High School","Female",107,98,91.6,"*","*",9,8.4
"New Haven School District","Hill Regional Career High School","Male",63,56,88.9,"*","*",7,11.1
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Female",8,8,100.0,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Male",28,26,92.9,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Female",131,99,75.6,"*","*",29,22.1
"New Haven School District","James Hillhouse High School","Male",131,96,73.3,8,6.1,27,20.6
"New Haven School District","Metropolitan Business Academy","Female",57,52,91.2,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Male",35,32,91.4,"*","*","*","*"
"New Haven School District","New Haven Academy","Female",34,32,94.1,"*","*","*","*"
"New Haven School District","New Haven Academy","Male",31,26,83.9,"*","*","*","*"
"New Haven School District","Sound School","Female",35,34,97.1,"*","*","*","*"
"New Haven School District","Sound School","Male",49,45,91.8,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Female",136,106,77.9,"*","*",27,19.9
"New Haven School District","Wilbur Cross High School","Male",149,92,61.7,"*","*",54,36.2
"New London School District","New London High School","Female",98,81,82.7,"*","*",13,13.3
"New London School District","New London High School","Male",122,92,75.4,"*","*",28,23.0
"New Milford School District","New Milford High School","Female",200,192,96.0,"*","*",8,4.0
"New Milford School District","New Milford High School","Male",175,158,90.3,"*","*",15,8.6
"Newington School District","Newington High School","Female",186,179,96.2,"*","*","*","*"
"Newington School District","Newington High School","Male",177,165,93.2,"*","*","*","*"
"Newtown School District","Newtown High School","Female",205,202,98.5,"*","*","*","*"
"Newtown School District","Newtown High School","Male",215,209,97.2,"*","*","*","*"
"North Branford School District","North Branford High School","Female",64,60,93.8,"*","*","*","*"
"North Branford School District","North Branford High School","Male",82,75,91.5,"*","*","*","*"
"North Haven School District","North Haven High School","Female",155,143,92.3,"*","*",11,7.1
"North Haven School District","North Haven High School","Male",156,143,91.7,"*","*",11,7.1
"North Stonington School District","Wheeler High School","Female",24,24,100.0,"*","*","*","*"
"North Stonington School District","Wheeler High School","Male",32,30,93.8,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Female",201,185,92.0,8,4.0,8,4.0
"Norwalk School District","Brien McMahon High School","Male",194,162,83.5,14,7.2,18,9.3
"Norwalk School District","Norwalk High School","Female",180,168,93.3,"*","*",10,5.6
"Norwalk School District","Norwalk High School","Male",195,177,90.8,6,3.1,12,6.2
"Norwalk School District","Norwalk Pathways Academy at Briggs","Female",28,"*","*",14,50.0,8,28.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","Male",15,"*","*","*","*",7,46.7
"Norwich Free Academy District","Norwich Free Academy","Female",338,308,91.1,"*","*",28,8.3
"Norwich Free Academy District","Norwich Free Academy","Male",264,228,86.4,"*","*",35,13.3
"Old Saybrook School District","Old Saybrook Senior High School","Female",62,60,96.8,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Male",71,66,93.0,"*","*","*","*"
"Oxford School District","Oxford High School","Female",88,86,97.7,"*","*","*","*"
"Oxford School District","Oxford High School","Male",85,82,96.5,"*","*","*","*"
"Plainfield School District","Plainfield High School","Female",90,82,91.1,"*","*",6,6.7
"Plainfield School District","Plainfield High School","Male",79,68,86.1,"*","*",9,11.4
"Plainville School District","Plainville High School","Female",91,84,92.3,"*","*","*","*"
"Plainville School District","Plainville High School","Male",81,76,93.8,"*","*","*","*"
"Plymouth School District","Terryville High School","Female",52,49,94.2,"*","*","*","*"
"Plymouth School District","Terryville High School","Male",75,69,92.0,"*","*","*","*"
"Portland School District","Portland High School","Female",51,49,96.1,"*","*","*","*"
"Portland School District","Portland High School","Male",61,58,95.1,"*","*","*","*"
"Putnam School District","Putnam High School","Female",29,27,93.1,"*","*","*","*"
"Putnam School District","Putnam High School","Male",36,32,88.9,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Female",60,58,96.7,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Male",60,54,90.0,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Female",73,71,97.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Male",63,62,98.4,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Female",188,186,98.9,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Male",225,220,97.8,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Female",45,42,93.3,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Male",48,45,93.8,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Female",107,106,99.1,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Male",79,77,97.5,"*","*","*","*"
"Regional School District 08","RHAM High School","Female",142,137,96.5,"*","*","*","*"
"Regional School District 08","RHAM High School","Male",148,143,96.6,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Female",137,134,97.8,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Male",112,111,99.1,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Female",111,108,97.3,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Male",101,96,95.0,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Female",22,21,95.5,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Male",17,17,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Female",38,38,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Male",39,39,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Female",70,70,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Male",60,57,95.0,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Female",123,123,100.0,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Male",84,80,95.2,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Female",146,145,99.3,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Male",178,174,97.8,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Female",96,94,97.9,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Male",80,77,96.3,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Female",71,71,100.0,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Male",80,79,98.8,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Female",54,52,96.3,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Male",53,53,100.0,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Female",150,146,97.3,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Male",130,128,98.5,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Female",227,223,98.2,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Male",229,225,98.3,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Female",96,94,97.9,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Male",83,74,89.2,"*","*","*","*"
"Seymour School District","Seymour High School","Female",70,63,90.0,"*","*","*","*"
"Seymour School District","Seymour High School","Male",64,58,90.6,"*","*","*","*"
"Shelton School District","Shelton High School","Female",187,181,96.8,"*","*","*","*"
"Shelton School District","Shelton High School","Male",175,162,92.6,"*","*","*","*"
"Simsbury School District","Simsbury High School","Female",186,182,97.8,"*","*","*","*"
"Simsbury School District","Simsbury High School","Male",203,198,97.5,"*","*","*","*"
"Somers School District","Somers High School","Female",74,73,98.6,"*","*","*","*"
"Somers School District","Somers High School","Male",55,53,96.4,"*","*","*","*"
"South Windsor School District","South Windsor High School","Female",163,161,98.8,"*","*","*","*"
"South Windsor School District","South Windsor High School","Male",169,166,98.2,"*","*","*","*"
"Southington School District","Southington High School","Female",259,252,97.3,"*","*","*","*"
"Southington School District","Southington High School","Male",242,232,95.9,"*","*","*","*"
"Stafford School District","Stafford High School","Female",65,64,98.5,"*","*","*","*"
"Stafford School District","Stafford High School","Male",75,70,93.3,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Female",30,12,40.0,6,20.0,12,40.0
"Stamford Academy District","Stamford Academy","Male",25,10,40.0,8,32.0,7,28.0
"Stamford School District","Stamford High School","Female",231,218,94.4,"*","*",10,4.3
"Stamford School District","Stamford High School","Male",242,222,91.7,6,2.5,14,5.8
"Stamford School District","The Academy of Information Technology","Female",69,69,100.0,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Male",96,95,99.0,"*","*","*","*"
"Stamford School District","Westhill High School","Female",260,244,93.8,"*","*",16,6.2
"Stamford School District","Westhill High School","Male",269,245,91.1,"*","*",22,8.2
"Stonington School District","Stonington High School","Female",90,90,100.0,"*","*","*","*"
"Stonington School District","Stonington High School","Male",80,75,93.8,"*","*","*","*"
"Stratford School District","Bunnell High School","Female",163,162,99.4,"*","*","*","*"
"Stratford School District","Bunnell High School","Male",171,166,97.1,"*","*","*","*"
"Stratford School District","Stratford High School","Female",126,121,96.0,"*","*","*","*"
"Stratford School District","Stratford High School","Male",159,146,91.8,"*","*",11,6.9
"Suffield School District","Suffield High School","Female",115,113,98.3,"*","*","*","*"
"Suffield School District","Suffield High School","Male",98,91,92.9,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Female",24,23,95.8,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Male",10,9,90.0,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Female",43,39,90.7,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Male",41,39,95.1,"*","*","*","*"
