"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Brookfield School District","Brookfield High School","Non-Special Education",253,244,96.4,"*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",10,10,100.0,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",102,98,96.1,"*","*","*","*"
"Canton School District","Canton High School","Special Education",16,15,93.8,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",103,95,92.2,"*","*",8,7.8
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",14,10,71.4,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",59,49,83.1,"*","*",10,16.9
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",100,92,92.0,"*","*",8,8.0
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Non-Special Education",329,325,98.8,"*","*","*","*"
"Cheshire School District","Cheshire High School","Special Education",35,30,85.7,"*","*","*","*"
"Clinton School District","The Morgan School","Non-Special Education",125,119,95.2,"*","*","*","*"
"Clinton School District","The Morgan School","Special Education",19,18,94.7,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-Special Education",224,214,95.5,"*","*","*","*"
"Colchester School District","Bacon Academy","Special Education",26,23,88.5,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-Special Education",30,27,90.0,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Special Education",8,6,75.0,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",144,133,92.4,"*","*",11,7.6
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education",7,7,100.0,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",186,177,95.2,"*","*",9,4.8
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education",93,89,95.7,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education",8,8,100.0,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",118,96,81.4,"*","*",22,18.6
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education",113,108,95.6,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education",12,12,100.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",112,106,94.6,"*","*",6,5.4
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education",7,7,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education",165,162,98.2,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education",17,15,88.2,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",118,105,89.0,"*","*",13,11.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",11,10,90.9,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",131,122,93.1,"*","*",9,6.9
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",26,25,96.2,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",127,125,98.4,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",8,8,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",101,99,98.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education",10,10,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",173,162,93.6,"*","*",11,6.4
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",19,17,89.5,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",182,176,96.7,"*","*",6,3.3
"Connecticut Technical High School System","Platt Technical High School","Special Education",17,17,100.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",113,105,92.9,"*","*",8,7.1
"Connecticut Technical High School System","Vinal Technical High School","Special Education",21,20,95.2,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",149,144,96.6,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",118,114,96.6,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education",8,7,87.5,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",133,127,95.5,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",19,12,63.2,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",147,145,98.6,"*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",19,14,73.7,"*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",649,551,84.9,9,1.4,89,13.7
"Danbury School District","Danbury High School","Special Education",67,45,67.2,6,9.0,16,23.9
"Darien School District","Darien High School","Non-Special Education",291,283,97.3,"*","*","*","*"
"Darien School District","Darien High School","Special Education",35,34,97.1,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",115,"*","*","*","*","*","*"
"Derby School District","Derby High School","Special Education",6,"*","*","*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education",69,68,98.6,"*","*","*","*"
"East Granby School District","East Granby High School","Special Education",7,6,85.7,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education",125,118,94.4,"*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education",11,9,81.8,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",33,33,100.0,"*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",452,392,86.7,"*","*",59,13.1
"East Hartford School District","East Hartford High School","Special Education",52,42,80.8,"*","*","*","*"
"East Haven School District","East Haven High School","Non-Special Education",269,240,89.2,"*","*","*","*"
"East Haven School District","East Haven High School","Special Education",23,16,69.6,"*","*","*","*"
"East Lyme School District","East Lyme High School","Non-Special Education",289,282,97.6,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",35,34,97.1,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",79,69,87.3,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",11,11,100.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",39,31,79.5,"*","*",8,20.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",166,157,94.6,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",16,16,100.0,"*","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",209,183,87.6,"*","*",26,12.4
"Enfield School District","Enfield High School","Special Education",28,19,67.9,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-Special Education",256,228,89.1,"*","*",26,10.2
"Enfield School District","Enrico Fermi High School","Special Education",19,15,78.9,"*","*","*","*"
"Explorations District","Explorations","Non-Special Education",21,15,71.4,"*","*","*","*"
"Explorations District","Explorations","Special Education",9,6,66.7,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",321,313,97.5,"*","*",8,2.5
"Fairfield School District","Fairfield Ludlowe High School","Special Education",29,26,89.7,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",277,271,97.8,"*","*",6,2.2
"Fairfield School District","Fairfield Warde High School","Special Education",24,19,79.2,"*","*","*","*"
"Farmington School District","Farmington High School","Non-Special Education",306,294,96.1,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",27,26,96.3,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",479,474,99.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",63,59,93.7,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",181,177,97.8,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",12,12,100.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",568,559,98.4,"*","*","*","*"
"Greenwich School District","Greenwich High School","Special Education",64,56,87.5,"*","*","*","*"
"Griswold School District","Griswold High School","Non-Special Education",176,157,89.2,"*","*",19,10.8
"Griswold School District","Griswold High School","Special Education",22,9,40.9,"*","*",11,50.0
"Groton School District","Robert E. Fitch High School","Non-Special Education",299,255,85.3,"*","*",44,14.7
"Groton School District","Robert E. Fitch High School","Special Education",28,16,57.1,"*","*",10,35.7
"Guilford School District","Guilford High School","Non-Special Education",242,233,96.3,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",24,24,100.0,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",507,452,89.2,"*","*",54,10.7
"Hamden School District","Hamden High School","Special Education",63,52,82.5,"*","*",9,14.3
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",235,193,82.1,"*","*",42,17.9
"Hartford School District","Bulkeley High School Upper School","Special Education",43,30,69.8,"*","*",9,20.9
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",28,25,89.3,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",82,80,97.6,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education",6,"*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",61,48,78.7,"*","*",12,19.7
"Hartford School District","Culinary Arts Academy","Special Education",34,17,50.0,"*","*",12,35.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",113,91,80.5,"*","*",19,16.8
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",18,12,66.7,"*","*",6,33.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",111,86,77.5,"*","*",25,22.5
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",23,17,73.9,"*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",84,56,66.7,"*","*",27,32.1
"Hartford School District","HPHS Law and Government Academy","Special Education",18,14,77.8,"*","*","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",45,21,46.7,"*","*",22,48.9
"Hartford School District","OPPortunity High School","Special Education",9,"*","*","*","*",6,66.7
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",89,75,84.3,"*","*",14,15.7
"Hartford School District","Pathways Academy of Technology and Design","Special Education",9,8,88.9,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",102,96,94.1,"*","*",6,5.9
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",70,68,97.1,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education","*","*","*","*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",167,130,77.8,"*","*",35,21.0
"Killingly School District","Killingly High School","Special Education",26,13,50.0,"*","*",11,42.3
"Lebanon School District","Lyman Memorial High School","Non-Special Education",143,135,94.4,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",15,14,93.3,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",206,192,93.2,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",21,17,81.0,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",287,283,98.6,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",28,24,85.7,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",435,346,79.5,"*","*",85,19.5
"Manchester School District","Manchester High School","Special Education",58,36,62.1,"*","*",15,25.9
"Meriden School District","Francis T. Maloney High School","Non-Special Education",269,218,81.0,"*","*",50,18.6
"Meriden School District","Francis T. Maloney High School","Special Education",44,25,56.8,9,20.5,10,22.7
"Meriden School District","Orville H. Platt High School","Non-Special Education",259,192,74.1,"*","*",67,25.9
"Meriden School District","Orville H. Platt High School","Special Education",39,26,66.7,"*","*",13,33.3
"Middletown School District","Middletown High School","Non-Special Education",293,245,83.6,"*","*",33,11.3
"Middletown School District","Middletown High School","Special Education",48,29,60.4,"*","*",17,35.4
"Milford School District","Jonathan Law High School","Non-Special Education",189,171,90.5,"*","*",13,6.9
"Milford School District","Jonathan Law High School","Special Education",35,25,71.4,6,17.1,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",228,218,95.6,"*","*",8,3.5
"Milford School District","Joseph A. Foran High School","Special Education",37,33,89.2,"*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education",341,340,99.7,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",24,18,75.0,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",178,159,89.3,"*","*","*","*"
"Montville School District","Montville High School","Special Education",16,12,75.0,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",322,279,86.6,"*","*",41,12.7
"Naugatuck School District","Naugatuck High School","Special Education",47,34,72.3,"*","*",9,19.1
"New Britain School District","New Britain High School","Non-Special Education",624,385,61.7,6,1.0,233,37.3
"New Britain School District","New Britain High School","Special Education",99,47,47.5,12,12.1,40,40.4
"New Canaan School District","New Canaan High School","Non-Special Education",280,277,98.9,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",30,28,93.3,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",215,204,94.9,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",24,21,87.5,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",101,85,84.2,"*","*",16,15.8
"New Haven School District","Cooperative High School","Special Education",8,7,87.5,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",67,42,62.7,"*","*",23,34.3
"New Haven School District","High School In The Community","Special Education",10,8,80.0,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",162,143,88.3,"*","*",18,11.1
"New Haven School District","Hill Regional Career High School","Special Education",8,7,87.5,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",35,29,82.9,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",278,166,59.7,"*","*",110,39.6
"New Haven School District","James Hillhouse High School","Special Education",31,14,45.2,"*","*",14,45.2
"New Haven School District","Metropolitan Business Academy","Non-Special Education",31,27,87.1,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",56,42,75.0,"*","*",12,21.4
"New Haven School District","New Haven Academy","Special Education",6,"*","*","*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",56,52,92.9,"*","*","*","*"
"New Haven School District","Sound School","Special Education","*","*","*","*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",428,274,64.0,7,1.6,147,34.3
"New Haven School District","Wilbur Cross High School","Special Education",47,18,38.3,9,19.1,20,42.6
"New London School District","New London High School","Non-Special Education",216,162,75.0,"*","*",50,23.1
"New London School District","New London High School","Special Education",44,18,40.9,"*","*",18,40.9
"New Milford School District","New Milford High School","Non-Special Education",345,320,92.8,"*","*",24,7.0
"New Milford School District","New Milford High School","Special Education",48,29,60.4,"*","*",16,33.3
"Newington School District","Newington High School","Non-Special Education",372,344,92.5,"*","*",25,6.7
"Newington School District","Newington High School","Special Education",37,23,62.2,"*","*",6,16.2
"Newtown School District","Newtown High School","Non-Special Education",396,383,96.7,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",46,43,93.5,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",166,161,97.0,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",30,24,80.0,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",278,249,89.6,"*","*","*","*"
"North Haven School District","North Haven High School","Special Education",26,20,76.9,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-Special Education",61,55,90.2,"*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education",6,6,100.0,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",390,359,92.1,"*","*",28,7.2
"Norwalk School District","Brien McMahon High School","Special Education",55,47,85.5,"*","*","*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",338,300,88.8,"*","*",37,10.9
"Norwalk School District","Norwalk High School","Special Education",42,39,92.9,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",47,22,46.8,"*","*",23,48.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",15,8,53.3,"*","*",7,46.7
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",534,459,86.0,"*","*",74,13.9
"Norwich Free Academy District","Norwich Free Academy","Special Education",78,55,70.5,"*","*",19,24.4
"Norwich School District","Thames River Academy","Non-Special Education","*","*","*","*","*","*","*"
"Norwich School District","Thames River Academy","Special Education","*","*","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",112,"*","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",9,"*","*","*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",144,141,97.9,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",10,8,80.0,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",191,174,91.1,"*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education",35,30,85.7,"*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education",204,187,91.7,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",26,22,84.6,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",128,124,96.9,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",8,7,87.5,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",88,75,85.2,"*","*","*","*"
"Portland School District","Portland High School","Special Education",9,7,77.8,"*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",56,53,94.6,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",16,10,62.5,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",122,106,86.9,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",15,12,80.0,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",148,136,91.9,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",21,16,76.2,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",368,348,94.6,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",36,33,91.7,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",89,80,89.9,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",14,12,85.7,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",172,169,98.3,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",14,14,100.0,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",238,214,89.9,"*","*","*","*"
"Regional School District 08","RHAM High School","Special Education",29,21,72.4,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",184,183,99.5,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",35,30,85.7,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",160,160,100.0,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",14,10,71.4,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education",36,27,75.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-Special Education",81,70,86.4,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Special Education",12,11,91.7,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",125,119,95.2,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",14,12,85.7,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",201,196,97.5,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",16,14,87.5,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",349,332,95.1,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",38,33,86.8,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",182,166,91.2,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",15,10,66.7,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",157,149,94.9,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",22,20,90.9,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",121,120,99.2,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",12,11,91.7,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",247,220,89.1,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Special Education",35,25,71.4,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-Special Education",383,376,98.2,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",46,41,89.1,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",169,156,92.3,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",7,7,100.0,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",178,"*","*","*","*","*","*"
"Seymour School District","Seymour High School","Special Education",9,"*","*","*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",368,348,94.6,"*","*","*","*"
"Shelton School District","Shelton High School","Special Education",26,16,61.5,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-Special Education",327,319,97.6,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",29,24,82.8,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",131,127,96.9,"*","*","*","*"
"Somers School District","Somers High School","Special Education",12,11,91.7,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-Special Education",377,355,94.2,"*","*","*","*"
"South Windsor School District","South Windsor High School","Special Education",38,33,86.8,"*","*","*","*"
"Southington School District","Southington High School","Non-Special Education",481,462,96.0,"*","*","*","*"
"Southington School District","Southington High School","Special Education",56,47,83.9,"*","*","*","*"
"Stafford School District","Stafford High School","Non-Special Education",122,107,87.7,"*","*","*","*"
"Stafford School District","Stafford High School","Special Education",13,9,69.2,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education",42,"*","*","*","*",8,19.0
"Stamford Academy District","Stamford Academy","Special Education",10,"*","*","*","*",6,60.0
"Stamford School District","Stamford High School","Non-Special Education",389,343,88.2,"*","*",42,10.8
"Stamford School District","Stamford High School","Special Education",54,47,87.0,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",137,131,95.6,"*","*",6,4.4
"Stamford School District","The Academy of Information Technology","Special Education","*","*","*","*","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",542,484,89.3,"*","*",53,9.8
"Stamford School District","Westhill High School","Special Education","*","*","*","*","*",8,15.1
"Stonington School District","Stonington High School","Non-Special Education",184,179,97.3,"*","*","*","*"
"Stonington School District","Stonington High School","Special Education",24,20,83.3,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-Special Education",292,271,92.8,"*","*",20,6.8
"Stratford School District","Bunnell High School","Special Education",34,23,67.6,6,17.6,"*","*"
"Stratford School District","Stratford High School","Non-Special Education",224,205,91.5,"*","*",18,8.0
"Stratford School District","Stratford High School","Special Education",18,14,77.8,"*","*","*","*"
"Suffield School District","Suffield High School","Non-Special Education",202,196,97.0,"*","*","*","*"
"Suffield School District","Suffield High School","Special Education",12,12,100.0,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",63,"*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Special Education",7,"*","*","*","*","*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",79,76,96.2,"*","*","*","*"
