"Five-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Special Education"

"",,,,"Graduates",,"Non-Graduates",,,
"Avon School District","Avon High School","Non-Special Education",230,228,99.1,"*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",247,245,99.2,"*","*","*","*"
"Avon School District","Avon High School","Special Education",30,29,96.7,"*","*","*","*"
"Avon School District","Avon High School","Asian",22,22,100.0,"*","*","*","*"
"Avon School District","Avon High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Avon School District","Avon High School","White",215,215,100.0,"*","*","*","*"
"Avon School District","Avon High School","Two or More Races","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","All Students",263,253,96.2,"*","*",8,3.0
"Berlin School District","Berlin High School","Black","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch",25,21,84.0,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Lunch",34,29,85.3,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch",9,8,88.9,"*","*","*","*"
"Berlin School District","Berlin High School","Female",140,134,95.7,"*","*","*","*"
"Berlin School District","Berlin High School","High Needs",52,45,86.5,"*","*","*","*"
"Berlin School District","Berlin High School","Hispanic",19,16,84.2,"*","*","*","*"
"Berlin School District","Berlin High School","Male",123,119,96.7,"*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL",259,249,96.1,"*","*",8,3.1
"Berlin School District","Berlin High School","Non-High Needs",211,208,98.6,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Hispanic",244,237,97.1,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education",239,232,97.1,"*","*",6,2.5
"Berlin School District","Berlin High School","Not Eligible For Lunch",229,224,97.8,"*","*","*","*"
"Berlin School District","Berlin High School","Special Education",24,21,87.5,"*","*","*","*"
"Berlin School District","Berlin High School","Asian",13,13,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","White",225,219,97.3,"*","*","*","*"
"Berlin School District","Berlin High School","Two or More Races","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","All Students",233,222,95.3,8,3.4,"*","*"
"Bethel School District","Bethel High School","Black",10,10,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Free Lunch",25,19,76.0,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Lunch",40,32,80.0,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"Bethel School District","Bethel High School","Female",117,110,94.0,"*","*","*","*"
"Bethel School District","Bethel High School","High Needs",60,49,81.7,8,13.3,"*","*"
"Bethel School District","Bethel High School","Hispanic",26,23,88.5,"*","*","*","*"
"Bethel School District","Bethel High School","Male",116,112,96.6,"*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL",228,217,95.2,8,3.5,"*","*"
"Bethel School District","Bethel High School","Non-High Needs",173,173,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Hispanic",207,199,96.1,6,2.9,"*","*"
"Bethel School District","Bethel High School","Non-Special Education",212,208,98.1,"*","*","*","*"
"Bethel School District","Bethel High School","Not Eligible For Lunch",193,190,98.4,"*","*","*","*"
"Bethel School District","Bethel High School","Special Education",21,14,66.7,6,28.6,"*","*"
"Bethel School District","Bethel High School","Asian",15,15,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","White",180,172,95.6,6,3.3,"*","*"
"Bethel School District","Bethel High School","Two or More Races","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","All Students",121,116,95.9,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Black",110,105,95.5,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",46,43,93.5,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Lunch",66,62,93.9,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",20,19,95.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",58,56,96.6,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","High Needs",70,66,94.3,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Hispanic",7,7,100.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",63,60,95.2,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",120,115,95.8,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-High Needs",51,50,98.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Hispanic",114,109,95.6,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Special Education",110,106,96.4,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",55,54,98.2,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",11,10,90.9,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","White","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","All Students",30,30,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Black",22,22,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Free Lunch",10,10,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Lunch",16,16,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Female",18,18,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","High Needs",17,17,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Male",12,12,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL",30,30,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-High Needs",13,13,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-Hispanic",28,28,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-Special Education",27,27,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Not Eligible For Lunch",14,14,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Special Education","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","White","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","All Students",8,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Black","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Free Lunch",7,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Lunch",7,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Female","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","High Needs",7,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL",6,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-High Needs","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Special Education","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","All Students",81,78,96.3,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",6,6,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Lunch",10,10,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",44,43,97.7,"*","*","*","*"
"Bolton School District","Bolton High School","High Needs",20,18,90.0,"*","*","*","*"
"Bolton School District","Bolton High School","Hispanic","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Male",37,35,94.6,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",81,78,96.3,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",61,60,98.4,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Hispanic",79,76,96.2,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",70,69,98.6,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",71,68,95.8,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",11,9,81.8,"*","*","*","*"
"Bolton School District","Bolton High School","Asian","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","White",77,74,96.1,"*","*","*","*"
"Bolton School District","Bolton High School","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","Branford High School","All Students",269,253,94.1,"*","*",12,4.5
"Branford School District","Branford High School","Black",11,11,100.0,"*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",38,34,89.5,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Lunch",59,53,89.8,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",21,19,90.5,"*","*","*","*"
"Branford School District","Branford High School","Female",153,143,93.5,"*","*",8,5.2
"Branford School District","Branford High School","High Needs",81,74,91.4,"*","*","*","*"
"Branford School District","Branford High School","Hispanic",15,15,100.0,"*","*","*","*"
"Branford School District","Branford High School","Male",116,110,94.8,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL",266,250,94.0,"*","*",12,4.5
"Branford School District","Branford High School","Non-High Needs",188,179,95.2,"*","*",8,4.3
"Branford School District","Branford High School","Non-Hispanic",254,238,93.7,"*","*",12,4.7
"Branford School District","Branford High School","Non-Special Education",238,225,94.5,"*","*",10,4.2
"Branford School District","Branford High School","Not Eligible For Lunch",210,200,95.2,"*","*",9,4.3
"Branford School District","Branford High School","Special Education",31,28,90.3,"*","*","*","*"
"Branford School District","Branford High School","Asian",19,18,94.7,"*","*","*","*"
"Branford School District","Branford High School","White",219,204,93.2,"*","*",12,5.5
"Branford School District","Branford High School","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","All Students",314,211,67.2,7,2.2,96,30.6
"Bridgeport School District","Bassick High School","Black",149,109,73.2,"*","*",36,24.2
"Bridgeport School District","Bassick High School","ELL",55,35,63.6,"*","*",20,36.4
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",295,197,66.8,7,2.4,91,30.8
"Bridgeport School District","Bassick High School","Eligible For Lunch",311,210,67.5,7,2.3,94,30.2
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",16,13,81.3,"*","*","*","*"
"Bridgeport School District","Bassick High School","Female",158,108,68.4,"*","*",48,30.4
"Bridgeport School District","Bassick High School","High Needs",312,210,67.3,7,2.2,95,30.4
"Bridgeport School District","Bassick High School","Hispanic",135,82,60.7,"*","*",50,37.0
"Bridgeport School District","Bassick High School","Male",156,103,66.0,"*","*",48,30.8
"Bridgeport School District","Bassick High School","Non-ELL",259,176,68.0,7,2.7,76,29.3
"Bridgeport School District","Bassick High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Hispanic",179,129,72.1,"*","*",46,25.7
"Bridgeport School District","Bassick High School","Non-Special Education",277,193,69.7,"*","*",82,29.6
"Bridgeport School District","Bassick High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Special Education",37,18,48.6,"*","*",14,37.8
"Bridgeport School District","Bassick High School","Asian",11,10,90.9,"*","*","*","*"
"Bridgeport School District","Bassick High School","White",18,9,50.0,"*","*",9,50.0
"Bridgeport School District","Bassick High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","All Students",540,443,82.0,9,1.7,88,16.3
"Bridgeport School District","Central High School","Black",207,169,81.6,"*","*",36,17.4
"Bridgeport School District","Central High School","ELL",49,37,75.5,"*","*",11,22.4
"Bridgeport School District","Central High School","Eligible For Free Lunch",505,410,81.2,9,1.8,86,17.0
"Bridgeport School District","Central High School","Eligible For Lunch",535,438,81.9,9,1.7,88,16.4
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",30,28,93.3,"*","*","*","*"
"Bridgeport School District","Central High School","Female",276,233,84.4,"*","*",41,14.9
"Bridgeport School District","Central High School","High Needs",537,440,81.9,9,1.7,88,16.4
"Bridgeport School District","Central High School","Hispanic",232,184,79.3,6,2.6,42,18.1
"Bridgeport School District","Central High School","Male",264,210,79.5,7,2.7,47,17.8
"Bridgeport School District","Central High School","Non-ELL",491,406,82.7,8,1.6,77,15.7
"Bridgeport School District","Central High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Non-Hispanic",308,259,84.1,"*","*",46,14.9
"Bridgeport School District","Central High School","Non-Special Education",482,404,83.8,"*","*",74,15.4
"Bridgeport School District","Central High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Special Education",58,39,67.2,"*","*",14,24.1
"Bridgeport School District","Central High School","Asian",23,23,100.0,"*","*","*","*"
"Bridgeport School District","Central High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","White",39,33,84.6,"*","*","*","*"
"Bridgeport School District","Central High School","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Indian or Alaska Native",36,31,86.1,"*","*","*","*"
"Bridgeport School District","Harding High School","All Students",332,213,64.2,"*","*",115,34.6
"Bridgeport School District","Harding High School","Black",150,113,75.3,"*","*",36,24.0
"Bridgeport School District","Harding High School","ELL",65,35,53.8,"*","*",28,43.1
"Bridgeport School District","Harding High School","Eligible For Free Lunch",304,192,63.2,"*","*",108,35.5
"Bridgeport School District","Harding High School","Eligible For Lunch",327,209,63.9,"*","*",114,34.9
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",23,17,73.9,"*","*",6,26.1
"Bridgeport School District","Harding High School","Female",165,118,71.5,"*","*",46,27.9
"Bridgeport School District","Harding High School","High Needs",328,210,64.0,"*","*",114,34.8
"Bridgeport School District","Harding High School","Hispanic",167,93,55.7,"*","*",71,42.5
"Bridgeport School District","Harding High School","Male",167,95,56.9,"*","*",69,41.3
"Bridgeport School District","Harding High School","Non-ELL",267,178,66.7,"*","*",87,32.6
"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Non-Hispanic",165,120,72.7,"*","*",44,26.7
"Bridgeport School District","Harding High School","Non-Special Education",278,187,67.3,"*","*",89,32.0
"Bridgeport School District","Harding High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Special Education",54,26,48.1,"*","*",26,48.1
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","White",11,"*","*","*","*",6,54.5
"Bristol School District","Bristol Central High School","All Students",311,268,86.2,"*","*",38,12.2
"Bristol School District","Bristol Central High School","Black",13,11,84.6,"*","*","*","*"
"Bristol School District","Bristol Central High School","ELL",13,9,69.2,"*","*","*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",85,59,69.4,"*","*",24,28.2
"Bristol School District","Bristol Central High School","Eligible For Lunch",129,95,73.6,"*","*",32,24.8
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",44,36,81.8,"*","*",8,18.2
"Bristol School District","Bristol Central High School","Female",148,134,90.5,"*","*",14,9.5
"Bristol School District","Bristol Central High School","High Needs",149,112,75.2,"*","*",33,22.1
"Bristol School District","Bristol Central High School","Hispanic",51,39,76.5,"*","*",11,21.6
"Bristol School District","Bristol Central High School","Male",163,134,82.2,"*","*",24,14.7
"Bristol School District","Bristol Central High School","Non-ELL",298,259,86.9,"*","*",35,11.7
"Bristol School District","Bristol Central High School","Non-High Needs",162,156,96.3,"*","*","*","*"
"Bristol School District","Bristol Central High School","Non-Hispanic",260,229,88.1,"*","*",27,10.4
"Bristol School District","Bristol Central High School","Non-Special Education",269,238,88.5,"*","*",28,10.4
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",182,173,95.1,"*","*",6,3.3
"Bristol School District","Bristol Central High School","Special Education",42,30,71.4,"*","*",10,23.8
"Bristol School District","Bristol Central High School","Asian","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","White",235,208,88.5,"*","*",24,10.2
"Bristol School District","Bristol Central High School","Two or More Races",8,7,87.5,"*","*","*","*"
"Bristol School District","Bristol Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","All Students",303,261,86.1,8,2.6,34,11.2
"Bristol School District","Bristol Eastern High School","Black",23,16,69.6,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","ELL",10,6,60.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",67,48,71.6,"*","*",17,25.4
"Bristol School District","Bristol Eastern High School","Eligible For Lunch",102,76,74.5,"*","*",23,22.5
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",35,28,80.0,"*","*",6,17.1
"Bristol School District","Bristol Eastern High School","Female",137,120,87.6,"*","*",15,10.9
"Bristol School District","Bristol Eastern High School","High Needs",138,107,77.5,"*","*",26,18.8
"Bristol School District","Bristol Eastern High School","Hispanic",47,32,68.1,"*","*",13,27.7
"Bristol School District","Bristol Eastern High School","Male",166,141,84.9,6,3.6,19,11.4
"Bristol School District","Bristol Eastern High School","Non-ELL",293,255,87.0,6,2.0,32,10.9
"Bristol School District","Bristol Eastern High School","Non-High Needs",165,154,93.3,"*","*",8,4.8
"Bristol School District","Bristol Eastern High School","Non-Hispanic",256,229,89.5,6,2.3,21,8.2
"Bristol School District","Bristol Eastern High School","Non-Special Education",260,226,86.9,"*","*",29,11.2
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",201,185,92.0,"*","*",11,5.5
"Bristol School District","Bristol Eastern High School","Special Education",43,35,81.4,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Asian",6,6,100.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","White",221,202,91.4,"*","*",15,6.8
"Bristol School District","Bristol Eastern High School","Two or More Races","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","All Students",238,233,97.9,"*","*","*","*"
"Brookfield School District","Brookfield High School","Black","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Free Lunch",18,17,94.4,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Lunch",26,24,92.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","Female",122,120,98.4,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs",39,36,92.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic",7,6,85.7,"*","*","*","*"
"Brookfield School District","Brookfield High School","Male",116,113,97.4,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL",237,232,97.9,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-High Needs",199,197,99.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Hispanic",231,227,98.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",225,221,98.2,"*","*","*","*"
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",212,209,98.6,"*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",13,12,92.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","Asian",10,10,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","White",215,212,98.6,"*","*","*","*"
"Canton School District","Canton High School","All Students",122,121,99.2,"*","*","*","*"
"Canton School District","Canton High School","Black","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch",8,8,100.0,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Lunch",16,16,100.0,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Canton School District","Canton High School","Female",61,60,98.4,"*","*","*","*"
"Canton School District","Canton High School","High Needs",30,29,96.7,"*","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Male",61,61,100.0,"*","*","*","*"
"Canton School District","Canton High School","Non-ELL",122,121,99.2,"*","*","*","*"
"Canton School District","Canton High School","Non-High Needs",92,92,100.0,"*","*","*","*"
"Canton School District","Canton High School","Non-Hispanic",119,118,99.2,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",106,106,100.0,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",106,105,99.1,"*","*","*","*"
"Canton School District","Canton High School","Special Education",16,15,93.8,"*","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*","*","*","*","*"
"Canton School District","Canton High School","White",112,111,99.1,"*","*","*","*"
"Canton School District","Canton High School","Two or More Races","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","All Students",38,35,92.1,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Black","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Free Lunch",9,8,88.9,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Lunch",16,14,87.5,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Reduced Lunch",7,6,85.7,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Female",20,20,100.0,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","High Needs",18,16,88.9,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Hispanic",15,12,80.0,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Male",18,15,83.3,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-ELL",33,30,90.9,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-High Needs",20,19,95.0,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Hispanic",23,23,100.0,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Special Education",35,32,91.4,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Not Eligible For Lunch",22,21,95.5,"*","*","*","*"
