"Five-Year Graduation Rates, 2011-12"
"All Districts, All Schools, All Students"

"",,,,"Graduates",,"Non-Graduates",,,
"Avon School District","Avon High School","Special Education",35,33,94.3,"*","*","*","*"
"Avon School District","Avon High School","White",251,246,98.0,"*","*","*","*"
"Avon School District","Avon High School","Two or More Races","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","All Students",256,251,98.0,"*","*","*","*"
"Berlin School District","Berlin High School","Black","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch",19,19,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Lunch",28,27,96.4,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch",9,8,88.9,"*","*","*","*"
"Berlin School District","Berlin High School","Female",143,142,99.3,"*","*","*","*"
"Berlin School District","Berlin High School","High Needs",60,59,98.3,"*","*","*","*"
"Berlin School District","Berlin High School","Hispanic",17,16,94.1,"*","*","*","*"
"Berlin School District","Berlin High School","Male",113,109,96.5,"*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL",252,247,98.0,"*","*","*","*"
"Berlin School District","Berlin High School","Non-High Needs",196,192,98.0,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Hispanic",239,235,98.3,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education",220,215,97.7,"*","*","*","*"
"Berlin School District","Berlin High School","Not Eligible For Lunch",228,224,98.2,"*","*","*","*"
"Berlin School District","Berlin High School","Asian",9,9,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Special Education",36,36,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","White",218,214,98.2,"*","*","*","*"
"Berlin School District","Berlin High School","Two or More Races",11,11,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","All Students",235,229,97.4,"*","*",6,2.6
"Bethel School District","Bethel High School","Black","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Free Lunch",20,20,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Lunch",35,35,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",15,15,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Female",127,124,97.6,"*","*","*","*"
"Bethel School District","Bethel High School","High Needs",55,52,94.5,"*","*","*","*"
"Bethel School District","Bethel High School","Hispanic",25,24,96.0,"*","*","*","*"
"Bethel School District","Bethel High School","Male",108,105,97.2,"*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL",232,226,97.4,"*","*",6,2.6
"Bethel School District","Bethel High School","Non-High Needs",180,177,98.3,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Hispanic",210,205,97.6,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Special Education",209,206,98.6,"*","*","*","*"
"Bethel School District","Bethel High School","Not Eligible For Lunch",200,194,97.0,"*","*",6,3.0
"Bethel School District","Bethel High School","Asian",9,9,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Special Education",26,23,88.5,"*","*","*","*"
"Bethel School District","Bethel High School","White",195,191,97.9,"*","*","*","*"
"Bethel School District","Bethel High School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","All Students",164,153,93.3,"*","*",9,5.5
"Bloomfield School District","Bloomfield High School","Black",145,135,93.1,"*","*",8,5.5
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",68,60,88.2,"*","*",7,10.3
"Bloomfield School District","Bloomfield High School","Eligible For Lunch",90,81,90.0,"*","*",7,7.8
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",22,21,95.5,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",84,78,92.9,"*","*",6,7.1
"Bloomfield School District","Bloomfield High School","High Needs",96,87,90.6,"*","*",7,7.3
"Bloomfield School District","Bloomfield High School","Hispanic",12,12,100.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",80,75,93.8,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",164,153,93.3,"*","*",9,5.5
"Bloomfield School District","Bloomfield High School","Non-High Needs",68,66,97.1,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Hispanic",152,141,92.8,"*","*",9,5.9
"Bloomfield School District","Bloomfield High School","Non-Special Education",141,133,94.3,"*","*",8,5.7
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",74,72,97.3,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",23,20,87.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","White",7,6,85.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","All Students",17,14,82.4,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Black",14,12,85.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Free Lunch",9,7,77.8,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Lunch",14,11,78.6,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Female",11,9,81.8,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","High Needs",14,11,78.6,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Male",6,"*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-ELL",17,14,82.4,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-High Needs","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Hispanic",14,12,85.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education",16,13,81.3,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","All Students",70,67,95.7,"*","*","*","*"
"Bolton School District","Bolton High School","Black","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Lunch",8,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",37,35,94.6,"*","*","*","*"
"Bolton School District","Bolton High School","High Needs",13,10,76.9,"*","*","*","*"
"Bolton School District","Bolton High School","Male",33,32,97.0,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",70,67,95.7,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",57,57,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Hispanic",70,67,95.7,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",64,61,95.3,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",62,62,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",6,6,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","White",68,65,95.6,"*","*","*","*"
"Bolton School District","Bolton High School","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","Branford High School","All Students",253,242,95.7,"*","*",11,4.3
"Branford School District","Branford High School","Black","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",38,36,94.7,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Lunch",59,56,94.9,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",21,20,95.2,"*","*","*","*"
"Branford School District","Branford High School","Female",129,124,96.1,"*","*","*","*"
"Branford School District","Branford High School","High Needs",81,78,96.3,"*","*","*","*"
"Branford School District","Branford High School","Hispanic",10,9,90.0,"*","*","*","*"
"Branford School District","Branford High School","Male",124,118,95.2,"*","*",6,4.8
"Branford School District","Branford High School","Non-ELL",250,239,95.6,"*","*",11,4.4
"Branford School District","Branford High School","Non-High Needs",172,164,95.3,"*","*",8,4.7
"Branford School District","Branford High School","Non-Hispanic",243,233,95.9,"*","*",10,4.1
"Branford School District","Branford High School","Non-Special Education",225,215,95.6,"*","*",10,4.4
"Branford School District","Branford High School","Not Eligible For Lunch",194,186,95.9,"*","*",8,4.1
"Branford School District","Branford High School","Asian",9,9,100.0,"*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Special Education",28,27,96.4,"*","*","*","*"
"Branford School District","Branford High School","White",228,219,96.1,"*","*",9,3.9
"Branford School District","Branford High School","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","All Students",305,167,54.8,"*","*",133,43.6
"Bridgeport School District","Bassick High School","Black",125,82,65.6,"*","*",40,32.0
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",292,162,55.5,"*","*",125,42.8
"Bridgeport School District","Bassick High School","Eligible For Lunch",300,164,54.7,"*","*",131,43.7
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",8,"*","*","*","*",6,75.0
"Bridgeport School District","Bassick High School","Female",144,82,56.9,"*","*",60,41.7
"Bridgeport School District","Bassick High School","High Needs",304,166,54.6,"*","*",133,43.8
"Bridgeport School District","Bassick High School","Hispanic",148,71,48.0,"*","*",75,50.7
"Bridgeport School District","Bassick High School","Male",161,85,52.8,"*","*",73,45.3
"Bridgeport School District","Bassick High School","Non-ELL",232,132,56.9,"*","*",95,40.9
"Bridgeport School District","Bassick High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Hispanic",157,96,61.1,"*","*",58,36.9
"Bridgeport School District","Bassick High School","Non-Special Education",260,145,55.8,"*","*",112,43.1
"Bridgeport School District","Bassick High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Asian",13,8,61.5,"*","*","*","*"
"Bridgeport School District","Bassick High School","ELL",73,35,47.9,"*","*",38,52.1
"Bridgeport School District","Bassick High School","Special Education",45,22,48.9,"*","*",21,46.7
"Bridgeport School District","Bassick High School","White",19,6,31.6,"*","*",13,68.4
"Bridgeport School District","Central High School","All Students",564,474,84.0,"*","*",85,15.1
"Bridgeport School District","Central High School","Black",201,173,86.1,"*","*",28,13.9
"Bridgeport School District","Central High School","Eligible For Free Lunch",523,438,83.7,"*","*",80,15.3
"Bridgeport School District","Central High School","Eligible For Lunch",563,473,84.0,"*","*",85,15.1
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",40,35,87.5,"*","*","*","*"
"Bridgeport School District","Central High School","Female",290,254,87.6,"*","*",34,11.7
"Bridgeport School District","Central High School","High Needs",564,474,84.0,"*","*",85,15.1
"Bridgeport School District","Central High School","Hispanic",226,181,80.1,"*","*",41,18.1
"Bridgeport School District","Central High School","Male",274,220,80.3,"*","*",51,18.6
"Bridgeport School District","Central High School","Non-ELL",506,425,84.0,"*","*",76,15.0
"Bridgeport School District","Central High School","Non-Hispanic",338,293,86.7,"*","*",44,13.0
"Bridgeport School District","Central High School","Non-Special Education",507,438,86.4,"*","*",68,13.4
"Bridgeport School District","Central High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Asian",19,17,89.5,"*","*","*","*"
"Bridgeport School District","Central High School","ELL",58,49,84.5,"*","*",9,15.5
"Bridgeport School District","Central High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Special Education",57,36,63.2,"*","*",17,29.8
"Bridgeport School District","Central High School","White",50,40,80.0,"*","*",10,20.0
"Bridgeport School District","Central High School","Indian or Alaska Native",67,62,92.5,"*","*","*","*"
"Bridgeport School District","Harding High School","All Students",358,240,67.0,"*","*",115,32.1
"Bridgeport School District","Harding High School","Black",149,115,77.2,"*","*",31,20.8
"Bridgeport School District","Harding High School","Eligible For Free Lunch",339,224,66.1,"*","*",112,33.0
"Bridgeport School District","Harding High School","Eligible For Lunch",356,239,67.1,"*","*",114,32.0
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",17,15,88.2,"*","*","*","*"
"Bridgeport School District","Harding High School","Female",186,139,74.7,"*","*",44,23.7
"Bridgeport School District","Harding High School","High Needs",357,240,67.2,"*","*",114,31.9
"Bridgeport School District","Harding High School","Hispanic",194,117,60.3,"*","*",77,39.7
"Bridgeport School District","Harding High School","Male",172,101,58.7,"*","*",71,41.3
"Bridgeport School District","Harding High School","Non-ELL",288,194,67.4,"*","*",91,31.6
"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Non-Hispanic",164,123,75.0,"*","*",38,23.2
"Bridgeport School District","Harding High School","Non-Special Education",307,214,69.7,"*","*",92,30.0
"Bridgeport School District","Harding High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","ELL",70,46,65.7,"*","*",24,34.3
"Bridgeport School District","Harding High School","Special Education",51,26,51.0,"*","*",23,45.1
"Bridgeport School District","Harding High School","White",10,6,60.0,"*","*","*","*"
"Bristol School District","Bristol Central High School","All Students",331,297,89.7,"*","*",33,10.0
"Bristol School District","Bristol Central High School","Black",21,19,90.5,"*","*","*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",99,79,79.8,"*","*",20,20.2
"Bristol School District","Bristol Central High School","Eligible For Lunch",137,113,82.5,"*","*",24,17.5
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",38,34,89.5,"*","*","*","*"
"Bristol School District","Bristol Central High School","Female",164,146,89.0,"*","*",17,10.4
"Bristol School District","Bristol Central High School","High Needs",158,131,82.9,"*","*",26,16.5
"Bristol School District","Bristol Central High School","Hispanic",62,55,88.7,"*","*",7,11.3
"Bristol School District","Bristol Central High School","Male",167,151,90.4,"*","*",16,9.6
"Bristol School District","Bristol Central High School","Non-ELL",320,286,89.4,"*","*",33,10.3
"Bristol School District","Bristol Central High School","Non-High Needs",173,166,96.0,"*","*",7,4.0
"Bristol School District","Bristol Central High School","Non-Hispanic",269,242,90.0,"*","*",26,9.7
"Bristol School District","Bristol Central High School","Non-Special Education",285,258,90.5,"*","*",27,9.5
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",194,184,94.8,"*","*",9,4.6
"Bristol School District","Bristol Central High School","Asian","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","ELL",11,11,100.0,"*","*","*","*"
"Bristol School District","Bristol Central High School","Special Education",46,39,84.8,"*","*",6,13.0
"Bristol School District","Bristol Central High School","White",233,208,89.3,"*","*",24,10.3
"Bristol School District","Bristol Central High School","Two or More Races",9,9,100.0,"*","*","*","*"
"Bristol School District","Bristol Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","All Students",288,259,89.9,"*","*",29,10.1
"Bristol School District","Bristol Eastern High School","Black",18,16,88.9,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",68,53,77.9,"*","*",15,22.1
"Bristol School District","Bristol Eastern High School","Eligible For Lunch",97,79,81.4,"*","*",18,18.6
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",29,26,89.7,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Female",149,138,92.6,"*","*",11,7.4
"Bristol School District","Bristol Eastern High School","High Needs",121,102,84.3,"*","*",19,15.7
"Bristol School District","Bristol Eastern High School","Hispanic",30,21,70.0,"*","*",9,30.0
"Bristol School District","Bristol Eastern High School","Male",139,121,87.1,"*","*",18,12.9
"Bristol School District","Bristol Eastern High School","Non-ELL",278,253,91.0,"*","*",25,9.0
"Bristol School District","Bristol Eastern High School","Non-High Needs",167,157,94.0,"*","*",10,6.0
"Bristol School District","Bristol Eastern High School","Non-Hispanic",258,238,92.2,"*","*",20,7.8
"Bristol School District","Bristol Eastern High School","Non-Special Education",252,226,89.7,"*","*",26,10.3
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",191,180,94.2,"*","*",11,5.8
"Bristol School District","Bristol Eastern High School","Asian",14,13,92.9,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","ELL",10,6,60.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Special Education",36,33,91.7,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","White",221,204,92.3,"*","*",17,7.7
"Bristol School District","Bristol Eastern High School","Two or More Races","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","All Students",252,250,99.2,"*","*","*","*"
"Brookfield School District","Brookfield High School","Black",8,8,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Free Lunch",13,12,92.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Female",139,138,99.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs",30,28,93.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic",7,7,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Male",113,112,99.1,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL",251,249,99.2,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-High Needs",222,222,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Hispanic",245,243,99.2,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",235,234,99.6,"*","*","*","*"
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",236,235,99.6,"*","*","*","*"
"Brookfield School District","Brookfield High School","Asian",9,9,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",17,16,94.1,"*","*","*","*"
"Brookfield School District","Brookfield High School","White",228,226,99.1,"*","*","*","*"
"Canton School District","Canton High School","All Students",117,115,98.3,"*","*","*","*"
"Canton School District","Canton High School","Black","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch",7,6,85.7,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Lunch",7,6,85.7,"*","*","*","*"
"Canton School District","Canton High School","Female",61,61,100.0,"*","*","*","*"
"Canton School District","Canton High School","High Needs",16,15,93.8,"*","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Male",56,54,96.4,"*","*","*","*"
"Canton School District","Canton High School","Non-ELL",117,115,98.3,"*","*","*","*"
"Canton School District","Canton High School","Non-High Needs",101,100,99.0,"*","*","*","*"
"Canton School District","Canton High School","Non-Hispanic",112,110,98.2,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",106,105,99.1,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",110,109,99.1,"*","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Special Education",11,10,90.9,"*","*","*","*"
"Canton School District","Canton High School","White",106,105,99.1,"*","*","*","*"
"Canton School District","Canton High School","Two or More Races","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","All Students",75,64,85.3,"*","*",11,14.7
"Capitol Region Education Council","Great Path Academy at MCC","Black",33,26,78.8,"*","*",7,21.2
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Free Lunch",36,29,80.6,"*","*",7,19.4
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Lunch",46,39,84.8,"*","*",7,15.2
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Female",50,45,90.0,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",50,42,84.0,"*","*",8,16.0
"Capitol Region Education Council","Great Path Academy at MCC","Hispanic",18,17,94.4,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Male",25,19,76.0,"*","*",6,24.0
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",72,61,84.7,"*","*",11,15.3
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs",25,22,88.0,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Hispanic",57,47,82.5,"*","*",10,17.5
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",65,55,84.6,"*","*",10,15.4
"Capitol Region Education Council","Great Path Academy at MCC","Not Eligible For Lunch",29,25,86.2,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",10,9,90.0,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","White",22,19,86.4,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Indian or Alaska Native","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","All Students",97,87,89.7,"*","*",10,10.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Black",34,31,91.2,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",44,41,93.2,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Lunch",56,53,94.6,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",57,53,93.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",60,56,93.3,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Hispanic",27,25,92.6,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",40,34,85.0,"*","*",6,15.0
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",95,85,89.5,"*","*",10,10.5
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",37,31,83.8,"*","*",6,16.2
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Hispanic",70,62,88.6,"*","*",8,11.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",91,82,90.1,"*","*",9,9.9
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",41,34,82.9,"*","*",7,17.1
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education",6,"*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","White",32,27,84.4,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Two or More Races","*","*","*","*","*","*","*"
