"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, All Students"

"",,,"Graduates",,"Non-Graduates",,,
"East Haddam School District","Nathan Hale-Ray High School",100,96,96.0,"*","*","*","*"
"East Hampton School District","East Hampton High School",119,117,98.3,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy",46,45,97.8,"*","*","*","*"
"East Hartford School District","East Hartford High School",351,305,86.9,20,5.7,"*","*"
"East Hartford School District","Stevens Alternate High school",81,53,65.4,"*","*",27,33.3
"East Haven School District","East Haven High School",251,211,84.1,"*","*","*","*"
"East Lyme School District","East Lyme High School",261,256,98.1,"*","*","*","*"
"East Windsor School District","East Windsor High School",106,100,94.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)",34,32,94.1,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College",30,20,66.7,"*","*","*","*"
"Ellington School District","Ellington High School",194,186,95.9,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School",23,21,91.3,"*","*","*","*"
"Enfield School District","Enfield High School",190,161,84.7,"*","*",29,15.3
"Enfield School District","Enrico Fermi High School",232,215,92.7,"*","*",15,6.5
"Explorations District","Explorations",26,21,80.8,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School",359,346,96.4,"*","*",11,3.1
"Fairfield School District","Fairfield Warde High School",352,341,96.9,"*","*",9,2.6
"Farmington School District","Farmington High School",336,330,98.2,"*","*","*","*"
"Glastonbury School District","Glastonbury High School",565,561,99.3,"*","*","*","*"
"Granby School District","Granby Memorial High School",199,193,97.0,"*","*","*","*"
"Greenwich School District","Greenwich High School",656,645,98.3,"*","*","*","*"
"Griswold School District","Griswold High School",166,147,88.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School",313,270,86.3,"*","*","*","*"
"Guilford School District","Guilford High School",279,267,95.7,"*","*","*","*"
"Hamden School District","Hamden High School",436,414,95.0,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School",197,159,80.7,"*","*",35,17.8
"Hartford School District","Capital Preparatory Magnet School",54,52,96.3,"*","*","*","*"
"Hartford School District","Classical Magnet School",84,83,98.8,"*","*","*","*"
"Hartford School District","Culinary Arts Academy",95,64,67.4,9,9.5,22,23.2
"Hartford School District","Great Path Academy High School at MCC",52,51,98.1,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology",83,57,68.7,"*","*",24,28.9
"Hartford School District","HPHS Academy of Nursing and Health Science",130,96,73.8,"*","*",31,23.8
"Hartford School District","HPHS Law and Government Academy",118,93,78.8,"*","*",21,17.8
"Hartford School District","High School Inc.",72,50,69.4,"*","*",19,26.4
"Hartford School District","Journalism and Media Academy Magnet School",71,56,78.9,"*","*",14,19.7
"Hartford School District","OPPortunity High School",62,34,54.8,"*","*",27,43.5
"Hartford School District","Pathways Academy of Technology and Design",71,69,97.2,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy",100,96,96.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering",80,75,93.8,"*","*","*","*"
"Killingly School District","Killingly High School",203,173,85.2,"*","*","*","*"
"Learn","Connecticut River Academy",96,90,93.8,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut",24,23,95.8,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School",32,31,96.9,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School",103,99,96.1,"*","*","*","*"
"Ledyard School District","Ledyard High School",232,226,97.4,"*","*","*","*"
"Litchfield School District","Litchfield High School",66,64,97.0,"*","*","*","*"
"Madison School District","Daniel Hand High School",317,313,98.7,"*","*","*","*"
"Manchester School District","Manchester High School",414,373,90.1,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School",304,246,80.9,"*","*",52,17.1
"Meriden School District","Orville H. Platt High School",290,239,82.4,"*","*",50,17.2
"Middletown School District","Middletown High School",299,274,91.6,"*","*","*","*"
"Milford School District","Jonathan Law High School",255,240,94.1,"*","*","*","*"
"Milford School District","Joseph A. Foran High School",239,233,97.5,"*","*","*","*"
"Monroe School District","Masuk High School",293,289,98.6,"*","*","*","*"
"Montville School District","Montville High School",183,168,91.8,"*","*","*","*"
"Naugatuck School District","Naugatuck High School",330,278,84.2,8,2.4,44,13.3
"New Britain School District","New Britain High School",612,458,74.8,15,2.5,139,22.7
"New Canaan School District","New Canaan High School",310,307,99.0,"*","*","*","*"
"New Fairfield School District","New Fairfield High School",236,231,97.9,"*","*","*","*"
"New Haven School District","Cooperative High School",164,156,95.1,"*","*",7,4.3
"New Haven School District","High School In The Community",59,33,55.9,"*","*",21,35.6
"New Haven School District","Hill Regional Career High School",170,154,90.6,"*","*",16,9.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine",36,34,94.4,"*","*","*","*"
"New Haven School District","James Hillhouse High School",262,195,74.4,11,4.2,56,21.4
"New Haven School District","Metropolitan Business Academy",92,84,91.3,"*","*",8,8.7
"New Haven School District","New Haven Academy",65,58,89.2,"*","*","*","*"
"New Haven School District","Sound School",84,79,94.0,"*","*","*","*"
"New Haven School District","Wilbur Cross High School",285,198,69.5,6,2.1,81,28.4
"New London School District","New London High School",220,173,78.6,6,2.7,41,18.6
"New Milford School District","New Milford High School",375,350,93.3,"*","*","*","*"
"Newington School District","Newington High School",363,344,94.8,8,2.2,11,3.0
"Newtown School District","Newtown High School",420,411,97.9,"*","*","*","*"
"North Branford School District","North Branford High School",146,135,92.5,"*","*","*","*"
"North Haven School District","North Haven High School",311,286,92.0,"*","*","*","*"
"North Stonington School District","Wheeler High School",56,54,96.4,"*","*","*","*"
"Norwalk School District","Brien McMahon High School",395,347,87.8,22,5.6,26,6.6
"Norwalk School District","Norwalk High School",375,345,92.0,8,2.1,22,5.9
"Norwalk School District","Norwalk Pathways Academy at Briggs",43,10,23.3,18,41.9,15,34.9
"Norwich Free Academy District","Norwich Free Academy",602,536,89.0,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School",133,126,94.7,"*","*","*","*"
"Oxford School District","Oxford High School",173,168,97.1,"*","*","*","*"
"Plainfield School District","Plainfield High School",169,150,88.8,"*","*","*","*"
"Plainville School District","Plainville High School",172,160,93.0,"*","*","*","*"
"Plymouth School District","Terryville High School",127,118,92.9,"*","*","*","*"
"Portland School District","Portland High School",112,107,95.5,"*","*","*","*"
"Putnam School District","Putnam High School",65,59,90.8,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School",120,112,93.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School",136,133,97.8,"*","*","*","*"
"Regional School District 05","Amity Regional High School",413,406,98.3,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School",93,87,93.5,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School",186,183,98.4,"*","*","*","*"
"Regional School District 08","RHAM High School",290,280,96.6,"*","*","*","*"
"Regional School District 09","Joel Barlow High School",249,245,98.4,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School",212,204,96.2,"*","*","*","*"
"Regional School District 11","Parish Hill High School",39,38,97.4,"*","*","*","*"
"Regional School District 12","Shepaug Valley School",77,77,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School",130,127,97.7,"*","*","*","*"
"Regional School District 14","Nonnewaug High School",207,203,98.1,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",324,319,98.5,"*","*","*","*"
"Regional School District 16","Woodland Regional High School",176,171,97.2,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School",151,150,99.3,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School",107,105,98.1,"*","*","*","*"
"Regional School District 19","E. O. Smith High School",280,274,97.9,"*","*","*","*"
"Ridgefield School District","Ridgefield High School",456,448,98.2,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School",179,168,93.9,"*","*","*","*"
"Seymour School District","Seymour High School",134,121,90.3,"*","*","*","*"
"Shelton School District","Shelton High School",362,343,94.8,"*","*","*","*"
"Simsbury School District","Simsbury High School",389,380,97.7,"*","*","*","*"
"Somers School District","Somers High School",129,126,97.7,"*","*","*","*"
"South Windsor School District","South Windsor High School",332,327,98.5,"*","*","*","*"
"Southington School District","Southington High School",501,484,96.6,8,1.6,9,1.8
"Stafford School District","Stafford High School",140,134,95.7,"*","*","*","*"
"Stamford Academy District","Stamford Academy",55,22,40.0,14,25.5,19,34.5
"Stamford School District","Stamford High School",473,440,93.0,9,1.9,"*","*"
"Stamford School District","The Academy of Information Technology",165,164,99.4,"*","*","*","*"
"Stamford School District","Westhill High School",529,489,92.4,"*","*",38,7.2
"Stonington School District","Stonington High School",170,165,97.1,"*","*","*","*"
"Stratford School District","Bunnell High School",334,328,98.2,"*","*",6,1.8
"Stratford School District","Stratford High School",285,267,93.7,"*","*",16,5.6
"Suffield School District","Suffield High School",213,204,95.8,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy",34,32,94.1,"*","*","*","*"
"The Gilbert School District","The Gilbert School",84,78,92.9,"*","*","*","*"
"Thomaston School District","Thomaston High School",70,66,94.3,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",83,77,92.8,"*","*","*","*"
"Tolland School District","Tolland High School",223,209,93.7,"*","*","*","*"
"Torrington School District","Torrington High School",255,231,90.6,"*","*","*","*"
"Trumbull School District","Trumbull High School",549,533,97.1,9,1.6,7,1.3
"Vernon School District","Rockville High School",289,253,87.5,"*","*","*","*"
"Wallingford School District","Lyman Hall High School",250,231,92.4,"*","*",18,7.2
"Wallingford School District","Mark T. Sheehan High School",225,216,96.0,"*","*",7,3.1
"Waterbury School District","Crosby High School",392,296,75.5,"*","*","*","*"
"Waterbury School District","John F. Kennedy High School",372,260,69.9,"*","*",107,28.8
"Waterbury School District","Waterbury Arts Magnet School (High)",120,117,97.5,"*","*","*","*"
"Waterbury School District","Wilby High School",363,257,70.8,"*","*",104,28.7
"Waterford School District","Waterford High School",197,187,94.9,"*","*","*","*"
"Watertown School District","Watertown High School",228,215,94.3,"*","*","*","*"
"West Hartford School District","Conard High School",346,335,96.8,"*","*",8,2.3
"West Hartford School District","Hall High School",371,363,97.8,"*","*",7,1.9
"West Haven School District","West Haven High School",408,326,79.9,7,1.7,75,18.4
"Westbrook School District","Westbrook High School",70,69,98.6,"*","*","*","*"
"Weston School District","Weston High School",177,175,98.9,"*","*","*","*"
"Westport School District","Staples High School",445,442,99.3,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",303,288,95.0,"*","*","*","*"
"Wilton School District","Wilton High School",294,293,99.7,"*","*","*","*"
"Windham School District","Windham High School",166,136,81.9,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School",129,128,99.2,"*","*","*","*"
"Windsor School District","Windsor High School",288,274,95.1,"*","*","*","*"
"Wolcott School District","Wolcott High School",241,232,96.3,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy",271,266,98.2,"*","*","*","*"

