"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, English Learner Status"

"",,,,"Graduates",,"Non-Graduates",,,
"East Hartford School District","Stevens Alternate High school","Non-ELL",72,48,66.7,"*","*",23,31.9
"East Hartford School District","Stevens Alternate High school","ELL",9,"*","*","*","*","*","*"
"East Haven School District","East Haven High School","Non-ELL",243,"*","*","*","*","*","*"
"East Haven School District","East Haven High School","ELL",8,"*","*","*","*","*","*"
"East Lyme School District","East Lyme High School","Non-ELL","*","*","*","*","*","*","*"
"East Lyme School District","East Lyme High School","ELL","*","*","*","*","*","*","*"
"East Windsor School District","East Windsor High School","Non-ELL","*","*","*","*","*","*","*"
"East Windsor School District","East Windsor High School","ELL","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-ELL",33,31,93.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","ELL","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-ELL","*","*","*","*","*",10,33.3
"Ellington School District","Ellington High School","Non-ELL","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","ELL","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-ELL","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","ELL","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Non-ELL","*","*","*","*","*",28,14.9
"Enfield School District","Enfield High School","ELL","*","*","*","*","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-ELL",232,215,92.7,"*","*","*","*"
"Explorations District","Explorations","Non-ELL",26,21,80.8,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-ELL",356,343,96.3,"*","*",11,3.1
"Fairfield School District","Fairfield Ludlowe High School","ELL","*","*","*","*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-ELL",345,334,96.8,"*","*",9,2.6
"Fairfield School District","Fairfield Warde High School","ELL","*","*","*","*","*","*","*"
"Farmington School District","Farmington High School","Non-ELL","*","*","*","*","*","*","*"
"Farmington School District","Farmington High School","ELL","*","*","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-ELL","*","*","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","ELL","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Non-ELL","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","ELL","*","*","*","*","*","*","*"
"Greenwich School District","Greenwich High School","Non-ELL",631,622,98.6,"*","*","*","*"
"Greenwich School District","Greenwich High School","ELL",25,23,92.0,"*","*","*","*"
"Griswold School District","Griswold High School","Non-ELL",166,147,88.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Non-ELL",302,263,87.1,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","ELL",11,7,63.6,"*","*","*","*"
"Guilford School District","Guilford High School","Non-ELL","*","*","*","*","*","*","*"
"Guilford School District","Guilford High School","ELL","*","*","*","*","*","*","*"
"Hamden School District","Hamden High School","Non-ELL",425,404,95.1,"*","*","*","*"
"Hamden School District","Hamden High School","ELL",11,10,90.9,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Non-ELL",148,120,81.1,"*","*",25,16.9
"Hartford School District","Bulkeley High School Upper School","ELL",49,39,79.6,"*","*",10,20.4
"Hartford School District","Capital Preparatory Magnet School","Non-ELL",54,52,96.3,"*","*","*","*"
"Hartford School District","Classical Magnet School","Non-ELL",83,82,98.8,"*","*","*","*"
"Hartford School District","Classical Magnet School","ELL","*","*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-ELL",81,57,70.4,8,9.9,16,19.8
"Hartford School District","Culinary Arts Academy","ELL",14,7,50.0,"*","*",6,42.9
"Hartford School District","Great Path Academy High School at MCC","Non-ELL",51,50,98.0,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","ELL","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-ELL",66,46,69.7,"*","*",19,28.8
"Hartford School District","HPHS Academy of Engineering and Green Technology","ELL",17,11,64.7,"*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-ELL",97,74,76.3,"*","*",21,21.6
"Hartford School District","HPHS Academy of Nursing and Health Science","ELL",33,22,66.7,"*","*",10,30.3
"Hartford School District","HPHS Law and Government Academy","Non-ELL",99,82,82.8,"*","*",14,14.1
"Hartford School District","HPHS Law and Government Academy","ELL",19,11,57.9,"*","*",7,36.8
"Hartford School District","High School Inc.","Non-ELL",64,47,73.4,"*","*",14,21.9
"Hartford School District","High School Inc.","ELL",8,"*","*","*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-ELL",57,44,77.2,"*","*",12,21.1
"Hartford School District","Journalism and Media Academy Magnet School","ELL",14,12,85.7,"*","*","*","*"
"Hartford School District","OPPortunity High School","Non-ELL",57,32,56.1,"*","*",24,42.1
"Hartford School District","OPPortunity High School","ELL","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-ELL",70,68,97.1,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","ELL","*","*","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-ELL",96,93,96.9,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","ELL","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-ELL",76,71,93.4,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","ELL","*","*","*","*","*","*","*"
"Killingly School District","Killingly High School","Non-ELL","*","*","*","*","*","*","*"
"Killingly School District","Killingly High School","ELL","*","*","*","*","*","*","*"
"Learn","Connecticut River Academy","Non-ELL",95,89,93.7,"*","*","*","*"
"Learn","Connecticut River Academy","ELL","*","*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-ELL",23,22,95.7,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","ELL","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-ELL",32,31,96.9,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-ELL",103,99,96.1,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-ELL","*","*","*","*","*","*","*"
"Ledyard School District","Ledyard High School","ELL","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Non-ELL",66,64,97.0,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-ELL","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","ELL","*","*","*","*","*","*","*"
"Manchester School District","Manchester High School","Non-ELL",401,363,90.5,"*","*","*","*"
"Manchester School District","Manchester High School","ELL",13,10,76.9,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School","Non-ELL",265,222,83.8,6,2.3,37,14.0
"Meriden School District","Francis T. Maloney High School","ELL",39,24,61.5,"*","*",15,38.5
"Meriden School District","Orville H. Platt High School","Non-ELL",271,226,83.4,"*","*",44,16.2
"Meriden School District","Orville H. Platt High School","ELL",19,13,68.4,"*","*",6,31.6
"Middletown School District","Middletown High School","Non-ELL","*","*","*","*","*","*","*"
"Middletown School District","Middletown High School","ELL","*","*","*","*","*","*","*"
"Milford School District","Jonathan Law High School","Non-ELL",255,240,94.1,"*","*",12,4.7
"Milford School District","Joseph A. Foran High School","Non-ELL","*","*","*","*","*","*","*"
"Milford School District","Joseph A. Foran High School","ELL","*","*","*","*","*","*","*"
"Monroe School District","Masuk High School","Non-ELL",293,289,98.6,"*","*","*","*"
"Montville School District","Montville High School","Non-ELL",176,"*","*","*","*","*","*"
"Montville School District","Montville High School","ELL",7,"*","*","*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-ELL",321,272,84.7,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","ELL",9,6,66.7,"*","*","*","*"
"New Britain School District","New Britain High School","Non-ELL",522,400,76.6,"*","*",110,21.1
"New Britain School District","New Britain High School","ELL",90,58,64.4,"*","*",29,32.2
"New Canaan School District","New Canaan High School","Non-ELL",310,307,99.0,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-ELL","*","*","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School","ELL","*","*","*","*","*","*","*"
"New Haven School District","Cooperative High School","Non-ELL",161,154,95.7,"*","*",6,3.7
"New Haven School District","Cooperative High School","ELL","*","*","*","*","*","*","*"
"New Haven School District","High School In The Community","Non-ELL",53,30,56.6,"*","*",20,37.7
"New Haven School District","High School In The Community","ELL",6,"*","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-ELL",166,152,91.6,"*","*",14,8.4
"New Haven School District","Hill Regional Career High School","ELL","*","*","*","*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-ELL",35,34,97.1,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","ELL","*","*","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-ELL",235,178,75.7,11,4.7,46,19.6
"New Haven School District","James Hillhouse High School","ELL",27,17,63.0,"*","*",10,37.0
"New Haven School District","Metropolitan Business Academy","Non-ELL",87,81,93.1,"*","*",6,6.9
"New Haven School District","Metropolitan Business Academy","ELL","*","*","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-ELL",65,58,89.2,"*","*","*","*"
"New Haven School District","Sound School","Non-ELL",83,78,94.0,"*","*","*","*"
"New Haven School District","Sound School","ELL","*","*","*","*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-ELL",233,165,70.8,"*","*",64,27.5
"New Haven School District","Wilbur Cross High School","ELL",52,33,63.5,"*","*",17,32.7
"New London School District","New London High School","Non-ELL",183,147,80.3,"*","*",31,16.9
"New London School District","New London High School","ELL",37,26,70.3,"*","*",10,27.0
"New Milford School District","New Milford High School","Non-ELL","*","*","*","*","*","*","*"
"New Milford School District","New Milford High School","ELL","*","*","*","*","*","*","*"
"Newington School District","Newington High School","Non-ELL",352,334,94.9,"*","*","*","*"
"Newington School District","Newington High School","ELL",11,10,90.9,"*","*","*","*"
"Newtown School District","Newtown High School","Non-ELL","*","*","*","*","*","*","*"
"Newtown School District","Newtown High School","ELL","*","*","*","*","*","*","*"
"North Branford School District","North Branford High School","Non-ELL","*","*","*","*","*","*","*"
"North Branford School District","North Branford High School","ELL","*","*","*","*","*","*","*"
"North Haven School District","North Haven High School","Non-ELL","*","*","*","*","*","*","*"
"North Haven School District","North Haven High School","ELL","*","*","*","*","*","*","*"
"North Stonington School District","Wheeler High School","Non-ELL",56,54,96.4,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-ELL",361,322,89.2,19,5.3,20,5.5
"Norwalk School District","Brien McMahon High School","ELL",34,25,73.5,"*","*",6,17.6
"Norwalk School District","Norwalk High School","Non-ELL",349,325,93.1,6,1.7,18,5.2
"Norwalk School District","Norwalk High School","ELL",26,20,76.9,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-ELL",37,"*","*",15,40.5,13,35.1
"Norwalk School District","Norwalk Pathways Academy at Briggs","ELL",6,"*","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-ELL",571,508,89.0,"*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","ELL",31,28,90.3,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","ELL","*","*","*","*","*","*","*"
"Oxford School District","Oxford High School","Non-ELL","*","*","*","*","*","*","*"
"Oxford School District","Oxford High School","ELL","*","*","*","*","*","*","*"
"Plainfield School District","Plainfield High School","Non-ELL","*","*","*","*","*","*","*"
"Plainfield School District","Plainfield High School","ELL","*","*","*","*","*","*","*"
"Plainville School District","Plainville High School","Non-ELL","*","*","*","*","*","*","*"
"Plainville School District","Plainville High School","ELL","*","*","*","*","*","*","*"
"Plymouth School District","Terryville High School","Non-ELL","*","*","*","*","*","*","*"
"Plymouth School District","Terryville High School","ELL","*","*","*","*","*","*","*"
"Portland School District","Portland High School","Non-ELL","*","*","*","*","*","*","*"
"Portland School District","Portland High School","ELL","*","*","*","*","*","*","*"
"Putnam School District","Putnam High School","Non-ELL","*","*","*","*","*","*","*"
"Putnam School District","Putnam High School","ELL","*","*","*","*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-ELL",120,112,93.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 04","Valley Regional High School","ELL","*","*","*","*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 05","Amity Regional High School","ELL","*","*","*","*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 06","Wamogo Regional High School","ELL","*","*","*","*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-ELL",186,183,98.4,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 08","RHAM High School","ELL","*","*","*","*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 09","Joel Barlow High School","ELL","*","*","*","*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-ELL",212,204,96.2,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-ELL",39,38,97.4,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Non-ELL",77,77,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-ELL",130,127,97.7,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 14","Nonnewaug High School","ELL","*","*","*","*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","ELL","*","*","*","*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-ELL",176,171,97.2,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","ELL","*","*","*","*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-ELL",107,105,98.1,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 19","E. O. Smith High School","ELL","*","*","*","*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-ELL","*","*","*","*","*","*","*"
"Ridgefield School District","Ridgefield High School","ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-ELL",173,162,93.6,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","ELL",6,6,100.0,"*","*","*","*"
"Seymour School District","Seymour High School","Non-ELL","*","*","*","*","*","*","*"
"Seymour School District","Seymour High School","ELL","*","*","*","*","*","*","*"
"Shelton School District","Shelton High School","Non-ELL","*","*","*","*","*","*","*"
"Shelton School District","Shelton High School","ELL","*","*","*","*","*","*","*"
"Simsbury School District","Simsbury High School","Non-ELL","*","*","*","*","*","*","*"
"Simsbury School District","Simsbury High School","ELL","*","*","*","*","*","*","*"
"Somers School District","Somers High School","Non-ELL",129,126,97.7,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-ELL","*","*","*","*","*","*","*"
"South Windsor School District","South Windsor High School","ELL","*","*","*","*","*","*","*"
"Southington School District","Southington High School","Non-ELL","*","*","*","*","*","*","*"
"Southington School District","Southington High School","ELL","*","*","*","*","*","*","*"
"Stafford School District","Stafford High School","Non-ELL","*","*","*","*","*","*","*"
"Stafford School District","Stafford High School","ELL","*","*","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-ELL",55,22,40.0,14,25.5,19,34.5
"Stamford School District","Stamford High School","Non-ELL",435,408,93.8,8,1.8,19,4.4
"Stamford School District","Stamford High School","ELL",38,32,84.2,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-ELL",165,164,99.4,"*","*","*","*"
"Stamford School District","Westhill High School","Non-ELL",468,438,93.6,"*","*",28,6.0
"Stamford School District","Westhill High School","ELL",61,51,83.6,"*","*",10,16.4
"Stonington School District","Stonington High School","Non-ELL",170,165,97.1,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-ELL",334,328,98.2,"*","*","*","*"
"Stratford School District","Stratford High School","Non-ELL",276,260,94.2,"*","*",14,5.1
"Stratford School District","Stratford High School","ELL",9,7,77.8,"*","*","*","*"
"Suffield School District","Suffield High School","Non-ELL","*","*","*","*","*","*","*"
"Suffield School District","Suffield High School","ELL","*","*","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-ELL",34,32,94.1,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-ELL","*","*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","ELL","*","*","*","*","*","*","*"
"Thomaston School District","Thomaston High School","Non-ELL",70,66,94.3,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-ELL",83,77,92.8,"*","*","*","*"
"Tolland School District","Tolland High School","Non-ELL",223,209,93.7,"*","*","*","*"
"Torrington School District","Torrington High School","Non-ELL",249,225,90.4,"*","*","*","*"
"Torrington School District","Torrington High School","ELL",6,6,100.0,"*","*","*","*"
"Trumbull School District","Trumbull High School","Non-ELL",541,"*","*","*","*","*","*"
"Trumbull School District","Trumbull High School","ELL",8,"*","*","*","*","*","*"
"Vernon School District","Rockville High School","Non-ELL",281,246,87.5,"*","*","*","*"
"Vernon School District","Rockville High School","ELL",8,7,87.5,"*","*","*","*"
"Wallingford School District","Lyman Hall High School","Non-ELL",244,226,92.6,"*","*",17,7.0
"Wallingford School District","Lyman Hall High School","ELL",6,"*","*","*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-ELL",225,"*","*","*","*","*","*"
"Waterbury School District","Crosby High School","Non-ELL",350,270,77.1,"*","*",76,21.7
"Waterbury School District","Crosby High School","ELL","*","*","*","*","*",15,35.7
"Waterbury School District","John F. Kennedy High School","Non-ELL",313,237,75.7,"*","*",71,22.7
"Waterbury School District","John F. Kennedy High School","ELL",59,"*","*","*","*",36,61.0
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-ELL",119,116,97.5,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","ELL","*","*","*","*","*","*","*"
"Waterbury School District","Wilby High School","Non-ELL",307,231,75.2,"*","*",74,24.1
"Waterbury School District","Wilby High School","ELL",56,26,46.4,"*","*",30,53.6
"Waterford School District","Waterford High School","Non-ELL","*","*","*","*","*","*","*"
"Waterford School District","Waterford High School","ELL","*","*","*","*","*","*","*"
"Watertown School District","Watertown High School","Non-ELL","*","*","*","*","*","*","*"
"Watertown School District","Watertown High School","ELL","*","*","*","*","*","*","*"
"West Hartford School District","Conard High School","Non-ELL",337,327,97.0,"*","*",7,2.1
"West Hartford School District","Conard High School","ELL",9,8,88.9,"*","*","*","*"
"West Hartford School District","Hall High School","Non-ELL",363,356,98.1,"*","*",6,1.7
"West Hartford School District","Hall High School","ELL",8,7,87.5,"*","*","*","*"
"West Haven School District","West Haven High School","Non-ELL",395,316,80.0,"*","*","*","*"
"West Haven School District","West Haven High School","ELL",13,10,76.9,"*","*","*","*"
"Westbrook School District","Westbrook High School","Non-ELL",70,69,98.6,"*","*","*","*"
"Weston School District","Weston High School","Non-ELL","*","*","*","*","*","*","*"
"Weston School District","Weston High School","ELL","*","*","*","*","*","*","*"
"Westport School District","Staples High School","Non-ELL","*","*","*","*","*","*","*"
"Westport School District","Staples High School","ELL","*","*","*","*","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-ELL",296,282,95.3,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","ELL",7,6,85.7,"*","*","*","*"
"Wilton School District","Wilton High School","Non-ELL","*","*","*","*","*","*","*"
"Wilton School District","Wilton High School","ELL","*","*","*","*","*","*","*"
"Windham School District","Windham High School","Non-ELL",130,109,83.8,"*","*",18,13.8
"Windham School District","Windham High School","ELL",36,27,75.0,"*","*",8,22.2
"Windsor Locks School District","Windsor Locks High School","Non-ELL","*","*","*","*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","ELL","*","*","*","*","*","*","*"
