"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, All Students"

"",,,,"Graduates",,"Non-Graduates",,,
"Bloomfield School District","Bloomfield High School","High Needs",70,57,81.4,"*","*",10,14.3
"Bloomfield School District","Bloomfield High School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",87,70,80.5,"*","*",13,14.9
"Bloomfield School District","Bloomfield High School","Non-ELL",166,139,83.7,"*","*",22,13.3
"Bloomfield School District","Bloomfield High School","Non-High Needs",97,83,85.6,"*","*",12,12.4
"Bloomfield School District","Bloomfield High School","Non-Hispanic",162,138,85.2,"*","*",20,12.3
"Bloomfield School District","Bloomfield High School","Non-Special Education",143,122,85.3,"*","*",18,12.6
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",107,91,85.0,"*","*",14,13.1
"Bloomfield School District","Bloomfield High School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",24,18,75.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","White","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","All Students",14,13,92.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Black",10,10,100.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Free Lunch",7,6,85.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Lunch",8,7,87.5,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Female",9,8,88.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","High Needs",9,8,88.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Male","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-ELL",14,13,92.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-High Needs","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Hispanic",12,12,100.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education",13,12,92.3,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Not Eligible For Lunch",6,6,100.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","All Students",72,69,95.8,"*","*","*","*"
"Bolton School District","Bolton High School","Black","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",7,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Lunch",7,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",47,45,95.7,"*","*","*","*"
"Bolton School District","Bolton High School","High Needs",9,7,77.8,"*","*","*","*"
"Bolton School District","Bolton High School","Hispanic","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Male",25,24,96.0,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",72,69,95.8,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",63,62,98.4,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Hispanic",71,68,95.8,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",68,65,95.6,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",65,64,98.5,"*","*","*","*"
"Bolton School District","Bolton High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","White",66,64,97.0,"*","*","*","*"
"Branford School District","Branford High School","All Students",274,263,96.0,"*","*",7,2.6
"Branford School District","Branford High School","Black",10,9,90.0,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",25,20,80.0,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Lunch",37,30,81.1,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Branford School District","Branford High School","Female",132,127,96.2,"*","*","*","*"
"Branford School District","Branford High School","High Needs",62,52,83.9,"*","*",6,9.7
"Branford School District","Branford High School","Hispanic",8,7,87.5,"*","*","*","*"
"Branford School District","Branford High School","Male",142,136,95.8,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL",270,259,95.9,"*","*",7,2.6
"Branford School District","Branford High School","Non-High Needs",212,211,99.5,"*","*","*","*"
"Branford School District","Branford High School","Non-Hispanic",266,256,96.2,"*","*",6,2.3
"Branford School District","Branford High School","Non-Special Education",246,240,97.6,"*","*",6,2.4
"Branford School District","Branford High School","Not Eligible For Lunch",237,233,98.3,"*","*","*","*"
"Branford School District","Branford High School","Asian",19,18,94.7,"*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Special Education",28,23,82.1,"*","*","*","*"
"Branford School District","Branford High School","White",236,228,96.6,"*","*","*","*"
"Bridgeport School District","Bassick High School","All Students",335,222,66.3,"*","*",108,32.2
"Bridgeport School District","Bassick High School","Black",162,113,69.8,"*","*",47,29.0
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",312,209,67.0,"*","*",99,31.7
"Bridgeport School District","Bassick High School","Eligible For Lunch",322,216,67.1,"*","*",102,31.7
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",10,7,70.0,"*","*","*","*"
"Bridgeport School District","Bassick High School","Female",159,108,67.9,"*","*",51,32.1
"Bridgeport School District","Bassick High School","High Needs",326,217,66.6,"*","*",105,32.2
"Bridgeport School District","Bassick High School","Hispanic",153,93,60.8,"*","*",57,37.3
"Bridgeport School District","Bassick High School","Male",176,114,64.8,"*","*",57,32.4
"Bridgeport School District","Bassick High School","Non-ELL",277,185,66.8,"*","*",87,31.4
"Bridgeport School District","Bassick High School","Non-High Needs",9,"*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Hispanic",182,129,70.9,"*","*",51,28.0
"Bridgeport School District","Bassick High School","Non-Special Education",285,194,68.1,"*","*",88,30.9
"Bridgeport School District","Bassick High School","Not Eligible For Lunch",13,6,46.2,"*","*",6,46.2
"Bridgeport School District","Bassick High School","Asian",7,6,85.7,"*","*","*","*"
"Bridgeport School District","Bassick High School","ELL",58,37,63.8,"*","*",21,36.2
"Bridgeport School District","Bassick High School","Special Education",50,28,56.0,"*","*",20,40.0
"Bridgeport School District","Bassick High School","White",13,10,76.9,"*","*","*","*"
"Bridgeport School District","Central High School","All Students",596,466,78.2,15,2.5,115,19.3
"Bridgeport School District","Central High School","Black",293,241,82.3,10,3.4,42,14.3
"Bridgeport School District","Central High School","Eligible For Free Lunch",490,381,77.8,11,2.2,98,20.0
"Bridgeport School District","Central High School","Eligible For Lunch",542,427,78.8,11,2.0,104,19.2
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",52,46,88.5,"*","*",6,11.5
"Bridgeport School District","Central High School","Female",290,251,86.6,"*","*",36,12.4
"Bridgeport School District","Central High School","High Needs",547,431,78.8,11,2.0,105,19.2
"Bridgeport School District","Central High School","Hispanic",200,146,73.0,"*","*",51,25.5
"Bridgeport School District","Central High School","Male",306,215,70.3,12,3.9,79,25.8
"Bridgeport School District","Central High School","Non-ELL",541,424,78.4,15,2.8,102,18.9
"Bridgeport School District","Central High School","Non-High Needs",49,35,71.4,"*","*",10,20.4
"Bridgeport School District","Central High School","Non-Hispanic",396,320,80.8,12,3.0,64,16.2
"Bridgeport School District","Central High School","Non-Special Education",562,446,79.4,10,1.8,106,18.9
"Bridgeport School District","Central High School","Not Eligible For Lunch",54,39,72.2,"*","*",11,20.4
"Bridgeport School District","Central High School","Asian",25,23,92.0,"*","*","*","*"
"Bridgeport School District","Central High School","ELL",55,42,76.4,"*","*",13,23.6
"Bridgeport School District","Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Special Education",34,20,58.8,"*","*",9,26.5
"Bridgeport School District","Central High School","White",77,55,71.4,"*","*",20,26.0
"Bridgeport School District","Harding High School","All Students",433,211,48.7,10,2.3,212,49.0
"Bridgeport School District","Harding High School","Black",183,107,58.5,"*","*",71,38.8
"Bridgeport School District","Harding High School","Eligible For Free Lunch",394,192,48.7,9,2.3,193,49.0
"Bridgeport School District","Harding High School","Eligible For Lunch",405,198,48.9,9,2.2,198,48.9
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",11,6,54.5,"*","*","*","*"
"Bridgeport School District","Harding High School","Female",222,121,54.5,"*","*",98,44.1
"Bridgeport School District","Harding High School","High Needs",411,202,49.1,9,2.2,200,48.7
"Bridgeport School District","Harding High School","Hispanic",230,90,39.1,"*","*",135,58.7
"Bridgeport School District","Harding High School","Male",211,90,42.7,7,3.3,114,54.0
"Bridgeport School District","Harding High School","Non-ELL",341,172,50.4,6,1.8,163,47.8
"Bridgeport School District","Harding High School","Non-High Needs",22,9,40.9,"*","*",12,54.5
"Bridgeport School District","Harding High School","Non-Hispanic",203,121,59.6,"*","*",77,37.9
"Bridgeport School District","Harding High School","Non-Special Education",376,197,52.4,7,1.9,172,45.7
"Bridgeport School District","Harding High School","Not Eligible For Lunch",28,13,46.4,"*","*",14,50.0
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","ELL",92,39,42.4,"*","*",49,53.3
"Bridgeport School District","Harding High School","Special Education",57,14,24.6,"*","*",40,70.2
"Bridgeport School District","Harding High School","White",17,12,70.6,"*","*","*","*"
"Bristol School District","Bristol Central High School","All Students",331,263,79.5,"*","*",63,19.0
"Bristol School District","Bristol Central High School","Black",23,15,65.2,"*","*",8,34.8
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",69,45,65.2,"*","*",24,34.8
"Bristol School District","Bristol Central High School","Eligible For Lunch",103,68,66.0,"*","*",35,34.0
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",34,23,67.6,"*","*",11,32.4
"Bristol School District","Bristol Central High School","Female",170,138,81.2,"*","*",31,18.2
"Bristol School District","Bristol Central High School","High Needs",123,83,67.5,"*","*",38,30.9
"Bristol School District","Bristol Central High School","Hispanic",40,33,82.5,"*","*",7,17.5
"Bristol School District","Bristol Central High School","Male",161,125,77.6,"*","*",32,19.9
"Bristol School District","Bristol Central High School","Non-ELL",325,258,79.4,"*","*",62,19.1
"Bristol School District","Bristol Central High School","Non-High Needs",208,180,86.5,"*","*",25,12.0
"Bristol School District","Bristol Central High School","Non-Hispanic",291,230,79.0,"*","*",56,19.2
"Bristol School District","Bristol Central High School","Non-Special Education",298,241,80.9,"*","*",54,18.1
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",228,195,85.5,"*","*",28,12.3
"Bristol School District","Bristol Central High School","Asian","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","ELL",6,"*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","Special Education",33,22,66.7,"*","*",9,27.3
"Bristol School District","Bristol Central High School","White",265,214,80.8,"*","*",47,17.7
"Bristol School District","Bristol Eastern High School","All Students",364,318,87.4,"*","*",41,11.3
"Bristol School District","Bristol Eastern High School","Black",23,19,82.6,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",63,49,77.8,"*","*",12,19.0
"Bristol School District","Bristol Eastern High School","Eligible For Lunch",79,62,78.5,"*","*",15,19.0
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",16,13,81.3,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Female",184,165,89.7,"*","*",17,9.2
"Bristol School District","Bristol Eastern High School","High Needs",107,88,82.2,"*","*",17,15.9
"Bristol School District","Bristol Eastern High School","Hispanic",39,32,82.1,"*","*",6,15.4
"Bristol School District","Bristol Eastern High School","Male",180,153,85.0,"*","*",24,13.3
"Bristol School District","Bristol Eastern High School","Non-ELL",359,314,87.5,"*","*",40,11.1
"Bristol School District","Bristol Eastern High School","Non-High Needs",257,230,89.5,"*","*",24,9.3
"Bristol School District","Bristol Eastern High School","Non-Hispanic",325,286,88.0,"*","*",35,10.8
"Bristol School District","Bristol Eastern High School","Non-Special Education",330,285,86.4,"*","*",40,12.1
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",285,256,89.8,"*","*",26,9.1
"Bristol School District","Bristol Eastern High School","Asian",8,8,100.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","ELL","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Special Education",34,33,97.1,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","White",292,258,88.4,"*","*",31,10.6
"Brookfield School District","Brookfield High School","All Students",263,254,96.6,"*","*",9,3.4
"Brookfield School District","Brookfield High School","Black","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Lunch",6,"*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Female",120,117,97.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs",18,17,94.4,"*","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic",8,8,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Male",143,137,95.8,"*","*",6,4.2
"Brookfield School District","Brookfield High School","Non-ELL",260,251,96.5,"*","*",9,3.5
"Brookfield School District","Brookfield High School","Non-High Needs",245,237,96.7,"*","*",8,3.3
"Brookfield School District","Brookfield High School","Non-Hispanic",255,246,96.5,"*","*",9,3.5
"Brookfield School District","Brookfield High School","Non-Special Education",253,244,96.4,"*","*",9,3.6
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",257,249,96.9,"*","*",8,3.1
"Brookfield School District","Brookfield High School","Asian","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",10,10,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","White",249,240,96.4,"*","*",9,3.6
"Canton School District","Canton High School","All Students",118,113,95.8,"*","*","*","*"
"Canton School District","Canton High School","Black","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Lunch","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Female",56,54,96.4,"*","*","*","*"
"Canton School District","Canton High School","High Needs",18,17,94.4,"*","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Male",62,59,95.2,"*","*","*","*"
"Canton School District","Canton High School","Non-ELL",117,112,95.7,"*","*","*","*"
"Canton School District","Canton High School","Non-High Needs",100,96,96.0,"*","*","*","*"
"Canton School District","Canton High School","Non-Hispanic",115,110,95.7,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",102,98,96.1,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",117,112,95.7,"*","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*","*","*","*","*"
"Canton School District","Canton High School","ELL","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Special Education",16,15,93.8,"*","*","*","*"
"Canton School District","Canton High School","White",109,104,95.4,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","All Students",117,105,89.7,"*","*",12,10.3
"Capitol Region Education Council","Great Path Academy at MCC","Black",56,52,92.9,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Free Lunch",61,54,88.5,"*","*",7,11.5
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Lunch",66,59,89.4,"*","*",7,10.6
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Female",70,64,91.4,"*","*",6,8.6
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",68,61,89.7,"*","*",7,10.3
"Capitol Region Education Council","Great Path Academy at MCC","Hispanic",28,23,82.1,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Male",47,41,87.2,"*","*",6,12.8
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",113,102,90.3,"*","*",11,9.7
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs",49,44,89.8,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Hispanic",89,82,92.1,"*","*",7,7.9
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",103,95,92.2,"*","*",8,7.8
"Capitol Region Education Council","Great Path Academy at MCC","Not Eligible For Lunch",51,46,90.2,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",14,10,71.4,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","White",29,26,89.7,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","All Students",61,51,83.6,"*","*",10,16.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Black",20,15,75.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",22,16,72.7,"*","*",6,27.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Lunch",22,16,72.7,"*","*",6,27.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",38,32,84.2,"*","*",6,15.8
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",22,16,72.7,"*","*",6,27.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Hispanic",17,13,76.5,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",23,19,82.6,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",60,51,85.0,"*","*",9,15.0
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",39,35,89.7,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Hispanic",44,38,86.4,"*","*",6,13.6
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",59,49,83.1,"*","*",10,16.9
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",39,35,89.7,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","White",24,23,95.8,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","All Students",102,94,92.2,"*","*",8,7.8
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Black",51,48,94.1,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",16,15,93.8,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Lunch",22,20,90.9,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
