"Five-Year Graduation Rates, 2011-12"
"All Districts, All Schools, High Needs Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Cheshire School District","Cheshire High School","Non-High Needs",322,321,99.7,"*","*","*","*"
"Clinton School District","The Morgan School","High Needs",31,28,90.3,"*","*","*","*"
"Clinton School District","The Morgan School","Non-High Needs",89,85,95.5,"*","*","*","*"
"Colchester School District","Bacon Academy","High Needs",61,57,93.4,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-High Needs",179,178,99.4,"*","*","*","*"
"Common Ground High School District","Common Ground High School","High Needs",24,23,95.8,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-High Needs",6,6,100.0,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","High Needs",150,141,94.0,"*","*",9,6.0
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-High Needs",20,19,95.0,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","High Needs",170,160,94.1,"*","*",10,5.9
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-High Needs",33,33,100.0,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","High Needs",112,106,94.6,"*","*",6,5.4
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-High Needs",17,"*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","High Needs",119,110,92.4,"*","*",9,7.6
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-High Needs",6,"*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","High Needs",101,95,94.1,"*","*",6,5.9
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-High Needs",53,53,100.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","High Needs",72,71,98.6,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-High Needs",62,62,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","High Needs",102,100,98.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-High Needs",103,100,97.1,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","High Needs",60,59,98.3,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-High Needs",71,67,94.4,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","High Needs",97,95,97.9,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-High Needs",64,62,96.9,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","High Needs",59,57,96.6,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-High Needs",84,84,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","High Needs",76,72,94.7,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-High Needs",76,76,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","High Needs",64,62,96.9,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-High Needs",99,97,98.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","High Needs",115,113,98.3,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-High Needs",103,99,96.1,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","High Needs",62,60,96.8,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-High Needs",67,65,97.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","High Needs",111,109,98.2,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-High Needs",63,62,98.4,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","High Needs",75,74,98.7,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-High Needs",63,61,96.8,"*","*","*","*"
"Coventry School District","Coventry High School","High Needs",45,36,80.0,"*","*","*","*"
"Coventry School District","Coventry High School","Non-High Needs",103,101,98.1,"*","*","*","*"
"Cromwell School District","Cromwell High School","High Needs",42,36,85.7,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-High Needs",103,102,99.0,"*","*","*","*"
"Danbury School District","Danbury High School","High Needs",361,291,80.6,"*","*",61,16.9
"Danbury School District","Danbury High School","Non-High Needs",343,321,93.6,"*","*",22,6.4
"Darien School District","Darien High School","High Needs",48,48,100.0,"*","*","*","*"
"Darien School District","Darien High School","Non-High Needs",259,253,97.7,"*","*","*","*"
"Derby School District","Derby High School","High Needs",69,52,75.4,"*","*","*","*"
"Derby School District","Derby High School","Non-High Needs",40,37,92.5,"*","*","*","*"
"East Granby School District","East Granby High School","High Needs",11,10,90.9,"*","*","*","*"
"East Granby School District","East Granby High School","Non-High Needs",49,48,98.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","High Needs",23,20,87.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",76,73,96.1,"*","*","*","*"
"East Hampton School District","East Hampton High School","High Needs",26,23,88.5,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-High Needs",133,130,97.7,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","High Needs",14,13,92.9,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-High Needs",23,21,91.3,"*","*","*","*"
"East Hartford School District","East Hartford High School","High Needs",295,255,86.4,7,2.4,33,11.2
"East Hartford School District","East Hartford High School","Non-High Needs",115,110,95.7,"*","*","*","*"
"East Haven School District","East Haven High School","High Needs",123,88,71.5,"*","*",34,27.6
"East Haven School District","East Haven High School","Non-High Needs",91,80,87.9,"*","*",11,12.1
"East Lyme School District","East Lyme High School","High Needs",75,69,92.0,"*","*","*","*"
"East Lyme School District","East Lyme High School","Non-High Needs",221,214,96.8,"*","*","*","*"
"East Windsor School District","East Windsor High School","High Needs",34,28,82.4,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-High Needs",51,49,96.1,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs",8,7,87.5,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs",26,24,92.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs",30,21,70.0,"*","*",9,30.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",14,12,85.7,"*","*","*","*"
"Ellington School District","Ellington High School","High Needs",36,26,72.2,"*","*","*","*"
"Ellington School District","Ellington High School","Non-High Needs",163,159,97.5,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","High Needs","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-High Needs","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","High Needs",70,54,77.1,"*","*",16,22.9
"Enfield School District","Enfield High School","Non-High Needs",123,117,95.1,"*","*",6,4.9
"Enfield School District","Enrico Fermi High School","High Needs",106,82,77.4,"*","*",24,22.6
"Enfield School District","Enrico Fermi High School","Non-High Needs",197,191,97.0,"*","*",6,3.0
"Explorations District","Explorations","High Needs",20,9,45.0,"*","*","*","*"
"Explorations District","Explorations","Non-High Needs",9,8,88.9,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","High Needs",79,74,93.7,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",273,269,98.5,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","High Needs",82,72,87.8,"*","*",9,11.0
"Fairfield School District","Fairfield Warde High School","Non-High Needs",256,251,98.0,"*","*","*","*"
"Farmington School District","Farmington High School","High Needs",55,51,92.7,"*","*","*","*"
"Farmington School District","Farmington High School","Non-High Needs",243,238,97.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","High Needs",92,85,92.4,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-High Needs",414,412,99.5,"*","*","*","*"
"Granby School District","Granby Memorial High School","High Needs",28,28,100.0,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-High Needs",159,157,98.7,"*","*","*","*"
"Greenwich School District","Greenwich High School","High Needs",189,175,92.6,"*","*",10,5.3
"Greenwich School District","Greenwich High School","Non-High Needs",451,437,96.9,"*","*",14,3.1
"Griswold School District","Griswold High School","High Needs",80,64,80.0,"*","*","*","*"
"Griswold School District","Griswold High School","Non-High Needs",103,98,95.1,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","High Needs",155,119,76.8,"*","*",34,21.9
"Groton School District","Robert E. Fitch High School","Non-High Needs",184,166,90.2,"*","*",18,9.8
"Guilford School District","Guilford High School","High Needs",57,55,96.5,"*","*","*","*"
"Guilford School District","Guilford High School","Non-High Needs",227,227,100.0,"*","*","*","*"
"Hamden School District","Hamden High School","High Needs",246,212,86.2,"*","*",33,13.4
"Hamden School District","Hamden High School","Non-High Needs",250,239,95.6,"*","*",11,4.4
"Hartford School District","Bulkeley High School Upper School","High Needs",247,190,76.9,"*","*",55,22.3
"Hartford School District","Capital Preparatory Magnet School","High Needs",25,25,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",8,7,87.5,"*","*","*","*"
"Hartford School District","Classical Magnet School","High Needs",50,49,98.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Non-High Needs",30,30,100.0,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","High Needs",54,34,63.0,"*","*",18,33.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",129,99,76.7,"*","*",26,20.2
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",125,94,75.2,"*","*",31,24.8
"Hartford School District","HPHS Law and Government Academy","High Needs",134,85,63.4,6,4.5,43,32.1
"Hartford School District","OPPortunity High School","High Needs",71,39,54.9,"*","*",32,45.1
"Hartford School District","OPPortunity High School","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",63,59,93.7,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs",21,21,100.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","High Needs",105,101,96.2,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","High Needs",54,48,88.9,"*","*",6,11.1
"Hartford School District","University High of Science and Engineering","Non-High Needs",31,30,96.8,"*","*","*","*"
"Killingly School District","Killingly High School","High Needs",99,76,76.8,"*","*",22,22.2
"Killingly School District","Killingly High School","Non-High Needs",84,78,92.9,"*","*",6,7.1
"Lebanon School District","Lyman Memorial High School","High Needs",22,21,95.5,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-High Needs",102,95,93.1,"*","*","*","*"
"Ledyard School District","Ledyard High School","High Needs",50,44,88.0,"*","*",6,12.0
"Ledyard School District","Ledyard High School","Non-High Needs",155,149,96.1,"*","*",6,3.9
"Lisbon School District","Community Connection - The Big Picture High School","High Needs","*","*","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-High Needs","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","High Needs",18,18,100.0,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-High Needs",84,83,98.8,"*","*","*","*"
"Madison School District","Daniel Hand High School","High Needs",53,51,96.2,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-High Needs",277,276,99.6,"*","*","*","*"
"Manchester School District","Manchester High School","High Needs",285,216,75.8,"*","*",69,24.2
"Manchester School District","Manchester High School","Non-High Needs",187,171,91.4,"*","*",16,8.6
"Meriden School District","Francis T. Maloney High School","High Needs",210,137,65.2,7,3.3,66,31.4
"Meriden School District","Francis T. Maloney High School","Non-High Needs",110,100,90.9,"*","*",10,9.1
"Meriden School District","Orville H. Platt High School","High Needs",226,156,69.0,"*","*",64,28.3
"Meriden School District","Orville H. Platt High School","Non-High Needs",73,66,90.4,"*","*",7,9.6
"Middletown School District","Middletown High School","High Needs",165,129,78.2,"*","*",35,21.2
"Middletown School District","Middletown High School","Non-High Needs",157,145,92.4,"*","*",11,7.0
"Milford School District","Jonathan Law High School","High Needs",126,97,77.0,"*","*",25,19.8
"Milford School District","Jonathan Law High School","Non-High Needs",139,135,97.1,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","High Needs",80,68,85.0,"*","*",7,8.8
"Milford School District","Joseph A. Foran High School","Non-High Needs",163,162,99.4,"*","*","*","*"
"Monroe School District","Masuk High School","High Needs",46,44,95.7,"*","*","*","*"
"Monroe School District","Masuk High School","Non-High Needs",291,291,100.0,"*","*","*","*"
"Montville School District","Montville High School","High Needs",82,62,75.6,"*","*","*","*"
"Montville School District","Montville High School","Non-High Needs",128,125,97.7,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","High Needs",179,141,78.8,"*","*",36,20.1
"Naugatuck School District","Naugatuck High School","Non-High Needs",188,178,94.7,"*","*",10,5.3
"New Britain School District","New Britain High School","High Needs",506,329,65.0,"*","*",177,35.0
"New Britain School District","New Britain High School","Non-High Needs",129,117,90.7,"*","*",12,9.3
"New Canaan School District","New Canaan High School","High Needs",47,46,97.9,"*","*","*","*"
"New Canaan School District","New Canaan High School","Non-High Needs",280,280,100.0,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","High Needs",54,50,92.6,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-High Needs",177,177,100.0,"*","*","*","*"
"New Haven School District","Cooperative High School","High Needs",113,108,95.6,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-High Needs",22,18,81.8,"*","*","*","*"
"New Haven School District","High School In The Community","High Needs",68,39,57.4,"*","*",27,39.7
"New Haven School District","High School In The Community","Non-High Needs","*","*","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","High Needs",133,121,91.0,"*","*",12,9.0
"New Haven School District","Hill Regional Career High School","Non-High Needs",22,21,95.5,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",44,36,81.8,"*","*",8,18.2
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs","*","*","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","High Needs",232,141,60.8,"*","*",89,38.4
"New Haven School District","James Hillhouse High School","Non-High Needs",20,13,65.0,"*","*",7,35.0
"New Haven School District","Metropolitan Business Academy","High Needs",41,38,92.7,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Non-High Needs","*","*","*","*","*","*","*"
"New Haven School District","New Haven Academy","High Needs",38,31,81.6,"*","*",7,18.4
"New Haven School District","New Haven Academy","Non-High Needs",7,"*","*","*","*","*","*"
"New Haven School District","Sound School","High Needs",64,59,92.2,"*","*","*","*"
"New Haven School District","Sound School","Non-High Needs",20,19,95.0,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","High Needs",390,276,70.8,11,2.8,103,26.4
"New Haven School District","Wilbur Cross High School","Non-High Needs",27,19,70.4,"*","*",8,29.6
"New London School District","New London High School","High Needs","*","*","*","*","*","*","*"
"New London School District","New London High School","Non-High Needs","*","*","*","*","*","*","*"
"New Milford School District","New Milford High School","High Needs",99,86,86.9,"*","*",13,13.1
"New Milford School District","New Milford High School","Non-High Needs",283,272,96.1,"*","*",11,3.9
"Newington School District","Newington High School","High Needs",99,84,84.8,"*","*",9,9.1
"Newington School District","Newington High School","Non-High Needs",231,221,95.7,"*","*",10,4.3
"Newtown School District","Newtown High School","High Needs",59,53,89.8,"*","*","*","*"
"Newtown School District","Newtown High School","Non-High Needs",344,335,97.4,"*","*","*","*"
"North Branford School District","North Branford High School","High Needs",29,24,82.8,"*","*","*","*"
"North Branford School District","North Branford High School","Non-High Needs",128,123,96.1,"*","*","*","*"
"North Haven School District","North Haven High School","High Needs",60,51,85.0,"*","*","*","*"
"North Haven School District","North Haven High School","Non-High Needs",221,219,99.1,"*","*","*","*"
"North Stonington School District","Wheeler High School","High Needs",15,10,66.7,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-High Needs",39,38,97.4,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","High Needs",223,196,87.9,"*","*",26,11.7
"Norwalk School District","Brien McMahon High School","Non-High Needs",226,211,93.4,"*","*",15,6.6
"Norwalk School District","Norwalk High School","High Needs",186,148,79.6,"*","*",36,19.4
"Norwalk School District","Norwalk High School","Non-High Needs",203,193,95.1,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs","*","*","*","*","*",15,55.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs","*","*","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","High Needs",247,196,79.4,"*","*",48,19.4
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",389,362,93.1,"*","*",27,6.9
"Norwich School District","Thames River Academy","High Needs","*","*","*","*","*","*","*"
"Norwich School District","Thames River Academy","Non-High Needs","*","*","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",32,30,93.8,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",111,110,99.1,"*","*","*","*"
"Oxford School District","Oxford High School","High Needs",23,15,65.2,"*","*","*","*"
"Oxford School District","Oxford High School","Non-High Needs",123,119,96.7,"*","*","*","*"
"Plainfield School District","Plainfield High School","High Needs",92,76,82.6,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-High Needs",106,102,96.2,"*","*","*","*"
"Plainville School District","Plainville High School","High Needs",77,67,87.0,"*","*","*","*"
"Plainville School District","Plainville High School","Non-High Needs",126,124,98.4,"*","*","*","*"
"Plymouth School District","Terryville High School","High Needs",52,42,80.8,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-High Needs",82,80,97.6,"*","*","*","*"
"Portland School District","Portland High School","High Needs",26,21,80.8,"*","*","*","*"
"Portland School District","Portland High School","Non-High Needs",64,63,98.4,"*","*","*","*"
"Putnam School District","Putnam High School","High Needs",40,34,85.0,"*","*","*","*"
"Putnam School District","Putnam High School","Non-High Needs",26,26,100.0,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","High Needs",43,41,95.3,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",92,89,96.7,"*","*","*","*"
"Regional School District 04","Valley Regional High School","High Needs",34,30,88.2,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-High Needs",125,118,94.4,"*","*","*","*"
"Regional School District 05","Amity Regional High School","High Needs",67,63,94.0,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-High Needs",365,358,98.1,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","High Needs",20,20,100.0,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-High Needs",66,62,93.9,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","High Needs",27,24,88.9,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-High Needs",151,151,100.0,"*","*","*","*"
"Regional School District 08","RHAM High School","High Needs",52,43,82.7,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-High Needs",238,234,98.3,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","High Needs",34,31,91.2,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-High Needs",202,201,99.5,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","High Needs",33,31,93.9,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-High Needs",196,193,98.5,"*","*","*","*"
"Regional School District 11","Parish Hill High School","High Needs",23,22,95.7,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-High Needs",19,19,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","High Needs",19,16,84.2,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-High Needs",54,47,87.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","High Needs",27,25,92.6,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-High Needs",114,113,99.1,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","High Needs",32,30,93.8,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-High Needs",162,161,99.4,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","High Needs",63,57,90.5,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-High Needs",264,257,97.3,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","High Needs",52,46,88.5,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-High Needs",140,138,98.6,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","High Needs",42,36,85.7,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-High Needs",147,143,97.3,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","High Needs",20,19,95.0,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-High Needs",83,82,98.8,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","High Needs",84,69,82.1,"*","*",12,14.3
"Regional School District 19","E. O. Smith High School","Non-High Needs",213,203,95.3,"*","*",10,4.7
"Ridgefield School District","Ridgefield High School","High Needs",66,65,98.5,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-High Needs",374,372,99.5,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","High Needs",44,36,81.8,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-High Needs",164,160,97.6,"*","*","*","*"
"Seymour School District","Seymour High School","High Needs",47,38,80.9,"*","*","*","*"
"Seymour School District","Seymour High School","Non-High Needs",102,98,96.1,"*","*","*","*"
"Shelton School District","Shelton High School","High Needs",100,83,83.0,"*","*",15,15.0
"Shelton School District","Shelton High School","Non-High Needs",324,316,97.5,"*","*",8,2.5
"Simsbury School District","Simsbury High School","High Needs",66,63,95.5,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-High Needs",333,332,99.7,"*","*","*","*"
"Somers School District","Somers High School","High Needs",19,17,89.5,"*","*","*","*"
"Somers School District","Somers High School","Non-High Needs",120,119,99.2,"*","*","*","*"
"South Windsor School District","South Windsor High School","High Needs",75,70,93.3,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-High Needs",302,299,99.0,"*","*","*","*"
"Southington School District","Southington High School","High Needs",135,120,88.9,"*","*",11,8.1
"Southington School District","Southington High School","Non-High Needs",354,347,98.0,"*","*",6,1.7
"Stafford School District","Stafford High School","High Needs",54,48,88.9,"*","*",6,11.1
"Stafford School District","Stafford High School","Non-High Needs",85,77,90.6,"*","*",8,9.4
"Stamford Academy District","Stamford Academy","High Needs","*","*","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-High Needs","*","*","*","*","*","*","*"
"Stamford School District","Stamford High School","High Needs",231,199,86.1,"*","*",32,13.9
"Stamford School District","Stamford High School","Non-High Needs",150,141,94.0,"*","*",9,6.0
"Stamford School District","The Academy of Information Technology","High Needs",77,76,98.7,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-High Needs",87,86,98.9,"*","*","*","*"
"Stamford School District","Westhill High School","High Needs",382,318,83.2,8,2.1,56,14.7
"Stamford School District","Westhill High School","Non-High Needs",240,229,95.4,"*","*",11,4.6
"Stonington School District","Stonington High School","High Needs",42,38,90.5,"*","*","*","*"
"Stonington School District","Stonington High School","Non-High Needs",136,132,97.1,"*","*","*","*"
"Stratford School District","Bunnell High School","High Needs",119,95,79.8,"*","*",23,19.3
"Stratford School District","Bunnell High School","Non-High Needs",171,167,97.7,"*","*","*","*"
"Stratford School District","Stratford High School","High Needs",146,132,90.4,"*","*",14,9.6
"Stratford School District","Stratford High School","Non-High Needs",130,123,94.6,"*","*","*","*"
"Suffield School District","Suffield High School","High Needs",39,30,76.9,"*","*","*","*"
"Suffield School District","Suffield High School","Non-High Needs",164,159,97.0,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","High Needs",41,33,80.5,"*","*","*","*"
"The Gilbert School District","The Gilbert School","High Needs",37,35,94.6,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-High Needs",52,49,94.2,"*","*","*","*"
