"Five-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Special Education","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-Special Education",8.0,"*","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Special Education","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Non-Special Education","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Capitol Region Education Council","Public Safety Academy","Special Education","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Cheshire School District","Cheshire High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Special Education","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Non-Special Education","*","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Special Education","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Non-Special Education","*","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Special Education","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-Special Education",7.6,5.6,8.8,"*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-Special Education",4.8,5.0,3.7,7.6,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-Special Education","*",5.8,"*","*","*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-Special Education",18.6,8.5,14.5,8.0,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-Special Education","*","*","*",5.1,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-Special Education",5.4,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-Special Education",11.0,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",6.9,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",6.4,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",3.3,2.9,"*","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",7.1,"*","*","*","*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education","*","*","*","N/A","*","*","*","N/A"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education","*","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Special Education","*","*","*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education","*","*","*","*","*","*","*","*"
"Danbury School District","Alternative Center For Excellence","Non-Special Education","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Danbury School District","Alternative Center For Excellence","Special Education","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Danbury School District","Danbury High School","Non-Special Education",13.7,10.9,11.1,10.0,1.4,"*",1.2,1.3
"Danbury School District","Danbury High School","Special Education",23.9,20.0,20.9,14.3,9.0,"*",16.4,15.7
"Darien School District","Darien High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Special Education","*","*","*","*","*","*","*","*"
"Derby School District","Derby High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Derby School District","Derby High School","Special Education","*","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education","*","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","Special Education","*","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education","*","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education","*","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education","*","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education","*","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education","*","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",13.1,8.0,7.7,7.5,"*","*","*",4.2
"East Hartford School District","East Hartford High School","Special Education","*","*",20.0,"*","*",14.9,15.6,15.9
"East Hartford School District","Stevens Alternate High school","Non-Special Education","N/A","N/A",29.9,33.3,"N/A","N/A","*","*"
"East Hartford School District","Stevens Alternate High school","Special Education","N/A","N/A",31.6,33.3,"N/A","N/A","*","*"
"East Haven School District","East Haven High School","Non-Special Education","*",18.9,16.8,12.2,"*","*","*","*"
"East Haven School District","East Haven High School","Special Education","*",37.5,41.7,27.6,"*","*","*","*"
"East Lyme School District","East Lyme High School","Non-Special Education","*","*","*","*","*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education","*","*","*","*","*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education","*","*","*","*","*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","N/A","*","*","*","N/A","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",20.5,24.2,"*",38.5,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Special Education","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","N/A","*","*","*","N/A","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Special Education","N/A","*","N/A","*","N/A","*","N/A","*"
"Enfield School District","Enfield High School","Non-Special Education",12.4,9.3,9.2,13.3,"*","*","*","*"
"Enfield School District","Enfield High School","Special Education","*",28.6,"*",35.3,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-Special Education",10.2,6.7,4.4,4.7,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Special Education","*",25.5,"*",14.6,"*","*","*","*"
"Explorations District","Explorations","Non-Special Education","*","*","*","*","*","*","*","*"
"Explorations District","Explorations","Special Education","*","*","*","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",2.5,"*",1.8,2.5,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Special Education","*","*","*","*","*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",2.2,3.7,2.8,1.9,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Special Education","*","*","*","*","*","*",19.4,"*"
"Farmington School District","Farmington High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Farmington School District","Farmington High School","Special Education","*","*","*","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education","*","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education","*","*","*","*","*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education","*",3.1,"*","*","*","*","*","*"
"Greenwich School District","Greenwich High School","Special Education","*",7.7,"*","*","*","*","*","*"
"Griswold School District","Griswold High School","Non-Special Education",10.8,"*","*",7.8,"*","*","*","*"
"Griswold School District","Griswold High School","Special Education",50.0,"*","*",28.0,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Non-Special Education",14.7,"*",11.8,"*","*","*","*","*"
"Groton School District","Robert E. Fitch High School","Special Education",35.7,"*",22.5,"*","*","*","*","*"
"Guilford School District","Guilford High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Guilford School District","Guilford High School","Special Education","*","*","*","*","*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",10.7,8.1,"*","*","*","*","*","*"
"Hamden School District","Hamden High School","Special Education",14.3,14.3,"*","*","*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",17.9,19.7,15.9,18.7,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Special Education",20.9,34.1,44.0,"*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education","*","*","*","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","N/A","N/A","*","*","N/A","N/A","*"
"Hartford School District","Classical Magnet School","Non-Special Education","*","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",19.7,27.8,23.6,26.0,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Special Education",35.3,44.4,35.0,"*","*","*","*",27.3
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Hartford School District","Great Path Academy High School at MCC","Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",16.8,14.6,21.6,23.5,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",33.3,36.4,46.4,53.3,"*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",22.5,20.4,27.4,21.4,"*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education","*",45.5,28.0,38.9,"*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",32.1,34.9,16.0,17.0,"*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Special Education","*",21.4,"*","*","*",21.4,"*","*"
"Hartford School District","High School Inc.","Non-Special Education","N/A","N/A",21.7,27.6,"N/A","N/A","*","*"
"Hartford School District","High School Inc.","Special Education","N/A","N/A",27.3,"*","N/A","N/A","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education","N/A","N/A",24.5,19.6,"N/A","N/A","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",48.9,43.3,31.3,50.0,"*","*","*","*"
"Hartford School District","OPPortunity High School","Special Education",66.7,50.0,"*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",15.7,"*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Special Education","*","*","*","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",5.9,"*","*","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education","*",8.6,"*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education","*","*","*","*","*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",21.0,"*",14.3,"*","*","*","*","*"
"Killingly School District","Killingly High School","Special Education",42.3,"*",36.0,"*","*","*","*","*"
"Learn","Connecticut River Academy","Non-Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Learn","Connecticut River Academy","Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Learn","Three Rivers Middle College Magnet School","Special Education","N/A","N/A","*","*","N/A","N/A","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education","*","*","*","*","*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education","*","*","*","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-Special Education","N/A","*","*","N/A","N/A","*","*","N/A"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","N/A","*","N/A","*","N/A","*","N/A"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education","*","*","*","*","*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",19.5,17.2,13.6,8.7,"*","*","*","*"
"Manchester School District","Manchester High School","Special Education",25.9,23.4,21.6,13.0,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School","Non-Special Education",18.6,20.4,15.9,15.2,"*","*",2.5,"*"
"Meriden School District","Francis T. Maloney High School","Special Education",22.7,42.0,33.3,29.3,20.5,14.0,"*","*"
"Meriden School District","Orville H. Platt High School","Non-Special Education",25.9,22.2,23.9,11.1,"*","*","*","*"
"Meriden School District","Orville H. Platt High School","Special Education",33.3,31.4,35.7,50.0,"*","*","*","*"
"Middletown School District","Middletown High School","Non-Special Education",11.3,12.3,12.4,"*","*","*","*","*"
"Middletown School District","Middletown High School","Special Education",35.4,28.9,16.3,"*","*","*","*","*"
"Milford School District","Jonathan Law High School","Non-Special Education",6.9,8.9,5.7,4.4,"*","*",3.8,"*"
"Milford School District","Jonathan Law High School","Special Education","*",19.6,"*","*",17.1,"*",25.0,"*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",3.5,"*",3.3,"*","*","*","*","*"
"Milford School District","Joseph A. Foran High School","Special Education","*","*","*","*","*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Monroe School District","Masuk High School","Special Education","*","*","*","*","*","*","*","*"
"Montville School District","Montville High School","Non-Special Education","*",8.1,"*","*","*","*","*","*"
"Montville School District","Montville High School","Special Education","*",32.0,"*","*","*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",12.7,11.6,11.8,13.4,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Special Education",19.1,18.4,25.0,13.0,"*","*","*","*"
"New Britain School District","New Britain High School","Non-Special Education",37.3,28.2,27.6,22.8,1.0,"*","*","*"
"New Britain School District","New Britain High School","Special Education",40.4,40.2,36.3,22.2,12.1,"*","*","*"
"New Canaan School District","New Canaan High School","Non-Special Education","*","*","*","*","*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education","*","*","*","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education","*","*","*","*","*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",15.8,7.1,6.7,4.0,"*","*","*","*"
"New Haven School District","Cooperative High School","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",34.3,37.1,35.2,34.8,"*","*","*","*"
"New Haven School District","High School In The Community","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",11.1,8.0,6.1,8.8,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education","*",15.4,19.4,"*","*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",39.6,38.0,33.9,21.6,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Special Education",45.2,38.7,29.0,20.0,"*","*","*",17.1
"New Haven School District","Metropolitan Business Academy","Non-Special Education","*","*",17.8,8.1,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",21.4,22.5,27.8,"*","*","*","*","*"
"New Haven School District","New Haven Academy","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","Sound School","Non-Special Education","*",8.2,"*","*","*","*","*","*"
"New Haven School District","Sound School","Special Education","*","*","*","*","*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",34.3,25.5,25.7,27.3,1.6,"*","*","*"
"New Haven School District","Wilbur Cross High School","Special Education",42.6,34.6,30.8,37.9,19.1,15.4,15.4,20.7
"New London School District","New London High School","Non-Special Education",23.1,26.1,26.0,"*","*","*","*","*"
"New London School District","New London High School","Special Education",40.9,27.9,42.4,"*","*","*","*","*"
"New Milford School District","New Milford High School","Non-Special Education",7.0,4.8,6.5,4.6,"*","*","*","*"
"New Milford School District","New Milford High School","Special Education",33.3,16.3,25.6,23.3,"*","*","*","*"
"Newington School District","Newington High School","Non-Special Education",6.7,"*",5.0,"*","*","*","*","*"
"Newington School District","Newington High School","Special Education",16.2,"*",22.2,"*","*","*","*","*"
"Newtown School District","Newtown High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Newtown School District","Newtown High School","Special Education","*","*","*","*","*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education","*","*","*","*","*","*","*","*"
"North Branford School District","North Branford High School","Special Education","*","*","*","*","*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education","*","*","*",5.2,"*","*","*","*"
"North Haven School District","North Haven High School","Special Education","*","*","*",28.0,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-Special Education","*","*","*","*","*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education","*","*","*","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",7.2,8.4,10.6,6.8,"*","*","*",4.5
"Norwalk School District","Brien McMahon High School","Special Education","*",15.2,"*","*","*","*","*",14.0
"Norwalk School District","Norwalk High School","Non-Special Education",10.9,11.7,8.8,5.7,"*","*","*","*"
"Norwalk School District","Norwalk High School","Special Education","*","*","*","*","*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",48.9,47.8,56.7,38.9,"*","*","*",41.7
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",46.7,"*",66.7,"*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",13.9,11.7,9.1,9.4,"*","*",2.2,"*"
"Norwich Free Academy District","Norwich Free Academy","Special Education",24.4,12.2,20.6,19.4,"*","*",9.5,"*"
"Norwich School District","Thames River Academy","Non-Special Education","*",81.5,"N/A","N/A","*","*","N/A","N/A"
"Norwich School District","Thames River Academy","Special Education","*",85.7,"N/A","N/A","*","*","N/A","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education","*","*","*","*","*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Oxford School District","Oxford High School","Special Education","*","*","*","*","*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education","*",5.7,"*","*","*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education","*",22.5,"*","*","*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Plainville School District","Plainville High School","Special Education","*","*","*","*","*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Plymouth School District","Terryville High School","Special Education","*","*","*","*","*","*","*","*"
"Portland School District","Portland High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Portland School District","Portland High School","Special Education","*","*","*","*","*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Putnam School District","Putnam High School","Special Education","*","*","*","*","*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education","*","*","*","*","*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education","*","*","*","*","*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education","*","*","*","*","*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education","*","*","*","*","*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education","*","*","*","*","*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education","*","*","*","*","*","*","*","*"
"Regional School District 08","RHAM High School","Special Education","*","*","*","*","*","*","*","*"
"Regional School District 08","Region Alternative High School","Non-Special Education","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Regional School District 08","Region Alternative High School","Special Education","N/A","N/A","*","N/A","N/A","N/A","*","N/A"
"Regional School District 09","Joel Barlow High School","Non-Special Education","*","*","*","*","*","*","*","*"
