"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, High Needs Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Bristol School District","Bristol Eastern High School","Non-High Needs",257,230,89.5,"*","*",24,9.3
"Brookfield School District","Brookfield High School","High Needs",18,17,94.4,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-High Needs",245,237,96.7,"*","*","*","*"
"Canton School District","Canton High School","High Needs",18,17,94.4,"*","*","*","*"
"Canton School District","Canton High School","Non-High Needs",100,96,96.0,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",68,61,89.7,"*","*",7,10.3
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs",49,44,89.8,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",22,16,72.7,"*","*",6,27.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",39,35,89.7,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","High Needs",23,21,91.3,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-High Needs",79,73,92.4,"*","*",6,7.6
"Cheshire School District","Cheshire High School","High Needs",48,43,89.6,"*","*","*","*"
"Cheshire School District","Cheshire High School","Non-High Needs",316,312,98.7,"*","*","*","*"
"Clinton School District","The Morgan School","High Needs",35,33,94.3,"*","*","*","*"
"Clinton School District","The Morgan School","Non-High Needs",109,104,95.4,"*","*","*","*"
"Colchester School District","Bacon Academy","High Needs",42,37,88.1,"*","*","*","*"
"Colchester School District","Bacon Academy","Non-High Needs",208,200,96.2,"*","*","*","*"
"Common Ground High School District","Common Ground High School","High Needs",27,22,81.5,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Non-High Needs",11,11,100.0,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","High Needs",41,36,87.8,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-High Needs",110,104,94.5,"*","*",6,5.5
"Connecticut Technical High School System","Bullard-Havens Technical High School","High Needs",64,60,93.8,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-High Needs",127,122,96.1,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","High Needs",28,26,92.9,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-High Needs",73,71,97.3,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","High Needs",39,28,71.8,"*","*",11,28.2
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-High Needs",84,72,85.7,"*","*",12,14.3
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","High Needs",36,34,94.4,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-High Needs",89,86,96.6,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","High Needs",13,11,84.6,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-High Needs",106,102,96.2,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","High Needs",35,32,91.4,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-High Needs",147,145,98.6,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","High Needs",18,16,88.9,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-High Needs",111,99,89.2,"*","*",12,10.8
"Connecticut Technical High School System","Henry Abbott Technical High School","High Needs",49,46,93.9,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-High Needs",108,101,93.5,"*","*",7,6.5
"Connecticut Technical High School System","Howell Cheney Technical High School","High Needs",13,12,92.3,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-High Needs",122,121,99.2,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","High Needs",18,18,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-High Needs",93,91,97.8,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","High Needs",22,20,90.9,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-High Needs",170,159,93.5,"*","*",11,6.5
"Connecticut Technical High School System","Platt Technical High School","High Needs",34,33,97.1,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-High Needs",165,160,97.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","High Needs",26,23,88.5,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-High Needs",108,102,94.4,"*","*",6,5.6
"Connecticut Technical High School System","W. F. Kaynor Technical High School","High Needs",26,24,92.3,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-High Needs",126,123,97.6,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","High Needs",17,16,94.1,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-High Needs",109,105,96.3,"*","*","*","*"
"Coventry School District","Coventry High School","High Needs",27,20,74.1,"*","*","*","*"
"Coventry School District","Coventry High School","Non-High Needs",125,119,95.2,"*","*","*","*"
"Cromwell School District","Cromwell High School","High Needs",31,25,80.6,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-High Needs",135,134,99.3,"*","*","*","*"
"Danbury School District","Danbury High School","High Needs",302,219,72.5,"*","*",72,23.8
"Danbury School District","Danbury High School","Non-High Needs",414,377,91.1,"*","*",33,8.0
"Darien School District","Darien High School","High Needs",40,38,95.0,"*","*","*","*"
"Darien School District","Darien High School","Non-High Needs",286,279,97.6,"*","*","*","*"
"Derby School District","Derby High School","High Needs",52,38,73.1,"*","*",14,26.9
"Derby School District","Derby High School","Non-High Needs",69,59,85.5,"*","*",8,11.6
"East Granby School District","East Granby High School","High Needs",7,6,85.7,"*","*","*","*"
"East Granby School District","East Granby High School","Non-High Needs",69,68,98.6,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","High Needs",10,9,90.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",83,77,92.8,"*","*","*","*"
"East Hampton School District","East Hampton High School","High Needs",17,15,88.2,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-High Needs",119,112,94.1,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","High Needs",9,9,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-High Needs",24,24,100.0,"*","*","*","*"
"East Hartford School District","East Hartford High School","High Needs",294,250,85.0,"*","*",40,13.6
"East Hartford School District","East Hartford High School","Non-High Needs",210,184,87.6,"*","*",26,12.4
"East Haven School District","East Haven High School","High Needs",89,68,76.4,"*","*",18,20.2
"East Haven School District","East Haven High School","Non-High Needs",203,188,92.6,"*","*",15,7.4
"East Lyme School District","East Lyme High School","High Needs",44,43,97.7,"*","*","*","*"
"East Lyme School District","East Lyme High School","Non-High Needs",280,273,97.5,"*","*","*","*"
"East Windsor School District","East Windsor High School","High Needs",35,30,85.7,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-High Needs",55,50,90.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs",15,14,93.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",28,20,71.4,"*","*",8,28.6
"Ellington School District","Ellington High School","High Needs",25,23,92.0,"*","*","*","*"
"Ellington School District","Ellington High School","Non-High Needs",157,150,95.5,"*","*","*","*"
"Enfield School District","Enfield High School","High Needs",69,47,68.1,"*","*",20,29.0
"Enfield School District","Enfield High School","Non-High Needs",168,155,92.3,"*","*",13,7.7
"Enfield School District","Enrico Fermi High School","High Needs",53,44,83.0,"*","*",8,15.1
"Enfield School District","Enrico Fermi High School","Non-High Needs",222,199,89.6,"*","*",21,9.5
"Explorations District","Explorations","High Needs",14,9,64.3,"*","*","*","*"
"Explorations District","Explorations","Non-High Needs",16,12,75.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","High Needs",47,44,93.6,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",303,295,97.4,"*","*",8,2.6
"Fairfield School District","Fairfield Warde High School","High Needs",50,42,84.0,"*","*",6,12.0
"Fairfield School District","Fairfield Warde High School","Non-High Needs",251,248,98.8,"*","*","*","*"
"Farmington School District","Farmington High School","High Needs",49,42,85.7,"*","*",6,12.2
"Farmington School District","Farmington High School","Non-High Needs",284,278,97.9,"*","*",6,2.1
"Glastonbury School District","Glastonbury High School","High Needs",84,78,92.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-High Needs",458,455,99.3,"*","*","*","*"
"Granby School District","Granby Memorial High School","High Needs",18,17,94.4,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-High Needs",175,172,98.3,"*","*","*","*"
"Greenwich School District","Greenwich High School","High Needs",135,120,88.9,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-High Needs",497,495,99.6,"*","*","*","*"
"Griswold School District","Griswold High School","High Needs",50,29,58.0,"*","*",19,38.0
"Griswold School District","Griswold High School","Non-High Needs",148,137,92.6,"*","*",11,7.4
"Groton School District","Robert E. Fitch High School","High Needs",113,76,67.3,"*","*",35,31.0
"Groton School District","Robert E. Fitch High School","Non-High Needs",214,195,91.1,"*","*",19,8.9
"Guilford School District","Guilford High School","High Needs",37,35,94.6,"*","*","*","*"
"Guilford School District","Guilford High School","Non-High Needs",229,222,96.9,"*","*","*","*"
"Hamden School District","Hamden High School","High Needs",181,142,78.5,"*","*",36,19.9
"Hamden School District","Hamden High School","Non-High Needs",389,362,93.1,"*","*",27,6.9
"Hartford School District","Bulkeley High School Upper School","High Needs",266,211,79.3,"*","*",51,19.2
"Hartford School District","Bulkeley High School Upper School","Non-High Needs",12,12,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","High Needs",16,15,93.8,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",15,13,86.7,"*","*","*","*"
"Hartford School District","Classical Magnet School","High Needs",47,44,93.6,"*","*","*","*"
"Hartford School District","Classical Magnet School","Non-High Needs",41,41,100.0,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","High Needs",92,63,68.5,"*","*",23,25.0
"Hartford School District","Culinary Arts Academy","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",131,103,78.6,"*","*",25,19.1
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",129,100,77.5,"*","*",27,20.9
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","High Needs",99,67,67.7,"*","*",28,28.3
"Hartford School District","HPHS Law and Government Academy","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","High Needs",47,20,42.6,"*","*",25,53.2
"Hartford School District","OPPortunity High School","Non-High Needs",7,"*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",90,79,87.8,"*","*",11,12.2
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs",8,"*","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","High Needs",103,96,93.2,"*","*",7,6.8
"Hartford School District","Sports and Medical Sciences Academy","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","High Needs",35,34,97.1,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-High Needs",37,36,97.3,"*","*","*","*"
"Killingly School District","Killingly High School","High Needs",69,40,58.0,"*","*",26,37.7
"Killingly School District","Killingly High School","Non-High Needs",124,103,83.1,"*","*",20,16.1
"Lebanon School District","Lyman Memorial High School","High Needs",30,25,83.3,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-High Needs",128,124,96.9,"*","*","*","*"
"Ledyard School District","Ledyard High School","High Needs",51,44,86.3,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-High Needs",176,165,93.8,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","High Needs","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","High Needs",10,8,80.0,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-High Needs",82,80,97.6,"*","*","*","*"
"Madison School District","Daniel Hand High School","High Needs",35,30,85.7,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-High Needs",280,277,98.9,"*","*","*","*"
"Manchester School District","Manchester High School","High Needs",215,134,62.3,"*","*",72,33.5
"Manchester School District","Manchester High School","Non-High Needs",278,248,89.2,"*","*",28,10.1
"Meriden School District","Francis T. Maloney High School","High Needs",173,117,67.6,10,5.8,46,26.6
"Meriden School District","Francis T. Maloney High School","Non-High Needs",140,126,90.0,"*","*",14,10.0
"Meriden School District","Orville H. Platt High School","High Needs",192,124,64.6,"*","*",68,35.4
"Meriden School District","Orville H. Platt High School","Non-High Needs",106,94,88.7,"*","*",12,11.3
"Middletown School District","Middletown High School","High Needs",132,86,65.2,11,8.3,35,26.5
"Middletown School District","Middletown High School","Non-High Needs",209,188,90.0,6,2.9,15,7.2
"Milford School District","Jonathan Law High School","High Needs",64,47,73.4,7,10.9,10,15.6
"Milford School District","Jonathan Law High School","Non-High Needs",160,149,93.1,"*","*",7,4.4
"Milford School District","Joseph A. Foran High School","High Needs",63,55,87.3,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Non-High Needs",202,196,97.0,"*","*","*","*"
"Monroe School District","Masuk High School","High Needs",35,29,82.9,"*","*","*","*"
"Monroe School District","Masuk High School","Non-High Needs",330,329,99.7,"*","*","*","*"
"Montville School District","Montville High School","High Needs",47,40,85.1,"*","*","*","*"
"Montville School District","Montville High School","Non-High Needs",147,131,89.1,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","High Needs",149,111,74.5,"*","*",34,22.8
"Naugatuck School District","Naugatuck High School","Non-High Needs",220,202,91.8,"*","*",16,7.3
"New Britain School District","New Britain High School","High Needs",523,287,54.9,"*","*",219,41.9
"New Britain School District","New Britain High School","Non-High Needs",200,145,72.5,"*","*",54,27.0
"New Canaan School District","New Canaan High School","High Needs",32,30,93.8,"*","*","*","*"
"New Canaan School District","New Canaan High School","Non-High Needs",278,275,98.9,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","High Needs",32,26,81.3,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-High Needs",207,199,96.1,"*","*","*","*"
"New Haven School District","Cooperative High School","High Needs",67,53,79.1,"*","*",14,20.9
"New Haven School District","Cooperative High School","Non-High Needs",42,39,92.9,"*","*","*","*"
"New Haven School District","High School In The Community","High Needs",48,33,68.8,"*","*",13,27.1
"New Haven School District","High School In The Community","Non-High Needs",29,17,58.6,"*","*",12,41.4
"New Haven School District","Hill Regional Career High School","High Needs",110,93,84.5,"*","*",17,15.5
"New Haven School District","Hill Regional Career High School","Non-High Needs",60,57,95.0,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",31,25,80.6,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs",9,9,100.0,"*","*","*","*"
"New Haven School District","James Hillhouse High School","High Needs",242,139,57.4,"*","*",98,40.5
"New Haven School District","James Hillhouse High School","Non-High Needs",67,41,61.2,"*","*",26,38.8
"New Haven School District","Metropolitan Business Academy","High Needs",26,23,88.5,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Non-High Needs",7,6,85.7,"*","*","*","*"
"New Haven School District","New Haven Academy","High Needs",45,31,68.9,"*","*",11,24.4
"New Haven School District","New Haven Academy","Non-High Needs",17,15,88.2,"*","*","*","*"
"New Haven School District","Sound School","High Needs",27,25,92.6,"*","*","*","*"
"New Haven School District","Sound School","Non-High Needs",34,32,94.1,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","High Needs",388,230,59.3,15,3.9,143,36.9
"New Haven School District","Wilbur Cross High School","Non-High Needs",87,62,71.3,"*","*",24,27.6
"New London School District","New London High School","High Needs",187,121,64.7,"*","*",54,28.9
"New London School District","New London High School","Non-High Needs",73,59,80.8,"*","*",14,19.2
"New Milford School District","New Milford High School","High Needs",79,56,70.9,"*","*",19,24.1
"New Milford School District","New Milford High School","Non-High Needs",314,293,93.3,"*","*",21,6.7
"Newington School District","Newington High School","High Needs",94,72,76.6,"*","*",14,14.9
"Newington School District","Newington High School","Non-High Needs",315,295,93.7,"*","*",17,5.4
"Newtown School District","Newtown High School","High Needs",54,50,92.6,"*","*","*","*"
"Newtown School District","Newtown High School","Non-High Needs",388,376,96.9,"*","*","*","*"
"North Branford School District","North Branford High School","High Needs",42,34,81.0,"*","*","*","*"
"North Branford School District","North Branford High School","Non-High Needs",154,151,98.1,"*","*","*","*"
"North Haven School District","North Haven High School","High Needs",59,50,84.7,"*","*",7,11.9
"North Haven School District","North Haven High School","Non-High Needs",245,219,89.4,"*","*",25,10.2
"North Stonington School District","Wheeler High School","High Needs",18,15,83.3,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-High Needs",49,46,93.9,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","High Needs",193,165,85.5,"*","*",24,12.4
"Norwalk School District","Brien McMahon High School","Non-High Needs",252,241,95.6,"*","*",10,4.0
"Norwalk School District","Norwalk High School","High Needs",134,114,85.1,"*","*",18,13.4
"Norwalk School District","Norwalk High School","Non-High Needs",246,225,91.5,"*","*",21,8.5
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs",39,19,48.7,"*","*",19,48.7
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs",23,11,47.8,"*","*",11,47.8
"Norwich Free Academy District","Norwich Free Academy","High Needs",213,164,77.0,"*","*",45,21.1
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",399,350,87.7,"*","*",48,12.0
"Norwich School District","Thames River Academy","High Needs",17,"*","*","*","*",13,76.5
"Norwich School District","Thames River Academy","Non-High Needs",9,"*","*","*","*",7,77.8
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",15,11,73.3,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",106,104,98.1,"*","*","*","*"
"Oxford School District","Oxford High School","High Needs",15,13,86.7,"*","*","*","*"
"Oxford School District","Oxford High School","Non-High Needs",139,136,97.8,"*","*","*","*"
"Plainfield School District","Plainfield High School","High Needs",68,56,82.4,"*","*",8,11.8
"Plainfield School District","Plainfield High School","Non-High Needs",158,148,93.7,"*","*",9,5.7
"Plainville School District","Plainville High School","High Needs",51,42,82.4,"*","*",9,17.6
"Plainville School District","Plainville High School","Non-High Needs",179,167,93.3,"*","*",12,6.7
"Plymouth School District","Terryville High School","High Needs",23,21,91.3,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-High Needs",113,110,97.3,"*","*","*","*"
"Portland School District","Portland High School","High Needs",19,13,68.4,"*","*","*","*"
"Portland School District","Portland High School","Non-High Needs",78,69,88.5,"*","*","*","*"
"Putnam School District","Putnam High School","High Needs",35,29,82.9,"*","*","*","*"
"Putnam School District","Putnam High School","Non-High Needs",37,34,91.9,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","High Needs",30,23,76.7,"*","*",6,20.0
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",107,95,88.8,"*","*",12,11.2
"Regional School District 04","Valley Regional High School","High Needs",32,22,68.8,"*","*",9,28.1
"Regional School District 04","Valley Regional High School","Non-High Needs",137,130,94.9,"*","*",7,5.1
"Regional School District 05","Amity Regional High School","High Needs",52,45,86.5,"*","*",6,11.5
"Regional School District 05","Amity Regional High School","Non-High Needs",352,336,95.5,"*","*",16,4.5
"Regional School District 06","Wamogo Regional High School","High Needs",25,22,88.0,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-High Needs",78,70,89.7,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","High Needs",25,25,100.0,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-High Needs",161,158,98.1,"*","*","*","*"
"Regional School District 08","RHAM High School","High Needs",37,26,70.3,"*","*",8,21.6
"Regional School District 08","RHAM High School","Non-High Needs",230,209,90.9,"*","*",19,8.3
"Regional School District 09","Joel Barlow High School","High Needs",37,32,86.5,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-High Needs",182,181,99.5,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","High Needs",21,17,81.0,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-High Needs",153,153,100.0,"*","*","*","*"
"Regional School District 11","Parish Hill High School","High Needs",8,"*","*","*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-High Needs",28,"*","*","*","*","*","*"
"Regional School District 12","Shepaug Valley High School","High Needs",14,13,92.9,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-High Needs",79,68,86.1,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","High Needs",19,15,78.9,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-High Needs",120,116,96.7,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","High Needs",33,28,84.8,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-High Needs",184,182,98.9,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","High Needs",52,44,84.6,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-High Needs",335,321,95.8,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","High Needs",34,25,73.5,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-High Needs",163,151,92.6,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","High Needs",25,22,88.0,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-High Needs",154,147,95.5,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","High Needs",16,15,93.8,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-High Needs",117,116,99.1,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","High Needs",51,36,70.6,"*","*",7,13.7
"Regional School District 19","E. O. Smith High School","Non-High Needs",231,209,90.5,"*","*",20,8.7
"Ridgefield School District","Ridgefield High School","High Needs",54,49,90.7,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-High Needs",375,368,98.1,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","High Needs",17,16,94.1,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-High Needs",159,147,92.5,"*","*","*","*"
"Seymour School District","Seymour High School","High Needs",45,30,66.7,"*","*",15,33.3
"Seymour School District","Seymour High School","Non-High Needs",142,132,93.0,"*","*",10,7.0
"Shelton School District","Shelton High School","High Needs",82,67,81.7,"*","*",9,11.0
"Shelton School District","Shelton High School","Non-High Needs",312,297,95.2,"*","*",14,4.5
"Simsbury School District","Simsbury High School","High Needs",49,44,89.8,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-High Needs",307,299,97.4,"*","*","*","*"
"Somers School District","Somers High School","High Needs",16,15,93.8,"*","*","*","*"
"Somers School District","Somers High School","Non-High Needs",127,123,96.9,"*","*","*","*"
"South Windsor School District","South Windsor High School","High Needs",63,53,84.1,"*","*",8,12.7
"South Windsor School District","South Windsor High School","Non-High Needs",352,335,95.2,"*","*",17,4.8
"Southington School District","Southington High School","High Needs",88,76,86.4,"*","*",8,9.1
"Southington School District","Southington High School","Non-High Needs",449,433,96.4,"*","*",16,3.6
"Stafford School District","Stafford High School","High Needs",32,25,78.1,"*","*",7,21.9
"Stafford School District","Stafford High School","Non-High Needs",103,91,88.3,"*","*",12,11.7
"Stamford Academy District","Stamford Academy","High Needs",43,24,55.8,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-High Needs",9,6,66.7,"*","*","*","*"
"Stamford School District","Stamford High School","High Needs",214,178,83.2,6,2.8,30,14.0
"Stamford School District","Stamford High School","Non-High Needs",229,212,92.6,"*","*",17,7.4
"Stamford School District","The Academy of Information Technology","High Needs",44,41,93.2,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-High Needs",97,93,95.9,"*","*","*","*"
"Stamford School District","Westhill High School","High Needs",304,254,83.6,8,2.6,42,13.8
"Stamford School District","Westhill High School","Non-High Needs",291,272,93.5,"*","*",19,6.5
"Stonington School District","Stonington High School","High Needs",39,32,82.1,"*","*","*","*"
"Stonington School District","Stonington High School","Non-High Needs",169,167,98.8,"*","*","*","*"
"Stratford School District","Bunnell High School","High Needs",100,78,78.0,6,6.0,16,16.0
"Stratford School District","Bunnell High School","Non-High Needs",226,216,95.6,"*","*",9,4.0
"Stratford School District","Stratford High School","High Needs",117,104,88.9,"*","*",10,8.5
"Stratford School District","Stratford High School","Non-High Needs",125,115,92.0,"*","*",10,8.0
"Suffield School District","Suffield High School","High Needs",22,21,95.5,"*","*","*","*"
