"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, All Students"

"",,,"Graduates",,"Non-Graduates",,,
"The Bridge Academy District","The Bridge Academy",28,27,96.4,"*","*","*","*"
"The Gilbert School District","The Gilbert School",70,60,85.7,"*","*","*","*"
"Thomaston School District","Thomaston High School",102,96,94.1,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",94,84,89.4,"*","*","*","*"
"Tolland School District","Tolland High School",221,208,94.1,"*","*","*","*"
"Torrington School District","Torrington High School",280,228,81.4,"*","*","*","*"
"Trumbull School District","Trumbull High School",501,496,99.0,"*","*","*","*"
"Vernon School District","Rockville High School",287,243,84.7,"*","*","*","*"
"Wallingford School District","Lyman Hall High School",298,268,89.9,"*","*",26,8.7
"Wallingford School District","Mark T. Sheehan High School",254,228,89.8,"*","*",21,8.3
"Waterbury School District","Crosby High School",415,272,65.5,"*","*",140,33.7
"Waterbury School District","John F. Kennedy High School",361,267,74.0,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)",114,112,98.2,"*","*","*","*"
"Waterbury School District","Wilby High School",344,223,64.8,"*","*",116,33.7
"Waterford School District","Waterford High School",269,250,92.9,"*","*","*","*"
"Watertown School District","Watertown High School",245,221,90.2,"*","*","*","*"
"West Hartford School District","Conard High School",409,373,91.2,"*","*",32,7.8
"West Hartford School District","Hall High School",402,390,97.0,"*","*",8,2.0
"West Haven School District","West Haven High School",452,327,72.3,"*","*","*","*"
"Westbrook School District","Westbrook High School",75,71,94.7,"*","*","*","*"
"Weston School District","Weston High School",192,192,100.0,"*","*","*","*"
"Westport School District","Staples High School",463,458,98.9,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",302,282,93.4,"*","*","*","*"
"Wilton School District","Wilton High School",303,302,99.7,"*","*","*","*"
"Windham School District","Windham High School",250,173,69.2,8,3.2,69,27.6
"Windsor Locks School District","Windsor Locks High School",131,117,89.3,6,4.6,8,6.1
"Windsor School District","Windsor High School",347,306,88.2,"*","*","*","*"
"Wolcott School District","Wolcott High School",225,213,94.7,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy",299,284,95.0,"*","*","*","*"

