"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",,"Non-Graduates",,,
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Not Eligible For Lunch",18,18,100.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",46,39,84.8,"*","*",7,15.2
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",37,33,89.2,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Eligible For Free Lunch",26,24,92.3,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Not Eligible For Lunch",14,13,92.9,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",25,24,96.0,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Reduced Lunch",21,20,95.2,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Not Eligible For Lunch",51,48,94.1,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Eligible For Free Lunch",24,20,83.3,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Eligible For Reduced Lunch",15,14,93.3,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Free Lunch",24,22,91.7,"*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Cheshire School District","Cheshire High School","Not Eligible For Lunch",328,327,99.7,"*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Free Lunch",14,"*","*","*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Clinton School District","The Morgan School","Not Eligible For Lunch",108,104,96.3,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Free Lunch",27,26,96.3,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Colchester School District","Bacon Academy","Not Eligible For Lunch",213,208,97.7,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Free Lunch",18,15,83.3,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Free Lunch",132,126,95.5,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Reduced Lunch",27,25,92.6,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Not Eligible For Lunch",24,24,100.0,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Free Lunch",114,104,91.2,"*","*",9,7.9
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Reduced Lunch",36,33,91.7,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Not Eligible For Lunch",35,33,94.3,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Free Lunch",98,94,95.9,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Reduced Lunch",19,19,100.0,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Not Eligible For Lunch",26,25,96.2,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Free Lunch",83,76,91.6,"*","*",7,8.4
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Reduced Lunch",16,16,100.0,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Not Eligible For Lunch",11,10,90.9,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Free Lunch",57,52,91.2,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Reduced Lunch",20,20,100.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Not Eligible For Lunch",50,48,96.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Free Lunch",34,34,100.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Reduced Lunch",20,19,95.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Not Eligible For Lunch",72,70,97.2,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Free Lunch",62,60,96.8,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Reduced Lunch",21,21,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Not Eligible For Lunch",94,92,97.9,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Free Lunch",40,40,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Not Eligible For Lunch",63,59,93.7,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Free Lunch",61,58,95.1,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Reduced Lunch",18,17,94.4,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Not Eligible For Lunch",64,63,98.4,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Free Lunch",62,62,100.0,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Reduced Lunch",21,21,100.0,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Not Eligible For Lunch",71,70,98.6,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Free Lunch",58,55,94.8,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Not Eligible For Lunch",86,86,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Free Lunch",43,41,95.3,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Not Eligible For Lunch",94,92,97.9,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Free Lunch",59,58,98.3,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Reduced Lunch",40,39,97.5,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",108,106,98.1,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch",46,42,91.3,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",84,81,96.4,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",80,80,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch",24,24,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",78,76,97.4,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",36,36,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",80,78,97.5,"*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Not Eligible For Lunch",114,114,100.0,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",17,14,82.4,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",103,99,96.1,"*","*","*","*"
"Danbury School District","Danbury High School","Eligible For Free Lunch",246,194,78.9,"*","*",45,18.3
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",99,88,88.9,"*","*",7,7.1
"Danbury School District","Danbury High School","Not Eligible For Lunch",357,328,91.9,8,2.2,21,5.9
"Darien School District","Darien High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Not Eligible For Lunch",323,318,98.5,"*","*","*","*"
"Derby School District","Derby High School","Eligible For Free Lunch",45,37,82.2,"*","*",6,13.3
"Derby School District","Derby High School","Eligible For Reduced Lunch",15,14,93.3,"*","*","*","*"
"Derby School District","Derby High School","Not Eligible For Lunch",42,37,88.1,"*","*","*","*"
"East Granby School District","East Granby High School","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"East Granby School District","East Granby High School","Not Eligible For Lunch",58,"*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch",11,9,81.8,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",80,78,97.5,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",106,106,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch",11,11,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",32,31,96.9,"*","*","*","*"
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",208,178,85.6,12,5.8,18,8.7
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",56,50,89.3,"*","*","*","*"
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",87,77,88.5,"*","*",6,6.9
"East Hartford School District","Stevens Alternate High school","Eligible For Free Lunch",66,42,63.6,"*","*",23,34.8
"East Hartford School District","Stevens Alternate High school","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hartford School District","Stevens Alternate High school","Not Eligible For Lunch",10,7,70.0,"*","*","*","*"
"East Haven School District","East Haven High School","Eligible For Free Lunch",89,65,73.0,"*","*",22,24.7
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",42,34,81.0,"*","*",7,16.7
"East Haven School District","East Haven High School","Not Eligible For Lunch",120,112,93.3,"*","*",6,5.0
"East Lyme School District","East Lyme High School","Eligible For Free Lunch",15,14,93.3,"*","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",233,229,98.3,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Free Lunch",33,32,97.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",62,58,93.5,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch",14,13,92.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",18,17,94.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",18,12,66.7,"*","*",6,33.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",11,8,72.7,"*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",172,165,95.9,"*","*",6,3.5
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Free Lunch",13,11,84.6,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Eligible For Free Lunch",55,38,69.1,"*","*",17,30.9
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",20,16,80.0,"*","*","*","*"
"Enfield School District","Enfield High School","Not Eligible For Lunch",115,107,93.0,"*","*",8,7.0
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",45,36,80.0,"*","*",7,15.6
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",18,17,94.4,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",169,162,95.9,"*","*",7,4.1
"Explorations District","Explorations","Eligible For Free Lunch",14,11,78.6,"*","*","*","*"
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",25,20,80.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",328,320,97.6,"*","*",7,2.1
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",54,50,92.6,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch",13,12,92.3,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",285,279,97.9,"*","*","*","*"
"Farmington School District","Farmington High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Farmington School District","Farmington High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Farmington School District","Farmington High School","Not Eligible For Lunch",305,302,99.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",40,40,100.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",19,18,94.7,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",506,503,99.4,"*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Free Lunch",11,"*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",182,179,98.4,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",88,83,94.3,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",26,26,100.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",542,536,98.9,"*","*","*","*"
"Griswold School District","Griswold High School","Eligible For Free Lunch",54,44,81.5,"*","*",9,16.7
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",18,15,83.3,"*","*","*","*"
"Griswold School District","Griswold High School","Not Eligible For Lunch",94,88,93.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",102,81,79.4,"*","*",19,18.6
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",45,37,82.2,"*","*",8,17.8
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",166,152,91.6,"*","*",12,7.2
"Guilford School District","Guilford High School","Eligible For Free Lunch",25,21,84.0,"*","*","*","*"
"Guilford School District","Guilford High School","Eligible For Reduced Lunch",16,14,87.5,"*","*","*","*"
"Guilford School District","Guilford High School","Not Eligible For Lunch",238,232,97.5,"*","*","*","*"
"Hamden School District","Hamden High School","Eligible For Free Lunch",118,101,85.6,"*","*",14,11.9
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",59,57,96.6,"*","*","*","*"
"Hamden School District","Hamden High School","Not Eligible For Lunch",259,256,98.8,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",194,157,80.9,"*","*",34,17.5
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",32,32,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",9,7,77.8,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",32,31,96.9,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",15,15,100.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",37,37,100.0,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",93,64,68.8,7,7.5,22,23.7
"Hartford School District","Culinary Arts Academy","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Eligible For Free Lunch",30,29,96.7,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Not Eligible For Lunch",12,12,100.0,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",82,56,68.3,"*","*",24,29.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",129,95,73.6,"*","*",31,24.0
"Hartford School District","HPHS Academy of Nursing and Health Science","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",116,92,79.3,"*","*",21,18.1
"Hartford School District","HPHS Law and Government Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","High School Inc.","Eligible For Free Lunch",58,41,70.7,"*","*",15,25.9
"Hartford School District","High School Inc.","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","High School Inc.","Not Eligible For Lunch",9,"*","*","*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Free Lunch",65,51,78.5,"*","*",13,20.0
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","Eligible For Free Lunch",61,34,55.7,"*","*",26,42.6
"Hartford School District","OPPortunity High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",33,33,100.0,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Reduced Lunch",9,8,88.9,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",29,28,96.6,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",100,96,96.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Free Lunch",32,28,87.5,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Not Eligible For Lunch",35,34,97.1,"*","*","*","*"
"Killingly School District","Killingly High School","Eligible For Free Lunch",65,46,70.8,"*","*",19,29.2
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",21,19,90.5,"*","*","*","*"
"Killingly School District","Killingly High School","Not Eligible For Lunch",117,108,92.3,"*","*","*","*"
"Learn","Connecticut River Academy","Eligible For Free Lunch",38,34,89.5,"*","*","*","*"
"Learn","Connecticut River Academy","Eligible For Reduced Lunch",22,21,95.5,"*","*","*","*"
"Learn","Connecticut River Academy","Not Eligible For Lunch",36,35,97.2,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Not Eligible For Lunch",18,18,100.0,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Free Lunch",15,14,93.3,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Not Eligible For Lunch",15,15,100.0,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",84,80,95.2,"*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",40,37,92.5,"*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",15,15,100.0,"*","*","*","*"
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",177,174,98.3,"*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Not Eligible For Lunch",59,57,96.6,"*","*","*","*"
"Madison School District","Daniel Hand High School","Eligible For Free Lunch",15,15,100.0,"*","*","*","*"
