"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Race/Ethnicity"

"",,,,"Graduates",,"Non-Graduates",,,
"Branford School District","Branford High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Branford School District","Branford High School","White",236,228,96.6,"*","*","*","*"
"Bridgeport School District","Bassick High School","Black",162,113,69.8,"*","*",47,29.0
"Bridgeport School District","Bassick High School","Hispanic",153,93,60.8,"*","*",57,37.3
"Bridgeport School District","Bassick High School","Asian",7,6,85.7,"*","*","*","*"
"Bridgeport School District","Bassick High School","White",13,10,76.9,"*","*","*","*"
"Bridgeport School District","Central High School","Black",293,241,82.3,10,3.4,42,14.3
"Bridgeport School District","Central High School","Hispanic",200,146,73.0,"*","*",51,25.5
"Bridgeport School District","Central High School","Asian",25,23,92.0,"*","*","*","*"
"Bridgeport School District","Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","White",77,55,71.4,"*","*",20,26.0
"Bridgeport School District","Harding High School","Black",183,107,58.5,"*","*",71,38.8
"Bridgeport School District","Harding High School","Hispanic",230,90,39.1,"*","*",135,58.7
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","White",17,12,70.6,"*","*","*","*"
"Bristol School District","Bristol Central High School","Black",23,15,65.2,"*","*",8,34.8
"Bristol School District","Bristol Central High School","Hispanic",40,33,82.5,"*","*",7,17.5
"Bristol School District","Bristol Central High School","Asian","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","White",265,214,80.8,"*","*",47,17.7
"Bristol School District","Bristol Eastern High School","Black",23,19,82.6,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Hispanic",39,32,82.1,"*","*",6,15.4
"Bristol School District","Bristol Eastern High School","Asian",8,8,100.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","White",292,258,88.4,"*","*",31,10.6
"Brookfield School District","Brookfield High School","Black","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic",8,8,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Asian","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","White",249,240,96.4,"*","*",9,3.6
"Canton School District","Canton High School","Black","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*","*","*","*","*"
"Canton School District","Canton High School","White",109,104,95.4,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Black",56,52,92.9,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Hispanic",28,23,82.1,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","White",29,26,89.7,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Black",20,15,75.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Hispanic",17,13,76.5,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","White",24,23,95.8,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Black",51,48,94.1,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Hispanic",9,7,77.8,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","White",34,33,97.1,"*","*","*","*"
"Cheshire School District","Cheshire High School","Black",14,13,92.9,"*","*","*","*"
"Cheshire School District","Cheshire High School","Hispanic",14,14,100.0,"*","*","*","*"
"Cheshire School District","Cheshire High School","Asian",24,24,100.0,"*","*","*","*"
"Cheshire School District","Cheshire High School","White",312,304,97.4,"*","*","*","*"
"Clinton School District","The Morgan School","Black","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","Hispanic",12,12,100.0,"*","*","*","*"
"Clinton School District","The Morgan School","Asian","*","*","*","*","*","*","*"
"Clinton School District","The Morgan School","White",125,118,94.4,"*","*",6,4.8
"Colchester School District","Bacon Academy","Black",7,6,85.7,"*","*","*","*"
"Colchester School District","Bacon Academy","Hispanic",6,6,100.0,"*","*","*","*"
"Colchester School District","Bacon Academy","Asian","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","Indian or Alaska Native","*","*","*","*","*","*","*"
"Colchester School District","Bacon Academy","White",231,220,95.2,"*","*",6,2.6
"Common Ground High School District","Common Ground High School","Black",19,17,89.5,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Hispanic",12,9,75.0,"*","*","*","*"
"Common Ground High School District","Common Ground High School","White",7,7,100.0,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Black",48,48,100.0,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Hispanic",92,81,88.0,"*","*",11,12.0
"Connecticut Technical High School System","A. I. Prince Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","White",10,10,100.0,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Black",65,62,95.4,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Hispanic",110,105,95.5,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","White",14,13,92.9,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Black",8,8,100.0,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Hispanic",57,53,93.0,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","White",36,36,100.0,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Black",52,47,90.4,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Hispanic",59,44,74.6,"*","*",15,25.4
"Connecticut Technical High School System","Eli Whitney Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","White",10,7,70.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Black",20,19,95.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Hispanic",23,23,100.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","White",79,75,94.9,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Black","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Hispanic",16,16,100.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","White",99,94,94.9,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Black",10,10,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Hispanic",57,56,98.2,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","White",114,110,96.5,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Hispanic","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","White",121,108,89.3,"*","*",13,10.7
"Connecticut Technical High School System","Henry Abbott Technical High School","Black",10,9,90.0,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Hispanic",43,39,90.7,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","White",104,99,95.2,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Black",19,19,100.0,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Hispanic",13,11,84.6,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","White",99,99,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Black",7,7,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Hispanic",11,11,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","White",89,87,97.8,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Black","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Hispanic",10,10,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","White",177,164,92.7,"*","*",13,7.3
"Connecticut Technical High School System","Platt Technical High School","Black",28,28,100.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Hispanic",40,40,100.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","White",129,124,96.1,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Black",7,6,85.7,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Hispanic",9,7,77.8,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","White",118,112,94.9,"*","*",6,5.1
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Black",21,20,95.2,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Hispanic",41,41,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","White",88,84,95.5,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Black","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Hispanic",28,28,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Asian","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","White",94,89,94.7,"*","*","*","*"
"Coventry School District","Coventry High School","Black","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Hispanic","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Asian","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","White",144,132,91.7,"*","*",8,5.6
"Cromwell School District","Cromwell High School","Black",13,12,92.3,"*","*","*","*"
"Cromwell School District","Cromwell High School","Hispanic","*","*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","Asian","*","*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","White",145,139,95.9,"*","*","*","*"
"Danbury School District","Danbury High School","Black",80,67,83.8,"*","*",12,15.0
"Danbury School District","Danbury High School","Hispanic",218,169,77.5,"*","*",44,20.2
"Danbury School District","Danbury High School","Asian","*","*","*","*","*","*","*"
"Danbury School District","Danbury High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Danbury School District","Danbury High School","White",358,308,86.0,8,2.2,42,11.7
"Darien School District","Darien High School","Black","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Hispanic",13,12,92.3,"*","*","*","*"
"Darien School District","Darien High School","Asian",6,6,100.0,"*","*","*","*"
"Darien School District","Darien High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Darien School District","Darien High School","White",303,295,97.4,"*","*",7,2.3
"Derby School District","Derby High School","Black",21,"*","*","*","*",6,28.6
"Derby School District","Derby High School","Hispanic","*","*","*","*","*","*","*"
"Derby School District","Derby High School","Asian","*","*","*","*","*","*","*"
"Derby School District","Derby High School","White",79,63,79.7,"*","*",14,17.7
"East Granby School District","East Granby High School","Black","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","Hispanic","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","Asian","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","White",71,69,97.2,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Black","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Hispanic","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Asian","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","White",89,83,93.3,"*","*",6,6.7
"East Hampton School District","East Hampton High School","Hispanic","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Asian","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","White",130,121,93.1,"*","*",8,6.2
"East Hartford School District","Connecticut IB Academy","Black",10,10,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Hispanic",7,7,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Asian","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","White",14,14,100.0,"*","*","*","*"
"East Hartford School District","East Hartford High School","Black",186,159,85.5,"*","*",26,14.0
"East Hartford School District","East Hartford High School","Hispanic",158,128,81.0,"*","*",27,17.1
"East Hartford School District","East Hartford High School","Asian",25,24,96.0,"*","*","*","*"
"East Hartford School District","East Hartford High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"East Hartford School District","East Hartford High School","White",131,120,91.6,"*","*",11,8.4
"East Haven School District","East Haven High School","Black",9,6,66.7,"*","*","*","*"
"East Haven School District","East Haven High School","Hispanic",31,27,87.1,"*","*","*","*"
"East Haven School District","East Haven High School","Asian",15,14,93.3,"*","*","*","*"
"East Haven School District","East Haven High School","White",237,209,88.2,"*","*",27,11.4
"East Lyme School District","East Lyme High School","Black","*","*","*","*","*","*","*"
"East Lyme School District","East Lyme High School","Hispanic",9,9,100.0,"*","*","*","*"
"East Lyme School District","East Lyme High School","Asian",22,20,90.9,"*","*","*","*"
"East Lyme School District","East Lyme High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"East Lyme School District","East Lyme High School","White",287,281,97.9,"*","*","*","*"
"East Windsor School District","East Windsor High School","Black",15,13,86.7,"*","*","*","*"
"East Windsor School District","East Windsor High School","Hispanic","*","*","*","*","*","*","*"
"East Windsor School District","East Windsor High School","Asian","*","*","*","*","*","*","*"
"East Windsor School District","East Windsor High School","White",70,64,91.4,"*","*",6,8.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Black","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Hispanic","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Indian or Alaska Native","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","White",11,9,81.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Black","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Hispanic",6,6,100.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","White",34,25,73.5,"*","*",9,26.5
"Ellington School District","Ellington High School","Black","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Hispanic","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Asian","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","White",171,162,94.7,"*","*",9,5.3
"Enfield School District","Enfield High School","Black",15,11,73.3,"*","*","*","*"
"Enfield School District","Enfield High School","Hispanic",14,9,64.3,"*","*","*","*"
"Enfield School District","Enfield High School","Asian","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","White",202,177,87.6,"*","*",24,11.9
"Enfield School District","Enrico Fermi High School","Black",13,11,84.6,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Hispanic",9,6,66.7,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Asian",8,8,100.0,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Enfield School District","Enrico Fermi High School","White",244,217,88.9,"*","*",25,10.2
"Explorations District","Explorations","Hispanic","*","*","*","*","*","*","*"
"Explorations District","Explorations","Asian","*","*","*","*","*","*","*"
"Explorations District","Explorations","White",28,20,71.4,"*","*",8,28.6
"Fairfield School District","Fairfield Ludlowe High School","Black",13,13,100.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Hispanic",13,11,84.6,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Asian",20,20,100.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","White",304,295,97.0,"*","*",7,2.3
"Fairfield School District","Fairfield Warde High School","Black",20,19,95.0,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Hispanic",25,20,80.0,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Asian",13,13,100.0,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","White",243,238,97.9,"*","*","*","*"
"Farmington School District","Farmington High School","Black",22,"*","*","*","*","*","*"
"Farmington School District","Farmington High School","Hispanic",7,"*","*","*","*","*","*"
"Farmington School District","Farmington High School","Asian",21,21,100.0,"*","*","*","*"
"Farmington School District","Farmington High School","White",283,277,97.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Black",22,21,95.5,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Hispanic","*","*","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","Asian",48,47,97.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Glastonbury School District","Glastonbury High School","White",456,449,98.5,"*","*","*","*"
"Granby School District","Granby Memorial High School","Black","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Hispanic","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Asian","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","White",183,180,98.4,"*","*","*","*"
"Greenwich School District","Greenwich High School","Black","*","*","*","*","*","*","*"
"Greenwich School District","Greenwich High School","Hispanic",93,89,95.7,"*","*","*","*"
"Greenwich School District","Greenwich High School","Asian",44,42,95.5,"*","*","*","*"
"Greenwich School District","Greenwich High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Greenwich School District","Greenwich High School","White",473,463,97.9,"*","*","*","*"
"Griswold School District","Griswold High School","Black","*","*","*","*","*","*","*"
"Griswold School District","Griswold High School","Hispanic",6,"*","*","*","*","*","*"
"Griswold School District","Griswold High School","Asian","*","*","*","*","*","*","*"
"Griswold School District","Griswold High School","Indian or Alaska Native",6,"*","*","*","*","*","*"
"Griswold School District","Griswold High School","White",180,154,85.6,"*","*",24,13.3
"Groton School District","Robert E. Fitch High School","Black",47,38,80.9,"*","*",9,19.1
"Groton School District","Robert E. Fitch High School","Hispanic",33,25,75.8,"*","*",7,21.2
"Groton School District","Robert E. Fitch High School","Asian","*","*","*","*","*","*","*"
"Groton School District","Robert E. Fitch High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Groton School District","Robert E. Fitch High School","White",220,186,84.5,"*","*",33,15.0
"Guilford School District","Guilford High School","Black","*","*","*","*","*","*","*"
"Guilford School District","Guilford High School","Hispanic",12,11,91.7,"*","*","*","*"
"Guilford School District","Guilford High School","Asian","*","*","*","*","*","*","*"
"Guilford School District","Guilford High School","White",247,239,96.8,"*","*",8,3.2
"Hamden School District","Hamden High School","Black",205,166,81.0,"*","*",38,18.5
"Hamden School District","Hamden High School","Hispanic",64,54,84.4,"*","*","*","*"
"Hamden School District","Hamden High School","Asian",23,23,100.0,"*","*","*","*"
"Hamden School District","Hamden High School","White",278,261,93.9,"*","*",15,5.4
"Hartford School District","Bulkeley High School Upper School","Black",69,56,81.2,"*","*",11,15.9
"Hartford School District","Bulkeley High School Upper School","Hispanic",190,149,78.4,"*","*",39,20.5
"Hartford School District","Bulkeley High School Upper School","Asian","*","*","*","*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","White",15,14,93.3,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Black",20,17,85.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Hispanic",8,8,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Asian","*","*","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","White","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Black",46,44,95.7,"*","*","*","*"
"Hartford School District","Classical Magnet School","Hispanic",20,19,95.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Asian","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","White",19,19,100.0,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Black",72,54,75.0,"*","*",15,20.8
"Hartford School District","Culinary Arts Academy","Hispanic",22,10,45.5,"*","*",9,40.9
"Hartford School District","Culinary Arts Academy","White","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Black",41,35,85.4,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Hispanic",74,54,73.0,"*","*",18,24.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Asian",9,8,88.9,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Indian or Alaska Native","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","White",6,6,100.0,"*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Black",51,47,92.2,"*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Hispanic",76,51,67.1,"*","*",23,30.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Asian","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","White","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Black",31,26,83.9,"*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Hispanic",68,42,61.8,"*","*",22,32.4
"Hartford School District","HPHS Law and Government Academy","Asian","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","White","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","Black",21,8,38.1,"*","*",12,57.1
"Hartford School District","OPPortunity High School","Hispanic",32,16,50.0,"*","*",15,46.9
"Hartford School District","OPPortunity High School","White","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Black",42,34,81.0,"*","*",8,19.0
"Hartford School District","Pathways Academy of Technology and Design","Hispanic",34,30,88.2,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Indian or Alaska Native","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","White",21,18,85.7,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Black",34,32,94.1,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Hispanic",48,45,93.8,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Asian","*","*","*","*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","White",23,21,91.3,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Black",28,27,96.4,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Hispanic",22,22,100.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Asian","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","White",18,17,94.4,"*","*","*","*"
"Killingly School District","Killingly High School","Black","*","*","*","*","*","*","*"
