"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Free/Reduced Price Mea"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","R",48,45,93.8,45,16,35.6,"*","*",14,31.1,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","F",138,127,92.0,127,"*","*","*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","N",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","F",388,388,100.0,388,227,58.5,101,26.0,"*","*","*","*",60,15.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","N",273,273,100.0,273,71,26.0,89,32.6,66,24.2,47,17.2,113,41.4
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","R",63,63,100.0,63,23,36.5,29,46.0,"*","*","*","*",11,17.5
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","F",180,180,100.0,180,101,56.1,57,31.7,"*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",180,178,98.9,178,61,34.3,61,34.3,"*","*","*","*",56,31.5
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","R",53,53,100.0,53,30,56.6,"*","*","*","*",0,0.0,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","F",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",153,153,100.0,153,22,14.4,48,31.4,51,33.3,32,20.9,83,54.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",515,512,99.4,512,26,5.1,68,13.3,121,23.6,297,58.0,418,81.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",228,228,100.0,228,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",203,201,99.0,201,8,4.0,24,11.9,74,36.8,95,47.3,169,84.1
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",523,521,99.6,521,"*","*",102,19.6,156,29.9,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",157,150,95.5,150,32,21.3,57,38.0,41,27.3,20,13.3,61,40.7
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","F",68,68,100.0,68,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",587,586,99.8,586,106,18.1,183,31.2,152,25.9,145,24.7,297,50.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","R",20,20,100.0,19,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","F",21,20,95.2,20,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",198,198,100.0,198,17,8.6,51,25.8,62,31.3,68,34.3,130,65.7
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",255,252,98.8,251,32,12.7,65,25.9,87,34.7,67,26.7,154,61.4
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",111,109,98.2,109,6,5.5,25,22.9,47,43.1,31,28.4,78,71.6
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",215,207,96.3,207,18,8.7,53,25.6,62,30.0,74,35.7,136,65.7
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","F",23,23,100.0,23,7,30.4,"*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",97,96,99.0,96,"*","*","*","*",38,39.6,33,34.4,71,74.0
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","F",100,100,100.0,100,31,31.0,36,36.0,25,25.0,8,8.0,33,33.0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",504,501,99.4,501,77,15.4,146,29.1,145,28.9,133,26.5,278,55.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","R",46,46,100.0,46,11,23.9,18,39.1,10,21.7,7,15.2,17,37.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",102,101,99.0,101,7,6.9,20,19.8,34,33.7,40,39.6,74,73.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","F",61,60,98.4,60,17,28.3,23,38.3,"*","*","*","*",20,33.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",333,330,99.1,330,20,6.1,110,33.3,103,31.2,97,29.4,200,60.6
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","R",29,29,100.0,29,"*","*",14,48.3,"*","*",6,20.7,"*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","F",96,96,100.0,96,35,36.5,40,41.7,"*","*","*","*",21,21.9
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",101,101,100.0,101,32,31.7,"*","*",23,22.8,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","R",25,25,100.0,25,9,36.0,"*","*","*","*",7,28.0,"*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","F",84,84,100.0,84,38,45.2,"*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",99,99,100.0,99,"*","*",35,35.4,19,19.2,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","F","*","*","*","*",20,57.1,"*","*","*","*",0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",46,45,97.8,45,"*","*",17,37.8,8,17.8,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","F",124,124,100.0,124,46,37.1,48,38.7,"*","*","*","*",30,24.2
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",106,105,99.1,105,30,28.6,41,39.0,"*","*","*","*",34,32.4
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","R",24,24,100.0,24,8,33.3,8,33.3,8,33.3,0,0.0,8,33.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",296,287,97.0,287,27,9.4,58,20.2,92,32.1,110,38.3,202,70.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",106,105,99.1,104,22,21.2,43,41.3,29,27.9,10,9.6,39,37.5
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",183,180,98.4,180,70,38.9,63,35.0,28,15.6,19,10.6,47,26.1
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",664,652,98.2,651,127,19.5,172,26.4,174,26.7,178,27.3,352,54.1
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","R",47,47,100.0,47,16,34.0,16,34.0,6,12.8,9,19.1,15,31.9
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","F",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",96,95,99.0,95,7,7.4,15,15.8,41,43.2,32,33.7,73,76.8
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",133,133,100.0,131,9,6.9,28,21.4,44,33.6,50,38.2,94,71.8
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","F",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",104,104,100.0,104,18,17.3,24,23.1,32,30.8,30,28.8,62,59.6
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",388,387,99.7,387,132,34.1,102,26.4,70,18.1,83,21.4,153,39.5
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",95,95,100.0,95,21,22.1,25,26.3,18,18.9,31,32.6,49,51.6
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","R",58,58,100.0,58,14,24.1,19,32.8,14,24.1,11,19.0,25,43.1
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",312,311,99.7,311,232,74.6,62,19.9,17,5.5,0,0.0,17,5.5
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","F",174,174,100.0,174,116,66.7,43,24.7,15,8.6,0,0.0,15,8.6
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",253,253,100.0,253,129,51.0,86,34.0,30,11.9,8,3.2,38,15.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",769,764,99.3,764,533,69.8,193,25.3,"*","*","*","*",38,5.0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F",41,39,95.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","F",192,192,100.0,192,129,67.2,49,25.5,"*","*","*","*",14,7.3
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",800,799,99.9,799,643,80.5,124,15.5,"*","*","*","*",32,4.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",237,234,98.7,234,108,46.2,83,35.5,33,14.1,10,4.3,43,18.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",474,473,99.8,473,351,74.2,94,19.9,22,4.7,6,1.3,28,5.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",222,221,99.5,221,175,79.2,37,16.7,"*","*","*","*",9,4.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",494,492,99.6,492,394,80.1,80,16.3,"*","*","*","*",18,3.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",220,220,100.0,220,178,80.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","F",149,149,100.0,149,102,68.5,40,26.8,"*","*","*","*",7,4.7
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",475,475,100.0,475,298,62.7,135,28.4,32,6.7,10,2.1,42,8.8
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","F",132,132,100.0,132,73,55.3,45,34.1,"*","*","*","*",14,10.6
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","F",152,151,99.3,151,100,66.2,40,26.5,"*","*","*","*",11,7.3
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",268,268,100.0,268,116,43.3,99,36.9,46,17.2,7,2.6,53,19.8
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",241,226,93.8,226,137,60.6,64,28.3,"*","*","*","*",25,11.1
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",274,272,99.3,272,118,43.4,100,36.8,40,14.7,14,5.1,54,19.9
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",359,359,100.0,359,234,65.2,93,25.9,"*","*","*","*",32,8.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",619,618,99.8,618,551,89.2,56,9.1,"*","*","*","*",11,1.8
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","F",295,294,99.7,292,168,57.5,75,25.7,36,12.3,13,4.5,49,16.8
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",295,290,98.3,290,43,14.8,101,34.8,104,35.9,42,14.5,146,50.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",261,261,100.0,261,74,28.4,121,46.4,48,18.4,18,6.9,66,25.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",539,538,99.8,538,372,69.1,122,22.7,32,5.9,12,2.2,44,8.2
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",328,326,99.4,326,274,84.0,41,12.6,11,3.4,0,0.0,11,3.4
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",305,302,99.0,301,223,74.1,66,21.9,"*","*","*","*",12,4.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",443,443,100.0,443,234,52.8,127,28.7,61,13.8,21,4.7,82,18.5
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",260,259,99.6,259,141,54.4,73,28.2,"*","*","*","*",45,17.4
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",395,395,100.0,395,78,19.7,133,33.7,100,25.3,84,21.3,184,46.6
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","R",44,43,97.7,43,"*","*",19,44.2,11,25.6,"*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","F","*","*","*","*",19,33.9,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",118,117,99.2,117,"*","*",32,27.4,37,31.6,34,29.1,71,60.7
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","F",90,89,98.9,89,28,31.5,34,38.2,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",73,73,100.0,73,"*","*","*","*",21,28.8,15,20.5,36,49.3
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",261,261,100.0,261,110,42.1,83,31.8,46,17.6,22,8.4,68,26.1
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",268,268,100.0,268,66,24.6,83,31.0,80,29.9,39,14.6,119,44.4
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","R",52,52,100.0,52,16,30.8,20,38.5,6,11.5,10,19.2,16,30.8
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","F",66,66,100.0,66,28,42.4,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",129,129,100.0,129,"*","*","*","*",40,31.0,51,39.5,91,70.5
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","F",67,66,98.5,66,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",105,105,100.0,105,17,16.2,33,31.4,30,28.6,25,23.8,55,52.4
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","F",109,109,100.0,109,39,35.8,40,36.7,"*","*","*","*",30,27.5
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",270,269,99.6,269,37,13.8,94,34.9,81,30.1,57,21.2,138,51.3
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","R",32,32,100.0,32,10,31.3,11,34.4,"*","*","*","*",11,34.4
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","F",84,84,100.0,84,28,33.3,33,39.3,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",119,119,100.0,119,"*","*","*","*",45,37.8,26,21.8,71,59.7
"Bristol School District","=""0170011""","South Side School","=""0171111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","F",110,110,100.0,110,38,34.5,43,39.1,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",98,97,99.0,97,"*","*","*","*",30,30.9,23,23.7,53,54.6
"Bristol School District","=""0170011""","Stafford School","=""0171211""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","F",336,335,99.7,335,145,43.3,132,39.4,"*","*","*","*",58,17.3
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",255,251,98.4,251,45,17.9,76,30.3,87,34.7,43,17.1,130,51.8
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","R",32,32,100.0,32,"*","*",10,31.3,13,40.6,"*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",382,364,95.3,364,27,7.4,92,25.3,144,39.6,101,27.7,245,67.3
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","F",46,44,95.7,44,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",791,737,93.2,737,85,11.5,199,27.0,238,32.3,215,29.2,453,61.5
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","R",18,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","F",45,45,100.0,45,11,24.4,"*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",93,93,100.0,93,"*","*",26,28.0,35,37.6,"*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","F",90,86,95.6,86,34,39.5,38,44.2,"*","*","*","*",14,16.3
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",261,261,100.0,261,41,15.7,110,42.1,67,25.7,43,16.5,110,42.1
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","R",20,20,100.0,20,8,40.0,6,30.0,"*","*","*","*",6,30.0
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",61,60,98.4,60,7,11.7,20,33.3,22,36.7,11,18.3,33,55.0
