"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Free/Reduced Price Mea"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",27,27,100.0,27,12,44.4,"*","*","*","*",0,0.0,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",523,521,99.6,521,"*","*",102,19.6,"*","*",221,42.4,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",157,150,95.5,150,"*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",88,88,100.0,87,42,48.3,30,34.5,"*","*","*","*",15,17.2
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",587,586,99.8,586,"*","*",183,31.2,152,25.9,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",29,28,96.6,28,"*","*",15,53.6,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",198,198,100.0,198,"*","*",51,25.8,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",29,29,100.0,29,8,27.6,11,37.9,"*","*","*","*",10,34.5
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",255,252,98.8,251,"*","*",65,25.9,87,34.7,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",111,109,98.2,109,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",215,207,96.3,207,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",29,29,100.0,29,"*","*",8,27.6,9,31.0,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",97,96,99.0,96,"*","*",22,22.9,38,39.6,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",146,146,100.0,146,42,28.8,54,37.0,35,24.0,15,10.3,50,34.2
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",504,501,99.4,501,77,15.4,146,29.1,145,28.9,133,26.5,278,55.5
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",25,25,100.0,25,"*","*","*","*",11,44.0,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",102,101,99.0,101,"*","*","*","*",34,33.7,"*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",90,89,98.9,89,23,25.8,37,41.6,16,18.0,13,14.6,29,32.6
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",333,330,99.1,330,20,6.1,110,33.3,103,31.2,97,29.4,200,60.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",121,121,100.0,121,44,36.4,45,37.2,19,15.7,13,10.7,32,26.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",101,101,100.0,101,32,31.7,37,36.6,23,22.8,9,8.9,32,31.7
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",102,102,100.0,102,48,47.1,36,35.3,"*","*","*","*",18,17.6
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",99,99,100.0,99,37,37.4,35,35.4,"*","*","*","*",27,27.3
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",41,39,95.1,39,24,61.5,"*","*","*","*",0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",46,45,97.8,45,17,37.8,17,37.8,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",148,148,100.0,148,54,36.5,56,37.8,"*","*","*","*",38,25.7
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",106,105,99.1,105,30,28.6,41,39.0,"*","*","*","*",34,32.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",58,58,100.0,58,15,25.9,19,32.8,17,29.3,7,12.1,24,41.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",296,287,97.0,287,27,9.4,58,20.2,92,32.1,110,38.3,202,70.4
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",28,28,100.0,28,9,32.1,10,35.7,"*","*","*","*",9,32.1
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",106,105,99.1,104,"*","*",43,41.3,29,27.9,"*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",230,227,98.7,227,86,37.9,79,34.8,34,15.0,28,12.3,62,27.3
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",664,652,98.2,651,127,19.5,172,26.4,174,26.7,178,27.3,352,54.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",45,45,100.0,45,9,20.0,13,28.9,16,35.6,7,15.6,23,51.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",96,95,99.0,95,7,7.4,15,15.8,41,43.2,32,33.7,73,76.8
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",17,17,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",133,133,100.0,131,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",62,62,100.0,62,14,22.6,15,24.2,19,30.6,14,22.6,33,53.2
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",104,104,100.0,104,18,17.3,24,23.1,32,30.8,30,28.8,62,59.6
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Y",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",446,445,99.8,445,146,32.8,121,27.2,84,18.9,94,21.1,178,40.0
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",95,95,100.0,95,21,22.1,25,26.3,18,18.9,31,32.6,49,51.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",312,311,99.7,311,232,74.6,62,19.9,17,5.5,0,0.0,17,5.5
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",174,174,100.0,174,116,66.7,43,24.7,15,8.6,0,0.0,15,8.6
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",253,253,100.0,253,129,51.0,86,34.0,30,11.9,8,3.2,38,15.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",769,764,99.3,764,533,69.8,193,25.3,"*","*","*","*",38,5.0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",41,39,95.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",192,192,100.0,192,129,67.2,49,25.5,"*","*","*","*",14,7.3
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",800,799,99.9,799,643,80.5,124,15.5,"*","*","*","*",32,4.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",237,234,98.7,234,108,46.2,83,35.5,33,14.1,10,4.3,43,18.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",474,473,99.8,473,351,74.2,94,19.9,22,4.7,6,1.3,28,5.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",222,221,99.5,221,175,79.2,37,16.7,"*","*","*","*",9,4.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",494,492,99.6,492,394,80.1,80,16.3,"*","*","*","*",18,3.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",220,220,100.0,220,178,80.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",149,149,100.0,149,102,68.5,40,26.8,"*","*","*","*",7,4.7
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",475,475,100.0,475,298,62.7,135,28.4,32,6.7,10,2.1,42,8.8
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",132,132,100.0,132,73,55.3,45,34.1,"*","*","*","*",14,10.6
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,151,99.3,151,100,66.2,40,26.5,"*","*","*","*",11,7.3
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",268,268,100.0,268,116,43.3,99,36.9,46,17.2,7,2.6,53,19.8
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",241,226,93.8,226,137,60.6,64,28.3,"*","*","*","*",25,11.1
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",274,272,99.3,272,118,43.4,100,36.8,40,14.7,14,5.1,54,19.9
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",359,359,100.0,359,234,65.2,93,25.9,"*","*","*","*",32,8.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",619,618,99.8,618,551,89.2,56,9.1,"*","*","*","*",11,1.8
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",295,294,99.7,292,168,57.5,75,25.7,36,12.3,13,4.5,49,16.8
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",295,290,98.3,290,43,14.8,101,34.8,104,35.9,42,14.5,146,50.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",261,261,100.0,261,74,28.4,121,46.4,48,18.4,18,6.9,66,25.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",539,538,99.8,538,372,69.1,122,22.7,32,5.9,12,2.2,44,8.2
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",328,326,99.4,326,274,84.0,41,12.6,11,3.4,0,0.0,11,3.4
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",305,302,99.0,301,223,74.1,66,21.9,"*","*","*","*",12,4.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",443,443,100.0,443,234,52.8,127,28.7,61,13.8,21,4.7,82,18.5
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",304,302,99.3,302,152,50.3,92,30.5,42,13.9,16,5.3,58,19.2
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",395,395,100.0,395,78,19.7,133,33.7,100,25.3,84,21.3,184,46.6
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",57,57,100.0,57,19,33.3,25,43.9,8,14.0,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",118,117,99.2,117,14,12.0,32,27.4,37,31.6,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",105,104,99.0,104,30,28.8,42,40.4,22,21.2,10,9.6,32,30.8
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",73,73,100.0,73,12,16.4,25,34.2,21,28.8,15,20.5,36,49.3
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",313,313,100.0,313,126,40.3,103,32.9,52,16.6,32,10.2,84,26.8
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",268,268,100.0,268,66,24.6,83,31.0,80,29.9,39,14.6,119,44.4
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",74,74,100.0,74,28,37.8,20,27.0,15,20.3,11,14.9,26,35.1
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",129,129,100.0,129,13,10.1,25,19.4,40,31.0,51,39.5,91,70.5
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",75,74,98.7,74,20,27.0,31,41.9,"*","*","*","*",23,31.1
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",105,105,100.0,105,"*","*",33,31.4,30,28.6,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",141,141,100.0,141,49,34.8,51,36.2,30,21.3,11,7.8,41,29.1
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",270,269,99.6,269,37,13.8,94,34.9,81,30.1,57,21.2,138,51.3
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",92,92,100.0,92,31,33.7,38,41.3,16,17.4,7,7.6,23,25.0
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",119,119,100.0,119,21,17.6,27,22.7,45,37.8,26,21.8,71,59.7
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",127,127,100.0,127,42,33.1,50,39.4,27,21.3,8,6.3,35,27.6
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",98,97,99.0,97,14,14.4,30,30.9,30,30.9,23,23.7,53,54.6
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",368,367,99.7,367,151,41.1,142,38.7,62,16.9,12,3.3,74,20.2
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",255,251,98.4,251,45,17.9,76,30.3,87,34.7,43,17.1,130,51.8
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",29,28,96.6,28,"*","*",9,32.1,9,32.1,"*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",382,364,95.3,364,"*","*",92,25.3,144,39.6,"*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",64,60,93.8,60,16,26.7,19,31.7,14,23.3,11,18.3,25,41.7
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",791,737,93.2,737,85,11.5,199,27.0,238,32.3,215,29.2,453,61.5
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",53,53,100.0,53,12,22.6,29,54.7,"*","*","*","*",12,22.6
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",93,93,100.0,93,"*","*",26,28.0,35,37.6,"*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",110,106,96.4,106,42,39.6,44,41.5,"*","*","*","*",20,18.9
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",261,261,100.0,261,"*","*",110,42.1,67,25.7,"*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",61,60,98.4,60,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",67,66,98.5,66,19,28.8,29,43.9,12,18.2,6,9.1,18,27.3
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",160,158,98.8,158,38,24.1,62,39.2,43,27.2,15,9.5,58,36.7
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",49,48,98.0,48,15,31.3,16,33.3,9,18.8,8,16.7,17,35.4
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",343,342,99.7,342,30,8.8,74,21.6,110,32.2,128,37.4,238,69.6
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",37,37,100.0,37,"*","*",16,43.2,9,24.3,"*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",245,242,98.8,242,"*","*",52,21.5,79,32.6,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","N",103,100,97.1,100,"*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y",68,68,100.0,68,50,73.5,"*","*","*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",41,41,100.0,41,25,61.0,"*","*","*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",160,151,94.4,151,79,52.3,48,31.8,15,9.9,9,6.0,24,15.9
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",177,166,93.8,166,29,17.5,49,29.5,21,12.7,67,40.4,88,53.0
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Y",38,38,100.0,38,"*","*",18,47.4,6,15.8,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","N",25,23,92.0,23,"*","*",13,56.5,6,26.1,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Y",39,39,100.0,39,17,43.6,11,28.2,"*","*","*","*",11,28.2
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","N",59,56,94.9,56,"*","*",7,12.5,21,37.5,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y",75,75,100.0,75,34,45.3,26,34.7,"*","*","*","*",15,20.0
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",118,115,97.5,115,"*","*",29,25.2,34,29.6,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Y",185,178,96.2,178,86,48.3,54,30.3,27,15.2,11,6.2,38,21.3
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",129,125,96.9,125,32,25.6,43,34.4,29,23.2,21,16.8,50,40.0
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Y",95,94,98.9,94,46,48.9,30,31.9,"*","*","*","*",18,19.1
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N",86,86,100.0,86,"*","*",25,29.1,22,25.6,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y",125,124,99.2,124,69,55.6,38,30.6,"*","*","*","*",17,13.7
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",77,77,100.0,77,31,40.3,28,36.4,"*","*","*","*",18,23.4
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",150,149,99.3,149,82,55.0,50,33.6,11,7.4,6,4.0,17,11.4
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",158,156,98.7,156,41,26.3,65,41.7,30,19.2,20,12.8,50,32.1
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Y",61,58,95.1,58,30,51.7,16,27.6,"*","*","*","*",12,20.7
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",71,67,94.4,67,"*","*",21,31.3,18,26.9,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Y",80,79,98.8,79,26,32.9,29,36.7,16,20.3,8,10.1,24,30.4
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N",65,63,96.9,63,9,14.3,18,28.6,20,31.7,16,25.4,36,57.1
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",96,96,100.0,96,59,61.5,28,29.2,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",42,42,100.0,42,16,38.1,21,50.0,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Y",92,91,98.9,91,51,56.0,28,30.8,"*","*","*","*",12,13.2
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N",65,63,96.9,63,"*","*",14,22.2,17,27.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
