"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, Special Education Status (SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"N",81,81,100.0,81,"*","*","*","*","*","*","*","*","*","*",2560
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"N",38,38,100.0,38,0,0.0,13,34.2,15,39.5,10,26.3,25,65.8,2512
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"N",42,42,100.0,42,0,0.0,"*","*","*","*","*","*","*","*",2609
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"N",128,126,98.4,126,49,38.9,50,39.7,15,11.9,12,9.5,27,21.4,2503
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Y",41,35,85.4,35,27,77.1,8,22.9,0,0.0,0,0.0,0,0.0,2419
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"N",158,156,98.7,155,65,41.9,56,36.1,22,14.2,12,7.7,34,21.9,2519
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Y",26,26,100.0,26,19,73.1,7,26.9,0,0.0,0,0.0,0,0.0,2451
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"N",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*",2408
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2455
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*",2450
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2507
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"N",76,73,96.1,73,"*","*","*","*","*","*","*","*","*","*",2433
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2473
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"N",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*",2457
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"N",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*",2519
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Y",17,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Y",25,20,80.0,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2355
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Y",27,26,96.3,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2365
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"N",233,233,100.0,233,99,42.5,"*","*","*","*","*","*","*","*",2489
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Y",26,26,100.0,26,20,76.9,"*","*","*","*","*","*","*","*",2385
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"N",219,219,100.0,219,63,28.8,76,34.7,"*","*","*","*","*","*",2532
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Y",24,24,100.0,24,"*","*",0,0.0,"*","*",0,0.0,"*","*",2393
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"N",192,192,100.0,192,88,45.8,"*","*",36,18.8,"*","*","*","*",2528
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Y",30,30,100.0,30,"*","*","*","*",0,0.0,0,0.0,0,0.0,2394
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"N",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*",2400
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"N",65,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*",2490
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*",2538
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2518
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*",2526
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"N",37,37,100.0,37,11,29.7,11,29.7,9,24.3,6,16.2,15,40.5,2503
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"N",244,243,99.6,243,"*","*","*","*",60,24.7,153,63.0,213,87.7,2652
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"Y",25,25,100.0,25,"*","*",10,40.0,"*","*",0,0.0,"*","*",2517
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"N",244,243,99.6,243,"*","*",29,11.9,"*","*",150,61.7,"*","*",2672
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"Y",29,28,96.6,28,15,53.6,"*","*","*","*",0,0.0,"*","*",2498
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N",116,116,100.0,116,"*","*","*","*","*","*","*","*","*","*",2490
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"N",98,97,99.0,97,"*","*","*","*","*","*","*","*","*","*",2546
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"N",254,254,100.0,254,"*","*","*","*","*","*","*","*","*","*",2556
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"N",258,257,99.6,257,"*","*","*","*","*","*","*","*","*","*",2609
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*",2431
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N",39,37,94.9,37,"*","*","*","*","*","*","*","*","*","*",2470
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N",38,36,94.7,36,"*","*","*","*","*","*","*","*","*","*",2505
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"N",198,197,99.5,197,"*","*","*","*","*","*","*","*","*","*",2547
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"N",218,218,100.0,218,22,10.1,73,33.5,"*","*","*","*","*","*",2580
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"Y",28,28,100.0,28,20,71.4,6,21.4,"*","*","*","*","*","*",2435
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"N",186,186,100.0,185,40,21.6,"*","*","*","*","*","*","*","*",2594
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"Y",28,28,100.0,28,22,78.6,"*","*","*","*","*","*","*","*",2455
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2463
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"N",49,48,98.0,48,0,0.0,"*","*","*","*","*","*","*","*",2543
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2554
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"N",79,78,98.7,78,"*","*","*","*","*","*","*","*","*","*",2485
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"N",78,77,98.7,76,"*","*","*","*","*","*","*","*","*","*",2495
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"N",100,99,99.0,99,"*","*","*","*","*","*","*","*","*","*",2532
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*",2542
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N",47,44,93.6,44,"*","*","*","*","*","*","*","*","*","*",2483
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N",42,41,97.6,41,0,0.0,"*","*","*","*","*","*","*","*",2523
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"N",53,50,94.3,50,"*","*","*","*","*","*","*","*","*","*",2599
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"N",54,53,98.1,53,"*","*","*","*","*","*","*","*","*","*",2554
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N",113,112,99.1,112,"*","*","*","*","*","*","*","*","*","*",2470
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"N",173,172,99.4,172,"*","*","*","*","*","*","*","*","*","*",2562
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"N",213,212,99.5,212,36,17.0,64,30.2,"*","*","*","*","*","*",2575
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"Y",34,34,100.0,34,21,61.8,9,26.5,"*","*","*","*","*","*",2475
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"N",194,193,99.5,193,"*","*",58,30.1,"*","*",46,23.8,"*","*",2598
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"Y",20,20,100.0,20,12,60.0,"*","*","*","*",0,0.0,"*","*",2470
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N",188,187,99.5,187,"*","*",70,37.4,"*","*","*","*","*","*",2505
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"Y",22,21,95.5,21,"*","*",11,52.4,"*","*","*","*","*","*",2446
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"N",193,191,99.0,191,19,9.9,"*","*","*","*","*","*","*","*",2542
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"Y",20,20,100.0,20,13,65.0,"*","*","*","*","*","*","*","*",2466
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"N",111,111,100.0,111,"*","*","*","*","*","*","*","*","*","*",2476
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"N",74,74,100.0,74,"*","*","*","*",20,27.0,17,23.0,37,50.0,2554
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"Y",23,23,100.0,23,"*","*","*","*",0,0.0,0,0.0,0,0.0,2411
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"N",86,86,100.0,86,"*","*","*","*","*","*","*","*","*","*",2533
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"N",87,87,100.0,87,"*","*","*","*","*","*","*","*","*","*",2520
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"N",130,130,100.0,130,"*","*","*","*","*","*","*","*","*","*",2419
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,"N",95,95,100.0,95,"*","*","*","*","*","*","*","*","*","*",2449
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
