"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Gender"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","F",117,117,100.0,117,"*","*","*","*",38,32.5,53,45.3,91,77.8
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","M",117,117,100.0,117,"*","*","*","*",43,36.8,52,44.4,95,81.2
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","F",246,244,99.2,244,23,9.4,54,22.1,79,32.4,88,36.1,167,68.4
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","M",311,310,99.7,310,29,9.4,61,19.7,92,29.7,128,41.3,220,71.0
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","F",92,91,98.9,91,21,23.1,32,35.2,27,29.7,11,12.1,38,41.8
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","M",112,105,93.8,105,24,22.9,37,35.2,30,28.6,14,13.3,44,41.9
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","F",113,108,95.6,101,27,26.7,36,35.6,27,26.7,11,10.9,38,37.6
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","M",135,130,96.3,120,40,33.3,35,29.2,25,20.8,20,16.7,45,37.5
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","F",307,307,100.0,307,56,18.2,109,35.5,89,29.0,53,17.3,142,46.3
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","M",393,392,99.7,392,83,21.2,132,33.7,91,23.2,86,21.9,177,45.2
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","F",96,96,100.0,96,12,12.5,22,22.9,45,46.9,17,17.7,62,64.6
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","M",132,132,100.0,132,23,17.4,33,25.0,37,28.0,39,29.5,76,57.6
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","F",136,136,100.0,136,19,14.0,51,37.5,46,33.8,20,14.7,66,48.5
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","M",162,162,100.0,160,25,15.6,44,27.5,61,38.1,30,18.8,91,56.9
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","F",64,64,100.0,64,14,21.9,28,43.8,14,21.9,8,12.5,22,34.4
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","M",66,66,100.0,66,11,16.7,26,39.4,17,25.8,12,18.2,29,43.9
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","F",106,103,97.2,103,10,9.7,23,22.3,40,38.8,30,29.1,70,68.0
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","M",134,131,97.8,131,21,16.0,41,31.3,36,27.5,33,25.2,69,52.7
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","F",53,53,100.0,53,"*","*",20,37.7,15,28.3,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","M",48,48,100.0,48,"*","*",24,50.0,10,20.8,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","F",114,112,98.2,112,37,33.0,28,25.0,33,29.5,14,12.5,47,42.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","M",132,127,96.2,127,55,43.3,33,26.0,29,22.8,10,7.9,39,30.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","F",328,326,99.4,326,71,21.8,132,40.5,78,23.9,45,13.8,123,37.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","M",365,361,98.9,361,106,29.4,111,30.7,72,19.9,72,19.9,144,39.9
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","F",45,45,100.0,45,"*","*",15,33.3,18,40.0,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","M",51,51,100.0,51,"*","*",23,45.1,18,35.3,"*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","F",185,185,100.0,184,26,14.1,77,41.8,50,27.2,31,16.8,81,44.0
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","M",202,201,99.5,201,31,15.4,61,30.3,72,35.8,37,18.4,109,54.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","F",44,43,97.7,43,19,44.2,15,34.9,"*","*","*","*",9,20.9
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","M",66,64,97.0,64,26,40.6,"*","*",17,26.6,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","F",94,94,100.0,94,41,43.6,29,30.9,"*","*","*","*",24,25.5
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","M",110,110,100.0,110,49,44.5,39,35.5,"*","*","*","*",22,20.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","F",90,89,98.9,89,41,46.1,41,46.1,"*","*","*","*",7,7.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","M",118,117,99.2,117,53,45.3,40,34.2,"*","*","*","*",24,20.5
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","F",83,76,91.6,76,30,39.5,32,42.1,"*","*","*","*",14,18.4
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","M",45,42,93.3,42,28,66.7,7,16.7,7,16.7,0,0.0,7,16.7
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","F",116,116,100.0,116,44,37.9,48,41.4,"*","*","*","*",24,20.7
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","M",129,128,99.2,128,54,42.2,44,34.4,"*","*","*","*",30,23.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",179,179,100.0,179,31,17.3,46,25.7,44,24.6,58,32.4,102,57.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","M",180,178,98.9,178,25,14.0,51,28.7,56,31.5,46,25.8,102,57.3
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","F",43,43,100.0,43,9,20.9,15,34.9,9,20.9,10,23.3,19,44.2
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","M",42,40,95.2,40,13,32.5,11,27.5,9,22.5,7,17.5,16,40.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F",72,72,100.0,72,"*","*",21,29.2,27,37.5,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","M",57,57,100.0,57,26,45.6,12,21.1,"*","*","*","*",19,33.3
"Branford School District","=""0140011""","Branford High School","=""0146111""","F",117,110,94.0,110,63,57.3,"*","*",19,17.3,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","M",124,114,91.9,114,82,71.9,"*","*",15,13.2,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",460,445,96.7,445,114,25.6,139,31.2,98,22.0,94,21.1,192,43.1
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","M",444,438,98.6,437,127,29.1,125,28.6,100,22.9,85,19.5,185,42.3
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","F",66,66,100.0,66,7,10.6,14,21.2,30,45.5,15,22.7,45,68.2
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","M",67,67,100.0,67,8,11.9,14,20.9,26,38.8,19,28.4,45,67.2
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","F",82,82,100.0,82,7,8.5,21,25.6,31,37.8,23,28.0,54,65.9
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","M",79,79,100.0,79,9,11.4,22,27.8,27,34.2,21,26.6,48,60.8
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","F",66,65,98.5,65,14,21.5,11,16.9,27,41.5,13,20.0,40,61.5
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","M",89,88,98.9,87,15,17.2,21,24.1,27,31.0,24,27.6,51,58.6
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",278,276,99.3,276,117,42.4,80,29.0,60,21.7,19,6.9,79,28.6
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","M",286,286,100.0,286,138,48.3,72,25.2,48,16.8,28,9.8,76,26.6
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","F",20,8,40.0,8,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","M",43,31,72.1,31,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",159,157,98.7,157,109,69.4,38,24.2,"*","*","*","*",10,6.4
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","M",193,193,100.0,193,144,74.6,40,20.7,"*","*","*","*",9,4.7
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","F",101,92,91.1,92,84,91.3,8,8.7,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","M",139,129,92.8,129,117,90.7,10,7.8,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","F",82,82,100.0,82,63,76.8,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","M",86,85,98.8,85,56,65.9,22,25.9,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","F",57,7,12.3,7,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","M",18,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",116,116,100.0,116,64,55.2,36,31.0,14,12.1,"*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","M",115,115,100.0,115,65,56.5,33,28.7,16,13.9,"*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",349,347,99.4,347,258,74.4,72,20.7,"*","*","*","*",17,4.9
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","M",381,377,99.0,377,280,74.3,79,21.0,"*","*","*","*",18,4.8
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","M",29,28,96.6,27,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","F",88,86,97.7,86,68,79.1,14,16.3,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","M",107,106,99.1,106,78,73.6,20,18.9,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","F",227,206,90.7,206,138,67.0,49,23.8,"*","*","*","*",19,9.2
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","M",197,156,79.2,155,121,78.1,22,14.2,"*","*","*","*",12,7.7
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",371,371,100.0,371,302,81.4,54,14.6,"*","*","*","*",15,4.0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","M",431,426,98.8,426,357,83.8,60,14.1,"*","*","*","*",9,2.1
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",120,119,99.2,119,50,42.0,50,42.0,"*","*","*","*",19,16.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","M",110,110,100.0,110,59,53.6,34,30.9,17,15.5,0,0.0,17,15.5
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",227,227,100.0,227,194,85.5,28,12.3,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","M",194,194,100.0,194,156,80.4,30,15.5,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",99,99,100.0,98,73,74.5,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","M",133,133,100.0,133,106,79.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",227,226,99.6,226,157,69.5,54,23.9,"*","*","*","*",15,6.6
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","M",287,283,98.6,283,211,74.6,56,19.8,"*","*","*","*",16,5.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",100,100,100.0,100,68,68.0,26,26.0,"*","*","*","*",6,6.0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","M",110,110,100.0,110,86,78.2,18,16.4,"*","*","*","*",6,5.5
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","F",66,66,100.0,66,45,68.2,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","M",70,70,100.0,68,48,70.6,15,22.1,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",229,228,99.6,228,160,70.2,55,24.1,"*","*","*","*",13,5.7
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","M",254,252,99.2,252,174,69.0,60,23.8,"*","*","*","*",18,7.1
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","F",61,61,100.0,61,37,60.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","M",67,67,100.0,67,36,53.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","F",81,80,98.8,80,51,63.8,22,27.5,7,8.8,0,0.0,7,8.8
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","M",71,70,98.6,70,37,52.9,25,35.7,"*","*","*","*",8,11.4
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","F",151,114,75.5,114,103,90.4,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","M",152,109,71.7,108,100,92.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",152,152,100.0,152,58,38.2,57,37.5,"*","*","*","*",37,24.3
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","M",124,124,100.0,124,42,33.9,60,48.4,"*","*","*","*",22,17.7
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",124,118,95.2,118,75,63.6,32,27.1,"*","*","*","*",11,9.3
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","M",137,133,97.1,133,93,69.9,32,24.1,"*","*","*","*",8,6.0
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","F",25,12,48.0,12,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","M",46,34,73.9,34,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",138,135,97.8,135,50,37.0,63,46.7,11,8.1,11,8.1,22,16.3
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","M",141,137,97.2,137,51,37.2,54,39.4,21,15.3,11,8.0,32,23.4
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",210,210,100.0,210,132,62.9,57,27.1,"*","*","*","*",21,10.0
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","M",194,193,99.5,192,129,67.2,44,22.9,"*","*","*","*",19,9.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",299,299,100.0,299,275,92.0,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","M",316,315,99.7,315,287,91.1,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","F",136,136,100.0,136,66,48.5,44,32.4,"*","*","*","*",26,19.1
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","M",156,154,98.7,154,87,56.5,47,30.5,"*","*","*","*",20,13.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",167,159,95.2,159,31,19.5,61,38.4,41,25.8,26,16.4,67,42.1
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","M",124,122,98.4,122,25,20.5,55,45.1,32,26.2,10,8.2,42,34.4
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",157,157,100.0,157,60,38.2,56,35.7,32,20.4,9,5.7,41,26.1
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","M",111,111,100.0,111,36,32.4,50,45.0,16,14.4,9,8.1,25,22.5
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",239,237,99.2,237,160,67.5,63,26.6,"*","*","*","*",14,5.9
"Bridgeport School District","=""0150011""","Read School","=""0152511""","M",282,280,99.3,280,192,68.6,72,25.7,"*","*","*","*",16,5.7
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",145,145,100.0,145,129,89.0,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","M",159,159,100.0,159,136,85.5,21,13.2,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",141,141,100.0,141,98,69.5,33,23.4,10,7.1,0,0.0,10,7.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","M",137,137,100.0,137,103,75.2,26,19.0,"*","*","*","*",8,5.8
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",210,210,100.0,210,86,41.0,82,39.0,34,16.2,8,3.8,42,20.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","M",232,232,100.0,232,89,38.4,92,39.7,43,18.5,8,3.4,51,22.0
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","F",139,139,100.0,139,75,54.0,42,30.2,"*","*","*","*",22,15.8
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","M",142,135,95.1,135,80,59.3,25,18.5,"*","*","*","*",30,22.2
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","F",146,142,97.3,142,73,51.4,41,28.9,"*","*","*","*",28,19.7
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","M",163,158,96.9,158,108,68.4,24,15.2,"*","*","*","*",26,16.5
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",342,341,99.7,340,102,30.0,108,31.8,90,26.5,40,11.8,130,38.2
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","M",402,400,99.5,400,166,41.5,112,28.0,76,19.0,46,11.5,122,30.5
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","F",89,89,100.0,89,26,29.2,28,31.5,25,28.1,10,11.2,35,39.3
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","M",84,83,98.8,83,24,28.9,27,32.5,18,21.7,14,16.9,32,38.6
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","F",97,97,100.0,97,23,23.7,39,40.2,27,27.8,8,8.2,35,36.1
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","M",94,94,100.0,94,26,27.7,36,38.3,24,25.5,8,8.5,32,34.0
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",294,294,100.0,294,102,34.7,99,33.7,68,23.1,25,8.5,93,31.6
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","M",289,288,99.7,288,107,37.2,91,31.6,58,20.1,32,11.1,90,31.3
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","F",97,97,100.0,97,17,17.5,22,22.7,33,34.0,25,25.8,58,59.8
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","M",103,102,99.0,102,22,21.6,29,28.4,30,29.4,21,20.6,51,50.0
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","F",94,94,100.0,94,18,19.1,44,46.8,23,24.5,9,9.6,32,34.0
