"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, Gender"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"M",100,94,94.0,94,50,53.2,27,28.7,"*","*","*","*",17,18.1,2474
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"F",99,97,98.0,97,29,29.9,32,33.0,29,29.9,7,7.2,36,37.1,2532
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"M",85,85,100.0,85,38,44.7,20,23.5,21,24.7,6,7.1,27,31.8,2513
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"F",41,41,100.0,41,15,36.6,16,39.0,"*","*","*","*",10,24.4,2395
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"M",42,42,100.0,42,18,42.9,12,28.6,"*","*","*","*",12,28.6,2384
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"F",37,37,100.0,37,"*","*",10,27.0,12,32.4,"*","*","*","*",2479
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"M",47,47,100.0,47,22,46.8,11,23.4,"*","*","*","*",14,29.8,2429
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"F",45,45,100.0,45,15,33.3,15,33.3,"*","*","*","*",15,33.3,2468
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"M",45,45,100.0,45,22,48.9,"*","*",11,24.4,"*","*","*","*",2453
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"F",48,48,100.0,48,16,33.3,14,29.2,"*","*","*","*",18,37.5,2509
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"M",41,41,100.0,41,21,51.2,9,22.0,"*","*","*","*",11,26.8,2474
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"F",40,38,95.0,38,"*","*","*","*",14,36.8,10,26.3,24,63.2,2441
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"M",49,49,100.0,49,"*","*",14,28.6,13,26.5,"*","*","*","*",2409
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"F",42,41,97.6,41,"*","*",13,31.7,11,26.8,"*","*","*","*",2464
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"M",40,40,100.0,40,13,32.5,14,35.0,"*","*","*","*",13,32.5,2441
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"F",52,52,100.0,52,23,44.2,12,23.1,"*","*","*","*",17,32.7,2464
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"M",42,42,100.0,42,21,50.0,"*","*",10,23.8,"*","*","*","*",2455
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"F",45,42,93.3,42,"*","*",15,35.7,16,38.1,"*","*","*","*",2530
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"M",41,40,97.6,40,14,35.0,"*","*",13,32.5,"*","*","*","*",2499
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"M","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"M","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"M",19,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"M","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"F",123,123,100.0,123,41,33.3,34,27.6,35,28.5,13,10.6,48,39.0,2498
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"M",136,136,100.0,136,52,38.2,38,27.9,35,25.7,11,8.1,46,33.8,2493
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"F",123,123,100.0,123,33,26.8,39,31.7,38,30.9,13,10.6,51,41.5,2535
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"M",120,120,100.0,120,48,40.0,31,25.8,28,23.3,13,10.8,41,34.2,2512
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"F",105,105,100.0,105,31,29.5,26,24.8,36,34.3,12,11.4,48,45.7,2545
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"M",117,117,100.0,117,39,33.3,31,26.5,31,26.5,16,13.7,47,40.2,2541
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"F",40,40,100.0,40,11,27.5,11,27.5,"*","*","*","*",18,45.0,2429
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"M",31,31,100.0,31,11,35.5,11,35.5,"*","*","*","*",9,29.0,2392
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"F",37,37,100.0,37,11,29.7,13,35.1,"*","*","*","*",13,35.1,2452
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"M",34,33,97.1,33,17,51.5,7,21.2,"*","*","*","*",9,27.3,2416
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"F",31,31,100.0,31,8,25.8,"*","*",13,41.9,"*","*","*","*",2498
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"M",41,40,97.6,40,18,45.0,"*","*",10,25.0,"*","*","*","*",2460
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"F",34,34,100.0,34,9,26.5,10,29.4,7,20.6,8,23.5,15,44.1,2520
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"M",38,38,100.0,38,11,28.9,7,18.4,14,36.8,6,15.8,20,52.6,2527
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"F",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2586
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"F",30,30,100.0,30,"*","*",9,30.0,13,43.3,"*","*","*","*",2560
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"M",37,37,100.0,37,"*","*",8,21.6,15,40.5,"*","*","*","*",2566
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"F",22,22,100.0,22,"*","*","*","*",8,36.4,10,45.5,18,81.8,2513
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"M",20,20,100.0,20,"*","*","*","*",6,30.0,6,30.0,12,60.0,2482
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"F",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2577
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"M",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2519
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"F",25,25,100.0,25,0,0.0,"*","*",11,44.0,"*","*","*","*",2618
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"M",25,25,100.0,25,"*","*",7,28.0,10,40.0,"*","*","*","*",2526
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"M",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2573
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"F",115,115,100.0,115,"*","*","*","*",45,39.1,54,47.0,99,86.1,2634
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"M",152,152,100.0,152,"*","*","*","*",55,36.2,71,46.7,126,82.9,2635
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"F",140,138,98.6,138,8,5.8,15,10.9,58,42.0,57,41.3,115,83.3,2644
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"M",133,133,100.0,133,9,6.8,23,17.3,54,40.6,47,35.3,101,75.9,2624
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"F",61,61,100.0,61,"*","*","*","*",13,21.3,32,52.5,45,73.8,2485
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"M",67,67,100.0,67,"*","*",13,19.4,"*","*",38,56.7,"*","*",2485
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"F",56,56,100.0,56,"*","*","*","*",17,30.4,30,53.6,47,83.9,2540
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"M",58,58,100.0,58,"*","*","*","*",17,29.3,30,51.7,47,81.0,2536
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"F",56,56,100.0,56,"*","*","*","*",13,23.2,33,58.9,46,82.1,2507
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"M",52,52,100.0,52,"*","*","*","*",12,23.1,30,57.7,42,80.8,2500
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"F",51,50,98.0,50,"*","*","*","*",10,20.0,32,64.0,42,84.0,2554
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"M",54,54,100.0,54,"*","*","*","*",11,20.4,33,61.1,44,81.5,2542
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"F",146,146,100.0,146,12,8.2,16,11.0,43,29.5,75,51.4,118,80.8,2573
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"M",127,127,100.0,127,12,9.4,20,15.7,40,31.5,55,43.3,95,74.8,2562
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"F",129,128,99.2,128,"*","*","*","*",40,31.3,73,57.0,113,88.3,2623
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"M",148,148,100.0,148,"*","*","*","*",61,41.2,58,39.2,119,80.4,2594
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"F",23,23,100.0,23,"*","*","*","*",8,34.8,"*","*","*","*",2520
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"M",24,21,87.5,21,"*","*","*","*",6,28.6,"*","*","*","*",2467
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"F",23,22,95.7,22,"*","*","*","*",6,27.3,8,36.4,14,63.6,2544
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"M",24,23,95.8,23,"*","*","*","*",8,34.8,8,34.8,16,69.6,2550
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"F",23,23,100.0,23,0,0.0,"*","*",7,30.4,"*","*","*","*",2591
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"M",22,21,95.5,21,"*","*","*","*",9,42.9,"*","*","*","*",2564
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"F",97,96,99.0,96,8,8.3,17,17.7,42,43.8,29,30.2,71,74.0,2576
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"M",118,118,100.0,118,20,16.9,27,22.9,43,36.4,28,23.7,71,60.2,2548
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"F",118,118,100.0,118,8,6.8,23,19.5,57,48.3,30,25.4,87,73.7,2597
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"M",128,128,100.0,128,16,12.5,26,20.3,58,45.3,28,21.9,86,67.2,2580
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"F",86,86,100.0,86,"*","*","*","*",45,52.3,21,24.4,66,76.7,2613
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"M",128,128,100.0,128,"*","*",38,29.7,54,42.2,"*","*","*","*",2593
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"F",42,42,100.0,42,"*","*",14,33.3,13,31.0,"*","*","*","*",2440
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"M",40,40,100.0,40,"*","*",17,42.5,"*","*",9,22.5,"*","*",2434
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"F",27,27,100.0,27,"*","*","*","*",6,22.2,16,59.3,22,81.5,2544
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"M",32,31,96.9,31,"*","*","*","*",11,35.5,10,32.3,21,67.7,2482
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"F",35,35,100.0,35,0,0.0,"*","*","*","*",15,42.9,"*","*",2573
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"M",51,51,100.0,51,"*","*","*","*",13,25.5,23,45.1,36,70.6,2552
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"F",41,41,100.0,41,"*","*","*","*",14,34.1,17,41.5,31,75.6,2483
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"M",44,44,100.0,44,"*","*","*","*",12,27.3,22,50.0,34,77.3,2480
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"F",38,38,100.0,38,"*","*","*","*",13,34.2,11,28.9,24,63.2,2493
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"M",52,51,98.1,51,"*","*",16,31.4,"*","*",15,29.4,"*","*",2471
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"F",52,52,100.0,52,"*","*","*","*",24,46.2,17,32.7,41,78.8,2548
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"M",57,57,100.0,56,"*","*","*","*",26,46.4,16,28.6,42,75.0,2542
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2503
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"F",27,27,100.0,27,"*","*","*","*",10,37.0,13,48.1,23,85.2,2571
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"M",30,29,96.7,29,"*","*","*","*",11,37.9,8,27.6,19,65.5,2533
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"F",28,26,92.9,26,"*","*","*","*","*","*",13,50.0,"*","*",2471
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"M",30,29,96.7,29,"*","*","*","*","*","*",7,24.1,"*","*",2431
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"F",24,24,100.0,24,"*","*","*","*","*","*",13,54.2,"*","*",2546
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"M",28,27,96.4,27,"*","*","*","*","*","*",6,22.2,"*","*",2467
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"F",25,24,96.0,24,"*","*","*","*",7,29.2,13,54.2,20,83.3,2585
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"M",34,32,94.1,32,"*","*","*","*",13,40.6,12,37.5,25,78.1,2558
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"F",30,29,96.7,29,"*","*","*","*",15,51.7,"*","*","*","*",2576
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"M",33,33,100.0,33,"*","*","*","*",10,30.3,"*","*","*","*",2525
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"F",63,63,100.0,63,10,15.9,9,14.3,21,33.3,23,36.5,44,69.8,2463
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"M",63,62,98.4,62,14,22.6,14,22.6,15,24.2,19,30.6,34,54.8,2433
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"F",94,93,98.9,93,"*","*","*","*",38,40.9,42,45.2,80,86.0,2605
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"M",95,95,100.0,95,"*","*","*","*",36,37.9,32,33.7,68,71.6,2568
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"F",114,114,100.0,114,11,9.6,16,14.0,44,38.6,43,37.7,87,76.3,2609
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"M",133,133,100.0,133,15,11.3,23,17.3,62,46.6,33,24.8,95,71.4,2591
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"F",105,104,99.0,104,"*","*","*","*",52,50.0,38,36.5,90,86.5,2642
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"M",109,109,100.0,109,"*","*",28,25.7,44,40.4,"*","*","*","*",2603
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"F",65,65,100.0,65,"*","*","*","*",19,29.2,28,43.1,47,72.3,2477
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"M",62,61,98.4,61,"*","*",16,26.2,"*","*",30,49.2,"*","*",2475
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"F",107,106,99.1,106,13,12.3,19,17.9,35,33.0,39,36.8,74,69.8,2507
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"M",103,102,99.0,102,21,20.6,16,15.7,31,30.4,34,33.3,65,63.7,2490
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"F",96,96,100.0,96,12,12.5,15,15.6,32,33.3,37,38.5,69,71.9,2551
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"M",117,116,99.1,116,17,14.7,18,15.5,48,41.4,33,28.4,81,69.8,2532
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"F",61,61,100.0,61,9,14.8,13,21.3,27,44.3,12,19.7,39,63.9,2522
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"M",64,64,100.0,64,18,28.1,18,28.1,21,32.8,7,10.9,28,43.8,2484
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"F",46,46,100.0,46,9,19.6,9,19.6,21,45.7,7,15.2,28,60.9,2535
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"M",51,51,100.0,51,12,23.5,13,25.5,19,37.3,7,13.7,26,51.0,2523
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"F",51,51,100.0,51,15,29.4,"*","*",14,27.5,"*","*","*","*",2544
