"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",101,101,100.0,101,13,12.9,28,27.7,32,31.7,28,27.7,60,59.4
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",246,240,97.6,239,38,15.9,63,26.4,87,36.4,51,21.3,138,57.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",693,685,98.8,685,64,9.3,149,21.8,286,41.8,186,27.2,472,68.9
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",96,95,99.0,95,8,8.4,16,16.8,26,27.4,45,47.4,71,74.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",387,385,99.5,385,40,10.4,63,16.4,134,34.8,148,38.4,282,73.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",111,109,98.2,109,7,6.4,29,26.6,48,44.0,25,22.9,73,67.0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",205,203,99.0,203,43,21.2,57,28.1,77,37.9,26,12.8,103,50.7
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",209,204,97.6,204,45,22.1,86,42.2,65,31.9,8,3.9,73,35.8
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",128,118,92.2,118,30,25.4,34,28.8,41,34.7,13,11.0,54,45.8
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",8,0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",244,242,99.2,242,63,26.0,62,25.6,72,29.8,45,18.6,117,48.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",359,356,99.2,356,40,11.2,59,16.6,132,37.1,125,35.1,257,72.2
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",85,83,97.6,83,"*","*","*","*",33,39.8,37,44.6,70,84.3
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",129,129,100.0,129,32,24.8,33,25.6,42,32.6,22,17.1,64,49.6
"Branford School District","=""0140011""","Branford High School","=""0146111""",241,226,93.8,226,73,32.3,70,31.0,59,26.1,24,10.6,83,36.7
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",904,883,97.7,883,138,15.6,187,21.2,373,42.2,185,21.0,558,63.2
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",133,132,99.2,132,16,12.1,32,24.2,42,31.8,42,31.8,84,63.6
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",161,161,100.0,161,14,8.7,33,20.5,42,26.1,72,44.7,114,70.8
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",155,153,98.7,153,24,15.7,40,26.1,39,25.5,50,32.7,89,58.2
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",564,564,100.0,564,196,34.8,164,29.1,131,23.2,73,12.9,204,36.2
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",63,47,74.6,42,23,54.8,"*","*",9,21.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",351,347,98.9,347,202,58.2,88,25.4,"*","*","*","*",57,16.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",239,222,92.9,222,125,56.3,63,28.4,"*","*","*","*",34,15.3
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",170,169,99.4,169,88,52.1,43,25.4,27,16.0,11,6.5,38,22.5
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",75,22,29.3,17,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",231,229,99.1,229,75,32.8,71,31.0,61,26.6,22,9.6,83,36.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",732,702,95.9,702,363,51.7,206,29.3,112,16.0,21,3.0,133,18.9
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",37,36,97.3,35,31,88.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",195,191,97.9,191,119,62.3,54,28.3,11,5.8,7,3.7,18,9.4
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",425,359,84.5,352,110,31.3,109,31.0,106,30.1,27,7.7,133,37.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",802,723,90.1,721,487,67.5,153,21.2,65,9.0,16,2.2,81,11.2
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",230,229,99.6,229,50,21.8,75,32.8,85,37.1,19,8.3,104,45.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",421,416,98.8,416,272,65.4,98,23.6,"*","*","*","*",46,11.1
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",232,232,100.0,232,132,56.9,64,27.6,"*","*","*","*",36,15.5
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",513,509,99.2,508,305,60.0,112,22.0,82,16.1,9,1.8,91,17.9
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""",210,210,100.0,210,121,57.6,57,27.1,"*","*","*","*",32,15.2
"Bridgeport School District","=""0150011""","Edison School","=""0150711""",136,136,100.0,133,63,47.4,40,30.1,"*","*","*","*",30,22.6
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""",483,471,97.5,471,227,48.2,151,32.1,78,16.6,15,3.2,93,19.7
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",128,127,99.2,127,59,46.5,48,37.8,20,15.7,0,0.0,20,15.7
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",152,151,99.3,150,68,45.3,47,31.3,"*","*","*","*",35,23.3
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",305,234,76.7,230,130,56.5,62,27.0,31,13.5,7,3.0,38,16.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",276,276,100.0,276,47,17.0,78,28.3,109,39.5,42,15.2,151,54.7
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""",260,248,95.4,248,102,41.1,81,32.7,48,19.4,17,6.9,65,26.2
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""",71,48,67.6,47,24,51.1,"*","*",11,23.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",279,272,97.5,272,61,22.4,80,29.4,85,31.3,46,16.9,131,48.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""",404,403,99.8,402,211,52.5,115,28.6,70,17.4,6,1.5,76,18.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""",612,550,89.9,548,448,81.8,81,14.8,19,3.5,0,0.0,19,3.5
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",292,290,99.3,290,117,40.3,88,30.3,60,20.7,25,8.6,85,29.3
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",291,281,96.6,281,16,5.7,59,21.0,139,49.5,67,23.8,206,73.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",268,268,100.0,268,34,12.7,98,36.6,99,36.9,37,13.8,136,50.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""",520,514,98.8,514,273,53.1,142,27.6,82,16.0,17,3.3,99,19.3
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",305,298,97.7,296,213,72.0,56,18.9,"*","*","*","*",27,9.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",278,275,98.9,274,132,48.2,95,34.7,"*","*","*","*",47,17.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",441,440,99.8,440,112,25.5,149,33.9,131,29.8,48,10.9,179,40.7
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",279,272,97.5,272,66,24.3,77,28.3,93,34.2,36,13.2,129,47.4
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",308,302,98.1,301,55,18.3,88,29.2,106,35.2,52,17.3,158,52.5
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",745,737,98.9,736,154,20.9,211,28.7,263,35.7,108,14.7,371,50.4
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",173,172,99.4,172,42,24.4,35,20.3,50,29.1,45,26.2,95,55.2
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",191,188,98.4,187,31,16.6,52,27.8,62,33.2,42,22.5,104,55.6
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",583,578,99.1,578,127,22.0,161,27.9,198,34.3,92,15.9,290,50.2
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",200,197,98.5,197,31,15.7,48,24.4,47,23.9,71,36.0,118,59.9
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",177,176,99.4,176,35,19.9,50,28.4,56,31.8,35,19.9,91,51.7
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",417,407,97.6,407,60,14.7,107,26.3,186,45.7,54,13.3,240,59.0
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""",238,237,99.6,237,64,27.0,38,16.0,70,29.5,65,27.4,135,57.0
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""",209,208,99.5,208,42,20.2,54,26.0,67,32.2,45,21.6,112,53.8
"Bristol School District","=""0170011""","West Bristol School","=""0172011""",602,592,98.3,592,137,23.1,167,28.2,220,37.2,68,11.5,288,48.6
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",216,186,86.1,181,67,37.0,40,22.1,47,26.0,27,14.9,74,40.9
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",404,396,98.0,396,31,7.8,69,17.4,125,31.6,171,43.2,296,74.7
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",888,855,96.3,852,64,7.5,153,18.0,368,43.2,267,31.3,635,74.5
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",176,174,98.9,174,18,10.3,33,19.0,50,28.7,73,42.0,123,70.7
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",365,361,98.9,361,36,10.0,86,23.8,154,42.7,85,23.5,239,66.2
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",53,52,98.1,52,"*","*",14,26.9,22,42.3,"*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",87,86,98.9,86,16,18.6,23,26.7,20,23.3,27,31.4,47,54.7
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",225,223,99.1,223,36,16.1,71,31.8,93,41.7,23,10.3,116,52.0
"Canton School District","=""0230011""","Canton Academy","=""0230411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""",98,98,100.0,98,"*","*","*","*",38,38.8,45,45.9,83,84.7
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",412,411,99.8,411,44,10.7,66,16.1,150,36.5,151,36.7,301,73.2
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",273,271,99.3,271,25,9.2,50,18.5,112,41.3,84,31.0,196,72.3
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",117,116,99.1,116,"*","*","*","*",34,29.3,59,50.9,93,80.2
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",375,371,98.9,370,63,17.0,94,25.4,120,32.4,93,25.1,213,57.6
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",43,43,100.0,43,7,16.3,6,14.0,9,20.9,21,48.8,30,69.8
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",13,9,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",174,172,98.9,172,47,27.3,25,14.5,44,25.6,56,32.6,100,58.1
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",104,76,73.1,76,16,21.1,19,25.0,24,31.6,17,22.4,41,53.9
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",313,310,99.0,310,69,22.3,86,27.7,112,36.1,43,13.9,155,50.0
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",170,170,100.0,170,42,24.7,34,20.0,48,28.2,46,27.1,94,55.3
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",22,13,59.1,12,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""",275,261,94.9,261,99,37.9,62,23.8,79,30.3,21,8.0,100,38.3
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",425,392,92.2,388,100,25.8,95,24.5,129,33.2,64,16.5,193,49.7
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",133,132,99.2,132,30,22.7,33,25.0,39,29.5,30,22.7,69,52.3
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",123,116,94.3,116,26,22.4,33,28.4,39,33.6,18,15.5,57,49.1
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",252,242,96.0,241,119,49.4,66,27.4,49,20.3,7,2.9,56,23.2
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",142,142,100.0,142,44,31.0,33,23.2,35,24.6,30,21.1,65,45.8
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Silas Deane Middle School","=""2410914""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",80,78,97.5,77,15,19.5,29,37.7,22,28.6,11,14.3,33,42.9
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",651,637,97.8,634,111,17.5,163,25.7,249,39.3,111,17.5,360,56.8
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",171,169,98.8,169,45,26.6,47,27.8,41,24.3,36,21.3,77,45.6
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",75,58,77.3,58,18,31.0,9,15.5,12,20.7,19,32.8,31,53.4
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",209,205,98.1,204,15,7.4,26,12.7,68,33.3,95,46.6,163,79.9
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",372,361,97.0,361,35,9.7,62,17.2,133,36.8,131,36.3,264,73.1
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",753,746,99.1,746,38,5.1,109,14.6,353,47.3,246,33.0,599,80.3
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",376,376,100.0,376,21,5.6,56,14.9,119,31.6,180,47.9,299,79.5
"Cheshire School District","=""0250011""","Highland School","=""0250411""",515,510,99.0,510,41,8.0,70,13.7,175,34.3,224,43.9,399,78.2
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",285,280,98.2,280,18,6.4,42,15.0,83,29.6,137,48.9,220,78.6
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",137,137,100.0,137,8,5.8,13,9.5,49,35.8,67,48.9,116,84.7
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",315,309,98.1,309,23,7.4,62,20.1,104,33.7,120,38.8,224,72.5
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",469,456,97.2,456,40,8.8,103,22.6,213,46.7,100,21.9,313,68.6
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",139,139,100.0,139,14,10.1,30,21.6,40,28.8,55,39.6,95,68.3
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",134,128,95.5,128,34,26.6,26,20.3,37,28.9,31,24.2,68,53.1
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",205,197,96.1,197,35,17.8,71,36.0,52,26.4,39,19.8,91,46.2
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",580,577,99.5,576,72,12.5,97,16.8,179,31.1,228,39.6,407,70.7
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",627,622,99.2,622,27,4.3,117,18.8,284,45.7,194,31.2,478,76.8
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",52,48,92.3,48,"*","*","*","*",15,31.3,23,47.9,38,79.2
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",293,286,97.6,286,33,11.5,66,23.1,107,37.4,80,28.0,187,65.4
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",32,32,100.0,32,9,28.1,8,25.0,9,28.1,6,18.8,15,46.9
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",183,183,100.0,183,44,24.0,69,37.7,61,33.3,9,4.9,70,38.3
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",193,193,100.0,193,20,10.4,97,50.3,65,33.7,11,5.7,76,39.4
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",152,152,100.0,152,50,32.9,69,45.4,"*","*","*","*",33,21.7
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",114,109,95.6,109,38,34.9,47,43.1,"*","*","*","*",24,22.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",142,141,99.3,140,28,20.0,42,30.0,58,41.4,12,8.6,70,50.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",144,144,100.0,144,80,55.6,43,29.9,"*","*","*","*",21,14.6
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",188,185,98.4,185,"*","*",44,23.8,102,55.1,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",128,80,62.5,80,43,53.8,22,27.5,"*","*","*","*",15,18.8
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",150,146,97.3,146,19,13.0,56,38.4,50,34.2,21,14.4,71,48.6
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",156,156,100.0,156,13,8.3,41,26.3,77,49.4,25,16.0,102,65.4
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",160,157,98.1,157,"*","*",48,30.6,76,48.4,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",157,148,94.3,148,48,32.4,60,40.5,32,21.6,8,5.4,40,27.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",195,193,99.0,193,29,15.0,54,28.0,85,44.0,25,13.0,110,57.0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",154,147,95.5,147,26,17.7,62,42.2,45,30.6,14,9.5,59,40.1
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",177,176,99.4,176,7,4.0,34,19.3,98,55.7,37,21.0,135,76.7
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",130,125,96.2,125,17,13.6,41,32.8,57,45.6,10,8.0,67,53.6
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",247,244,98.8,244,"*","*",73,29.9,83,34.0,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","*","*","*","*",73,66.4,"*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",65,61,93.8,61,"*","*","*","*",26,42.6,15,24.6,41,67.2
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",385,376,97.7,376,26,6.9,75,19.9,186,49.5,89,23.7,275,73.1
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",126,108,85.7,107,28,26.2,29,27.1,31,29.0,19,17.8,50,46.7
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",365,363,99.5,363,48,13.2,67,18.5,131,36.1,117,32.2,248,68.3
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",140,137,97.9,137,19,13.9,31,22.6,42,30.7,45,32.8,87,63.5
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",450,450,100.0,450,33,7.3,87,19.3,200,44.4,130,28.9,330,73.3
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",476,475,99.8,475,86,18.1,109,22.9,156,32.8,124,26.1,280,58.9
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
