"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"Math","Y",59,59,100.0,58,42,72.4,12,20.7,"*","*","*","*","*","*",2447
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",11,"ELA","Y",31,31,100.0,31,"*","*","*","*",12,38.7,8,25.8,20,64.5,2622
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",11,"Math","Y",31,31,100.0,31,9,29.0,"*","*",11,35.5,"*","*","*","*",2584
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","Y",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*",2430
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","Y",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*",2431
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","Y",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2470
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","Y",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2488
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","Y",61,60,98.4,60,"*","*",19,31.7,19,31.7,"*","*","*","*",2475
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","N",29,29,100.0,29,9,31.0,"*","*",10,34.5,"*","*","*","*",2473
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","Y",61,59,96.7,59,28,47.5,25,42.4,"*","*","*","*","*","*",2458
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","N",29,29,100.0,29,14,48.3,"*","*","*","*",0,0.0,"*","*",2445
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","Y",71,71,100.0,71,17,23.9,"*","*",30,42.3,"*","*","*","*",2521
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","N",28,28,100.0,28,9,32.1,"*","*",8,28.6,"*","*","*","*",2524
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","Y",71,71,100.0,71,"*","*",26,36.6,21,29.6,"*","*","*","*",2504
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","N",28,28,100.0,28,12,42.9,"*","*",6,21.4,"*","*","*","*",2515
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","Y",52,52,100.0,52,"*","*",16,30.8,19,36.5,"*","*","*","*",2548
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","N",26,26,100.0,26,"*","*",11,42.3,9,34.6,"*","*","*","*",2551
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","Y",52,52,100.0,52,20,38.5,17,32.7,"*","*","*","*","*","*",2510
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","N",26,26,100.0,26,10,38.5,11,42.3,"*","*","*","*","*","*",2497
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","Y",50,50,100.0,50,"*","*",13,26.0,19,38.0,"*","*","*","*",2577
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","N",29,29,100.0,29,"*","*",11,37.9,9,31.0,"*","*","*","*",2595
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","Y",50,50,100.0,50,16,32.0,"*","*","*","*",14,28.0,"*","*",2560
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","N",29,29,100.0,29,"*","*",10,34.5,"*","*",8,27.6,"*","*",2548
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"ELA","Y",27,26,96.3,26,"*","*","*","*","*","*","*","*","*","*",2596
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"ELA","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"Math","Y",27,26,96.3,26,"*","*","*","*","*","*","*","*","*","*",2577
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"Math","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2495
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","N",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*",2475
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","N",41,39,95.1,39,"*","*","*","*","*","*","*","*","*","*",2589
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2557
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","N",35,34,97.1,34,0,0.0,"*","*","*","*","*","*","*","*",2598
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","N",35,34,97.1,34,"*","*","*","*","*","*","*","*","*","*",2610
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"ELA","Y",62,59,95.2,59,"*","*",18,30.5,24,40.7,"*","*","*","*",2596
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"ELA","N",50,45,90.0,45,"*","*","*","*",17,37.8,17,37.8,34,75.6,2637
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"Math","Y",62,55,88.7,55,32,58.2,12,21.8,"*","*","*","*",11,20.0,2532
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"Math","N",50,48,96.0,48,16,33.3,13,27.1,"*","*","*","*",19,39.6,2593
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","Y",136,132,97.1,132,47,35.6,46,34.8,"*","*","*","*",39,29.5,2510
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","N",49,49,100.0,49,"*","*",17,34.7,19,38.8,"*","*","*","*",2551
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","Y",136,132,97.1,132,60,45.5,52,39.4,"*","*","*","*",20,15.2,2487
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","N",49,49,100.0,49,16,32.7,19,38.8,"*","*","*","*",14,28.6,2521
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","Y",145,142,97.9,142,59,41.5,43,30.3,29,20.4,11,7.7,40,28.2,2517
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","N",64,63,98.4,63,19,30.2,15,23.8,20,31.7,9,14.3,29,46.0,2551
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","Y",145,142,97.9,142,92,64.8,37,26.1,"*","*","*","*",13,9.2,2466
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","N",64,63,98.4,63,30,47.6,21,33.3,"*","*","*","*",12,19.0,2509
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","Y",56,56,100.0,56,18,32.1,22,39.3,6,10.7,10,17.9,16,28.6,2401
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","N",32,32,100.0,32,9,28.1,6,18.8,7,21.9,10,31.3,17,53.1,2432
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","Y",56,56,100.0,56,16,28.6,23,41.1,"*","*","*","*",17,30.4,2410
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","N",32,32,100.0,32,8,25.0,"*","*",12,37.5,"*","*","*","*",2436
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","Y",63,63,100.0,63,27,42.9,18,28.6,"*","*","*","*",18,28.6,2434
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","N",32,32,100.0,32,12,37.5,"*","*",11,34.4,"*","*","*","*",2446
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","Y",63,63,100.0,63,"*","*",32,50.8,"*","*",0,0.0,"*","*",2419
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","N",33,33,100.0,33,"*","*",21,63.6,"*","*",0,0.0,"*","*",2433
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","Y",60,60,100.0,60,25,41.7,18,30.0,"*","*","*","*",17,28.3,2454
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","N",29,29,100.0,29,8,27.6,"*","*",11,37.9,"*","*","*","*",2501
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","Y",60,60,100.0,60,38,63.3,15,25.0,"*","*","*","*","*","*",2435
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","N",29,29,100.0,29,10,34.5,16,55.2,"*","*","*","*","*","*",2466
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","Y",62,62,100.0,62,23,37.1,23,37.1,"*","*","*","*",16,25.8,2472
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","N",26,26,100.0,26,11,42.3,"*","*",7,26.9,"*","*","*","*",2485
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","Y",62,62,100.0,62,29,46.8,24,38.7,"*","*","*","*",9,14.5,2461
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","N",26,26,100.0,26,12,46.2,8,30.8,"*","*","*","*",6,23.1,2465
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","Y",59,59,100.0,59,"*","*","*","*",13,22.0,8,13.6,21,35.6,2404
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","N",28,28,100.0,28,"*","*","*","*",10,35.7,9,32.1,19,67.9,2455
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","Y",59,59,100.0,59,22,37.3,"*","*",17,28.8,"*","*","*","*",2399
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","N",28,28,100.0,28,10,35.7,"*","*",11,39.3,"*","*","*","*",2418
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","Y",56,56,100.0,56,28,50.0,"*","*",8,14.3,"*","*","*","*",2428
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","N",37,35,94.6,35,10,28.6,"*","*","*","*",13,37.1,"*","*",2474
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","Y",56,56,100.0,56,13,23.2,36,64.3,"*","*","*","*",7,12.5,2434
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","N",37,36,97.3,36,7,19.4,15,41.7,"*","*","*","*",14,38.9,2472
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","Y",61,61,100.0,61,"*","*","*","*",16,26.2,"*","*","*","*",2465
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","N",24,23,95.8,23,"*","*","*","*",8,34.8,"*","*","*","*",2501
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","Y",61,61,100.0,61,34,55.7,"*","*",0,0.0,"*","*","*","*",2439
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","N",24,24,100.0,24,8,33.3,11,45.8,"*","*","*","*","*","*",2474
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","Y",55,55,100.0,55,19,34.5,25,45.5,"*","*","*","*",11,20.0,2479
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","N",29,29,100.0,29,"*","*",11,37.9,9,31.0,"*","*","*","*",2496
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","Y",55,55,100.0,55,25,45.5,20,36.4,"*","*","*","*",10,18.2,2477
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","N",29,29,100.0,29,13,44.8,"*","*",7,24.1,"*","*","*","*",2500
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","Y",23,21,91.3,20,"*","*","*","*","*","*",0,0.0,"*","*",2433
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","Y",23,"*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","Y",16,13,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","Y",16,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","Y",148,148,100.0,148,48,32.4,51,34.5,"*","*","*","*",49,33.1,2489
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","N",98,98,100.0,98,"*","*",36,36.7,37,37.8,"*","*","*","*",2531
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","Y",148,148,100.0,148,77,52.0,54,36.5,"*","*","*","*",17,11.5,2457
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","N",98,98,100.0,98,23,23.5,44,44.9,"*","*","*","*",31,31.6,2509
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","Y",134,133,99.3,133,51,38.3,44,33.1,31,23.3,7,5.3,38,28.6,2501
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","N",99,99,100.0,98,17,17.3,28,28.6,40,40.8,13,13.3,53,54.1,2553
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","Y",134,133,99.3,133,76,57.1,36,27.1,"*","*","*","*",21,15.8,2460
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","N",99,98,99.0,98,"*","*",38,38.8,25,25.5,"*","*","*","*",2536
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","Y",117,117,100.0,116,38,32.8,47,40.5,"*","*","*","*",31,26.7,2521
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","N",110,110,100.0,110,"*","*",25,22.7,47,42.7,"*","*","*","*",2586
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","Y",117,117,100.0,117,70,59.8,29,24.8,"*","*","*","*",18,15.4,2488
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","N",110,110,100.0,110,32,29.1,28,25.5,"*","*","*","*",50,45.5,2566
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","Y",38,38,100.0,38,16,42.1,13,34.2,"*","*","*","*",9,23.7,2381
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","N",36,35,97.2,35,9,25.7,11,31.4,"*","*","*","*",15,42.9,2419
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","Y",38,38,100.0,38,26,68.4,9,23.7,"*","*","*","*","*","*",2360
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","N",36,35,97.2,35,15,42.9,8,22.9,"*","*","*","*","*","*",2405
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","Y",39,39,100.0,39,21,53.8,12,30.8,"*","*","*","*",6,15.4,2415
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","N",35,34,97.1,34,10,29.4,13,38.2,"*","*","*","*",11,32.4,2446
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","Y",39,39,100.0,39,"*","*",19,48.7,"*","*",0,0.0,"*","*",2405
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","N",35,34,97.1,34,"*","*",15,44.1,"*","*",0,0.0,"*","*",2425
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","Y",36,36,100.0,36,12,33.3,"*","*",10,27.8,"*","*","*","*",2470
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","N",38,38,100.0,38,8,21.1,"*","*",17,44.7,"*","*","*","*",2524
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math","Y",36,36,100.0,36,22,61.1,14,38.9,0,0.0,0,0.0,0,0.0,2419
