"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, High Needs (F/R, EL or"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Y",88,88,100.0,88,31,35.2,25,28.4,24,27.3,8,9.1,32,36.4
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",143,143,100.0,143,17,11.9,45,31.5,49,34.3,32,22.4,81,56.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Y",79,78,98.7,78,27,34.6,23,29.5,20,25.6,8,10.3,28,35.9
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",463,461,99.6,461,8,1.7,50,10.8,108,23.4,295,64.0,403,87.4
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Y",40,40,100.0,40,"*","*",17,42.5,9,22.5,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",203,203,100.0,203,"*","*",38,18.7,67,33.0,"*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Y",21,20,95.2,20,"*","*","*","*",8,40.0,"*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",192,191,99.5,191,"*","*","*","*",68,35.6,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",68,67,98.5,67,33,49.3,21,31.3,"*","*","*","*",13,19.4
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",482,481,99.8,481,"*","*",92,19.1,150,31.2,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",38,37,97.4,37,20,54.1,"*","*","*","*",0,0.0,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",137,131,95.6,131,22,16.8,50,38.2,"*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",144,144,100.0,143,78,54.5,44,30.8,"*","*","*","*",21,14.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",531,530,99.8,530,"*","*",169,31.9,148,27.9,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",57,56,98.2,56,15,26.8,23,41.1,"*","*","*","*",18,32.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",170,170,100.0,170,"*","*",43,25.3,54,31.8,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",51,51,100.0,50,20,40.0,19,38.0,"*","*","*","*",11,22.0
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",233,230,98.7,230,"*","*",57,24.8,87,37.8,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",31,29,93.5,29,"*","*",8,27.6,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",99,99,100.0,99,"*","*",22,22.2,"*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",45,45,100.0,45,"*","*",17,37.8,13,28.9,"*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",187,179,95.7,179,"*","*",41,22.9,54,30.2,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",45,45,100.0,45,"*","*",17,37.8,12,26.7,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",81,80,98.8,80,"*","*","*","*",35,43.8,31,38.8,66,82.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",200,200,100.0,200,73,36.5,70,35.0,40,20.0,17,8.5,57,28.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",450,447,99.3,447,46,10.3,130,29.1,140,31.3,131,29.3,271,60.6
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",31,31,100.0,31,"*","*",7,22.6,13,41.9,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",96,95,99.0,95,"*","*","*","*",32,33.7,39,41.1,71,74.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",127,125,98.4,125,33,26.4,53,42.4,24,19.2,15,12.0,39,31.2
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",296,294,99.3,294,10,3.4,94,32.0,95,32.3,95,32.3,190,64.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",135,135,100.0,135,53,39.3,49,36.3,20,14.8,13,9.6,33,24.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",87,87,100.0,87,23,26.4,33,37.9,22,25.3,9,10.3,31,35.6
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",111,111,100.0,111,57,51.4,36,32.4,"*","*","*","*",18,16.2
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",90,90,100.0,90,28,31.1,35,38.9,"*","*","*","*",27,30.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",45,43,95.6,43,28,65.1,"*","*","*","*",0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",42,41,97.6,41,13,31.7,17,41.5,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",162,161,99.4,161,64,39.8,59,36.6,"*","*","*","*",38,23.6
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",92,92,100.0,92,20,21.7,38,41.3,"*","*","*","*",34,37.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",87,86,98.9,86,31,36.0,24,27.9,22,25.6,9,10.5,31,36.0
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",267,259,97.0,259,11,4.2,53,20.5,87,33.6,108,41.7,195,75.3
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",46,45,97.8,44,23,52.3,12,27.3,"*","*","*","*",9,20.5
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",88,88,100.0,88,"*","*",41,46.6,29,33.0,"*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",308,305,99.0,305,141,46.2,92,30.2,42,13.8,30,9.8,72,23.6
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",586,574,98.0,573,72,12.6,159,27.7,166,29.0,176,30.7,342,59.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",53,52,98.1,52,10,19.2,15,28.8,20,38.5,7,13.5,27,51.9
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",88,88,100.0,88,6,6.8,13,14.8,37,42.0,32,36.4,69,78.4
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",30,30,100.0,26,"*","*","*","*",8,30.8,"*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",120,120,100.0,120,"*","*","*","*",42,35.0,"*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",75,75,100.0,75,19,25.3,19,25.3,21,28.0,16,21.3,37,49.3
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",91,91,100.0,91,13,14.3,20,22.0,30,33.0,28,30.8,58,63.7
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",454,453,99.8,453,148,32.7,122,26.9,87,19.2,96,21.2,183,40.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",87,87,100.0,87,19,21.8,24,27.6,15,17.2,29,33.3,44,50.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",312,311,99.7,311,232,74.6,62,19.9,17,5.5,0,0.0,17,5.5
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",174,174,100.0,174,116,66.7,43,24.7,15,8.6,0,0.0,15,8.6
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",253,253,100.0,253,129,51.0,86,34.0,30,11.9,8,3.2,38,15.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",769,764,99.3,764,533,69.8,193,25.3,"*","*","*","*",38,5.0
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",41,39,95.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",192,192,100.0,192,129,67.2,49,25.5,"*","*","*","*",14,7.3
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",800,799,99.9,799,643,80.5,124,15.5,"*","*","*","*",32,4.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",237,234,98.7,234,108,46.2,83,35.5,33,14.1,10,4.3,43,18.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",474,473,99.8,473,351,74.2,94,19.9,22,4.7,6,1.3,28,5.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",222,221,99.5,221,175,79.2,37,16.7,"*","*","*","*",9,4.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",494,492,99.6,492,394,80.1,80,16.3,"*","*","*","*",18,3.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",220,220,100.0,220,178,80.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",149,149,100.0,149,102,68.5,40,26.8,"*","*","*","*",7,4.7
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",475,475,100.0,475,298,62.7,135,28.4,32,6.7,10,2.1,42,8.8
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",132,132,100.0,132,73,55.3,45,34.1,"*","*","*","*",14,10.6
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,151,99.3,151,100,66.2,40,26.5,"*","*","*","*",11,7.3
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",268,268,100.0,268,116,43.3,99,36.9,46,17.2,7,2.6,53,19.8
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",241,226,93.8,226,137,60.6,64,28.3,"*","*","*","*",25,11.1
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",274,272,99.3,272,118,43.4,100,36.8,40,14.7,14,5.1,54,19.9
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",359,359,100.0,359,234,65.2,93,25.9,"*","*","*","*",32,8.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",619,618,99.8,618,551,89.2,56,9.1,"*","*","*","*",11,1.8
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",295,294,99.7,292,168,57.5,75,25.7,36,12.3,13,4.5,49,16.8
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",295,290,98.3,290,43,14.8,101,34.8,104,35.9,42,14.5,146,50.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",261,261,100.0,261,74,28.4,121,46.4,48,18.4,18,6.9,66,25.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",539,538,99.8,538,372,69.1,122,22.7,32,5.9,12,2.2,44,8.2
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",328,326,99.4,326,274,84.0,41,12.6,11,3.4,0,0.0,11,3.4
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",305,302,99.0,301,223,74.1,66,21.9,"*","*","*","*",12,4.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",443,443,100.0,443,234,52.8,127,28.7,61,13.8,21,4.7,82,18.5
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",351,349,99.4,349,180,51.6,107,30.7,46,13.2,16,4.6,62,17.8
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",348,348,100.0,348,50,14.4,118,33.9,96,27.6,84,24.1,180,51.7
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",66,66,100.0,66,24,36.4,26,39.4,11,16.7,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",109,108,99.1,108,9,8.3,31,28.7,34,31.5,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",109,108,99.1,108,33,30.6,43,39.8,22,20.4,10,9.3,32,29.6
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",69,69,100.0,69,9,13.0,24,34.8,21,30.4,15,21.7,36,52.2
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",345,345,100.0,345,149,43.2,109,31.6,55,15.9,32,9.3,87,25.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",236,236,100.0,236,43,18.2,77,32.6,77,32.6,39,16.5,116,49.2
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",88,88,100.0,88,34,38.6,24,27.3,16,18.2,14,15.9,30,34.1
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",115,115,100.0,115,7,6.1,21,18.3,39,33.9,48,41.7,87,75.7
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",92,91,98.9,91,27,29.7,37,40.7,21,23.1,6,6.6,27,29.7
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",88,88,100.0,88,10,11.4,27,30.7,27,30.7,24,27.3,51,58.0
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",174,174,100.0,174,68,39.1,63,36.2,31,17.8,12,6.9,43,24.7
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",237,236,99.6,236,18,7.6,82,34.7,80,33.9,56,23.7,136,57.6
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",108,108,100.0,108,40,37.0,40,37.0,20,18.5,8,7.4,28,25.9
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",103,103,100.0,103,12,11.7,25,24.3,41,39.8,25,24.3,66,64.1
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",138,137,99.3,137,47,34.3,54,39.4,27,19.7,9,6.6,36,26.3
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",87,87,100.0,87,9,10.3,26,29.9,30,34.5,22,25.3,52,59.8
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",396,393,99.2,393,167,42.5,149,37.9,64,16.3,13,3.3,77,19.6
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",227,225,99.1,225,29,12.9,69,30.7,85,37.8,42,18.7,127,56.4
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",84,77,91.7,77,20,26.0,29,37.7,19,24.7,9,11.7,28,36.4
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",327,315,96.3,315,13,4.1,72,22.9,134,42.5,96,30.5,230,73.0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",176,151,85.8,151,58,38.4,49,32.5,27,17.9,17,11.3,44,29.1
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",679,646,95.1,646,43,6.7,169,26.2,225,34.8,209,32.4,434,67.2
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",59,59,100.0,59,14,23.7,32,54.2,"*","*","*","*",13,22.0
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",87,87,100.0,87,"*","*",23,26.4,34,39.1,"*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",122,118,96.7,118,49,41.5,47,39.8,"*","*","*","*",22,18.6
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",249,249,100.0,249,"*","*",107,43.0,66,26.5,"*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N",42,40,95.2,40,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",24,23,95.8,23,7,30.4,"*","*",6,26.1,"*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",56,56,100.0,56,"*","*",19,33.9,21,37.5,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",82,81,98.8,81,30,37.0,32,39.5,13,16.0,6,7.4,19,23.5
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",145,143,98.6,143,27,18.9,59,41.3,42,29.4,15,10.5,57,39.9
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",77,76,98.7,76,32,42.1,24,31.6,11,14.5,9,11.8,20,26.3
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",315,314,99.7,314,13,4.1,66,21.0,108,34.4,127,40.4,235,74.8
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",63,63,100.0,63,20,31.7,27,42.9,"*","*","*","*",16,25.4
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",219,216,98.6,216,"*","*",41,19.0,77,35.6,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Y",21,20,95.2,20,9,45.0,"*","*",6,30.0,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","N",96,94,97.9,94,0,0.0,"*","*",43,45.7,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y",70,70,100.0,70,52,74.3,"*","*","*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",39,39,100.0,39,23,59.0,"*","*","*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",175,162,92.6,162,87,53.7,50,30.9,15,9.3,10,6.2,25,15.4
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",162,155,95.7,155,21,13.5,47,30.3,21,13.5,66,42.6,87,56.1
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Y",43,42,97.7,42,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Y",47,47,100.0,47,"*","*",12,25.5,10,21.3,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","N",51,48,94.1,48,"*","*",6,12.5,21,43.8,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y",90,90,100.0,90,39,43.3,33,36.7,"*","*","*","*",18,20.0
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",103,100,97.1,100,"*","*",22,22.0,32,32.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Y",205,198,96.6,198,102,51.5,56,28.3,29,14.6,11,5.6,40,20.2
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",109,105,96.3,105,16,15.2,41,39.0,27,25.7,21,20.0,48,45.7
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Y",98,97,99.0,97,47,48.5,31,32.0,"*","*","*","*",19,19.6
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N",83,83,100.0,83,"*","*",24,28.9,21,25.3,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y",131,130,99.2,130,74,56.9,38,29.2,"*","*","*","*",18,13.8
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",71,71,100.0,71,26,36.6,28,39.4,"*","*","*","*",17,23.9
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",164,163,99.4,163,91,55.8,54,33.1,12,7.4,6,3.7,18,11.0
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",144,142,98.6,142,32,22.5,61,43.0,29,20.4,20,14.1,49,34.5
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Y",71,66,93.0,66,"*","*",19,28.8,7,10.6,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",61,59,96.7,59,"*","*",18,30.5,18,30.5,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Y",86,85,98.8,85,28,32.9,33,38.8,16,18.8,8,9.4,24,28.2
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N",59,57,96.6,57,7,12.3,14,24.6,20,35.1,16,28.1,36,63.2
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",100,100,100.0,100,63,63.0,28,28.0,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",38,38,100.0,38,12,31.6,21,55.3,"*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Y",102,100,98.0,100,"*","*",30,30.0,11,11.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N",55,54,98.2,54,"*","*",12,22.2,17,31.5,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Y",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
