"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*",2542
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*",2617
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Y",123,115,93.5,115,63,54.8,35,30.4,"*","*","*","*",17,14.8,2469
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"N",46,46,100.0,46,15,32.6,18,39.1,"*","*","*","*",13,28.3,2505
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Y",144,142,98.6,142,60,42.3,41,28.9,35,24.6,6,4.2,41,28.9,2508
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"N",40,40,100.0,40,7,17.5,11,27.5,15,37.5,7,17.5,22,55.0,2575
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Y",58,58,100.0,58,25,43.1,21,36.2,"*","*","*","*",12,20.7,2381
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"N",25,25,100.0,25,8,32.0,7,28.0,"*","*","*","*",10,40.0,2408
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Y",58,58,100.0,58,22,37.9,"*","*",12,20.7,"*","*","*","*",2440
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"N",26,26,100.0,26,7,26.9,"*","*",9,34.6,"*","*","*","*",2476
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Y",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*",2449
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Y",62,62,100.0,62,31,50.0,15,24.2,"*","*","*","*",16,25.8,2474
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"N",27,27,100.0,27,"*","*",8,29.6,9,33.3,"*","*","*","*",2535
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Y",66,66,100.0,66,"*","*","*","*",18,27.3,12,18.2,30,45.5,2411
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"N",23,21,91.3,21,"*","*","*","*",9,42.9,7,33.3,16,76.2,2460
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Y",61,60,98.4,60,"*","*",21,35.0,13,21.7,"*","*","*","*",2439
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"N",21,21,100.0,21,"*","*",6,28.6,7,33.3,"*","*","*","*",2490
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Y",61,61,100.0,61,"*","*",11,18.0,8,13.1,"*","*","*","*",2430
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"N",33,33,100.0,33,"*","*",7,21.2,12,36.4,"*","*","*","*",2515
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Y",63,59,93.7,59,"*","*",17,28.8,20,33.9,"*","*","*","*",2504
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"N",23,23,100.0,23,"*","*",8,34.8,9,39.1,"*","*","*","*",2542
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Y",32,31,96.9,31,25,80.6,"*","*","*","*",0,0.0,"*","*",2338
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Y",25,25,100.0,25,23,92.0,"*","*","*","*",0,0.0,"*","*",2353
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Y",25,24,96.0,24,15,62.5,"*","*","*","*",0,0.0,"*","*",2442
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Y",27,25,92.6,24,19,79.2,"*","*","*","*",0,0.0,"*","*",2447
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Y",167,167,100.0,167,77,46.1,47,28.1,35,21.0,8,4.8,43,25.7,2471
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"N",92,92,100.0,92,16,17.4,25,27.2,35,38.0,16,17.4,51,55.4,2540
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Y",166,166,100.0,166,68,41.0,47,28.3,43,25.9,8,4.8,51,30.7,2503
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"N",77,77,100.0,77,13,16.9,23,29.9,23,29.9,18,23.4,41,53.2,2569
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Y",137,137,100.0,137,61,44.5,33,24.1,34,24.8,9,6.6,43,31.4,2514
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"N",85,85,100.0,85,9,10.6,24,28.2,33,38.8,19,22.4,52,61.2,2591
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Y",39,39,100.0,39,"*","*",13,33.3,"*","*","*","*","*","*",2381
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"N",32,32,100.0,32,"*","*",9,28.1,"*","*","*","*","*","*",2451
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Y",45,44,97.8,44,20,45.5,14,31.8,"*","*","*","*",10,22.7,2418
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"N",26,26,100.0,26,8,30.8,6,23.1,"*","*","*","*",12,46.2,2464
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Y",43,42,97.7,42,19,45.2,"*","*",12,28.6,"*","*","*","*",2453
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"N",29,29,100.0,29,"*","*",7,24.1,11,37.9,"*","*","*","*",2509
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Y",45,45,100.0,45,"*","*","*","*",12,26.7,"*","*","*","*",2497
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"N",27,27,100.0,27,"*","*","*","*",9,33.3,"*","*","*","*",2569
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Y",36,36,100.0,36,"*","*","*","*",12,33.3,"*","*","*","*",2530
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"N",24,24,100.0,24,"*","*","*","*",12,50.0,"*","*","*","*",2598
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Y",42,42,100.0,42,"*","*",10,23.8,15,35.7,"*","*","*","*",2556
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"N",25,25,100.0,25,"*","*",7,28.0,13,52.0,"*","*","*","*",2575
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*",2531
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2568
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2550
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*",2603
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"Y",37,37,100.0,37,"*","*",23,62.2,7,18.9,"*","*","*","*",2533
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"N",230,230,100.0,230,0,0.0,"*","*",93,40.4,"*","*","*","*",2651
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"Y",42,41,97.6,41,"*","*",12,29.3,14,34.1,"*","*","*","*",2545
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"N",231,230,99.6,230,"*","*",26,11.3,98,42.6,"*","*","*","*",2650
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"Y",25,25,100.0,25,7,28.0,11,44.0,"*","*","*","*",7,28.0,2401
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N",103,103,100.0,103,0,0.0,15,14.6,"*","*","*","*",88,85.4,2505
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N",99,99,100.0,99,"*","*","*","*","*","*","*","*","*","*",2550
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N",98,98,100.0,98,"*","*","*","*","*","*","*","*","*","*",2513
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"N",94,93,98.9,93,"*","*","*","*","*","*","*","*","*","*",2561
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"Y",39,39,100.0,39,15,38.5,11,28.2,"*","*","*","*",13,33.3,2466
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"N",234,234,100.0,234,"*","*",25,10.7,73,31.2,"*","*","*","*",2585
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"Y",29,28,96.6,28,"*","*",12,42.9,6,21.4,"*","*","*","*",2511
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"N",248,248,100.0,248,"*","*",21,8.5,95,38.3,"*","*","*","*",2618
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*",2456
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N",32,30,93.8,30,"*","*","*","*","*","*","*","*","*","*",2515
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N",37,35,94.6,35,0,0.0,"*","*","*","*","*","*","*","*",2576
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N",38,37,97.4,37,0,0.0,"*","*","*","*","*","*","*","*",2598
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"Y",40,40,100.0,40,18,45.0,"*","*",10,25.0,"*","*","*","*",2498
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"N",175,174,99.4,174,"*","*",37,21.3,75,43.1,"*","*","*","*",2575
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"Y",51,51,100.0,51,"*","*",19,37.3,15,29.4,"*","*","*","*",2515
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"N",195,195,100.0,195,"*","*",30,15.4,100,51.3,"*","*","*","*",2607
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"Y",53,53,100.0,53,"*","*",25,47.2,10,18.9,"*","*","*","*",2520
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"N",161,161,100.0,161,"*","*",28,17.4,89,55.3,"*","*","*","*",2628
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"Y",20,20,100.0,20,"*","*",10,50.0,"*","*","*","*","*","*",2402
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"N",62,62,100.0,62,"*","*",21,33.9,"*","*","*","*","*","*",2448
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*",2547
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"N",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*",2575
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*",2493
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"N",72,71,98.6,71,"*","*","*","*","*","*","*","*","*","*",2503
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"Y",20,20,100.0,20,"*","*",6,30.0,9,45.0,"*","*","*","*",2495
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"N",89,89,100.0,88,"*","*",12,13.6,41,46.6,"*","*","*","*",2557
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"N",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2499
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"N",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*",2528
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*",2579
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N",46,43,93.5,43,"*","*","*","*","*","*","*","*","*","*",2463
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N",39,38,97.4,38,"*","*","*","*","*","*","*","*","*","*",2527
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"N",50,47,94.0,47,0,0.0,"*","*","*","*","*","*","*","*",2583
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2566
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"Y",45,45,100.0,45,"*","*",12,26.7,8,17.8,"*","*","*","*",2386
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N",81,80,98.8,80,"*","*",11,13.8,28,35.0,"*","*","*","*",2483
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"Y",50,50,100.0,50,8,16.0,11,22.0,21,42.0,10,20.0,31,62.0,2547
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"N",139,138,99.3,138,7,5.1,14,10.1,53,38.4,64,46.4,117,84.8,2601
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"Y",81,81,100.0,81,19,23.5,23,28.4,28,34.6,11,13.6,39,48.1,2550
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"N",166,166,100.0,166,7,4.2,16,9.6,78,47.0,65,39.2,143,86.1,2623
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"Y",69,69,100.0,69,"*","*",20,29.0,26,37.7,"*","*","*","*",2582
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"N",145,144,99.3,144,"*","*","*","*",70,48.6,52,36.1,122,84.7,2641
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"Y",31,31,100.0,31,"*","*","*","*",9,29.0,9,29.0,18,58.1,2439
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"N",96,95,99.0,95,"*","*","*","*",21,22.1,49,51.6,70,73.7,2488
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"Y",61,60,98.4,60,22,36.7,7,11.7,23,38.3,8,13.3,31,51.7,2452
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N",149,148,99.3,148,12,8.1,28,18.9,43,29.1,65,43.9,108,73.0,2517
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"Y",66,66,100.0,66,21,31.8,13,19.7,19,28.8,13,19.7,32,48.5,2492
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"N",147,146,99.3,146,8,5.5,20,13.7,61,41.8,57,39.0,118,80.8,2563
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"Y",70,70,100.0,70,18,25.7,15,21.4,29,41.4,8,11.4,37,52.9,2496
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"N",55,55,100.0,55,9,16.4,16,29.1,19,34.5,11,20.0,30,54.5,2511
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"Y",65,65,100.0,65,"*","*",13,20.0,25,38.5,"*","*","*","*",2521
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"N",32,32,100.0,32,"*","*",9,28.1,15,46.9,"*","*","*","*",2544
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"Y",60,60,100.0,60,24,40.0,"*","*",15,25.0,"*","*","*","*",2510
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"N",44,44,100.0,44,13,29.5,"*","*",16,36.4,"*","*","*","*",2540
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"Y",51,51,100.0,51,"*","*",25,49.0,13,25.5,"*","*","*","*",2525
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"N",46,46,100.0,46,"*","*",18,39.1,19,41.3,"*","*","*","*",2569
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"Y",15,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"Y",92,92,100.0,92,29,31.5,18,19.6,30,32.6,15,16.3,45,48.9,2419
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"N",52,52,100.0,52,8,15.4,13,25.0,14,26.9,17,32.7,31,59.6,2455
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,"Y",70,70,100.0,70,28,40.0,19,27.1,14,20.0,9,12.9,23,32.9,2437
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,"N",40,40,100.0,40,12,30.0,6,15.0,11,27.5,11,27.5,22,55.0,2479
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
