"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"F",57,57,100.0,57,8,14.0,20,35.1,15,26.3,14,24.6,29,50.9,2490
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"F",58,56,96.6,56,27,48.2,24,42.9,"*","*","*","*","*","*",2456
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"F",60,60,100.0,60,"*","*",21,35.0,18,30.0,"*","*","*","*",2502
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2515
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"F",43,43,100.0,43,16,37.2,14,32.6,"*","*","*","*",13,30.2,2515
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2497
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"F",39,39,100.0,39,15,38.5,"*","*","*","*",10,25.6,"*","*",2542
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"N",29,29,100.0,29,"*","*",10,34.5,"*","*","*","*","*","*",2548
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"N",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*",2475
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"N",41,41,100.0,41,"*","*",12,29.3,"*","*",19,46.3,"*","*",2557
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"N",35,34,97.1,34,"*","*","*","*",7,20.6,19,55.9,26,76.5,2610
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"F",51,44,86.3,44,27,61.4,"*","*","*","*","*","*","*","*",2523
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"N",50,48,96.0,48,"*","*",13,27.1,12,25.0,"*","*","*","*",2593
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"F",112,108,96.4,108,53,49.1,41,38.0,"*","*","*","*",14,13.0,2482
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"N",49,49,100.0,49,16,32.7,19,38.8,"*","*","*","*",14,28.6,2521
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"R",24,24,100.0,24,7,29.2,11,45.8,"*","*","*","*",6,25.0,2513
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"F",117,114,97.4,114,83,72.8,23,20.2,"*","*","*","*","*","*",2452
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"N",64,63,98.4,63,30,47.6,21,33.3,"*","*","*","*",12,19.0,2509
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"R",28,28,100.0,28,"*","*",14,50.0,"*","*",0,0.0,"*","*",2522
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"F",52,52,100.0,52,15,28.8,22,42.3,"*","*","*","*","*","*",2408
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"F",57,57,100.0,57,24,42.1,27,47.4,6,10.5,0,0.0,6,10.5,2417
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"N",33,33,100.0,33,"*","*","*","*","*","*",0,0.0,"*","*",2433
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"F",49,49,100.0,49,32,65.3,"*","*","*","*",0,0.0,"*","*",2428
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"N",29,29,100.0,29,"*","*",16,55.2,"*","*","*","*","*","*",2466
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"F",52,52,100.0,52,25,48.1,19,36.5,"*","*","*","*",8,15.4,2459
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2465
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"F",51,51,100.0,51,20,39.2,16,31.4,"*","*","*","*",15,29.4,2395
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2418
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"F",40,40,100.0,40,8,20.0,26,65.0,"*","*","*","*","*","*",2437
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"N",37,36,97.3,36,"*","*","*","*",7,19.4,7,19.4,14,38.9,2472
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"F",50,50,100.0,50,27,54.0,23,46.0,0,0.0,0,0.0,0,0.0,2439
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2474
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"F",46,46,100.0,46,22,47.8,16,34.8,"*","*","*","*","*","*",2476
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"N",29,29,100.0,29,"*","*","*","*",7,24.1,"*","*","*","*",2500
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"F",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"F",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"F",18,16,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"F",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"F",15,11,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"F",126,126,100.0,126,70,55.6,42,33.3,"*","*","*","*","*","*",2454
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"N",98,98,100.0,98,23,23.5,44,44.9,"*","*","*","*",31,31.6,2509
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"R",22,22,100.0,22,"*","*",12,54.5,"*","*",0,0.0,"*","*",2471
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"F",113,112,99.1,112,68,60.7,28,25.0,"*","*","*","*","*","*",2453
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"N",99,98,99.0,98,25,25.5,38,38.8,25,25.5,10,10.2,35,35.7,2536
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"R",21,21,100.0,21,8,38.1,8,38.1,"*","*","*","*","*","*",2499
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"F",99,99,100.0,99,59,59.6,"*","*","*","*","*","*","*","*",2484
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"N",110,110,100.0,110,"*","*",28,25.5,"*","*",26,23.6,"*","*",2566
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"F",13,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"F",31,31,100.0,31,21,67.7,"*","*","*","*","*","*","*","*",2364
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"N",36,35,97.2,35,"*","*",8,22.9,8,22.9,"*","*","*","*",2405
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"F",31,31,100.0,31,"*","*",16,51.6,"*","*",0,0.0,"*","*",2404
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"N",35,34,97.1,34,14,41.2,"*","*","*","*",0,0.0,"*","*",2425
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"F",26,26,100.0,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2416
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"N",38,38,100.0,38,18,47.4,13,34.2,"*","*","*","*","*","*",2469
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"F",28,28,100.0,28,19,67.9,"*","*","*","*",0,0.0,"*","*",2436
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"N",37,37,100.0,37,"*","*",13,35.1,"*","*","*","*","*","*",2497
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"F","*","*","*","*",17,53.1,11,34.4,"*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"N",33,33,100.0,33,"*","*","*","*",8,24.2,"*","*","*","*",2513
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"N",36,36,100.0,36,15,41.7,"*","*",9,25.0,"*","*","*","*",2530
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N",28,28,100.0,28,"*","*","*","*",14,50.0,8,28.6,22,78.6,2469
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N",31,31,100.0,31,0,0.0,"*","*","*","*","*","*","*","*",2526
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"N",25,25,100.0,25,9,36.0,9,36.0,"*","*","*","*",7,28.0,2481
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"N",35,35,100.0,35,12,34.3,16,45.7,7,20.0,0,0.0,7,20.0,2498
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"F",13,13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"N",30,29,96.7,29,"*","*",13,44.8,7,24.1,"*","*","*","*",2562
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"R",6,6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"N",235,220,93.6,220,31,14.1,51,23.2,68,30.9,70,31.8,138,62.7,2658
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"N",257,257,100.0,257,10,3.9,54,21.0,69,26.8,124,48.2,193,75.1,2626
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"N",266,266,100.0,266,20,7.5,37,13.9,75,28.2,134,50.4,209,78.6,2644
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N",105,105,100.0,105,0,0.0,"*","*","*","*","*","*","*","*",2496
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N",134,134,100.0,134,"*","*","*","*","*","*","*","*","*","*",2523
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"N",121,121,100.0,121,"*","*","*","*",46,38.0,49,40.5,95,78.5,2536
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"N",268,266,99.3,266,27,10.2,63,23.7,84,31.6,92,34.6,176,66.2,2550
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"N",265,264,99.6,264,15,5.7,42,15.9,84,31.8,123,46.6,207,78.4,2599
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N",40,37,92.5,37,11,29.7,"*","*",13,35.1,"*","*","*","*",2409
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N",45,43,95.6,43,"*","*",21,48.8,13,30.2,"*","*","*","*",2466
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N",43,42,97.7,42,8,19.0,18,42.9,9,21.4,7,16.7,16,38.1,2507
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N",57,55,96.5,55,10,18.2,15,27.3,19,34.5,11,20.0,30,54.5,2550
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,"F",30,26,86.7,23,"*","*","*","*",0,0.0,"*","*","*","*",2498
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,"N",212,206,97.2,192,49,25.5,62,32.3,"*","*","*","*",81,42.2,2608
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
