"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2592
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Y",113,106,93.8,106,56,52.8,34,32.1,"*","*","*","*",16,15.1,2472
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"N",56,55,98.2,55,22,40.0,19,34.5,"*","*","*","*",14,25.5,2494
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Y",136,134,98.5,134,53,39.6,40,29.9,35,26.1,6,4.5,41,30.6,2512
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"N",48,48,100.0,48,14,29.2,12,25.0,15,31.3,7,14.6,22,45.8,2553
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Y",54,54,100.0,54,24,44.4,19,35.2,"*","*","*","*",11,20.4,2382
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"N",29,29,100.0,29,9,31.0,9,31.0,"*","*","*","*",11,37.9,2403
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Y",57,57,100.0,57,21,36.8,"*","*",12,21.1,"*","*","*","*",2441
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"N",27,27,100.0,27,8,29.6,"*","*",9,33.3,"*","*","*","*",2473
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Y",68,68,100.0,68,29,42.6,"*","*","*","*","*","*","*","*",2456
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"N",22,22,100.0,22,8,36.4,"*","*","*","*","*","*","*","*",2476
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Y",60,60,100.0,60,30,50.0,15,25.0,"*","*","*","*",15,25.0,2473
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"N",29,29,100.0,29,"*","*",8,27.6,10,34.5,"*","*","*","*",2534
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Y",62,62,100.0,62,"*","*","*","*",18,29.0,11,17.7,29,46.8,2413
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"N",27,25,92.6,25,"*","*","*","*",9,36.0,8,32.0,17,68.0,2448
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Y",58,57,98.3,57,"*","*",20,35.1,13,22.8,"*","*","*","*",2441
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"N",24,24,100.0,24,"*","*",7,29.2,7,29.2,"*","*","*","*",2479
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Y",56,56,100.0,56,35,62.5,11,19.6,"*","*","*","*",10,17.9,2434
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"N",38,38,100.0,38,9,23.7,"*","*",13,34.2,"*","*","*","*",2497
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Y",61,57,93.4,57,"*","*",17,29.8,20,35.1,"*","*","*","*",2508
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"N",25,25,100.0,25,"*","*",8,32.0,9,36.0,"*","*","*","*",2530
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Y",25,25,100.0,25,23,92.0,"*","*","*","*",0,0.0,"*","*",2353
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Y",159,159,100.0,159,73,45.9,44,27.7,35,22.0,7,4.4,42,26.4,2472
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"N",100,100,100.0,100,20,20.0,28,28.0,35,35.0,17,17.0,52,52.0,2533
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Y",160,160,100.0,160,64,40.0,45,28.1,43,26.9,8,5.0,51,31.9,2505
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"N",83,83,100.0,83,17,20.5,25,30.1,23,27.7,18,21.7,41,49.4,2559
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Y",132,132,100.0,132,60,45.5,30,22.7,33,25.0,9,6.8,42,31.8,2514
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"N",90,90,100.0,90,10,11.1,27,30.0,34,37.8,19,21.1,53,58.9,2586
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Y",35,35,100.0,35,16,45.7,12,34.3,"*","*","*","*",7,20.0,2379
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"N",36,36,100.0,36,6,16.7,10,27.8,"*","*","*","*",20,55.6,2445
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Y",43,43,100.0,43,19,44.2,14,32.6,"*","*","*","*",10,23.3,2419
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"N",28,27,96.4,27,9,33.3,6,22.2,"*","*","*","*",12,44.4,2460
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Y",41,41,100.0,41,18,43.9,"*","*",12,29.3,"*","*","*","*",2457
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"N",31,30,96.8,30,8,26.7,"*","*",11,36.7,"*","*","*","*",2503
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Y",42,42,100.0,42,"*","*",11,26.2,12,28.6,"*","*","*","*",2501
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"N",30,30,100.0,30,"*","*",6,20.0,9,30.0,"*","*","*","*",2556
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Y",34,34,100.0,34,"*","*","*","*",11,32.4,"*","*","*","*",2525
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"N",26,26,100.0,26,"*","*","*","*",13,50.0,"*","*","*","*",2599
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Y",38,38,100.0,38,"*","*",10,26.3,15,39.5,"*","*","*","*",2560
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"N",29,29,100.0,29,"*","*",7,24.1,13,44.8,"*","*","*","*",2568
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2466
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2521
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2568
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2535
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2593
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"N",254,254,100.0,254,"*","*","*","*","*","*","*","*","*","*",2638
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"N",259,257,99.2,257,"*","*","*","*","*","*","*","*","*","*",2637
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*",2491
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N",107,107,100.0,107,"*","*","*","*","*","*","*","*","*","*",2544
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"N",254,254,100.0,254,"*","*","*","*","*","*","*","*","*","*",2576
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"N",269,268,99.6,268,"*","*","*","*","*","*","*","*","*","*",2610
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N",38,35,92.1,35,"*","*","*","*","*","*","*","*","*","*",2495
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"Y",27,27,100.0,27,10,37.0,"*","*",8,29.6,"*","*","*","*",2517
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"N",188,187,99.5,187,18,9.6,"*","*",77,41.2,"*","*","*","*",2567
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"Y",29,29,100.0,29,"*","*",9,31.0,11,37.9,"*","*","*","*",2533
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"N",217,217,100.0,217,"*","*",40,18.4,104,47.9,"*","*","*","*",2595
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"Y",32,32,100.0,32,"*","*",16,50.0,7,21.9,"*","*","*","*",2526
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"N",182,182,100.0,182,"*","*",37,20.3,92,50.5,"*","*","*","*",2614
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2440
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*",2524
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"N",77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*",2562
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2484
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"N",83,82,98.8,82,"*","*","*","*","*","*","*","*","*","*",2486
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"N",94,94,100.0,93,"*","*","*","*","*","*","*","*","*","*",2550
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"N",47,46,97.9,46,"*","*","*","*","*","*","*","*","*","*",2573
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"N",53,50,94.3,50,"*","*","*","*","*","*","*","*","*","*",2577
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"Y",29,29,100.0,29,12,41.4,"*","*",7,24.1,"*","*","*","*",2393
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N",97,96,99.0,96,"*","*",16,16.7,29,30.2,"*","*","*","*",2464
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"Y",35,35,100.0,35,"*","*","*","*",18,51.4,7,20.0,25,71.4,2554
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"N",154,153,99.4,153,"*","*","*","*",56,36.6,67,43.8,123,80.4,2594
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"Y",56,56,100.0,56,10,17.9,17,30.4,19,33.9,10,17.9,29,51.8,2562
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"N",191,191,100.0,191,16,8.4,22,11.5,87,45.5,66,34.6,153,80.1,2610
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"Y",55,55,100.0,55,"*","*",14,25.5,24,43.6,"*","*","*","*",2596
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"N",159,158,99.4,158,"*","*","*","*",72,45.6,53,33.5,125,79.1,2631
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"Y",25,25,100.0,25,"*","*",8,32.0,"*","*",8,32.0,"*","*",2446
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"N",102,101,99.0,101,"*","*","*","*",23,22.8,50,49.5,73,72.3,2484
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"Y",39,39,100.0,39,11,28.2,"*","*",16,41.0,"*","*","*","*",2465
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N",171,169,98.8,169,"*","*","*","*",50,29.6,66,39.1,116,68.6,2506
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"Y",51,51,100.0,51,15,29.4,8,15.7,16,31.4,12,23.5,28,54.9,2503
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"N",162,161,99.4,161,14,8.7,25,15.5,64,39.8,58,36.0,122,75.8,2553
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"Y",65,65,100.0,65,15,23.1,15,23.1,28,43.1,7,10.8,35,53.8,2501
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"N",60,60,100.0,60,12,20.0,16,26.7,20,33.3,12,20.0,32,53.3,2504
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"Y",56,56,100.0,56,14,25.0,"*","*",22,39.3,"*","*","*","*",2528
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"N",41,41,100.0,41,"*","*",11,26.8,18,43.9,"*","*","*","*",2529
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"Y",54,54,100.0,54,18,33.3,"*","*",15,27.8,"*","*","*","*",2523
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"N",50,50,100.0,50,19,38.0,"*","*",16,32.0,"*","*","*","*",2523
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"Y",48,48,100.0,48,"*","*",23,47.9,13,27.1,"*","*","*","*",2528
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"N",49,49,100.0,49,"*","*",20,40.8,19,38.8,"*","*","*","*",2563
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"Y",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2603
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"Y",85,85,100.0,85,24,28.2,17,20.0,29,34.1,15,17.6,44,51.8,2424
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"N",59,59,100.0,59,13,22.0,14,23.7,15,25.4,17,28.8,32,54.2,2444
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,"Y",63,63,100.0,63,23,36.5,17,27.0,14,22.2,9,14.3,23,36.5,2444
