"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ansonia School District","=""0020011""","Mead School","=""0020311""","R",27,27,100.0,27,10,37.0,"*","*",8,29.6,"*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","F",189,187,98.9,187,66,35.3,57,30.5,"*","*","*","*",64,34.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","N",114,112,98.2,112,22,19.6,27,24.1,38,33.9,25,22.3,63,56.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","R",48,45,93.8,45,17,37.8,"*","*",16,35.6,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","F",138,134,97.1,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","N",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","F",388,388,100.0,388,176,45.4,99,25.5,"*","*","*","*",113,29.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","N",273,273,100.0,273,47,17.2,80,29.3,92,33.7,54,19.8,146,53.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","R",63,63,100.0,63,21,33.3,20,31.7,"*","*","*","*",22,34.9
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","F",180,180,100.0,180,71,39.4,49,27.2,"*","*","*","*",60,33.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",180,178,98.9,178,36,20.2,39,21.9,60,33.7,43,24.2,103,57.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","R",53,53,100.0,53,19,35.8,"*","*",15,28.3,"*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","F",64,64,100.0,64,17,26.6,"*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",153,153,100.0,153,"*","*","*","*",56,36.6,54,35.3,110,71.9
"Ashford School District","=""0030011""","Ashford School","=""0030111""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",513,511,99.6,511,20,3.9,62,12.1,204,39.9,225,44.0,429,84.0
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",227,227,100.0,227,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",203,202,99.5,202,12,5.9,21,10.4,45,22.3,124,61.4,169,83.7
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",523,522,99.8,522,24,4.6,62,11.9,177,33.9,259,49.6,436,83.5
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",157,150,95.5,150,15,10.0,30,20.0,53,35.3,52,34.7,105,70.0
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","F",68,68,100.0,68,17,25.0,20,29.4,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",587,586,99.8,586,44,7.5,117,20.0,273,46.6,152,25.9,425,72.5
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","R",20,20,100.0,20,7,35.0,9,45.0,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","F",21,20,95.2,20,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",198,198,100.0,198,17,8.6,47,23.7,57,28.8,77,38.9,134,67.7
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",255,254,99.6,253,22,8.7,50,19.8,86,34.0,95,37.5,181,71.5
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",111,110,99.1,110,8,7.3,14,12.7,37,33.6,51,46.4,88,80.0
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",215,207,96.3,207,23,11.1,45,21.7,68,32.9,71,34.3,139,67.1
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",97,96,99.0,96,12,12.5,16,16.7,29,30.2,39,40.6,68,70.8
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","F",100,100,100.0,100,"*","*",25,25.0,40,40.0,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",504,502,99.6,502,34,6.8,67,13.3,215,42.8,186,37.1,401,79.9
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","R",46,46,100.0,46,"*","*",12,26.1,21,45.7,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",102,101,99.0,101,6,5.9,22,21.8,23,22.8,50,49.5,73,72.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","F",61,61,100.0,61,18,29.5,"*","*",20,32.8,"*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",333,330,99.1,330,37,11.2,55,16.7,114,34.5,124,37.6,238,72.1
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","R",29,29,100.0,29,8,27.6,"*","*",12,41.4,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","F",96,96,100.0,96,21,21.9,"*","*",44,45.8,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",101,101,100.0,101,19,18.8,27,26.7,38,37.6,17,16.8,55,54.5
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","R",25,25,100.0,25,8,32.0,"*","*","*","*",9,36.0,"*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","F",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",99,99,100.0,99,26,26.3,31,31.3,35,35.4,7,7.1,42,42.4
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","F","*","*","*","*",8,22.9,"*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",46,45,97.8,45,"*","*",9,20.0,23,51.1,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","F",124,124,100.0,124,40,32.3,"*","*",36,29.0,"*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",106,106,100.0,106,30,28.3,22,20.8,26,24.5,28,26.4,54,50.9
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","R",24,24,100.0,24,7,29.2,"*","*",7,29.2,"*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",296,287,97.0,287,26,9.1,28,9.8,102,35.5,131,45.6,233,81.2
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",106,105,99.1,104,23,22.1,30,28.8,33,31.7,18,17.3,51,49.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",184,181,98.4,181,46,25.4,55,30.4,57,31.5,23,12.7,80,44.2
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",665,655,98.5,653,72,11.0,137,21.0,256,39.2,188,28.8,444,68.0
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","R",47,47,100.0,47,10,21.3,12,25.5,17,36.2,8,17.0,25,53.2
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","F",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",96,95,99.0,94,6,6.4,17,18.1,28,29.8,43,45.7,71,75.5
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",133,133,100.0,131,6,4.6,21,16.0,33,25.2,71,54.2,104,79.4
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","F",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",104,104,100.0,104,19,18.3,23,22.1,26,25.0,36,34.6,62,59.6
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",388,387,99.7,387,118,30.5,103,26.6,99,25.6,67,17.3,166,42.9
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",95,95,100.0,95,14,14.7,29,30.5,25,26.3,27,28.4,52,54.7
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","R",58,58,100.0,58,9,15.5,20,34.5,15,25.9,14,24.1,29,50.0
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",312,311,99.7,311,187,60.1,80,25.7,38,12.2,6,1.9,44,14.1
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","F",174,174,100.0,174,98,56.3,32,18.4,36,20.7,8,4.6,44,25.3
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",253,253,100.0,253,89,35.2,75,29.6,64,25.3,25,9.9,89,35.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",768,764,99.5,764,427,55.9,191,25.0,121,15.8,25,3.3,146,19.1
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F",41,40,97.6,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","F",192,192,100.0,192,107,55.7,55,28.6,21,10.9,9,4.7,30,15.6
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",800,799,99.9,799,581,72.7,130,16.3,73,9.1,15,1.9,88,11.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",239,236,98.7,236,68,28.8,74,31.4,68,28.8,26,11.0,94,39.8
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",475,474,99.8,474,306,64.6,109,23.0,46,9.7,13,2.7,59,12.4
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",222,222,100.0,222,146,65.8,50,22.5,"*","*","*","*",26,11.7
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",496,495,99.8,495,322,65.1,108,21.8,54,10.9,11,2.2,65,13.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",220,220,100.0,220,148,67.3,51,23.2,"*","*","*","*",21,9.5
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","F",148,148,100.0,148,74,50.0,46,31.1,20,13.5,8,5.4,28,18.9
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",475,475,100.0,475,231,48.6,138,29.1,86,18.1,20,4.2,106,22.3
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","F",132,132,100.0,132,81,61.4,31,23.5,"*","*","*","*",20,15.2
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","F",152,151,99.3,151,79,52.3,44,29.1,"*","*","*","*",28,18.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",268,268,100.0,268,47,17.5,74,27.6,97,36.2,50,18.7,147,54.9
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",242,234,96.7,230,95,41.3,69,30.0,53,23.0,13,5.7,66,28.7
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",274,272,99.3,272,84,30.9,84,30.9,74,27.2,30,11.0,104,38.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",360,360,100.0,360,192,53.3,99,27.5,57,15.8,12,3.3,69,19.2
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",619,619,100.0,619,511,82.6,75,12.1,"*","*","*","*",33,5.3
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","F",295,294,99.7,291,115,39.5,80,27.5,68,23.4,28,9.6,96,33.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",295,290,98.3,290,22,7.6,77,26.6,125,43.1,66,22.8,191,65.9
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",261,261,100.0,261,48,18.4,71,27.2,98,37.5,44,16.9,142,54.4
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",538,537,99.8,537,321,59.8,121,22.5,75,14.0,20,3.7,95,17.7
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",328,326,99.4,326,248,76.1,51,15.6,19,5.8,8,2.5,27,8.3
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",305,304,99.7,303,175,57.8,84,27.7,35,11.6,9,3.0,44,14.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",443,443,100.0,443,129,29.1,121,27.3,134,30.2,59,13.3,193,43.6
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",260,259,99.6,259,110,42.5,72,27.8,"*","*","*","*",77,29.7
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",395,395,100.0,395,47,11.9,93,23.5,177,44.8,78,19.7,255,64.6
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","R",44,43,97.7,43,"*","*",15,34.9,13,30.2,"*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","F","*","*","*","*",24,42.9,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",118,117,99.2,117,"*","*",19,16.2,29,24.8,55,47.0,84,71.8
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","F",90,89,98.9,89,28,31.5,"*","*",26,29.2,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",73,73,100.0,73,"*","*","*","*","*","*",28,38.4,"*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",260,260,100.0,260,88,33.8,72,27.7,74,28.5,26,10.0,100,38.5
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",268,268,100.0,268,49,18.3,63,23.5,97,36.2,59,22.0,156,58.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","R",52,52,100.0,52,12,23.1,11,21.2,23,44.2,6,11.5,29,55.8
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","F",66,66,100.0,66,30,45.5,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",129,129,100.0,129,"*","*","*","*",30,23.3,67,51.9,97,75.2
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","F",66,66,100.0,66,16,24.2,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",105,105,100.0,105,"*","*","*","*",35,33.3,33,31.4,68,64.8
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","F",109,109,100.0,109,"*","*",28,25.7,47,43.1,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",270,269,99.6,269,25,9.3,62,23.0,119,44.2,63,23.4,182,67.7
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","R",32,32,100.0,32,"*","*",8,25.0,13,40.6,"*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","F",84,84,100.0,84,19,22.6,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",119,119,100.0,119,"*","*","*","*",40,33.6,42,35.3,82,68.9
"Bristol School District","=""0170011""","South Side School","=""0171111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","F",110,110,100.0,110,33,30.0,30,27.3,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",98,97,99.0,97,"*","*","*","*",31,32.0,37,38.1,68,70.1
"Bristol School District","=""0170011""","Stafford School","=""0171211""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","F",336,335,99.7,335,115,34.3,101,30.1,88,26.3,31,9.3,119,35.5
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",255,251,98.4,251,"*","*","*","*",107,42.6,71,28.3,178,70.9
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","R",32,32,100.0,32,"*","*",7,21.9,14,43.8,"*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",382,365,95.5,365,43,11.8,69,18.9,102,27.9,151,41.4,253,69.3
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","F",46,44,95.7,44,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",791,741,93.7,741,69,9.3,152,20.5,285,38.5,235,31.7,520,70.2
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","R",18,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","F",45,45,100.0,45,17,37.8,"*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",93,93,100.0,93,"*","*","*","*",19,20.4,52,55.9,71,76.3
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","F",90,87,96.7,87,"*","*",27,31.0,35,40.2,"*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",261,261,100.0,261,16,6.1,39,14.9,119,45.6,87,33.3,206,78.9
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","R",20,20,100.0,20,"*","*",6,30.0,8,40.0,"*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
