"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, High Needs (F/R, EL or"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Avon School District","=""0040011""","Avon High School","=""0046111""","N",211,200,94.8,199,14,7.0,"*","*",63,31.7,"*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Y",77,74,96.1,74,"*","*",32,43.2,27,36.5,"*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",470,470,100.0,470,"*","*",42,8.9,208,44.3,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Y",38,34,89.5,34,"*","*",9,26.5,12,35.3,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",218,215,98.6,215,"*","*",14,6.5,58,27.0,"*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",216,216,100.0,216,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",80,77,96.3,76,"*","*",22,28.9,22,28.9,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",477,475,99.6,475,"*","*","*","*",183,38.5,248,52.2,431,90.7
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",41,39,95.1,39,19,48.7,11,28.2,"*","*","*","*",9,23.1
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",163,158,96.9,157,"*","*",23,14.6,"*","*",60,38.2,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Y",54,47,87.0,32,16,50.0,"*","*","*","*",0,0.0,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","N",194,191,98.5,172,48,27.9,55,32.0,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",146,146,100.0,146,50,34.2,54,37.0,35,24.0,7,4.8,42,28.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",555,555,100.0,555,25,4.5,120,21.6,277,49.9,133,24.0,410,73.9
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",60,60,100.0,60,19,31.7,13,21.7,22,36.7,6,10.0,28,46.7
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",168,168,100.0,168,9,5.4,31,18.5,61,36.3,67,39.9,128,76.2
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",49,49,100.0,49,23,46.9,13,26.5,7,14.3,6,12.2,13,26.5
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",249,249,100.0,247,15,6.1,46,18.6,109,44.1,77,31.2,186,75.3
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",36,36,100.0,36,"*","*",10,27.8,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",94,94,100.0,94,"*","*",17,18.1,"*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",46,44,95.7,43,21,48.8,12,27.9,10,23.3,0,0.0,10,23.3
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",194,190,97.9,190,8,4.2,34,17.9,63,33.2,85,44.7,148,77.9
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",34,34,100.0,34,"*","*",15,44.1,9,26.5,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",67,67,100.0,67,"*","*",13,19.4,23,34.3,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Y",62,58,93.5,57,20,35.1,23,40.4,"*","*","*","*",14,24.6
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","N",184,182,98.9,182,"*","*",40,22.0,75,41.2,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",187,180,96.3,180,39,21.7,68,37.8,52,28.9,21,11.7,73,40.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",506,505,99.8,505,25,5.0,81,16.0,234,46.3,165,32.7,399,79.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",24,23,95.8,23,"*","*","*","*",7,30.4,8,34.8,15,65.2
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",72,72,100.0,72,"*","*","*","*",19,26.4,37,51.4,56,77.8
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",105,103,98.1,103,26,25.2,32,31.1,30,29.1,15,14.6,45,43.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",282,282,100.0,282,14,5.0,31,11.0,104,36.9,133,47.2,237,84.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Y",54,52,96.3,52,"*","*",16,30.8,19,36.5,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","N",57,57,100.0,57,"*","*","*","*",29,50.9,14,24.6,43,75.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",122,120,98.4,120,30,25.0,36,30.0,43,35.8,11,9.2,54,45.0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",83,83,100.0,83,13,15.7,21,25.3,34,41.0,15,18.1,49,59.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",125,122,97.6,122,37,30.3,54,44.3,31,25.4,0,0.0,31,25.4
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",84,82,97.6,82,8,9.8,32,39.0,34,41.5,8,9.8,42,51.2
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",63,58,92.1,58,23,39.7,"*","*",18,31.0,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",65,60,92.3,60,"*","*",21,35.0,23,38.3,"*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",140,138,98.6,138,42,30.4,43,31.2,36,26.1,17,12.3,53,38.4
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",104,104,100.0,104,21,20.2,19,18.3,36,34.6,28,26.9,64,61.5
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",88,88,100.0,88,29,33.0,17,19.3,30,34.1,12,13.6,42,47.7
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",271,268,98.9,268,11,4.1,42,15.7,102,38.1,113,42.2,215,80.2
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",70,69,98.6,69,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",38,38,100.0,38,19,50.0,10,26.3,"*","*","*","*",9,23.7
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",91,91,100.0,91,"*","*",23,25.3,34,37.4,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Y",64,58,90.6,58,30,51.7,15,25.9,"*","*","*","*",13,22.4
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",177,168,94.9,168,"*","*",55,32.7,49,29.2,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",313,303,96.8,303,99,32.7,94,31.0,94,31.0,16,5.3,110,36.3
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",591,580,98.1,580,39,6.7,93,16.0,279,48.1,169,29.1,448,77.2
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",48,47,97.9,47,10,21.3,16,34.0,10,21.3,11,23.4,21,44.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",85,85,100.0,85,6,7.1,16,18.8,32,37.6,31,36.5,63,74.1
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",38,38,100.0,38,"*","*",13,34.2,"*","*",6,15.8,"*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",123,123,100.0,123,"*","*","*","*",36,29.3,66,53.7,102,82.9
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",67,67,100.0,67,18,26.9,22,32.8,12,17.9,15,22.4,27,40.3
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",88,86,97.7,86,6,7.0,18,20.9,27,31.4,35,40.7,62,72.1
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",476,476,100.0,476,172,36.1,139,29.2,110,23.1,55,11.6,165,34.7
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",88,88,100.0,88,24,27.3,25,28.4,21,23.9,18,20.5,39,44.3
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Y",63,47,74.6,42,23,54.8,"*","*",9,21.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",351,347,98.9,347,202,58.2,88,25.4,"*","*","*","*",57,16.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Y",239,222,92.9,222,125,56.3,63,28.4,"*","*","*","*",34,15.3
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",170,169,99.4,169,88,52.1,43,25.4,27,16.0,11,6.5,38,22.5
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y",75,22,29.3,17,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",231,229,99.1,229,75,32.8,71,31.0,61,26.6,22,9.6,83,36.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",732,702,95.9,702,363,51.7,206,29.3,112,16.0,21,3.0,133,18.9
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",37,36,97.3,35,31,88.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",195,191,97.9,191,119,62.3,54,28.3,11,5.8,7,3.7,18,9.4
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",425,359,84.5,352,110,31.3,109,31.0,106,30.1,27,7.7,133,37.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",802,723,90.1,721,487,67.5,153,21.2,65,9.0,16,2.2,81,11.2
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",230,229,99.6,229,50,21.8,75,32.8,85,37.1,19,8.3,104,45.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",421,416,98.8,416,272,65.4,98,23.6,"*","*","*","*",46,11.1
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",232,232,100.0,232,132,56.9,64,27.6,"*","*","*","*",36,15.5
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",513,509,99.2,508,305,60.0,112,22.0,82,16.1,9,1.8,91,17.9
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",210,210,100.0,210,121,57.6,57,27.1,"*","*","*","*",32,15.2
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",136,136,100.0,133,63,47.4,40,30.1,"*","*","*","*",30,22.6
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",483,471,97.5,471,227,48.2,151,32.1,78,16.6,15,3.2,93,19.7
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",128,127,99.2,127,59,46.5,48,37.8,20,15.7,0,0.0,20,15.7
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,151,99.3,150,68,45.3,47,31.3,"*","*","*","*",35,23.3
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",305,234,76.7,230,130,56.5,62,27.0,31,13.5,7,3.0,38,16.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",276,276,100.0,276,47,17.0,78,28.3,109,39.5,42,15.2,151,54.7
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",260,248,95.4,248,102,41.1,81,32.7,48,19.4,17,6.9,65,26.2
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y",71,48,67.6,47,24,51.1,"*","*",11,23.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",279,272,97.5,272,61,22.4,80,29.4,85,31.3,46,16.9,131,48.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",404,403,99.8,402,211,52.5,115,28.6,70,17.4,6,1.5,76,18.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",612,550,89.9,548,448,81.8,81,14.8,19,3.5,0,0.0,19,3.5
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",292,290,99.3,290,117,40.3,88,30.3,60,20.7,25,8.6,85,29.3
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",291,281,96.6,281,16,5.7,59,21.0,139,49.5,67,23.8,206,73.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",268,268,100.0,268,34,12.7,98,36.6,99,36.9,37,13.8,136,50.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",520,514,98.8,514,273,53.1,142,27.6,82,16.0,17,3.3,99,19.3
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",305,298,97.7,296,213,72.0,56,18.9,"*","*","*","*",27,9.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",278,275,98.9,274,132,48.2,95,34.7,"*","*","*","*",47,17.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",441,440,99.8,440,112,25.5,149,33.9,131,29.8,48,10.9,179,40.7
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",128,125,97.7,125,51,40.8,38,30.4,"*","*","*","*",36,28.8
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",151,147,97.4,147,"*","*",39,26.5,62,42.2,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",126,120,95.2,119,39,32.8,36,30.3,34,28.6,10,8.4,44,37.0
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",182,182,100.0,182,16,8.8,52,28.6,72,39.6,42,23.1,114,62.6
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",383,375,97.9,374,127,34.0,120,32.1,104,27.8,23,6.1,127,34.0
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",362,362,100.0,362,27,7.5,91,25.1,159,43.9,85,23.5,244,67.4
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",73,73,100.0,73,34,46.6,21,28.8,12,16.4,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",100,99,99.0,99,"*","*",14,14.1,38,38.4,39,39.4,77,77.8
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",108,106,98.1,105,"*","*",31,29.5,30,28.6,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",83,82,98.8,82,"*","*","*","*",32,39.0,25,30.5,57,69.5
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",353,348,98.6,348,107,30.7,107,30.7,100,28.7,34,9.8,134,38.5
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",230,230,100.0,230,20,8.7,54,23.5,98,42.6,58,25.2,156,67.8
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",84,81,96.4,81,23,28.4,28,34.6,16,19.8,14,17.3,30,37.0
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",116,116,100.0,116,8,6.9,20,17.2,31,26.7,57,49.1,88,75.9
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",82,81,98.8,81,29,35.8,28,34.6,"*","*","*","*",24,29.6
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",95,95,100.0,95,"*","*",22,23.2,36,37.9,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",182,175,96.2,175,46,26.3,53,30.3,67,38.3,9,5.1,76,43.4
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",235,232,98.7,232,14,6.0,54,23.3,119,51.3,45,19.4,164,70.7
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",125,124,99.2,124,58,46.8,19,15.3,32,25.8,15,12.1,47,37.9
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",113,113,100.0,113,6,5.3,19,16.8,38,33.6,50,44.2,88,77.9
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",130,130,100.0,130,"*","*",41,31.5,39,30.0,"*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",79,78,98.7,78,"*","*","*","*",28,35.9,34,43.6,62,79.5
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",379,370,97.6,370,125,33.8,121,32.7,103,27.8,21,5.7,124,33.5
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",223,222,99.6,222,12,5.4,46,20.7,117,52.7,47,21.2,164,73.9
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",35,31,88.6,28,20,71.4,"*","*","*","*",0,0.0,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",181,155,85.6,153,47,30.7,"*","*","*","*",27,17.6,"*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",80,79,98.8,79,20,25.3,24,30.4,14,17.7,21,26.6,35,44.3
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",324,317,97.8,317,11,3.5,45,14.2,111,35.0,150,47.3,261,82.3
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",176,164,93.2,163,46,28.2,54,33.1,44,27.0,19,11.7,63,38.7
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",712,691,97.1,689,18,2.6,99,14.4,324,47.0,248,36.0,572,83.0
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",51,50,98.0,50,11,22.0,15,30.0,15,30.0,9,18.0,24,48.0
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",125,124,99.2,124,7,5.6,18,14.5,35,28.2,64,51.6,99,79.8
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",126,123,97.6,123,26,21.1,45,36.6,41,33.3,11,8.9,52,42.3
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",239,238,99.6,238,10,4.2,41,17.2,113,47.5,74,31.1,187,78.6
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N",37,36,97.3,36,0,0.0,"*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",31,31,100.0,31,10,32.3,10,32.3,"*","*","*","*",11,35.5
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",56,55,98.2,55,"*","*",13,23.6,"*","*",20,36.4,"*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",71,70,98.6,70,"*","*",32,45.7,18,25.7,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",154,153,99.4,153,"*","*",39,25.5,75,49.0,"*","*","*","*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",70,70,100.0,70,29,41.4,"*","*",20,28.6,"*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",342,341,99.7,341,"*","*",49,14.4,130,38.1,"*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",44,44,100.0,44,11,25.0,23,52.3,"*","*","*","*",10,22.7
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",229,227,99.1,227,"*","*",27,11.9,106,46.7,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Y",22,22,100.0,22,"*","*",8,36.4,8,36.4,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","N",95,94,98.9,94,"*","*",10,10.6,26,27.7,"*","*","*","*"
