"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, Special Education Status (SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2455
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*",2481
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2415
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"N",81,80,98.8,80,"*","*","*","*","*","*","*","*","*","*",2456
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"N",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*",2461
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"N",66,66,100.0,66,"*","*","*","*","*","*","*","*","*","*",2503
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Y","*","*","*","*","*","*",0,0.0,"*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Y",24,22,91.7,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2318
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Y",29,26,89.7,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2375
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Y",22,18,81.8,17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"N",220,220,100.0,220,76,34.5,"*","*",36,16.4,"*","*","*","*",2493
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Y",26,26,100.0,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2351
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"N",198,197,99.5,197,74,37.6,"*","*","*","*","*","*","*","*",2509
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Y",35,34,97.1,34,27,79.4,"*","*","*","*","*","*","*","*",2395
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"N",207,207,100.0,207,84,40.6,"*","*",38,18.4,"*","*","*","*",2537
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Y",20,20,100.0,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2414
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,"Y",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2394
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"N",67,67,100.0,67,"*","*","*","*","*","*",0,0.0,"*","*",2422
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"N",63,63,100.0,63,"*","*","*","*","*","*","*","*","*","*",2456
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"N",60,60,100.0,60,"*","*","*","*","*","*","*","*","*","*",2478
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"N",60,59,98.3,59,"*","*","*","*","*","*","*","*","*","*",2506
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"N",57,57,100.0,57,"*","*","*","*","*","*","*","*","*","*",2516
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2473
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"N",42,42,100.0,42,"*","*","*","*","*","*",0,0.0,"*","*",2501
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"N",42,41,97.6,40,"*","*","*","*","*","*","*","*","*","*",2540
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"N",221,208,94.1,208,"*","*",45,21.6,69,33.2,"*","*","*","*",2666
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"Y",25,23,92.0,23,12,52.2,"*","*",0,0.0,"*","*","*","*",2510
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"N",241,241,100.0,241,"*","*",44,18.3,"*","*","*","*","*","*",2637
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"Y",31,31,100.0,31,"*","*",15,48.4,"*","*","*","*","*","*",2501
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"N",254,254,100.0,254,13,5.1,33,13.0,"*","*","*","*","*","*",2652
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"Y",21,21,100.0,21,9,42.9,8,38.1,"*","*","*","*","*","*",2500
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N",131,131,100.0,131,"*","*","*","*","*","*","*","*","*","*",2528
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N",100,100,100.0,100,"*","*","*","*","*","*","*","*","*","*",2513
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"N",259,258,99.6,258,21,8.1,60,23.3,"*","*","*","*","*","*",2554
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"Y",22,21,95.5,21,11,52.4,8,38.1,"*","*","*","*","*","*",2455
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"N",244,243,99.6,243,"*","*",38,15.6,"*","*","*","*","*","*",2608
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"Y",32,32,100.0,32,"*","*",9,28.1,"*","*","*","*","*","*",2485
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N",40,38,95.0,38,"*","*","*","*","*","*","*","*","*","*",2423
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N",39,38,97.4,38,"*","*","*","*","*","*","*","*","*","*",2518
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*",2563
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,"N",224,220,98.2,209,"*","*","*","*","*","*","*","*","*","*",2601
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,"Y",24,18,75.0,12,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"N",223,223,100.0,223,"*","*","*","*","*","*","*","*","*","*",2542
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"N",186,186,100.0,186,"*","*",66,35.5,"*","*",43,23.1,"*","*",2580
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"Y",28,28,100.0,28,19,67.9,"*","*","*","*",0,0.0,"*","*",2437
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"N",224,224,100.0,224,37,16.5,"*","*","*","*",57,25.4,"*","*",2589
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"Y",20,20,100.0,20,18,90.0,"*","*","*","*",0,0.0,"*","*",2421
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*",2445
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"N",74,74,100.0,74,0,0.0,"*","*","*","*","*","*","*","*",2536
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*",2440
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"N",101,101,100.0,101,"*","*","*","*","*","*","*","*","*","*",2505
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"N",94,94,100.0,92,"*","*","*","*","*","*","*","*","*","*",2520
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*",2506
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2473
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N",54,50,92.6,50,"*","*","*","*","*","*","*","*","*","*",2543
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2522
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"N",59,59,100.0,59,"*","*","*","*","*","*","*","*","*","*",2581
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N",91,91,100.0,91,"*","*","*","*","*","*","*","*","*","*",2414
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,"N",218,215,98.6,215,74,34.4,"*","*","*","*",24,11.2,"*","*",2583
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,"Y",28,24,85.7,24,18,75.0,"*","*","*","*",0,0.0,"*","*",2487
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"N",212,210,99.1,210,40,19.0,"*","*","*","*",34,16.2,"*","*",2539
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"Y",27,27,100.0,27,21,77.8,"*","*","*","*",0,0.0,"*","*",2437
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"N",190,190,100.0,190,33,17.4,77,40.5,45,23.7,35,18.4,80,42.1,2556
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"Y",21,21,100.0,21,15,71.4,6,28.6,0,0.0,0,0.0,0,0.0,2442
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"N",216,213,98.6,213,48,22.5,"*","*","*","*","*","*","*","*",2575
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"Y",27,26,96.3,26,20,76.9,"*","*","*","*","*","*","*","*",2443
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2446
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N",186,185,99.5,185,"*","*","*","*","*","*","*","*","*","*",2488
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"N",171,171,100.0,170,"*","*","*","*","*","*","*","*","*","*",2530
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,"N",101,99,98.0,99,"*","*","*","*","*","*","*","*","*","*",2572
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,"Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"N",93,93,100.0,93,"*","*","*","*","*","*","*","*","*","*",2466
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"N",80,80,100.0,80,"*","*","*","*","*","*","*","*","*","*",2517
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
