"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",07,"Math","F",57,57,100.0,57,29,50.9,18,31.6,"*","*","*","*",10,17.5,2469
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"ELA","F",65,64,98.5,64,10,15.6,22,34.4,20,31.3,12,18.8,32,50.0,2577
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"Math","F",65,65,100.0,65,22,33.8,21,32.3,14,21.5,8,12.3,22,33.8,2534
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","F",61,61,100.0,61,9,14.8,14,23.0,22,36.1,16,26.2,38,62.3,2445
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","N",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","F",61,61,100.0,61,11,18.0,13,21.3,25,41.0,12,19.7,37,60.7,2447
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","N",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","F",63,62,98.4,62,21,33.9,11,17.7,17,27.4,13,21.0,30,48.4,2462
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","R",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2538
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","F",63,61,96.8,61,"*","*",21,34.4,17,27.9,"*","*","*","*",2480
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","R",21,21,100.0,21,0,0.0,"*","*","*","*","*","*","*","*",2547
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","F",69,68,98.6,68,17,25.0,20,29.4,24,35.3,7,10.3,31,45.6,2493
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","F",69,68,98.6,68,29,42.6,17,25.0,12,17.6,10,14.7,22,32.4,2488
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","F",65,65,100.0,65,"*","*",25,38.5,22,33.8,"*","*","*","*",2502
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","F",65,65,100.0,65,15,23.1,25,38.5,16,24.6,9,13.8,25,38.5,2522
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","F",55,55,100.0,55,16,29.1,13,23.6,20,36.4,6,10.9,26,47.3,2538
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","F",55,55,100.0,55,17,30.9,14,25.5,15,27.3,9,16.4,24,43.6,2522
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","F",51,50,98.0,50,"*","*",13,26.0,20,40.0,"*","*","*","*",2549
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","F",51,50,98.0,50,14,28.0,15,30.0,14,28.0,7,14.0,21,42.0,2546
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","N",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*",2537
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","N",31,31,100.0,31,0,0.0,"*","*","*","*","*","*","*","*",2518
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","N",41,41,100.0,41,"*","*","*","*",11,26.8,20,48.8,31,75.6,2592
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","N",41,41,100.0,41,"*","*","*","*",11,26.8,19,46.3,30,73.2,2592
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","F",88,82,93.2,82,46,56.1,24,29.3,"*","*","*","*","*","*",2468
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","N",56,55,98.2,55,22,40.0,19,34.5,"*","*","*","*",14,25.5,2494
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","R",25,24,96.0,24,"*","*",10,41.7,"*","*",0,0.0,"*","*",2485
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","F",88,82,93.2,82,47,57.3,25,30.5,"*","*","*","*","*","*",2470
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","N",56,55,98.2,55,19,34.5,24,43.6,"*","*","*","*",12,21.8,2501
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","R",25,24,96.0,24,10,41.7,9,37.5,"*","*","*","*","*","*",2494
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","F",113,112,99.1,112,48,42.9,"*","*",30,26.8,"*","*","*","*",2509
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","N",48,48,100.0,48,"*","*",12,25.0,"*","*",7,14.6,"*","*",2553
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","R",23,22,95.7,22,"*","*",11,50.0,"*","*","*","*","*","*",2531
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","F",113,112,99.1,112,55,49.1,39,34.8,"*","*","*","*",18,16.1,2501
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","N",48,48,100.0,47,19,40.4,16,34.0,"*","*","*","*","*","*",2531
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","R",23,22,95.7,22,10,45.5,"*","*","*","*",0,0.0,"*","*",2504
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","F",44,44,100.0,44,22,50.0,14,31.8,"*","*","*","*","*","*",2374
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","N",29,29,100.0,29,"*","*","*","*",7,24.1,"*","*","*","*",2403
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","F",44,44,100.0,44,22,50.0,16,36.4,"*","*","*","*","*","*",2377
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","N",29,29,100.0,29,"*","*","*","*",7,24.1,"*","*","*","*",2407
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","F",55,55,100.0,55,21,38.2,16,29.1,11,20.0,7,12.7,18,32.7,2437
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","F",55,55,100.0,55,17,30.9,30,54.5,"*","*","*","*","*","*",2437
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","N","*","*","*","*","*","*","*","*",10,37.0,"*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","F",60,60,100.0,60,26,43.3,19,31.7,"*","*","*","*",15,25.0,2452
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","N",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2476
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","F",60,60,100.0,60,38,63.3,17,28.3,"*","*","*","*","*","*",2433
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","N",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2459
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","F",53,53,100.0,53,25,47.2,14,26.4,"*","*","*","*",14,26.4,2477
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","N",29,29,100.0,29,"*","*","*","*",10,34.5,"*","*","*","*",2534
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","F",53,53,100.0,53,25,47.2,13,24.5,"*","*","*","*",15,28.3,2481
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2518
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","F",51,51,100.0,51,10,19.6,17,33.3,14,27.5,10,19.6,24,47.1,2418
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","N",27,25,92.6,25,"*","*","*","*","*","*","*","*","*","*",2448
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","F",51,50,98.0,50,"*","*",21,42.0,17,34.0,"*","*","*","*",2421
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","N",27,25,92.6,25,"*","*","*","*","*","*","*","*","*","*",2436
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","F",47,46,97.9,46,18,39.1,14,30.4,"*","*","*","*",14,30.4,2434
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2479
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","F",47,46,97.9,46,18,39.1,16,34.8,12,26.1,0,0.0,12,26.1,2434
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2475
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","F",44,44,100.0,44,27,61.4,11,25.0,"*","*","*","*","*","*",2432
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","N",38,38,100.0,38,"*","*","*","*",13,34.2,9,23.7,22,57.9,2497
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","F",44,44,100.0,44,27,61.4,14,31.8,"*","*","*","*","*","*",2434
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","N",38,38,100.0,38,"*","*","*","*","*","*",7,18.4,"*","*",2478
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","F",47,46,97.9,46,"*","*",15,32.6,15,32.6,"*","*","*","*",2513
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*",2530
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","R",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","F",47,46,97.9,46,14,30.4,20,43.5,"*","*","*","*",12,26.1,2499
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*",2519
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","R",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","F","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","F",25,25,100.0,25,23,92.0,"*","*","*","*",0,0.0,"*","*",2353
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","F",25,24,96.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2360
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","F","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","F","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","F",133,133,100.0,133,63,47.4,34,25.6,"*","*","*","*",36,27.1,2471
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","N",100,100,100.0,100,20,20.0,28,28.0,35,35.0,17,17.0,52,52.0,2533
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","R",26,26,100.0,26,10,38.5,10,38.5,"*","*","*","*",6,23.1,2478
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","F",133,133,100.0,133,79,59.4,39,29.3,"*","*","*","*","*","*",2452
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","N",100,100,100.0,100,28,28.0,41,41.0,20,20.0,11,11.0,31,31.0,2518
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","R",26,26,100.0,26,12,46.2,10,38.5,"*","*","*","*","*","*",2462
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","F",144,144,100.0,144,59,41.0,"*","*",39,27.1,"*","*","*","*",2505
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","N",83,83,100.0,83,"*","*","*","*","*","*",18,21.7,"*","*",2559
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","F",144,144,100.0,144,66,45.8,42,29.2,"*","*","*","*","*","*",2494
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","N",83,83,100.0,83,"*","*","*","*","*","*",21,25.3,"*","*",2560
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","F",111,111,100.0,111,54,48.6,"*","*",23,20.7,"*","*","*","*",2507
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","N",90,90,100.0,90,10,11.1,27,30.0,34,37.8,19,21.1,53,58.9,2586
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","R",21,21,100.0,21,6,28.6,"*","*",10,47.6,"*","*","*","*",2550
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","F",111,111,100.0,111,82,73.9,20,18.0,"*","*","*","*","*","*",2466
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","N",90,90,100.0,90,26,28.9,23,25.6,26,28.9,15,16.7,41,45.6,2565
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","R",21,21,100.0,21,8,38.1,10,47.6,"*","*","*","*","*","*",2507
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
