"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","N",307,306,99.7,306,80,26.1,110,35.9,71,23.2,45,14.7,116,37.9
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Y",211,210,99.5,210,126,60.0,70,33.3,"*","*","*","*",14,6.7
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",215,213,99.1,213,92,43.2,66,31.0,"*","*","*","*",55,25.8
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Y",83,83,100.0,82,40,48.8,16,19.5,15,18.3,11,13.4,26,31.7
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",167,166,99.4,166,29,17.5,57,34.3,53,31.9,27,16.3,80,48.2
"Avon School District","=""0040011""","Avon High School","=""0046111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","N",235,220,93.6,220,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Y",24,24,100.0,24,7,29.2,9,37.5,"*","*","*","*",8,33.3
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",523,523,100.0,523,30,5.7,91,17.4,"*","*","*","*",402,76.9
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",239,239,100.0,239,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",223,223,100.0,223,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",24,24,100.0,24,10,41.7,10,41.7,"*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",533,530,99.4,530,42,7.9,105,19.8,"*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",185,177,95.7,177,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Y",36,32,88.9,29,18,62.1,9,31.0,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","N",212,206,97.2,192,49,25.5,62,32.3,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",97,97,100.0,97,45,46.4,36,37.1,"*","*","*","*",16,16.5
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",603,602,99.8,602,"*","*",205,34.1,168,27.9,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",38,38,100.0,38,13,34.2,"*","*",16,42.1,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",190,190,100.0,190,"*","*",47,24.7,66,34.7,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",33,33,100.0,33,12,36.4,13,39.4,"*","*","*","*",8,24.2
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",265,265,100.0,263,"*","*",82,31.2,100,38.0,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",23,23,100.0,23,12,52.2,9,39.1,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",107,107,100.0,107,13,12.1,45,42.1,"*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",223,217,97.3,217,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",25,25,100.0,25,10,40.0,8,32.0,"*","*","*","*",7,28.0
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",76,76,100.0,76,"*","*",36,47.4,19,25.0,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Y",40,37,92.5,37,30,81.1,"*","*","*","*",0,0.0,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","N",206,202,98.1,202,62,30.7,"*","*","*","*",24,11.9,"*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",132,129,97.7,129,57,44.2,44,34.1,"*","*","*","*",28,21.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",561,558,99.5,558,"*","*",199,35.7,127,22.8,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",85,85,100.0,85,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",76,76,100.0,76,21,27.6,32,42.1,16,21.1,7,9.2,23,30.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",311,310,99.7,309,36,11.7,106,34.3,106,34.3,61,19.7,167,54.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Y",51,49,96.1,49,20,40.8,16,32.7,"*","*","*","*",13,26.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","N",59,58,98.3,58,25,43.1,15,25.9,"*","*","*","*",18,31.0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",112,112,100.0,112,52,46.4,36,32.1,"*","*","*","*",24,21.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",92,92,100.0,92,38,41.3,32,34.8,"*","*","*","*",22,23.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",115,115,100.0,115,61,53.0,43,37.4,"*","*","*","*",11,9.6
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",93,91,97.8,91,33,36.3,38,41.8,"*","*","*","*",20,22.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",58,55,94.8,55,34,61.8,17,30.9,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",70,63,90.0,63,24,38.1,22,34.9,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","N","*",0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",128,128,100.0,128,60,46.9,48,37.5,"*","*","*","*",20,15.6
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",117,116,99.1,116,38,32.8,44,37.9,"*","*","*","*",34,29.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",59,59,100.0,59,20,33.9,18,30.5,"*","*","*","*",21,35.6
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",300,298,99.3,298,"*","*",79,26.5,83,27.9,"*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",75,73,97.3,73,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",24,24,100.0,24,12,50.0,"*","*",6,25.0,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",105,105,100.0,105,34,32.4,"*","*",31,29.5,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Y",44,39,88.6,39,30,76.9,"*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",197,185,93.9,185,115,62.2,"*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",236,229,97.0,228,94,41.2,76,33.3,39,17.1,19,8.3,58,25.4
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",668,654,97.9,654,147,22.5,188,28.7,159,24.3,160,24.5,319,48.8
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",41,41,100.0,41,7,17.1,11,26.8,17,41.5,6,14.6,23,56.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",92,92,100.0,92,8,8.7,17,18.5,39,42.4,28,30.4,67,72.8
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",25,25,100.0,25,"*","*",7,28.0,9,36.0,"*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",136,136,100.0,136,"*","*",36,26.5,49,36.0,"*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",55,55,100.0,54,11,20.4,13,24.1,19,35.2,11,20.4,30,55.6
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",100,98,98.0,98,18,18.4,19,19.4,35,35.7,26,26.5,61,62.2
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",467,465,99.6,465,217,46.7,130,28.0,84,18.1,34,7.3,118,25.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",97,97,100.0,97,38,39.2,22,22.7,24,24.7,13,13.4,37,38.1
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Y",63,39,61.9,39,23,59.0,7,17.9,"*","*","*","*",9,23.1
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",352,350,99.4,350,253,72.3,78,22.3,"*","*","*","*",19,5.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Y",240,221,92.1,221,201,91.0,18,8.1,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",168,167,99.4,167,119,71.3,37,22.2,"*","*","*","*",11,6.6
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y",75,15,20.0,15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",231,231,100.0,231,129,55.8,69,29.9,30,13.0,"*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",730,724,99.2,724,538,74.3,151,20.9,29,4.0,6,0.8,35,4.8
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",37,35,94.6,34,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",195,192,98.5,192,146,76.0,34,17.7,"*","*","*","*",12,6.3
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",424,362,85.4,361,259,71.7,71,19.7,"*","*","*","*",31,8.6
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",802,797,99.4,797,659,82.7,114,14.3,18,2.3,6,0.8,24,3.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",230,229,99.6,229,109,47.6,84,36.7,"*","*","*","*",36,15.7
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",421,421,100.0,421,350,83.1,58,13.8,"*","*","*","*",13,3.1
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",232,232,100.0,231,179,77.5,42,18.2,10,4.3,0,0.0,10,4.3
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",514,509,99.0,509,368,72.3,110,21.6,"*","*","*","*",31,6.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",210,210,100.0,210,154,73.3,44,21.0,"*","*","*","*",12,5.7
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",136,136,100.0,134,93,69.4,34,25.4,"*","*","*","*",7,5.2
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",483,480,99.4,480,334,69.6,115,24.0,"*","*","*","*",31,6.5
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",128,128,100.0,128,73,57.0,43,33.6,12,9.4,0,0.0,12,9.4
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,150,98.7,150,88,58.7,47,31.3,"*","*","*","*",15,10.0
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",303,223,73.6,222,203,91.4,13,5.9,6,2.7,0,0.0,6,2.7
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",276,276,100.0,276,100,36.2,117,42.4,47,17.0,12,4.3,59,21.4
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",261,251,96.2,251,168,66.9,64,25.5,"*","*","*","*",19,7.6
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y",71,46,64.8,46,34,73.9,6,13.0,"*","*","*","*",6,13.0
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",279,272,97.5,272,101,37.1,117,43.0,32,11.8,22,8.1,54,19.9
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",404,403,99.8,402,261,64.9,101,25.1,"*","*","*","*",40,10.0
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",615,614,99.8,614,562,91.5,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",292,290,99.3,290,153,52.8,91,31.4,40,13.8,6,2.1,46,15.9
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",291,281,96.6,281,56,19.9,116,41.3,73,26.0,36,12.8,109,38.8
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",268,268,100.0,268,96,35.8,106,39.6,48,17.9,18,6.7,66,24.6
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",521,517,99.2,517,352,68.1,135,26.1,24,4.6,6,1.2,30,5.8
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",304,304,100.0,304,265,87.2,34,11.2,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",278,278,100.0,278,201,72.3,59,21.2,"*","*","*","*",18,6.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",442,442,100.0,442,175,39.6,174,39.4,77,17.4,16,3.6,93,21.0
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",107,105,98.1,105,79,75.2,16,15.2,"*","*","*","*",10,9.5
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",174,169,97.1,169,76,45.0,51,30.2,"*","*","*","*",42,24.9
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",96,90,93.8,90,63,70.0,19,21.1,8,8.9,0,0.0,8,8.9
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",213,210,98.6,210,118,56.2,46,21.9,34,16.2,12,5.7,46,21.9
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",331,329,99.4,328,163,49.7,89,27.1,60,18.3,16,4.9,76,23.2
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",413,412,99.8,412,105,25.5,131,31.8,106,25.7,70,17.0,176,42.7
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",65,65,100.0,65,34,52.3,18,27.7,10,15.4,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",108,107,99.1,107,16,15.0,37,34.6,33,30.8,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",102,102,100.0,102,32,31.4,38,37.3,26,25.5,6,5.9,32,31.4
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",89,89,100.0,89,17,19.1,37,41.6,25,28.1,10,11.2,35,39.3
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",319,318,99.7,318,139,43.7,99,31.1,58,18.2,22,6.9,80,25.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",264,264,100.0,264,70,26.5,91,34.5,68,25.8,35,13.3,103,39.0
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",73,73,100.0,73,22,30.1,28,38.4,17,23.3,6,8.2,23,31.5
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",127,126,99.2,126,17,13.5,23,18.3,46,36.5,40,31.7,86,68.3
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",67,67,100.0,67,20,29.9,32,47.8,"*","*","*","*",15,22.4
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",110,110,100.0,110,"*","*",38,34.5,34,30.9,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",146,141,96.6,141,53,37.6,53,37.6,22,15.6,13,9.2,35,24.8
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",271,268,98.9,268,58,21.6,98,36.6,69,25.7,43,16.0,112,41.8
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",109,108,99.1,108,51,47.2,38,35.2,"*","*","*","*",19,17.6
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",129,129,100.0,129,"*","*",34,26.4,51,39.5,"*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",119,119,100.0,119,44,37.0,44,37.0,23,19.3,8,6.7,31,26.1
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",90,90,100.0,90,9,10.0,28,31.1,37,41.1,16,17.8,53,58.9
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",352,349,99.1,349,149,42.7,128,36.7,66,18.9,6,1.7,72,20.6
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",251,249,99.2,249,45,18.1,100,40.2,65,26.1,39,15.7,104,41.8
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",201,187,93.0,186,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",34,33,97.1,33,"*","*","*","*",12,36.4,10,30.3,22,66.7
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",370,362,97.8,362,"*","*","*","*",153,42.3,104,28.7,257,71.0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",63,62,98.4,62,14,22.6,22,35.5,15,24.2,11,17.7,26,41.9
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",825,796,96.5,795,117,14.7,240,30.2,221,27.8,217,27.3,438,55.1
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",42,42,100.0,42,12,28.6,18,42.9,"*","*","*","*",12,28.6
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",134,133,99.3,133,"*","*",42,31.6,43,32.3,"*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",113,110,97.3,110,57,51.8,40,36.4,"*","*","*","*",13,11.8
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",252,251,99.6,251,60,23.9,105,41.8,"*","*","*","*",86,34.3
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",24,24,100.0,24,"*","*",9,37.5,6,25.0,"*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",63,62,98.4,62,"*","*",21,33.9,25,40.3,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",57,56,98.2,56,22,39.3,21,37.5,"*","*","*","*",13,23.2
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",168,167,99.4,167,50,29.9,53,31.7,"*","*","*","*",64,38.3
"Canton School District","=""0230011""","Canton Academy","=""0230411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",39,39,100.0,39,18,46.2,14,35.9,"*","*","*","*",7,17.9
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",372,370,99.5,370,44,11.9,125,33.8,"*","*","*","*",201,54.3
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
