"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"ELA","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"ELA","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"ELA","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"Math","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"Math","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,"Math","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2495
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","N",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*",2475
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","N",41,39,95.1,39,"*","*","*","*",12,30.8,22,56.4,34,87.2,2589
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","N",41,41,100.0,41,"*","*",12,29.3,"*","*",19,46.3,"*","*",2557
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","N",35,34,97.1,34,0,0.0,7,20.6,12,35.3,15,44.1,27,79.4,2598
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","N",35,34,97.1,34,"*","*","*","*",7,20.6,19,55.9,26,76.5,2610
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"ELA","F",51,48,94.1,48,"*","*",17,35.4,19,39.6,"*","*","*","*",2586
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"ELA","N",50,45,90.0,45,"*","*","*","*","*","*",17,37.8,"*","*",2637
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"Math","F",51,44,86.3,44,27,61.4,"*","*","*","*","*","*","*","*",2523
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"Math","N",50,48,96.0,48,"*","*",13,27.1,12,25.0,"*","*","*","*",2593
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","F",112,108,96.4,108,41,38.0,37,34.3,"*","*","*","*",30,27.8,2505
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","N",49,49,100.0,49,"*","*",17,34.7,19,38.8,"*","*","*","*",2551
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","R",24,24,100.0,24,"*","*",9,37.5,8,33.3,"*","*","*","*",2532
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","F",112,108,96.4,108,53,49.1,41,38.0,"*","*","*","*",14,13.0,2482
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","N",49,49,100.0,49,16,32.7,19,38.8,"*","*","*","*",14,28.6,2521
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","R",24,24,100.0,24,7,29.2,11,45.8,"*","*","*","*",6,25.0,2513
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","F",117,114,97.4,114,56,49.1,35,30.7,"*","*","*","*",23,20.2,2501
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","N",64,63,98.4,63,"*","*",15,23.8,20,31.7,"*","*","*","*",2551
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","R",28,28,100.0,28,"*","*",8,28.6,13,46.4,"*","*","*","*",2582
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","F",117,114,97.4,114,83,72.8,23,20.2,"*","*","*","*","*","*",2452
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","N",64,63,98.4,63,30,47.6,21,33.3,"*","*","*","*",12,19.0,2509
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","R",28,28,100.0,28,"*","*",14,50.0,"*","*",0,0.0,"*","*",2522
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","F",52,52,100.0,52,17,32.7,22,42.3,"*","*","*","*","*","*",2396
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","N","*","*","*","*","*","*","*","*",7,21.9,10,31.3,17,53.1,"*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","F",52,52,100.0,52,15,28.8,22,42.3,"*","*","*","*","*","*",2408
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","F",57,57,100.0,57,25,43.9,15,26.3,"*","*","*","*",17,29.8,2434
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","N",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*",2446
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","F",57,57,100.0,57,24,42.1,27,47.4,6,10.5,0,0.0,6,10.5,2417
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","N",33,33,100.0,33,"*","*","*","*","*","*",0,0.0,"*","*",2433
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","F",49,49,100.0,49,19,38.8,17,34.7,"*","*","*","*","*","*",2450
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2501
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","F",49,49,100.0,49,32,65.3,"*","*","*","*",0,0.0,"*","*",2428
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","N",29,29,100.0,29,"*","*",16,55.2,"*","*","*","*","*","*",2466
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","F",52,52,100.0,52,22,42.3,18,34.6,"*","*","*","*",12,23.1,2465
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2485
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","F",52,52,100.0,52,25,48.1,19,36.5,"*","*","*","*",8,15.4,2459
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2465
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","F",51,51,100.0,51,18,35.3,16,31.4,"*","*","*","*","*","*",2397
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","N",28,28,100.0,28,"*","*","*","*","*","*",9,32.1,"*","*",2455
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","F",51,51,100.0,51,20,39.2,16,31.4,"*","*","*","*",15,29.4,2395
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2418
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","F",40,40,100.0,40,20,50.0,9,22.5,"*","*","*","*","*","*",2428
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","N",37,35,94.6,35,"*","*","*","*",7,20.0,13,37.1,20,57.1,2474
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","F",40,40,100.0,40,8,20.0,26,65.0,"*","*","*","*","*","*",2437
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","N",37,36,97.3,36,"*","*","*","*",7,19.4,7,19.4,14,38.9,2472
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","F",50,50,100.0,50,18,36.0,18,36.0,"*","*","*","*",14,28.0,2462
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","N",24,23,95.8,23,"*","*","*","*","*","*","*","*","*","*",2501
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","F",50,50,100.0,50,27,54.0,23,46.0,0,0.0,0,0.0,0,0.0,2439
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2474
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","F",46,46,100.0,46,16,34.8,21,45.7,"*","*","*","*","*","*",2480
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","N",29,29,100.0,29,"*","*","*","*",9,31.0,"*","*","*","*",2496
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","F",46,46,100.0,46,22,47.8,16,34.8,"*","*","*","*","*","*",2476
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","N",29,29,100.0,29,"*","*","*","*",7,24.1,"*","*","*","*",2500
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","F",18,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","F",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","F",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","F",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","F",18,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","F",18,16,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","F",20,18,90.0,17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
