"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",75,73,97.3,73,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",24,24,100.0,24,11,45.8,"*","*",7,29.2,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",105,105,100.0,105,21,20.0,"*","*",35,33.3,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Y",44,41,93.2,41,16,39.0,13,31.7,"*","*","*","*",12,29.3
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",197,185,93.9,185,57,30.8,57,30.8,"*","*","*","*",71,38.4
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",236,230,97.5,230,60,26.1,73,31.7,82,35.7,15,6.5,97,42.2
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",668,653,97.8,653,78,11.9,114,17.5,291,44.6,170,26.0,461,70.6
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",41,41,100.0,41,7,17.1,14,34.1,9,22.0,11,26.8,20,48.8
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",92,91,98.9,91,9,9.9,18,19.8,33,36.3,31,34.1,64,70.3
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",25,25,100.0,25,7,28.0,7,28.0,"*","*","*","*",11,44.0
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",136,136,100.0,136,"*","*",26,19.1,36,26.5,"*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",55,55,100.0,55,11,20.0,19,34.5,11,20.0,14,25.5,25,45.5
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",100,98,98.0,98,13,13.3,21,21.4,28,28.6,36,36.7,64,65.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",467,467,100.0,467,167,35.8,137,29.3,108,23.1,55,11.8,163,34.9
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",97,97,100.0,97,29,29.9,27,27.8,23,23.7,18,18.6,41,42.3
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Y",63,47,74.6,42,23,54.8,"*","*",9,21.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",351,347,98.9,347,202,58.2,88,25.4,"*","*","*","*",57,16.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Y",239,222,92.9,222,125,56.3,63,28.4,"*","*","*","*",34,15.3
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",170,169,99.4,169,88,52.1,43,25.4,27,16.0,11,6.5,38,22.5
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y",75,22,29.3,17,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",231,229,99.1,229,75,32.8,71,31.0,61,26.6,22,9.6,83,36.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",732,702,95.9,702,363,51.7,206,29.3,112,16.0,21,3.0,133,18.9
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",37,36,97.3,35,31,88.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",195,191,97.9,191,119,62.3,54,28.3,11,5.8,7,3.7,18,9.4
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",425,359,84.5,352,110,31.3,109,31.0,106,30.1,27,7.7,133,37.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",802,723,90.1,721,487,67.5,153,21.2,65,9.0,16,2.2,81,11.2
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",230,229,99.6,229,50,21.8,75,32.8,85,37.1,19,8.3,104,45.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",421,416,98.8,416,272,65.4,98,23.6,"*","*","*","*",46,11.1
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",232,232,100.0,232,132,56.9,64,27.6,"*","*","*","*",36,15.5
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",513,509,99.2,508,305,60.0,112,22.0,82,16.1,9,1.8,91,17.9
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",210,210,100.0,210,121,57.6,57,27.1,"*","*","*","*",32,15.2
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",136,136,100.0,133,63,47.4,40,30.1,"*","*","*","*",30,22.6
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",483,471,97.5,471,227,48.2,151,32.1,78,16.6,15,3.2,93,19.7
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",128,127,99.2,127,59,46.5,48,37.8,20,15.7,0,0.0,20,15.7
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,151,99.3,150,68,45.3,47,31.3,"*","*","*","*",35,23.3
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",305,234,76.7,230,130,56.5,62,27.0,31,13.5,7,3.0,38,16.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",276,276,100.0,276,47,17.0,78,28.3,109,39.5,42,15.2,151,54.7
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",260,248,95.4,248,102,41.1,81,32.7,48,19.4,17,6.9,65,26.2
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y",71,48,67.6,47,24,51.1,"*","*",11,23.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",279,272,97.5,272,61,22.4,80,29.4,85,31.3,46,16.9,131,48.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",404,403,99.8,402,211,52.5,115,28.6,70,17.4,6,1.5,76,18.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",612,550,89.9,548,448,81.8,81,14.8,19,3.5,0,0.0,19,3.5
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",292,290,99.3,290,117,40.3,88,30.3,60,20.7,25,8.6,85,29.3
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",291,281,96.6,281,16,5.7,59,21.0,139,49.5,67,23.8,206,73.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",268,268,100.0,268,34,12.7,98,36.6,99,36.9,37,13.8,136,50.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",520,514,98.8,514,273,53.1,142,27.6,82,16.0,17,3.3,99,19.3
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",305,298,97.7,296,213,72.0,56,18.9,"*","*","*","*",27,9.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",278,275,98.9,274,132,48.2,95,34.7,"*","*","*","*",47,17.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",441,440,99.8,440,112,25.5,149,33.9,131,29.8,48,10.9,179,40.7
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",105,103,98.1,103,40,38.8,32,31.1,"*","*","*","*",31,30.1
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",174,169,97.1,169,"*","*",45,26.6,66,39.1,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",96,90,93.8,89,22,24.7,26,29.2,32,36.0,9,10.1,41,46.1
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",212,212,100.0,212,33,15.6,62,29.2,74,34.9,43,20.3,117,55.2
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",332,324,97.6,323,106,32.8,96,29.7,99,30.7,22,6.8,121,37.5
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",413,413,100.0,413,48,11.6,115,27.8,164,39.7,86,20.8,250,60.5
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",65,65,100.0,65,30,46.2,18,27.7,11,16.9,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",108,107,99.1,107,"*","*",17,15.9,39,36.4,39,36.4,78,72.9
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",102,100,98.0,99,25,25.3,28,28.3,29,29.3,17,17.2,46,46.5
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",89,88,98.9,88,6,6.8,24,27.3,33,37.5,25,28.4,58,65.9
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",319,316,99.1,316,87,27.5,96,30.4,99,31.3,34,10.8,133,42.1
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",264,262,99.2,262,40,15.3,65,24.8,99,37.8,58,22.1,157,59.9
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",73,71,97.3,71,20,28.2,22,31.0,15,21.1,14,19.7,29,40.8
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",127,126,99.2,126,11,8.7,26,20.6,32,25.4,57,45.2,89,70.6
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",67,66,98.5,66,21,31.8,23,34.8,"*","*","*","*",22,33.3
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",110,110,100.0,110,"*","*",27,24.5,38,34.5,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",146,141,96.6,141,35,24.8,35,24.8,62,44.0,9,6.4,71,50.4
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",271,266,98.2,266,25,9.4,72,27.1,124,46.6,45,16.9,169,63.5
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",109,108,99.1,108,48,44.4,17,15.7,28,25.9,15,13.9,43,39.8
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",129,129,100.0,129,16,12.4,21,16.3,42,32.6,50,38.8,92,71.3
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",119,119,100.0,119,35,29.4,37,31.1,36,30.3,11,9.2,47,39.5
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",90,89,98.9,89,7,7.9,17,19.1,31,34.8,34,38.2,65,73.0
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",351,343,97.7,343,110,32.1,114,33.2,99,28.9,20,5.8,119,34.7
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",251,249,99.2,249,27,10.8,53,21.3,121,48.6,48,19.3,169,67.9
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",15,13,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",201,173,86.1,170,"*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",34,34,100.0,34,"*","*",9,26.5,"*","*",17,50.0,"*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",370,362,97.8,362,"*","*","*","*",119,32.9,154,42.5,273,75.4
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",63,62,98.4,62,"*","*",20,32.3,23,37.1,"*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",825,793,96.1,790,"*","*","*","*",345,43.7,252,31.9,597,75.6
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",42,41,97.6,41,8,19.5,12,29.3,13,31.7,8,19.5,21,51.2
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",134,133,99.3,133,10,7.5,21,15.8,37,27.8,65,48.9,102,76.7
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",113,110,97.3,110,21,19.1,38,34.5,40,36.4,11,10.0,51,46.4
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",252,251,99.6,251,15,6.0,48,19.1,114,45.4,74,29.5,188,74.9
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N",47,46,97.9,46,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",24,24,100.0,24,"*","*",7,29.2,"*","*",7,29.2,"*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",63,62,98.4,62,"*","*",16,25.8,"*","*",20,32.3,"*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",57,56,98.2,56,"*","*",27,48.2,18,32.1,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",168,167,99.4,167,"*","*",44,26.3,75,44.9,"*","*","*","*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",39,39,100.0,39,"*","*",13,33.3,13,33.3,"*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",373,372,99.7,372,"*","*",53,14.2,137,36.8,"*","*","*","*"
