"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2592
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Y",113,106,93.8,106,57,53.8,34,32.1,"*","*","*","*",15,14.2,2476
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"N",56,55,98.2,55,19,34.5,24,43.6,"*","*","*","*",12,21.8,2501
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Y",136,134,98.5,134,65,48.5,47,35.1,"*","*","*","*",22,16.4,2501
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"N",48,48,100.0,47,19,40.4,16,34.0,"*","*","*","*",12,25.5,2531
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Y",54,54,100.0,54,23,42.6,21,38.9,"*","*","*","*",10,18.5,2387
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"N",29,29,100.0,29,"*","*",12,41.4,7,24.1,"*","*","*","*",2407
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Y",57,57,100.0,57,17,29.8,30,52.6,"*","*","*","*",10,17.5,2441
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"N",27,27,100.0,27,7,25.9,9,33.3,"*","*","*","*",11,40.7,2465
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Y",68,68,100.0,68,42,61.8,19,27.9,"*","*","*","*",7,10.3,2436
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"N",22,22,100.0,22,9,40.9,6,27.3,"*","*","*","*",7,31.8,2459
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Y",60,60,100.0,60,29,48.3,15,25.0,"*","*","*","*",16,26.7,2477
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"N",29,29,100.0,29,7,24.1,11,37.9,"*","*","*","*",11,37.9,2518
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Y",62,61,98.4,61,"*","*",23,37.7,22,36.1,"*","*","*","*",2420
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"N",27,25,92.6,25,"*","*",6,24.0,12,48.0,"*","*","*","*",2436
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Y",58,57,98.3,57,"*","*",19,33.3,18,31.6,"*","*","*","*",2446
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"N",24,24,100.0,24,"*","*",11,45.8,6,25.0,"*","*","*","*",2475
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Y",56,56,100.0,56,35,62.5,16,28.6,"*","*","*","*","*","*",2430
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"N",38,38,100.0,38,15,39.5,12,31.6,"*","*","*","*","*","*",2478
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Y",61,57,93.4,57,17,29.8,27,47.4,"*","*","*","*",13,22.8,2496
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"N",25,25,100.0,25,7,28.0,8,32.0,"*","*","*","*",10,40.0,2519
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Y",25,24,96.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2360
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Y",159,159,100.0,159,91,57.2,49,30.8,13,8.2,6,3.8,19,11.9,2454
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"N",100,100,100.0,100,28,28.0,41,41.0,20,20.0,11,11.0,31,31.0,2518
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Y",160,160,100.0,160,69,43.1,51,31.9,34,21.3,6,3.8,40,25.0,2497
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"N",83,83,100.0,83,17,20.5,25,30.1,20,24.1,21,25.3,41,49.4,2560
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Y",132,132,100.0,132,90,68.2,30,22.7,"*","*","*","*",12,9.1,2472
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"N",90,90,100.0,90,26,28.9,"*","*",26,28.9,"*","*","*","*",2565
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Y",35,35,100.0,35,19,54.3,9,25.7,7,20.0,0,0.0,7,20.0,2367
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"N",36,36,100.0,36,11,30.6,12,33.3,"*","*","*","*",13,36.1,2416
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Y",43,43,100.0,43,20,46.5,19,44.2,"*","*","*","*","*","*",2409
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"N",28,27,96.4,27,9,33.3,8,29.6,"*","*","*","*","*","*",2456
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Y",41,41,100.0,41,32,78.0,9,22.0,0,0.0,0,0.0,0,0.0,2412
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"N",31,30,96.8,30,16,53.3,11,36.7,"*","*","*","*","*","*",2450
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Y",42,42,100.0,42,25,59.5,"*","*","*","*",0,0.0,"*","*",2443
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"N",30,30,100.0,30,7,23.3,17,56.7,"*","*","*","*","*","*",2509
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Y",34,34,100.0,34,"*","*",12,35.3,"*","*","*","*","*","*",2482
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"N",26,26,100.0,26,"*","*",10,38.5,"*","*","*","*","*","*",2561
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Y",38,38,100.0,38,18,47.4,"*","*","*","*","*","*","*","*",2499
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"N",29,29,100.0,29,14,48.3,"*","*","*","*","*","*","*","*",2522
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2473
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2519
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2504
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2497
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2578
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"N",256,255,99.6,255,"*","*","*","*","*","*","*","*","*","*",2645
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"N",259,257,99.2,257,"*","*","*","*","*","*","*","*","*","*",2657
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*",2486
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N",108,108,100.0,108,"*","*","*","*","*","*","*","*","*","*",2538
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"N",254,254,100.0,254,"*","*","*","*","*","*","*","*","*","*",2553
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"N",269,267,99.3,267,"*","*","*","*","*","*","*","*","*","*",2605
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N",38,35,92.1,35,"*","*","*","*","*","*","*","*","*","*",2464
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"Y",27,27,100.0,27,12,44.4,9,33.3,"*","*","*","*",6,22.2,2471
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"N",188,187,99.5,187,32,17.1,68,36.4,"*","*","*","*",87,46.5,2543
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"Y",29,29,100.0,29,11,37.9,10,34.5,8,27.6,0,0.0,8,27.6,2494
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"N",217,217,100.0,217,31,14.3,69,31.8,61,28.1,56,25.8,117,53.9,2573
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"Y",32,32,100.0,31,19,61.3,"*","*","*","*",0,0.0,"*","*",2486
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"N",182,182,100.0,182,"*","*",46,25.3,"*","*",54,29.7,"*","*",2591
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2455
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*",2533
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"N",77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*",2548
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"N",78,77,98.7,77,"*","*","*","*","*","*","*","*","*","*",2481
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"N",83,82,98.8,81,"*","*","*","*","*","*","*","*","*","*",2488
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"N",94,93,98.9,93,"*","*","*","*","*","*","*","*","*","*",2530
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"N",47,46,97.9,46,"*","*","*","*","*","*","*","*","*","*",2543
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"N",53,50,94.3,50,"*","*","*","*","*","*","*","*","*","*",2595
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"Y",29,29,100.0,29,"*","*",8,27.6,9,31.0,"*","*","*","*",2423
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N",97,96,99.0,96,"*","*",22,22.9,38,39.6,"*","*","*","*",2477
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"Y",35,35,100.0,35,"*","*",16,45.7,9,25.7,"*","*","*","*",2525
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"N",154,153,99.4,153,"*","*",47,30.7,44,28.8,"*","*","*","*",2563
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"Y",56,56,100.0,56,24,42.9,15,26.8,"*","*","*","*",17,30.4,2510
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"N",191,190,99.5,190,"*","*",58,30.5,51,26.8,"*","*","*","*",2576
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"Y",55,55,100.0,55,12,21.8,23,41.8,14,25.5,6,10.9,20,36.4,2560
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"N",159,158,99.4,158,27,17.1,41,25.9,50,31.6,40,25.3,90,57.0,2594
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"Y",25,25,100.0,25,"*","*","*","*",11,44.0,"*","*","*","*",2453
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"N",102,101,99.0,101,"*","*","*","*",34,33.7,"*","*","*","*",2482
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"Y",39,39,100.0,39,"*","*",19,48.7,10,25.6,"*","*","*","*",2473
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N",171,169,98.8,169,"*","*",62,36.7,61,36.1,"*","*","*","*",2505
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"Y",51,50,98.0,50,17,34.0,18,36.0,6,12.0,9,18.0,15,30.0,2491
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"N",162,161,99.4,161,15,9.3,48,29.8,42,26.1,56,34.8,98,60.9,2548
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"Y",65,65,100.0,65,30,46.2,24,36.9,"*","*","*","*",11,16.9,2457
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"N",60,60,100.0,60,22,36.7,22,36.7,"*","*","*","*",16,26.7,2476
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"Y",56,56,100.0,56,14,25.0,21,37.5,11,19.6,10,17.9,21,37.5,2516
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"N",41,41,100.0,41,10,24.4,15,36.6,9,22.0,7,17.1,16,39.0,2526
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"Y",54,54,100.0,54,20,37.0,20,37.0,"*","*","*","*",14,25.9,2507
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,"N",50,50,100.0,50,17,34.0,16,32.0,"*","*","*","*",17,34.0,2520
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"Y",48,48,100.0,48,28,58.3,"*","*","*","*",0,0.0,"*","*",2495
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,"N",49,49,100.0,49,20,40.8,19,38.8,"*","*","*","*","*","*",2530
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"Y",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,"N",20,20,100.0,20,"*","*","*","*","*","*",0,0.0,"*","*",2517
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"Y",85,85,100.0,85,30,35.3,29,34.1,"*","*","*","*",26,30.6,2403
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,"N",59,59,100.0,59,15,25.4,22,37.3,"*","*","*","*",22,37.3,2427
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,"Y",63,63,100.0,63,24,38.1,27,42.9,"*","*","*","*",12,19.0,2431
