"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, High Needs (F/R, EL or"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","N",194,192,99.0,182,43,23.6,58,31.9,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",146,145,99.3,145,76,52.4,49,33.8,"*","*","*","*",20,13.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",554,554,100.0,554,"*","*",192,34.7,164,29.6,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",60,60,100.0,60,20,33.3,"*","*",19,31.7,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",168,168,100.0,168,"*","*",36,21.4,63,37.5,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",49,49,100.0,49,24,49.0,16,32.7,"*","*","*","*",9,18.4
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",249,249,100.0,247,"*","*",79,32.0,99,40.1,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",36,36,100.0,36,17,47.2,16,44.4,"*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",94,94,100.0,94,8,8.5,38,40.4,"*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",46,44,95.7,44,18,40.9,16,36.4,10,22.7,0,0.0,10,22.7
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",194,190,97.9,190,13,6.8,48,25.3,66,34.7,63,33.2,129,67.9
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",34,34,100.0,34,15,44.1,11,32.4,"*","*","*","*",8,23.5
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",67,67,100.0,67,"*","*",33,49.3,19,28.4,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Y",62,57,91.9,57,43,75.4,6,10.5,8,14.0,0,0.0,8,14.0
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","N",184,182,98.9,182,49,26.9,55,30.2,54,29.7,24,13.2,78,42.9
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",187,182,97.3,182,95,52.2,54,29.7,27,14.8,6,3.3,33,18.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",506,505,99.8,505,82,16.2,189,37.4,123,24.4,111,22.0,234,46.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",24,24,100.0,24,"*","*",7,29.2,7,29.2,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",72,72,100.0,72,"*","*",31,43.1,29,40.3,"*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",105,105,100.0,105,32,30.5,46,43.8,19,18.1,8,7.6,27,25.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",282,281,99.6,280,25,8.9,92,32.9,103,36.8,60,21.4,163,58.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Y",53,50,94.3,50,21,42.0,16,32.0,"*","*","*","*",13,26.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","N",57,57,100.0,57,24,42.1,15,26.3,"*","*","*","*",18,31.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",121,121,100.0,121,59,48.8,38,31.4,"*","*","*","*",24,19.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",83,83,100.0,83,31,37.3,30,36.1,"*","*","*","*",22,26.5
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",124,124,100.0,124,69,55.6,44,35.5,"*","*","*","*",11,8.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",84,82,97.6,82,25,30.5,37,45.1,"*","*","*","*",20,24.4
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",63,58,92.1,58,37,63.8,17,29.3,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",65,60,92.3,60,21,35.0,22,36.7,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",140,139,99.3,139,66,47.5,52,37.4,"*","*","*","*",21,15.1
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",105,105,100.0,105,32,30.5,40,38.1,"*","*","*","*",33,31.4
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",88,88,100.0,88,38,43.2,26,29.5,18,20.5,6,6.8,24,27.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",271,269,99.3,269,18,6.7,71,26.4,82,30.5,98,36.4,180,66.9
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",70,69,98.6,69,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",38,38,100.0,38,25,65.8,"*","*",6,15.8,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",91,91,100.0,91,"*","*",27,29.7,31,34.1,"*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Y",64,56,87.5,56,46,82.1,"*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",177,168,94.9,168,99,58.9,"*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",313,305,97.4,304,143,47.0,99,32.6,41,13.5,21,6.9,62,20.4
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",591,578,97.8,578,98,17.0,165,28.5,157,27.2,158,27.3,315,54.5
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",48,48,100.0,48,"*","*",13,27.1,18,37.5,"*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",85,85,100.0,85,"*","*","*","*",38,44.7,28,32.9,66,77.6
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",38,38,100.0,38,"*","*",13,34.2,10,26.3,"*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",123,123,100.0,123,"*","*",30,24.4,48,39.0,"*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",67,67,100.0,66,17,25.8,16,24.2,20,30.3,13,19.7,33,50.0
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",88,86,97.7,86,12,14.0,16,18.6,34,39.5,24,27.9,58,67.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",476,474,99.6,474,220,46.4,135,28.5,85,17.9,34,7.2,119,25.1
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",88,88,100.0,88,35,39.8,17,19.3,23,26.1,13,14.8,36,40.9
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Y",63,39,61.9,39,23,59.0,7,17.9,"*","*","*","*",9,23.1
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",352,350,99.4,350,253,72.3,78,22.3,"*","*","*","*",19,5.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Y",240,221,92.1,221,201,91.0,18,8.1,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",168,167,99.4,167,119,71.3,37,22.2,"*","*","*","*",11,6.6
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Y",75,15,20.0,15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",231,231,100.0,231,129,55.8,69,29.9,30,13.0,"*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",730,724,99.2,724,538,74.3,151,20.9,29,4.0,6,0.8,35,4.8
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",37,35,94.6,34,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",195,192,98.5,192,146,76.0,34,17.7,"*","*","*","*",12,6.3
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Y",424,362,85.4,361,259,71.7,71,19.7,"*","*","*","*",31,8.6
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",802,797,99.4,797,659,82.7,114,14.3,18,2.3,6,0.8,24,3.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",230,229,99.6,229,109,47.6,84,36.7,"*","*","*","*",36,15.7
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",421,421,100.0,421,350,83.1,58,13.8,"*","*","*","*",13,3.1
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",232,232,100.0,231,179,77.5,42,18.2,10,4.3,0,0.0,10,4.3
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",514,509,99.0,509,368,72.3,110,21.6,"*","*","*","*",31,6.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",210,210,100.0,210,154,73.3,44,21.0,"*","*","*","*",12,5.7
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",136,136,100.0,134,93,69.4,34,25.4,"*","*","*","*",7,5.2
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",483,480,99.4,480,334,69.6,115,24.0,"*","*","*","*",31,6.5
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",128,128,100.0,128,73,57.0,43,33.6,12,9.4,0,0.0,12,9.4
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,150,98.7,150,88,58.7,47,31.3,"*","*","*","*",15,10.0
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Y",303,223,73.6,222,203,91.4,13,5.9,6,2.7,0,0.0,6,2.7
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",276,276,100.0,276,100,36.2,117,42.4,47,17.0,12,4.3,59,21.4
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",261,251,96.2,251,168,66.9,64,25.5,"*","*","*","*",19,7.6
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Y",71,46,64.8,46,34,73.9,6,13.0,"*","*","*","*",6,13.0
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",279,272,97.5,272,101,37.1,117,43.0,32,11.8,22,8.1,54,19.9
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",404,403,99.8,402,261,64.9,101,25.1,"*","*","*","*",40,10.0
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",615,614,99.8,614,562,91.5,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",292,290,99.3,290,153,52.8,91,31.4,40,13.8,6,2.1,46,15.9
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",291,281,96.6,281,56,19.9,116,41.3,73,26.0,36,12.8,109,38.8
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",268,268,100.0,268,96,35.8,106,39.6,48,17.9,18,6.7,66,24.6
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",521,517,99.2,517,352,68.1,135,26.1,24,4.6,6,1.2,30,5.8
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",304,304,100.0,304,265,87.2,34,11.2,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",278,278,100.0,278,201,72.3,59,21.2,"*","*","*","*",18,6.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",442,442,100.0,442,175,39.6,174,39.4,77,17.4,16,3.6,93,21.0
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Y",130,127,97.7,127,97,76.4,18,14.2,"*","*","*","*",12,9.4
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",151,147,97.4,147,58,39.5,49,33.3,"*","*","*","*",40,27.2
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Y",127,119,93.7,119,90,75.6,20,16.8,9,7.6,0,0.0,9,7.6
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",182,181,99.5,181,91,50.3,45,24.9,33,18.2,12,6.6,45,24.9
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Y",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",382,380,99.5,379,202,53.3,96,25.3,65,17.2,16,4.2,81,21.4
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",362,361,99.7,361,66,18.3,124,34.3,101,28.0,70,19.4,171,47.4
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",73,73,100.0,73,40,54.8,20,27.4,10,13.7,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",100,99,99.0,99,10,10.1,35,35.4,33,33.3,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",108,108,100.0,108,36,33.3,40,37.0,26,24.1,6,5.6,32,29.6
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",83,83,100.0,83,13,15.7,35,42.2,25,30.1,10,12.0,35,42.2
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",353,352,99.7,352,164,46.6,105,29.8,61,17.3,22,6.3,83,23.6
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",230,230,100.0,230,45,19.6,85,37.0,65,28.3,35,15.2,100,43.5
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",84,83,98.8,83,30,36.1,30,36.1,17,20.5,6,7.2,23,27.7
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",116,116,100.0,116,9,7.8,21,18.1,46,39.7,40,34.5,86,74.1
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",82,82,100.0,82,28,34.1,37,45.1,"*","*","*","*",17,20.7
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",95,95,100.0,95,"*","*",33,34.7,32,33.7,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",182,177,97.3,177,76,42.9,63,35.6,24,13.6,14,7.9,38,21.5
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",235,232,98.7,232,35,15.1,88,37.9,67,28.9,42,18.1,109,47.0
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",125,124,99.2,124,61,49.2,43,34.7,"*","*","*","*",20,16.1
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",113,113,100.0,113,"*","*",29,25.7,50,44.2,"*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",130,130,100.0,130,"*","*",50,38.5,24,18.5,"*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",79,79,100.0,79,"*","*",22,27.8,36,45.6,"*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",380,376,98.9,376,166,44.1,135,35.9,68,18.1,7,1.9,75,19.9
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",223,222,99.6,222,28,12.6,93,41.9,63,28.4,38,17.1,101,45.5
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Y",35,34,97.1,34,24,70.6,"*","*","*","*",0,0.0,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","N",181,168,92.8,167,44,26.3,46,27.5,"*","*","*","*","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",80,78,97.5,78,21,26.9,19,24.4,26,33.3,12,15.4,38,48.7
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",324,317,97.8,317,10,3.2,66,20.8,139,43.8,102,32.2,241,76.0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",176,169,96.0,168,67,39.9,59,35.1,28,16.7,14,8.3,42,25.0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",712,689,96.8,689,64,9.3,203,29.5,208,30.2,214,31.1,422,61.2
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",51,51,100.0,51,17,33.3,18,35.3,"*","*","*","*",16,31.4
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",125,124,99.2,124,"*","*",42,33.9,40,32.3,"*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",126,123,97.6,123,70,56.9,40,32.5,"*","*","*","*",13,10.6
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",239,238,99.6,238,"*","*",105,44.1,57,23.9,"*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",31,31,100.0,31,"*","*",10,32.3,8,25.8,"*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",56,55,98.2,55,"*","*",20,36.4,23,41.8,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",71,70,98.6,70,35,50.0,22,31.4,"*","*","*","*",13,18.6
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",154,153,99.4,153,"*","*",52,34.0,42,27.5,"*","*","*","*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",70,70,100.0,70,38,54.3,20,28.6,"*","*","*","*",12,17.1
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",341,339,99.4,339,"*","*",119,35.1,101,29.8,"*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",44,43,97.7,43,23,53.5,11,25.6,"*","*","*","*",9,20.9
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",229,225,98.3,225,"*","*",62,27.6,75,33.3,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","N",95,94,98.9,94,"*","*","*","*",44,46.8,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",137,133,97.1,132,61,46.2,51,38.6,10,7.6,10,7.6,20,15.2
