"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",11,33,32,97.0,32,10,31.3,14,43.8,"*","*","*","*",8,25.0,2581
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,35,35,100.0,35,0,0.0,6,17.1,20,57.1,9,25.7,29,82.9,2474
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,43,42,97.7,42,0,0.0,10,23.8,14,33.3,18,42.9,32,76.2,2533
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,48,48,100.0,48,"*","*",16,33.3,"*","*",20,41.7,"*","*",2546
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,41,40,97.6,40,"*","*",9,22.5,"*","*",20,50.0,"*","*",2600
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""",11,112,103,92.0,103,48,46.6,25,24.3,18,17.5,12,11.7,30,29.1,2561
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,185,181,97.8,181,76,42.0,71,39.2,22,12.2,12,6.6,34,18.8,2496
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,209,205,98.1,205,122,59.5,58,28.3,19,9.3,6,2.9,25,12.2,2479
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,88,88,100.0,88,24,27.3,30,34.1,25,28.4,9,10.2,34,38.6,2420
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,96,96,100.0,96,34,35.4,53,55.2,9,9.4,0,0.0,9,9.4,2424
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,89,89,100.0,89,48,53.9,31,34.8,"*","*","*","*",10,11.2,2445
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,88,88,100.0,88,41,46.6,32,36.4,"*","*","*","*",15,17.0,2462
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,87,87,100.0,87,32,36.8,"*","*",28,32.2,"*","*","*","*",2405
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,93,92,98.9,92,20,21.7,51,55.4,12,13.0,9,9.8,21,22.8,2449
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,85,85,100.0,85,42,49.4,37,43.5,"*","*","*","*",6,7.1,2449
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,84,84,100.0,84,38,45.2,27,32.1,13,15.5,6,7.1,19,22.6,2485
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,24,24,100.0,24,20,83.3,"*","*","*","*",0,0.0,"*","*",2293
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,23,20,87.0,20,"*","*",0,0.0,"*","*",0,0.0,"*","*",2310
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,21,20,95.2,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2345
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,24,22,91.7,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2318
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,29,26,89.7,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2375
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,22,18,81.8,17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,246,246,100.0,246,100,40.7,98,39.8,36,14.6,12,4.9,48,19.5,2478
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,233,231,99.1,231,101,43.7,74,32.0,43,18.6,13,5.6,56,24.2,2492
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,227,227,100.0,227,102,44.9,57,25.1,38,16.7,30,13.2,68,30.0,2526
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,19,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,74,73,98.6,73,41,56.2,17,23.3,"*","*","*","*",15,20.5,2382
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,74,73,98.6,73,32,43.8,34,46.6,7,9.6,0,0.0,7,9.6,2414
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,74,74,100.0,74,40,54.1,27,36.5,"*","*","*","*",7,9.5,2445
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,71,71,100.0,71,40,56.3,21,29.6,"*","*","*","*",10,14.1,2466
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,70,69,98.6,69,32,46.4,22,31.9,"*","*","*","*",15,21.7,2494
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,63,63,100.0,63,33,52.4,15,23.8,"*","*","*","*",15,23.8,2502
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,43,43,100.0,43,8,18.6,6,14.0,18,41.9,11,25.6,29,67.4,2447
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,41,41,100.0,41,0,0.0,10,24.4,16,39.0,15,36.6,31,75.6,2528
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,38,38,100.0,38,18,47.4,11,28.9,"*","*","*","*",9,23.7,2468
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,48,48,100.0,48,21,43.8,18,37.5,9,18.8,0,0.0,9,18.8,2488
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,31,31,100.0,31,"*","*",11,35.5,10,32.3,"*","*","*","*",2563
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,49,48,98.0,47,18,38.3,17,36.2,"*","*","*","*",12,25.5,2529
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,246,231,93.9,231,38,16.5,53,22.9,69,29.9,71,30.7,140,60.6,2651
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,272,272,100.0,272,15,5.5,59,21.7,69,25.4,129,47.4,198,72.8,2621
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,275,275,100.0,275,22,8.0,41,14.9,78,28.4,134,48.7,212,77.1,2641
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,113,113,100.0,113,"*","*","*","*",43,38.1,50,44.2,93,82.3,2491
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,143,143,100.0,143,12,8.4,27,18.9,52,36.4,52,36.4,104,72.7,2518
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"*","*","*","*","*","*","*","*","*","*",56,52.8,"*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,128,128,100.0,128,"*","*",27,21.1,47,36.7,"*","*","*","*",2531
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,281,279,99.3,279,32,11.5,68,24.4,86,30.8,93,33.3,179,64.2,2546
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,276,275,99.6,275,20,7.3,47,17.1,85,30.9,123,44.7,208,75.6,2594
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,48,"*","*","*",15,33.3,"*","*",15,33.3,"*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,48,46,95.8,46,"*","*",22,47.8,13,28.3,"*","*","*","*",2460
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"*",46,"*",46,11,23.9,19,41.3,"*","*","*","*","*","*",2501
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,61,59,96.7,59,12,20.3,16,27.1,20,33.9,11,18.6,31,52.5,2544
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,248,238,96.0,221,67,30.3,71,32.1,52,23.5,31,14.0,83,37.6,2595
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,242,241,99.6,241,47,19.5,96,39.8,59,24.5,39,16.2,98,40.7,2531
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,214,214,100.0,214,37,17.3,74,34.6,60,28.0,43,20.1,103,48.1,2561
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,244,244,100.0,244,55,22.5,71,29.1,61,25.0,57,23.4,118,48.4,2575
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,60,60,100.0,60,10,16.7,14,23.3,26,43.3,10,16.7,36,60.0,2437
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,81,81,100.0,81,"*","*","*","*",37,45.7,28,34.6,65,80.2,2526
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,87,87,100.0,87,22,25.3,28,32.2,19,21.8,18,20.7,37,42.5,2513
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,88,88,100.0,88,15,17.0,29,33.0,35,39.8,9,10.2,44,50.0,2429
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,109,109,100.0,109,6,5.5,37,33.9,45,41.3,21,19.3,66,60.6,2498
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,101,101,100.0,99,23,23.2,29,29.3,27,27.3,20,20.2,47,47.5,2512
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,40,40,100.0,40,"*","*",17,42.5,13,32.5,"*","*","*","*",2422
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,56,56,100.0,56,10,17.9,20,35.7,13,23.2,13,23.2,26,46.4,2484
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,34,34,100.0,34,9,26.5,17,50.0,"*","*","*","*",8,23.5,2490
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,51,51,100.0,51,"*","*",14,27.5,20,39.2,"*","*","*","*",2454
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,60,56,93.3,56,"*","*","*","*",23,41.1,22,39.3,45,80.4,2530
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,63,62,98.4,62,12,19.4,26,41.9,16,25.8,8,12.9,24,38.7,2508
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,66,65,98.5,65,10,15.4,17,26.2,17,26.2,21,32.3,38,58.5,2569
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,101,101,100.0,101,25,24.8,44,43.6,25,24.8,7,6.9,32,31.7,2410
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,246,239,97.2,239,92,38.5,61,25.5,62,25.9,24,10.0,86,36.0,2573
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,239,237,99.2,237,61,25.7,88,37.1,54,22.8,34,14.3,88,37.1,2527
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,211,211,100.0,211,48,22.7,83,39.3,45,21.3,35,16.6,80,37.9,2544
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,243,239,98.4,239,68,28.5,72,30.1,51,21.3,48,20.1,99,41.4,2561
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,96,96,100.0,96,8,8.3,38,39.6,36,37.5,14,14.6,50,52.1,2442
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,205,204,99.5,204,35,17.2,68,33.3,69,33.8,32,15.7,101,49.5,2482
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,182,182,100.0,181,22,12.2,70,38.7,53,29.3,36,19.9,89,49.2,2527
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,110,107,97.3,107,45,42.1,31,29.0,24,22.4,7,6.5,31,29.0,2559
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,111,111,100.0,111,57,51.4,39,35.1,"*","*","*","*",15,13.5,2453
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,93,93,100.0,93,33,35.5,29,31.2,25,26.9,6,6.5,31,33.3,2500
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,103,102,99.0,102,45,44.1,44,43.1,"*","*","*","*",13,12.7,2490
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,105,104,99.0,104,49,47.1,37,35.6,"*","*","*","*",18,17.3,2505
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,32,31,96.9,31,19,61.3,"*","*",6,19.4,"*","*","*","*",2473
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,34,34,100.0,34,10,29.4,18,52.9,"*","*","*","*",6,17.6,2509
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,33,31,93.9,31,18,58.1,9,29.0,"*","*","*","*","*","*",2492
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",11,29,22,75.9,22,11,50.0,"*","*","*","*",0,0.0,"*","*",2537
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",11,9,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,119,118,99.2,118,58,49.2,33,28.0,"*","*","*","*",27,22.9,2383
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,126,126,100.0,126,40,31.7,59,46.8,"*","*","*","*",27,21.4,2434
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,58,58,100.0,58,7,12.1,10,17.2,20,34.5,21,36.2,41,70.7,2470
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",04,66,65,98.5,65,6,9.2,19,29.2,19,29.2,21,32.3,40,61.5,2509
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,62,61,98.4,61,12,19.7,10,16.4,14,23.0,25,41.0,39,63.9,2546
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",06,65,65,100.0,65,10,15.4,20,30.8,24,36.9,11,16.9,35,53.8,2546
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",07,50,50,100.0,50,8,16.0,17,34.0,14,28.0,11,22.0,25,50.0,2569
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,58,58,100.0,58,13,22.4,21,36.2,9,15.5,15,25.9,24,41.4,2576
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",11,85,83,97.6,83,22,26.5,26,31.3,18,21.7,17,20.5,35,42.2,2617
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",03,22,22,100.0,22,"*","*","*","*",12,54.5,0,0.0,12,54.5,2429
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",04,30,30,100.0,30,11,36.7,10,33.3,"*","*","*","*",9,30.0,2445
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,20,20,100.0,20,11,55.0,"*","*","*","*","*","*","*","*",2463
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",06,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",07,21,21,100.0,21,6,28.6,"*","*",7,33.3,"*","*","*","*",2540
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,20,20,100.0,20,"*","*","*","*",7,35.0,6,30.0,13,65.0,2610
"Branford School District","=""0140011""","Branford High School","=""0146111""",11,241,224,92.9,224,145,64.7,32,14.3,34,15.2,13,5.8,47,21.0,2506
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",11,14,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,219,215,98.2,215,59,27.4,71,33.0,46,21.4,39,18.1,85,39.5,2501
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",06,214,212,99.1,212,39,18.4,72,34.0,55,25.9,46,21.7,101,47.6,2542
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",07,242,234,96.7,234,42,17.9,69,29.5,65,27.8,58,24.8,123,52.6,2566
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,229,222,96.9,221,101,45.7,52,23.5,32,14.5,36,16.3,68,30.8,2532
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",03,63,63,100.0,63,7,11.1,6,9.5,31,49.2,19,30.2,50,79.4,2468
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",04,70,70,100.0,70,8,11.4,22,31.4,25,35.7,15,21.4,40,57.1,2491
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",03,72,72,100.0,72,9,12.5,22,30.6,24,33.3,17,23.6,41,56.9,2447
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",04,89,89,100.0,89,7,7.9,21,23.6,34,38.2,27,30.3,61,68.5,2508
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",03,84,82,97.6,81,22,27.2,18,22.2,25,30.9,16,19.8,41,50.6,2437
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",04,71,71,100.0,71,7,9.9,14,19.7,29,40.8,21,29.6,50,70.4,2516
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",03,96,96,100.0,96,39,40.6,16,16.7,27,28.1,14,14.6,41,42.7,2407
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",04,89,89,100.0,89,25,28.1,32,36.0,24,27.0,8,9.0,32,36.0,2459
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,95,95,100.0,95,65,68.4,"*","*","*","*",0,0.0,"*","*",2425
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",06,89,89,100.0,89,55,61.8,21,23.6,"*","*","*","*",13,14.6,2455
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",07,93,93,100.0,93,38,40.9,28,30.1,20,21.5,7,7.5,27,29.0,2503
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,73,73,100.0,73,24,32.9,20,27.4,17,23.3,12,16.4,29,39.7,2547
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",11,29,27,93.1,27,9,33.3,12,44.4,"*","*","*","*",6,22.2,2570
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",11,63,39,61.9,39,23,59.0,7,17.9,"*","*","*","*",9,23.1,2503
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",03,62,62,100.0,62,35,56.5,21,33.9,6,9.7,0,0.0,6,9.7,2369
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",04,82,82,100.0,82,57,69.5,20,24.4,"*","*","*","*","*","*",2383
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,58,57,98.3,57,49,86.0,"*","*",0,0.0,"*","*","*","*",2393
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",06,50,50,100.0,50,35,70.0,15,30.0,0,0.0,0,0.0,0,0.0,2412
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",07,54,54,100.0,54,35,64.8,12,22.2,"*","*","*","*",7,13.0,2444
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,46,45,97.8,45,"*","*","*","*",0,0.0,0,0.0,0,0.0,2411
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",11,240,221,92.1,221,201,91.0,18,8.1,"*","*","*","*","*","*",2427
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",03,58,57,98.3,57,44,77.2,"*","*","*","*",0,0.0,"*","*",2346
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",04,38,38,100.0,38,23,60.5,"*","*","*","*",0,0.0,"*","*",2405
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,39,39,100.0,39,26,66.7,13,33.3,0,0.0,0,0.0,0,0.0,2420
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",06,33,33,100.0,33,26,78.8,"*","*","*","*","*","*","*","*",2425
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",11,75,15,20.0,15,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",03,48,48,100.0,48,30,62.5,12,25.0,"*","*","*","*",6,12.5,2360
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",04,45,45,100.0,45,22,48.9,15,33.3,"*","*","*","*",8,17.8,2413
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",05,28,28,100.0,28,17,60.7,"*","*","*","*",0,0.0,"*","*",2417
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",06,36,36,100.0,36,24,66.7,"*","*","*","*",0,0.0,"*","*",2449
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",07,46,46,100.0,46,22,47.8,18,39.1,6,13.0,0,0.0,6,13.0,2475
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",08,28,28,100.0,28,14,50.0,8,28.6,"*","*","*","*",6,21.4,2498
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",03,116,116,100.0,116,85,73.3,"*","*","*","*",0,0.0,"*","*",2339
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",04,111,109,98.2,109,77,70.6,"*","*","*","*",0,0.0,"*","*",2379
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",05,109,109,100.0,109,101,92.7,"*","*","*","*",0,0.0,"*","*",2373
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",06,98,97,99.0,97,64,66.0,26,26.8,7,7.2,0,0.0,7,7.2,2438
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",07,154,152,98.7,152,104,68.4,39,25.7,"*","*","*","*",9,5.9,2451
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",08,142,141,99.3,141,107,75.9,25,17.7,"*","*","*","*",9,6.4,2439
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",03,8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",04,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",07,6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",03,57,57,100.0,57,32,56.1,17,29.8,"*","*","*","*",8,14.0,2366
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",04,54,52,96.3,52,43,82.7,7,13.5,"*","*","*","*","*","*",2365
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",05,42,41,97.6,41,"*","*","*","*",0,0.0,0,0.0,0,0.0,2379
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",06,42,42,100.0,42,32,76.2,8,19.0,"*","*","*","*","*","*",2404
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",11,424,362,85.4,361,259,71.7,71,19.7,"*","*","*","*",31,8.6,2482
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",03,134,134,100.0,134,119,88.8,"*","*","*","*",0,0.0,"*","*",2318
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",04,131,129,98.5,129,104,80.6,21,16.3,"*","*","*","*","*","*",2364
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",05,127,127,100.0,127,105,82.7,"*","*","*","*",0,0.0,"*","*",2387
