"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades, Special Education Status (SWD)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"ELA","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2587
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"ELA","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"Math","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2552
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","N",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*",2494
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","N",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*",2506
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2519
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2505
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2517
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*",2540
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","N",81,81,100.0,81,"*","*","*","*","*","*","*","*","*","*",2561
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","N",81,81,100.0,81,"*","*","*","*","*","*","*","*","*","*",2560
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","N",38,38,100.0,38,"*","*",10,26.3,"*","*",18,47.4,"*","*",2528
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","N",38,38,100.0,38,0,0.0,13,34.2,15,39.5,10,26.3,25,65.8,2512
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*",2603
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","N",42,42,100.0,42,0,0.0,"*","*","*","*","*","*","*","*",2609
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","N",128,126,98.4,126,49,38.9,"*","*","*","*","*","*","*","*",2496
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","Y",41,35,85.4,35,29,82.9,"*","*","*","*",0,0.0,"*","*",2420
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","N",128,126,98.4,126,49,38.9,50,39.7,15,11.9,12,9.5,27,21.4,2503
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","Y",41,35,85.4,35,27,77.1,8,22.9,0,0.0,0,0.0,0,0.0,2419
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","N",158,156,98.7,156,49,31.4,44,28.2,50,32.1,13,8.3,63,40.4,2536
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","Y",26,26,100.0,26,18,69.2,8,30.8,0,0.0,0,0.0,0,0.0,2448
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","N",158,156,98.7,155,65,41.9,56,36.1,22,14.2,12,7.7,34,21.9,2519
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","Y",26,26,100.0,26,19,73.1,7,26.9,0,0.0,0,0.0,0,0.0,2451
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","N",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*",2399
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","N",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*",2408
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2464
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2455
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*",2472
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*",2450
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2510
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","N",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2507
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","N",76,74,97.4,74,"*","*","*","*","*","*","*","*","*","*",2436
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","N",76,73,96.1,73,"*","*","*","*","*","*","*","*","*","*",2433
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2469
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2473
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","N",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*",2470
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","N",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*",2457
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","N",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*",2529
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","Y",17,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","N",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*",2519
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","Y",17,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","Y",25,24,96.0,24,15,62.5,"*","*","*","*",0,0.0,"*","*",2442
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","Y",25,20,80.0,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2355
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","Y",27,25,92.6,24,19,79.2,"*","*","*","*",0,0.0,"*","*",2447
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","Y",27,26,96.3,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2365
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","N",233,233,100.0,233,72,30.9,"*","*","*","*","*","*","*","*",2506
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","Y",26,26,100.0,26,21,80.8,"*","*","*","*","*","*","*","*",2403
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","N",233,233,100.0,233,99,42.5,"*","*","*","*","*","*","*","*",2489
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","Y",26,26,100.0,26,20,76.9,"*","*","*","*","*","*","*","*",2385
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","N",219,219,100.0,219,61,27.9,"*","*",66,30.1,"*","*","*","*",2535
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","Y",24,24,100.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2421
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","N",219,219,100.0,219,63,28.8,76,34.7,"*","*","*","*","*","*",2532
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","Y",24,24,100.0,24,"*","*",0,0.0,"*","*",0,0.0,"*","*",2393
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","N",192,192,100.0,192,49,25.5,51,26.6,"*","*","*","*","*","*",2559
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","Y",30,30,100.0,30,21,70.0,6,20.0,"*","*","*","*","*","*",2443
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","N",192,192,100.0,192,88,45.8,"*","*",36,18.8,"*","*","*","*",2528
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","Y",30,30,100.0,30,"*","*","*","*",0,0.0,0,0.0,0,0.0,2394
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","N",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*",2423
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","N",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*",2400
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","N",65,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","N",65,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"ELA","N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*",2541
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Math","N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*",2490
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"ELA","N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*",2577
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Math","N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*",2538
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"ELA","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2579
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"ELA","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Math","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2518
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"ELA","N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*",2528
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Math","N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*",2526
