"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","N",273,273,100.0,273,47,17.2,80,29.3,92,33.7,54,19.8,146,53.5
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Y",233,233,100.0,233,90,38.6,63,27.0,58,24.9,22,9.4,80,34.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",180,178,98.9,178,36,20.2,39,21.9,60,33.7,43,24.2,103,57.9
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Y",78,78,100.0,78,22,28.2,21,26.9,26,33.3,9,11.5,35,44.9
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",153,153,100.0,153,13,8.5,30,19.6,56,36.6,54,35.3,110,71.9
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Y",27,27,100.0,27,"*","*",13,48.1,8,29.6,"*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",513,511,99.6,511,"*","*",62,12.1,204,39.9,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",227,227,100.0,227,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",203,202,99.5,202,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",27,27,100.0,27,11,40.7,"*","*",7,25.9,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",523,522,99.8,522,"*","*",62,11.9,177,33.9,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",157,150,95.5,150,"*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",88,88,100.0,88,24,27.3,29,33.0,26,29.5,9,10.2,35,39.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",587,586,99.8,586,44,7.5,117,20.0,273,46.6,152,25.9,425,72.5
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",29,28,96.6,28,7,25.0,"*","*",10,35.7,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",198,198,100.0,198,"*","*","*","*",57,28.8,77,38.9,134,67.7
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",29,29,100.0,29,"*","*",9,31.0,13,44.8,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",255,254,99.6,253,"*","*",50,19.8,86,34.0,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",111,110,99.1,110,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",215,207,96.3,207,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",29,29,100.0,29,12,41.4,"*","*",7,24.1,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",97,96,99.0,96,"*","*",16,16.7,29,30.2,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",146,146,100.0,146,19,13.0,37,25.3,61,41.8,29,19.9,90,61.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",504,502,99.6,502,34,6.8,67,13.3,215,42.8,186,37.1,401,79.9
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",25,25,100.0,25,"*","*",8,32.0,"*","*",8,32.0,"*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",102,101,99.0,101,"*","*","*","*",23,22.8,50,49.5,73,72.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",90,90,100.0,90,26,28.9,13,14.4,32,35.6,19,21.1,51,56.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",333,330,99.1,330,37,11.2,55,16.7,114,34.5,124,37.6,238,72.1
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",121,121,100.0,121,29,24.0,26,21.5,50,41.3,16,13.2,66,54.5
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",101,101,100.0,101,19,18.8,27,26.7,38,37.6,17,16.8,55,54.5
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",102,102,100.0,102,29,28.4,38,37.3,28,27.5,7,6.9,35,34.3
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",99,99,100.0,99,26,26.3,31,31.3,35,35.4,7,7.1,42,42.4
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",41,39,95.1,39,"*","*",7,17.9,17,43.6,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",46,45,97.8,45,"*","*",9,20.0,23,51.1,"*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",148,148,100.0,148,47,31.8,34,23.0,43,29.1,24,16.2,67,45.3
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",106,106,100.0,106,30,28.3,22,20.8,26,24.5,28,26.4,54,50.9
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",58,58,100.0,58,11,19.0,10,17.2,26,44.8,11,19.0,37,63.8
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",296,287,97.0,287,26,9.1,28,9.8,102,35.5,131,45.6,233,81.2
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",28,28,100.0,28,8,28.6,10,35.7,"*","*","*","*",10,35.7
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",106,105,99.1,104,"*","*",30,28.8,33,31.7,"*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",231,228,98.7,228,56,24.6,67,29.4,74,32.5,31,13.6,105,46.1
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",665,655,98.5,653,72,11.0,137,21.0,256,39.2,188,28.8,444,68.0
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",45,45,100.0,45,8,17.8,14,31.1,17,37.8,6,13.3,23,51.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",96,95,99.0,94,6,6.4,17,18.1,28,29.8,43,45.7,71,75.5
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",17,17,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",133,133,100.0,131,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",62,62,100.0,62,13,21.0,18,29.0,12,19.4,19,30.6,31,50.0
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",104,104,100.0,104,19,18.3,23,22.1,26,25.0,36,34.6,62,59.6
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Y",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",446,445,99.8,445,127,28.5,123,27.6,114,25.6,81,18.2,195,43.8
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",95,95,100.0,95,14,14.7,29,30.5,25,26.3,27,28.4,52,54.7
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",312,311,99.7,311,187,60.1,80,25.7,38,12.2,6,1.9,44,14.1
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",174,174,100.0,174,98,56.3,32,18.4,36,20.7,8,4.6,44,25.3
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",253,253,100.0,253,89,35.2,75,29.6,64,25.3,25,9.9,89,35.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",768,764,99.5,764,427,55.9,191,25.0,121,15.8,25,3.3,146,19.1
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",41,40,97.6,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",192,192,100.0,192,107,55.7,55,28.6,21,10.9,9,4.7,30,15.6
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",800,799,99.9,799,581,72.7,130,16.3,73,9.1,15,1.9,88,11.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",239,236,98.7,236,68,28.8,74,31.4,68,28.8,26,11.0,94,39.8
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",475,474,99.8,474,306,64.6,109,23.0,46,9.7,13,2.7,59,12.4
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",222,222,100.0,222,146,65.8,50,22.5,"*","*","*","*",26,11.7
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",496,495,99.8,495,322,65.1,108,21.8,54,10.9,11,2.2,65,13.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",220,220,100.0,220,148,67.3,51,23.2,"*","*","*","*",21,9.5
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",148,148,100.0,148,74,50.0,46,31.1,20,13.5,8,5.4,28,18.9
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",475,475,100.0,475,231,48.6,138,29.1,86,18.1,20,4.2,106,22.3
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",132,132,100.0,132,81,61.4,31,23.5,"*","*","*","*",20,15.2
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,151,99.3,151,79,52.3,44,29.1,"*","*","*","*",28,18.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",268,268,100.0,268,47,17.5,74,27.6,97,36.2,50,18.7,147,54.9
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",242,234,96.7,230,95,41.3,69,30.0,53,23.0,13,5.7,66,28.7
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",274,272,99.3,272,84,30.9,84,30.9,74,27.2,30,11.0,104,38.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",360,360,100.0,360,192,53.3,99,27.5,57,15.8,12,3.3,69,19.2
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",619,619,100.0,619,511,82.6,75,12.1,"*","*","*","*",33,5.3
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",295,294,99.7,291,115,39.5,80,27.5,68,23.4,28,9.6,96,33.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",295,290,98.3,290,22,7.6,77,26.6,125,43.1,66,22.8,191,65.9
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",261,261,100.0,261,48,18.4,71,27.2,98,37.5,44,16.9,142,54.4
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",538,537,99.8,537,321,59.8,121,22.5,75,14.0,20,3.7,95,17.7
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",328,326,99.4,326,248,76.1,51,15.6,19,5.8,8,2.5,27,8.3
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",305,304,99.7,303,175,57.8,84,27.7,35,11.6,9,3.0,44,14.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",443,443,100.0,443,129,29.1,121,27.3,134,30.2,59,13.3,193,43.6
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",304,302,99.3,302,120,39.7,87,28.8,72,23.8,23,7.6,95,31.5
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",395,395,100.0,395,47,11.9,93,23.5,177,44.8,78,19.7,255,64.6
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",57,57,100.0,57,24,42.1,13,22.8,16,28.1,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",118,117,99.2,117,"*","*",19,16.2,29,24.8,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",105,104,99.0,104,29,27.9,30,28.8,32,30.8,13,12.5,45,43.3
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",73,73,100.0,73,13,17.8,13,17.8,19,26.0,28,38.4,47,64.4
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",312,312,100.0,312,100,32.1,83,26.6,97,31.1,32,10.3,129,41.3
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",268,268,100.0,268,49,18.3,63,23.5,97,36.2,59,22.0,156,58.2
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",74,74,100.0,74,30,40.5,17,23.0,15,20.3,12,16.2,27,36.5
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",129,129,100.0,129,12,9.3,20,15.5,30,23.3,67,51.9,97,75.2
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",74,74,100.0,74,17,23.0,20,27.0,23,31.1,14,18.9,37,50.0
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",105,105,100.0,105,15,14.3,22,21.0,35,33.3,33,31.4,68,64.8
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",141,141,100.0,141,27,19.1,36,25.5,60,42.6,18,12.8,78,55.3
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",270,269,99.6,269,25,9.3,62,23.0,119,44.2,63,23.4,182,67.7
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",92,92,100.0,92,21,22.8,21,22.8,36,39.1,14,15.2,50,54.3
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",119,119,100.0,119,13,10.9,24,20.2,40,33.6,42,35.3,82,68.9
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",127,127,100.0,127,37,29.1,37,29.1,34,26.8,19,15.0,53,41.7
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",98,97,99.0,97,14,14.4,15,15.5,31,32.0,37,38.1,68,70.1
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",368,367,99.7,367,120,32.7,108,29.4,102,27.8,37,10.1,139,37.9
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",255,251,98.4,251,25,10.0,48,19.1,107,42.6,71,28.3,178,70.9
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",29,28,96.6,28,9,32.1,6,21.4,6,21.4,7,25.0,13,46.4
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",382,365,95.5,365,43,11.8,69,18.9,102,27.9,151,41.4,253,69.3
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",64,60,93.8,60,13,21.7,14,23.3,22,36.7,11,18.3,33,55.0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",791,741,93.7,741,69,9.3,152,20.5,285,38.5,235,31.7,520,70.2
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",53,53,100.0,53,18,34.0,13,24.5,10,18.9,12,22.6,22,41.5
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",93,93,100.0,93,10,10.8,12,12.9,19,20.4,52,55.9,71,76.3
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",110,107,97.3,107,15,14.0,33,30.8,43,40.2,16,15.0,59,55.1
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",261,261,100.0,261,16,6.1,39,14.9,119,45.6,87,33.3,206,78.9
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",61,60,98.4,60,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",67,66,98.5,66,12,18.2,18,27.3,23,34.8,13,19.7,36,54.5
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",160,158,98.8,158,24,15.2,46,29.1,60,38.0,28,17.7,88,55.7
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",49,48,98.0,48,12,25.0,13,27.1,13,27.1,10,20.8,23,47.9
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",343,342,99.7,342,25,7.3,44,12.9,118,34.5,155,45.3,273,79.8
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",37,37,100.0,37,"*","*",12,32.4,15,40.5,"*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",245,242,98.8,242,"*","*",48,19.8,96,39.7,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","N",103,100,97.1,100,"*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y",69,69,100.0,69,28,40.6,23,33.3,18,26.1,0,0.0,18,26.1
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",41,41,100.0,41,14,34.1,"*","*",11,26.8,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",160,159,99.4,159,65,40.9,28,17.6,58,36.5,8,5.0,66,41.5
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",177,174,98.3,174,13,7.5,46,26.4,64,36.8,51,29.3,115,66.1
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Y",38,38,100.0,38,"*","*",12,31.6,8,21.1,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","N",25,23,92.0,23,"*","*",10,43.5,9,39.1,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Y",39,38,97.4,38,12,31.6,14,36.8,6,15.8,6,15.8,12,31.6
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","N",59,56,94.9,56,6,10.7,6,10.7,18,32.1,26,46.4,44,78.6
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y",75,75,100.0,75,36,48.0,16,21.3,11,14.7,12,16.0,23,30.7
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",118,115,97.5,115,18,15.7,12,10.4,38,33.0,47,40.9,85,73.9
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Y",185,183,98.9,183,48,26.2,55,30.1,61,33.3,19,10.4,80,43.7
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",130,126,96.9,126,16,12.7,28,22.2,51,40.5,31,24.6,82,65.1
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Y",95,94,98.9,94,40,42.6,24,25.5,21,22.3,9,9.6,30,31.9
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N",86,86,100.0,86,11,12.8,20,23.3,22,25.6,33,38.4,55,64.0
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y",125,124,99.2,124,36,29.0,43,34.7,36,29.0,9,7.3,45,36.3
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",77,77,100.0,77,14,18.2,22,28.6,32,41.6,9,11.7,41,53.2
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",150,148,98.7,148,51,34.5,41,27.7,39,26.4,17,11.5,56,37.8
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",158,156,98.7,156,26,16.7,32,20.5,68,43.6,30,19.2,98,62.8
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Y",61,58,95.1,58,29,50.0,"*","*",15,25.9,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",71,67,94.4,67,8,11.9,"*","*",22,32.8,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Y",80,80,100.0,80,32,40.0,19,23.8,20,25.0,9,11.3,29,36.3
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N",65,63,96.9,63,9,14.3,16,25.4,17,27.0,21,33.3,38,60.3
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",96,96,100.0,96,40,41.7,33,34.4,"*","*","*","*",23,24.0
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",42,42,100.0,42,"*","*",17,40.5,15,35.7,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Y",92,91,98.9,91,44,48.4,19,20.9,20,22.0,8,8.8,28,30.8
