"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","Y",64,63,98.4,63,"*","*","*","*","*","*","*","*","*","*",2549
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","N",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*",2537
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","N",31,31,100.0,31,0,0.0,"*","*","*","*","*","*","*","*",2518
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2592
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2592
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","Y",113,106,93.8,106,56,52.8,34,32.1,"*","*","*","*",16,15.1,2472
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","N",56,55,98.2,55,22,40.0,19,34.5,"*","*","*","*",14,25.5,2494
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","Y",113,106,93.8,106,57,53.8,34,32.1,"*","*","*","*",15,14.2,2476
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","N",56,55,98.2,55,19,34.5,24,43.6,"*","*","*","*",12,21.8,2501
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","Y",136,134,98.5,134,53,39.6,40,29.9,35,26.1,6,4.5,41,30.6,2512
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","N",48,48,100.0,48,14,29.2,12,25.0,15,31.3,7,14.6,22,45.8,2553
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","Y",136,134,98.5,134,65,48.5,47,35.1,"*","*","*","*",22,16.4,2501
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","N",48,48,100.0,47,19,40.4,16,34.0,"*","*","*","*",12,25.5,2531
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","Y",54,54,100.0,54,24,44.4,19,35.2,"*","*","*","*",11,20.4,2382
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","N",29,29,100.0,29,9,31.0,9,31.0,"*","*","*","*",11,37.9,2403
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","Y",54,54,100.0,54,23,42.6,21,38.9,"*","*","*","*",10,18.5,2387
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","N",29,29,100.0,29,"*","*",12,41.4,7,24.1,"*","*","*","*",2407
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","Y",57,57,100.0,57,21,36.8,"*","*",12,21.1,"*","*","*","*",2441
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","N",27,27,100.0,27,8,29.6,"*","*",9,33.3,"*","*","*","*",2473
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","Y",57,57,100.0,57,17,29.8,30,52.6,"*","*","*","*",10,17.5,2441
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","N",27,27,100.0,27,7,25.9,9,33.3,"*","*","*","*",11,40.7,2465
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","Y",68,68,100.0,68,29,42.6,"*","*","*","*","*","*","*","*",2456
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","N",22,22,100.0,22,8,36.4,"*","*","*","*","*","*","*","*",2476
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","Y",68,68,100.0,68,42,61.8,19,27.9,"*","*","*","*",7,10.3,2436
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","N",22,22,100.0,22,9,40.9,6,27.3,"*","*","*","*",7,31.8,2459
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","Y",60,60,100.0,60,30,50.0,15,25.0,"*","*","*","*",15,25.0,2473
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","N",29,29,100.0,29,"*","*",8,27.6,10,34.5,"*","*","*","*",2534
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","Y",60,60,100.0,60,29,48.3,15,25.0,"*","*","*","*",16,26.7,2477
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","N",29,29,100.0,29,7,24.1,11,37.9,"*","*","*","*",11,37.9,2518
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","Y",62,62,100.0,62,"*","*","*","*",18,29.0,11,17.7,29,46.8,2413
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","N",27,25,92.6,25,"*","*","*","*",9,36.0,8,32.0,17,68.0,2448
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","Y",62,61,98.4,61,"*","*",23,37.7,22,36.1,"*","*","*","*",2420
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","N",27,25,92.6,25,"*","*",6,24.0,12,48.0,"*","*","*","*",2436
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","Y",58,57,98.3,57,"*","*",20,35.1,13,22.8,"*","*","*","*",2441
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","N",24,24,100.0,24,"*","*",7,29.2,7,29.2,"*","*","*","*",2479
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","Y",58,57,98.3,57,"*","*",19,33.3,18,31.6,"*","*","*","*",2446
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","N",24,24,100.0,24,"*","*",11,45.8,6,25.0,"*","*","*","*",2475
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","Y",56,56,100.0,56,35,62.5,11,19.6,"*","*","*","*",10,17.9,2434
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","N",38,38,100.0,38,9,23.7,"*","*",13,34.2,"*","*","*","*",2497
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","Y",56,56,100.0,56,35,62.5,16,28.6,"*","*","*","*","*","*",2430
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","N",38,38,100.0,38,15,39.5,12,31.6,"*","*","*","*","*","*",2478
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","Y",61,57,93.4,57,"*","*",17,29.8,20,35.1,"*","*","*","*",2508
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","N",25,25,100.0,25,"*","*",8,32.0,9,36.0,"*","*","*","*",2530
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","Y",61,57,93.4,57,17,29.8,27,47.4,"*","*","*","*",13,22.8,2496
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","N",25,25,100.0,25,7,28.0,8,32.0,"*","*","*","*",10,40.0,2519
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","Y",25,25,100.0,25,23,92.0,"*","*","*","*",0,0.0,"*","*",2353
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","Y",25,24,96.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2360
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","Y",159,159,100.0,159,73,45.9,44,27.7,35,22.0,7,4.4,42,26.4,2472
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","N",100,100,100.0,100,20,20.0,28,28.0,35,35.0,17,17.0,52,52.0,2533
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","Y",159,159,100.0,159,91,57.2,49,30.8,13,8.2,6,3.8,19,11.9,2454
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","N",100,100,100.0,100,28,28.0,41,41.0,20,20.0,11,11.0,31,31.0,2518
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","Y",160,160,100.0,160,64,40.0,45,28.1,43,26.9,8,5.0,51,31.9,2505
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","N",83,83,100.0,83,17,20.5,25,30.1,23,27.7,18,21.7,41,49.4,2559
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","Y",160,160,100.0,160,69,43.1,51,31.9,34,21.3,6,3.8,40,25.0,2497
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","N",83,83,100.0,83,17,20.5,25,30.1,20,24.1,21,25.3,41,49.4,2560
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","Y",132,132,100.0,132,60,45.5,30,22.7,33,25.0,9,6.8,42,31.8,2514
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","N",90,90,100.0,90,10,11.1,27,30.0,34,37.8,19,21.1,53,58.9,2586
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","Y",132,132,100.0,132,90,68.2,30,22.7,"*","*","*","*",12,9.1,2472
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","N",90,90,100.0,90,26,28.9,"*","*",26,28.9,"*","*","*","*",2565
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","Y",35,35,100.0,35,16,45.7,12,34.3,"*","*","*","*",7,20.0,2379
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","N",36,36,100.0,36,6,16.7,10,27.8,"*","*","*","*",20,55.6,2445
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","Y",35,35,100.0,35,19,54.3,9,25.7,7,20.0,0,0.0,7,20.0,2367
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","N",36,36,100.0,36,11,30.6,12,33.3,"*","*","*","*",13,36.1,2416
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","Y",43,43,100.0,43,19,44.2,14,32.6,"*","*","*","*",10,23.3,2419
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","N",28,27,96.4,27,9,33.3,6,22.2,"*","*","*","*",12,44.4,2460
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","Y",43,43,100.0,43,20,46.5,19,44.2,"*","*","*","*","*","*",2409
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","N",28,27,96.4,27,9,33.3,8,29.6,"*","*","*","*","*","*",2456
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","Y",41,41,100.0,41,18,43.9,"*","*",12,29.3,"*","*","*","*",2457
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","N",31,30,96.8,30,8,26.7,"*","*",11,36.7,"*","*","*","*",2503
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math","Y",41,41,100.0,41,32,78.0,9,22.0,0,0.0,0,0.0,0,0.0,2412
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math","N",31,30,96.8,30,16,53.3,11,36.7,"*","*","*","*","*","*",2450
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"ELA","Y",42,42,100.0,42,"*","*",11,26.2,12,28.6,"*","*","*","*",2501
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"ELA","N",30,30,100.0,30,"*","*",6,20.0,9,30.0,"*","*","*","*",2556
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Math","Y",42,42,100.0,42,25,59.5,"*","*","*","*",0,0.0,"*","*",2443
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Math","N",30,30,100.0,30,7,23.3,17,56.7,"*","*","*","*","*","*",2509
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"ELA","Y",34,34,100.0,34,"*","*","*","*",11,32.4,"*","*","*","*",2525
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"ELA","N",26,26,100.0,26,"*","*","*","*",13,50.0,"*","*","*","*",2599
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Math","Y",34,34,100.0,34,"*","*",12,35.3,"*","*","*","*","*","*",2482
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Math","N",26,26,100.0,26,"*","*",10,38.5,"*","*","*","*","*","*",2561
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"ELA","Y",38,38,100.0,38,"*","*",10,26.3,15,39.5,"*","*","*","*",2560
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"ELA","N",29,29,100.0,29,"*","*",7,24.1,13,44.8,"*","*","*","*",2568
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Math","Y",38,38,100.0,38,18,47.4,"*","*","*","*","*","*","*","*",2499
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Math","N",29,29,100.0,29,14,48.3,"*","*","*","*","*","*","*","*",2522
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"ELA","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"ELA","N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2466
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Math","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Math","N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2473
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"ELA","N",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2521
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Math","N",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2519
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"ELA","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
