"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Gender"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","M",124,118,95.2,111,"*","*","*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","F",345,344,99.7,342,76,22.2,124,36.3,110,32.2,32,9.4,142,41.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","M",361,361,100.0,361,106,29.4,107,29.6,119,33.0,29,8.0,148,41.0
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","F",214,213,99.5,213,42,19.7,70,32.9,66,31.0,35,16.4,101,47.4
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","M",212,210,99.1,210,81,38.6,58,27.6,50,23.8,21,10.0,71,33.8
"Ashford School District","=""0030011""","Ashford School","=""0030111""","F",122,122,100.0,122,10,8.2,23,18.9,40,32.8,49,40.2,89,73.0
"Ashford School District","=""0030011""","Ashford School","=""0030111""","M",128,127,99.2,127,21,16.5,41,32.3,44,34.6,21,16.5,65,51.2
"Avon School District","=""0040011""","Avon High School","=""0046111""","F",114,106,93.0,105,10,9.5,11,10.5,22,21.0,62,59.0,84,80.0
"Avon School District","=""0040011""","Avon High School","=""0046111""","M",132,126,95.5,125,19,15.2,17,13.6,47,37.6,42,33.6,89,71.2
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","F",286,286,100.0,286,6,2.1,33,11.5,117,40.9,130,45.5,247,86.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","M",261,258,98.9,258,10,3.9,41,15.9,118,45.7,89,34.5,207,80.2
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","F",134,131,97.8,131,7,5.3,9,6.9,32,24.4,83,63.4,115,87.8
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","M",122,118,96.7,118,6,5.1,14,11.9,38,32.2,60,50.8,98,83.1
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","F",117,117,100.0,117,6,5.1,15,12.8,21,17.9,75,64.1,96,82.1
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","M",117,117,100.0,117,8,6.8,17,14.5,24,20.5,68,58.1,92,78.6
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","F",246,243,98.8,243,9,3.7,27,11.1,75,30.9,132,54.3,207,85.2
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","M",311,309,99.4,308,20,6.5,35,11.4,130,42.2,123,39.9,253,82.1
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","F",92,91,98.9,91,6,6.6,14,15.4,34,37.4,37,40.7,71,78.0
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","M",112,106,94.6,105,20,19.0,20,19.0,36,34.3,29,27.6,65,61.9
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","F",113,107,94.7,91,19,20.9,33,36.3,25,27.5,14,15.4,39,42.9
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","M",135,131,97.0,113,45,39.8,33,29.2,24,21.2,11,9.7,35,31.0
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","F",308,308,100.0,308,17,5.5,66,21.4,144,46.8,81,26.3,225,73.1
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","M",393,393,100.0,393,58,14.8,108,27.5,168,42.7,59,15.0,227,57.8
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","F",96,96,100.0,96,"*","*","*","*",40,41.7,34,35.4,74,77.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","M",132,132,100.0,132,"*","*","*","*",43,32.6,39,29.5,82,62.1
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","F",136,136,100.0,136,15,11.0,23,16.9,52,38.2,46,33.8,98,72.1
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","M",162,162,100.0,160,23,14.4,36,22.5,64,40.0,37,23.1,101,63.1
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","F",64,64,100.0,64,10,15.6,10,15.6,23,35.9,21,32.8,44,68.8
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","M",66,66,100.0,66,12,18.2,17,25.8,23,34.8,14,21.2,37,56.1
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","F",106,103,97.2,103,7,6.8,13,12.6,37,35.9,46,44.7,83,80.6
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","M",134,131,97.8,130,22,16.9,33,25.4,36,27.7,39,30.0,75,57.7
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","F",53,53,100.0,53,7,13.2,9,17.0,22,41.5,15,28.3,37,69.8
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","M",48,48,100.0,48,6,12.5,19,39.6,10,20.8,13,27.1,23,47.9
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","F",114,112,98.2,112,10,8.9,29,25.9,36,32.1,37,33.0,73,65.2
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","M",132,128,97.0,127,28,22.0,34,26.8,51,40.2,14,11.0,65,51.2
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","F",328,326,99.4,326,18,5.5,61,18.7,137,42.0,110,33.7,247,75.8
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","M",365,359,98.4,359,46,12.8,88,24.5,149,41.5,76,21.2,225,62.7
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","F",45,45,100.0,45,"*","*","*","*",15,33.3,23,51.1,38,84.4
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","M",51,50,98.0,50,"*","*","*","*",11,22.0,22,44.0,33,66.0
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","F",185,184,99.5,184,12,6.5,28,15.2,61,33.2,83,45.1,144,78.3
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","M",202,201,99.5,201,28,13.9,35,17.4,73,36.3,65,32.3,138,68.7
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","F",44,44,100.0,44,"*","*",13,29.5,19,43.2,"*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","M",67,65,97.0,65,"*","*",16,24.6,29,44.6,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","F",95,94,98.9,94,16,17.0,24,25.5,38,40.4,16,17.0,54,57.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","M",110,109,99.1,109,27,24.8,33,30.3,39,35.8,10,9.2,49,45.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","F",90,88,97.8,88,"*","*",41,46.6,29,33.0,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","M",119,116,97.5,116,"*","*",45,38.8,36,31.0,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","F",83,76,91.6,76,"*","*",17,22.4,33,43.4,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","M",45,42,93.3,42,16,38.1,17,40.5,"*","*","*","*",9,21.4
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","F",116,115,99.1,115,23,20.0,30,26.1,40,34.8,22,19.1,62,53.9
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","M",128,127,99.2,127,40,31.5,32,25.2,32,25.2,23,18.1,55,43.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",179,178,99.4,178,16,9.0,19,10.7,68,38.2,75,42.1,143,80.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","M",180,178,98.9,178,24,13.5,40,22.5,64,36.0,50,28.1,114,64.0
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","F",43,43,100.0,43,"*","*",0,0.0,"*","*",25,58.1,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","M",42,40,95.2,40,"*","*","*","*",16,40.0,12,30.0,28,70.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F",72,72,100.0,72,12,16.7,20,27.8,25,34.7,15,20.8,40,55.6
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","M",57,57,100.0,57,20,35.1,13,22.8,17,29.8,7,12.3,24,42.1
"Branford School District","=""0140011""","Branford High School","=""0146111""","F",117,112,95.7,112,24,21.4,31,27.7,39,34.8,18,16.1,57,50.9
"Branford School District","=""0140011""","Branford High School","=""0146111""","M",124,114,91.9,114,49,43.0,39,34.2,20,17.5,6,5.3,26,22.8
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",460,448,97.4,448,43,9.6,82,18.3,209,46.7,114,25.4,323,72.1
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","M",444,435,98.0,435,95,21.8,105,24.1,164,37.7,71,16.3,235,54.0
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","F",66,65,98.5,65,"*","*","*","*",20,30.8,23,35.4,43,66.2
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","M",67,67,100.0,67,"*","*","*","*",22,32.8,19,28.4,41,61.2
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","F",82,82,100.0,82,"*","*","*","*",13,15.9,53,64.6,66,80.5
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","M",79,79,100.0,79,"*","*",21,26.6,29,36.7,"*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","F",66,65,98.5,65,10,15.4,18,27.7,9,13.8,28,43.1,37,56.9
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","M",89,88,98.9,88,14,15.9,22,25.0,30,34.1,22,25.0,52,59.1
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",278,278,100.0,278,71,25.5,93,33.5,71,25.5,43,15.5,114,41.0
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","M",286,286,100.0,286,125,43.7,71,24.8,60,21.0,30,10.5,90,31.5
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","F",20,10,50.0,8,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","M",43,37,86.0,34,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",159,157,98.7,157,77,49.0,43,27.4,"*","*","*","*",37,23.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","M",192,190,99.0,190,125,65.8,45,23.7,"*","*","*","*",20,10.5
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","F",101,92,91.1,92,45,48.9,31,33.7,"*","*","*","*",16,17.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","M",138,130,94.2,130,80,61.5,32,24.6,"*","*","*","*",18,13.8
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","F",83,83,100.0,83,40,48.2,21,25.3,"*","*","*","*",22,26.5
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","M",87,86,98.9,86,48,55.8,22,25.6,"*","*","*","*",16,18.6
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","F",57,13,22.8,8,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","M",18,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",116,114,98.3,114,30,26.3,34,29.8,36,31.6,14,12.3,50,43.9
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","M",115,115,100.0,115,45,39.1,37,32.2,25,21.7,8,7.0,33,28.7
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",349,339,97.1,339,134,39.5,122,36.0,69,20.4,14,4.1,83,24.5
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","M",383,363,94.8,363,229,63.1,84,23.1,43,11.8,7,1.9,50,13.8
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","M",29,29,100.0,28,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","F",88,86,97.7,86,51,59.3,24,27.9,"*","*","*","*",11,12.8
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","M",107,105,98.1,105,68,64.8,30,28.6,"*","*","*","*",7,6.7
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","F",227,202,89.0,198,47,23.7,62,31.3,70,35.4,19,9.6,89,44.9
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","M",198,157,79.3,154,63,40.9,47,30.5,36,23.4,8,5.2,44,28.6
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",372,339,91.1,339,206,60.8,86,25.4,"*","*","*","*",47,13.9
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","M",430,384,89.3,382,281,73.6,67,17.5,"*","*","*","*",34,8.9
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",120,119,99.2,119,18,15.1,41,34.5,48,40.3,12,10.1,60,50.4
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","M",110,110,100.0,110,32,29.1,34,30.9,37,33.6,7,6.4,44,40.0
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",227,226,99.6,226,143,63.3,52,23.0,"*","*","*","*",31,13.7
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","M",194,190,97.9,190,129,67.9,46,24.2,"*","*","*","*",15,7.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",99,99,100.0,99,49,49.5,27,27.3,"*","*","*","*",23,23.2
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","M",133,133,100.0,133,83,62.4,37,27.8,13,9.8,0,0.0,13,9.8
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",227,226,99.6,226,114,50.4,58,25.7,"*","*","*","*",54,23.9
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","M",286,283,99.0,282,191,67.7,54,19.1,"*","*","*","*",37,13.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",100,100,100.0,100,49,49.0,29,29.0,"*","*","*","*",22,22.0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","M",110,110,100.0,110,72,65.5,28,25.5,10,9.1,0,0.0,10,9.1
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","F",66,66,100.0,65,25,38.5,24,36.9,"*","*","*","*",16,24.6
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","M",70,70,100.0,68,38,55.9,16,23.5,"*","*","*","*",14,20.6
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",229,226,98.7,226,100,44.2,76,33.6,41,18.1,9,4.0,50,22.1
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","M",254,245,96.5,245,127,51.8,75,30.6,37,15.1,6,2.4,43,17.6
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","F",61,61,100.0,61,25,41.0,25,41.0,11,18.0,0,0.0,11,18.0
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","M",67,66,98.5,66,34,51.5,23,34.8,9,13.6,0,0.0,9,13.6
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","F",81,81,100.0,80,32,40.0,32,40.0,16,20.0,0,0.0,16,20.0
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","M",71,70,98.6,70,36,51.4,"*","*",15,21.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","F",153,117,76.5,115,59,51.3,37,32.2,"*","*","*","*",19,16.5
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","M",152,117,77.0,115,71,61.7,25,21.7,"*","*","*","*",19,16.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",152,152,100.0,152,16,10.5,39,25.7,66,43.4,31,20.4,97,63.8
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","M",124,124,100.0,124,31,25.0,39,31.5,43,34.7,11,8.9,54,43.5
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",123,116,94.3,116,40,34.5,37,31.9,29,25.0,10,8.6,39,33.6
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","M",137,132,96.4,132,62,47.0,44,33.3,19,14.4,7,5.3,26,19.7
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","F",25,13,52.0,12,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","M",46,35,76.1,35,"*","*","*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",138,135,97.8,135,25,18.5,40,29.6,48,35.6,22,16.3,70,51.9
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","M",141,137,97.2,137,36,26.3,40,29.2,37,27.0,24,17.5,61,44.5
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",210,210,100.0,210,90,42.9,74,35.2,"*","*","*","*",46,21.9
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","M",194,193,99.5,192,121,63.0,41,21.4,"*","*","*","*",30,15.6
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",298,266,89.3,265,209,78.9,46,17.4,10,3.8,0,0.0,10,3.8
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","M",314,284,90.4,283,239,84.5,35,12.4,9,3.2,0,0.0,9,3.2
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","F",136,136,100.0,136,45,33.1,47,34.6,29,21.3,15,11.0,44,32.4
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","M",156,154,98.7,154,72,46.8,41,26.6,31,20.1,10,6.5,41,26.6
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",167,159,95.2,159,8,5.0,26,16.4,78,49.1,47,29.6,125,78.6
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","M",124,122,98.4,122,8,6.6,33,27.0,61,50.0,20,16.4,81,66.4
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",157,157,100.0,157,19,12.1,51,32.5,63,40.1,24,15.3,87,55.4
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","M",111,111,100.0,111,15,13.5,47,42.3,36,32.4,13,11.7,49,44.1
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",239,236,98.7,236,97,41.1,76,32.2,53,22.5,10,4.2,63,26.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""","M",281,278,98.9,278,176,63.3,66,23.7,29,10.4,7,2.5,36,12.9
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",146,140,95.9,139,92,66.2,33,23.7,"*","*","*","*",14,10.1
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","M",159,158,99.4,157,121,77.1,23,14.6,"*","*","*","*",13,8.3
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",141,138,97.9,137,55,40.1,53,38.7,"*","*","*","*",29,21.2
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","M",137,137,100.0,137,77,56.2,42,30.7,"*","*","*","*",18,13.1
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",209,209,100.0,209,41,19.6,75,35.9,66,31.6,27,12.9,93,44.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","M",232,231,99.6,231,71,30.7,74,32.0,65,28.1,21,9.1,86,37.2
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","F",138,138,100.0,138,24,17.4,37,26.8,56,40.6,21,15.2,77,55.8
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","M",141,134,95.0,134,42,31.3,40,29.9,37,27.6,15,11.2,52,38.8
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","F",146,143,97.9,142,15,10.6,38,26.8,58,40.8,31,21.8,89,62.7
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","M",162,159,98.1,159,40,25.2,50,31.4,48,30.2,21,13.2,69,43.4
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",343,339,98.8,339,47,13.9,95,28.0,125,36.9,72,21.2,197,58.1
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","M",402,398,99.0,397,107,27.0,116,29.2,138,34.8,36,9.1,174,43.8
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","F",89,89,100.0,89,20,22.5,21,23.6,24,27.0,24,27.0,48,53.9
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","M",84,83,98.8,83,22,26.5,14,16.9,26,31.3,21,25.3,47,56.6
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","F",97,94,96.9,94,12,12.8,22,23.4,33,35.1,27,28.7,60,63.8
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","M",94,94,100.0,93,19,20.4,30,32.3,29,31.2,15,16.1,44,47.3
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",294,292,99.3,292,50,17.1,72,24.7,112,38.4,58,19.9,170,58.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","M",289,286,99.0,286,77,26.9,89,31.1,86,30.1,34,11.9,120,42.0
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","F",97,96,99.0,96,7,7.3,21,21.9,21,21.9,47,49.0,68,70.8
