"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, High Needs (F/R, EL or"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",461,460,99.8,460,"*","*",40,8.7,191,41.5,"*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Y",40,40,100.0,40,"*","*",15,37.5,"*","*",7,17.5,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",202,202,100.0,202,"*","*","*","*",52,25.7,123,60.9,175,86.6
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Y",21,21,100.0,21,7,33.3,8,38.1,"*","*","*","*",6,28.6
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",192,191,99.5,191,8,4.2,15,7.9,"*","*","*","*",168,88.0
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",68,67,98.5,67,22,32.8,23,34.3,16,23.9,6,9.0,22,32.8
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",482,482,100.0,482,13,2.7,46,9.5,168,34.9,255,52.9,423,87.8
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",38,37,97.4,37,"*","*",12,32.4,9,24.3,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",137,131,95.6,131,"*","*",27,20.6,48,36.6,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",144,144,100.0,144,47,32.6,51,35.4,35,24.3,11,7.6,46,31.9
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",531,530,99.8,530,21,4.0,95,17.9,264,49.8,150,28.3,414,78.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",57,56,98.2,56,18,32.1,17,30.4,13,23.2,8,14.3,21,37.5
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",170,170,100.0,170,6,3.5,35,20.6,54,31.8,75,44.1,129,75.9
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",51,51,100.0,51,"*","*",20,39.2,14,27.5,"*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",233,232,99.6,231,"*","*",39,16.9,85,36.8,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",31,30,96.8,30,"*","*",9,30.0,6,20.0,"*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",99,99,100.0,99,"*","*",10,10.1,36,36.4,"*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",45,45,100.0,45,17,37.8,14,31.1,"*","*","*","*",14,31.1
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",187,179,95.7,179,"*","*",35,19.6,61,34.1,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",45,45,100.0,45,"*","*",12,26.7,8,17.8,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",81,80,98.8,80,"*","*",11,13.8,28,35.0,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",200,200,100.0,200,37,18.5,54,27.0,75,37.5,34,17.0,109,54.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",450,448,99.6,448,16,3.6,50,11.2,201,44.9,181,40.4,382,85.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y",31,31,100.0,31,"*","*","*","*",9,29.0,9,29.0,18,58.1
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",96,95,99.0,95,"*","*","*","*",21,22.1,49,51.6,70,73.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",127,126,99.2,126,43,34.1,20,15.9,42,33.3,21,16.7,63,50.0
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",296,294,99.3,294,20,6.8,48,16.3,104,35.4,122,41.5,226,76.9
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",135,135,100.0,135,36,26.7,28,20.7,54,40.0,17,12.6,71,52.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",87,87,100.0,87,12,13.8,25,28.7,34,39.1,16,18.4,50,57.5
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",111,111,100.0,111,36,32.4,40,36.0,28,25.2,7,6.3,35,31.5
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",90,90,100.0,90,19,21.1,29,32.2,35,38.9,7,7.8,42,46.7
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",45,43,95.6,43,"*","*",8,18.6,18,41.9,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",42,41,97.6,41,"*","*",8,19.5,22,53.7,"*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",162,162,100.0,162,57,35.2,37,22.8,44,27.2,24,14.8,68,42.0
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",92,92,100.0,92,20,21.7,19,20.7,25,27.2,28,30.4,53,57.6
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",87,86,98.9,86,25,29.1,16,18.6,31,36.0,14,16.3,45,52.3
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",267,259,97.0,259,12,4.6,22,8.5,97,37.5,128,49.4,225,86.9
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",46,45,97.8,44,22,50.0,12,27.3,"*","*","*","*",10,22.7
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",88,88,100.0,88,"*","*",28,31.8,33,37.5,"*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",309,306,99.0,306,95,31.0,92,30.1,86,28.1,33,10.8,119,38.9
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",587,577,98.3,575,33,5.7,112,19.5,244,42.4,186,32.3,430,74.8
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",53,52,98.1,51,"*","*",15,29.4,19,37.3,"*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",88,88,100.0,88,"*","*","*","*",26,29.5,42,47.7,68,77.3
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",30,30,100.0,26,"*","*",10,38.5,"*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",120,120,100.0,120,"*","*",16,13.3,"*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",75,75,100.0,75,18,24.0,23,30.7,15,20.0,19,25.3,34,45.3
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",91,91,100.0,91,14,15.4,18,19.8,23,25.3,36,39.6,59,64.8
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",454,453,99.8,453,129,28.5,126,27.8,116,25.6,82,18.1,198,43.7
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",87,87,100.0,87,12,13.8,26,29.9,23,26.4,26,29.9,49,56.3
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",312,311,99.7,311,187,60.1,80,25.7,38,12.2,6,1.9,44,14.1
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",174,174,100.0,174,98,56.3,32,18.4,36,20.7,8,4.6,44,25.3
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",253,253,100.0,253,89,35.2,75,29.6,64,25.3,25,9.9,89,35.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",768,764,99.5,764,427,55.9,191,25.0,121,15.8,25,3.3,146,19.1
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y",41,40,97.6,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",192,192,100.0,192,107,55.7,55,28.6,21,10.9,9,4.7,30,15.6
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",800,799,99.9,799,581,72.7,130,16.3,73,9.1,15,1.9,88,11.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",239,236,98.7,236,68,28.8,74,31.4,68,28.8,26,11.0,94,39.8
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",475,474,99.8,474,306,64.6,109,23.0,46,9.7,13,2.7,59,12.4
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",222,222,100.0,222,146,65.8,50,22.5,"*","*","*","*",26,11.7
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",496,495,99.8,495,322,65.1,108,21.8,54,10.9,11,2.2,65,13.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",220,220,100.0,220,148,67.3,51,23.2,"*","*","*","*",21,9.5
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",148,148,100.0,148,74,50.0,46,31.1,20,13.5,8,5.4,28,18.9
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",475,475,100.0,475,231,48.6,138,29.1,86,18.1,20,4.2,106,22.3
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",132,132,100.0,132,81,61.4,31,23.5,"*","*","*","*",20,15.2
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",152,151,99.3,151,79,52.3,44,29.1,"*","*","*","*",28,18.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",268,268,100.0,268,47,17.5,74,27.6,97,36.2,50,18.7,147,54.9
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",242,234,96.7,230,95,41.3,69,30.0,53,23.0,13,5.7,66,28.7
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",274,272,99.3,272,84,30.9,84,30.9,74,27.2,30,11.0,104,38.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",360,360,100.0,360,192,53.3,99,27.5,57,15.8,12,3.3,69,19.2
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",619,619,100.0,619,511,82.6,75,12.1,"*","*","*","*",33,5.3
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",295,294,99.7,291,115,39.5,80,27.5,68,23.4,28,9.6,96,33.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",295,290,98.3,290,22,7.6,77,26.6,125,43.1,66,22.8,191,65.9
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y",261,261,100.0,261,48,18.4,71,27.2,98,37.5,44,16.9,142,54.4
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",538,537,99.8,537,321,59.8,121,22.5,75,14.0,20,3.7,95,17.7
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",328,326,99.4,326,248,76.1,51,15.6,19,5.8,8,2.5,27,8.3
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",305,304,99.7,303,175,57.8,84,27.7,35,11.6,9,3.0,44,14.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",443,443,100.0,443,129,29.1,121,27.3,134,30.2,59,13.3,193,43.6
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",351,349,99.4,349,141,40.4,105,30.1,79,22.6,24,6.9,103,29.5
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",348,348,100.0,348,26,7.5,75,21.6,170,48.9,77,22.1,247,71.0
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",66,66,100.0,66,30,45.5,15,22.7,17,25.8,"*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",109,108,99.1,108,"*","*",17,15.7,28,25.9,"*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",109,108,99.1,108,31,28.7,31,28.7,33,30.6,13,12.0,46,42.6
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",69,69,100.0,69,11,15.9,12,17.4,18,26.1,28,40.6,46,66.7
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",344,344,100.0,344,121,35.2,90,26.2,101,29.4,32,9.3,133,38.7
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",236,236,100.0,236,28,11.9,56,23.7,93,39.4,59,25.0,152,64.4
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",88,88,100.0,88,35,39.8,20,22.7,17,19.3,16,18.2,33,37.5
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",115,115,100.0,115,7,6.1,17,14.8,28,24.3,63,54.8,91,79.1
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",91,91,100.0,91,24,26.4,24,26.4,28,30.8,15,16.5,43,47.3
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",88,88,100.0,88,8,9.1,18,20.5,30,34.1,32,36.4,62,70.5
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",174,174,100.0,174,39,22.4,50,28.7,66,37.9,19,10.9,85,48.9
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",237,236,99.6,236,13,5.5,48,20.3,113,47.9,62,26.3,175,74.2
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",108,108,100.0,108,"*","*",26,24.1,37,34.3,"*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",103,103,100.0,103,"*","*","*","*",39,37.9,40,38.8,79,76.7
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",138,137,99.3,137,40,29.2,41,29.9,36,26.3,20,14.6,56,40.9
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",87,87,100.0,87,11,12.6,11,12.6,29,33.3,36,41.4,65,74.7
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",396,393,99.2,393,134,34.1,110,28.0,110,28.0,39,9.9,149,37.9
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",227,225,99.1,225,11,4.9,46,20.4,99,44.0,69,30.7,168,74.7
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",84,77,91.7,77,33,42.9,19,24.7,12,15.6,13,16.9,25,32.5
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",327,316,96.6,316,19,6.0,56,17.7,96,30.4,145,45.9,241,76.3
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",176,152,86.4,152,53,34.9,42,27.6,40,26.3,17,11.2,57,37.5
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",679,649,95.6,649,29,4.5,124,19.1,267,41.1,229,35.3,496,76.4
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",59,59,100.0,59,21,35.6,14,23.7,10,16.9,14,23.7,24,40.7
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",87,87,100.0,87,7,8.0,11,12.6,19,21.8,50,57.5,69,79.3
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",122,119,97.5,119,20,16.8,38,31.9,44,37.0,17,14.3,61,51.3
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",249,249,100.0,249,11,4.4,34,13.7,118,47.4,86,34.5,204,81.9
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N",42,41,97.6,41,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y",24,23,95.8,23,"*","*",8,34.8,6,26.1,"*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N",56,56,100.0,56,"*","*",14,25.0,16,28.6,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",82,81,98.8,81,20,24.7,24,29.6,24,29.6,13,16.0,37,45.7
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",145,143,98.6,143,16,11.2,40,28.0,59,41.3,28,19.6,87,60.8
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",77,76,98.7,76,26,34.2,21,27.6,18,23.7,11,14.5,29,38.2
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",315,314,99.7,314,11,3.5,36,11.5,113,36.0,154,49.0,267,85.0
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",63,63,100.0,63,"*","*",22,34.9,23,36.5,"*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",219,216,98.6,216,"*","*",38,17.6,88,40.7,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Y",21,20,95.2,20,"*","*","*","*",6,30.0,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","N",96,94,97.9,94,"*","*","*","*",31,33.0,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y",71,71,100.0,71,29,40.8,24,33.8,18,25.4,0,0.0,18,25.4
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N",39,39,100.0,39,13,33.3,"*","*",11,28.2,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",175,172,98.3,172,71,41.3,32,18.6,61,35.5,8,4.7,69,40.1
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",162,161,99.4,161,7,4.3,42,26.1,61,37.9,51,31.7,112,69.6
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Y",43,42,97.7,42,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Y",47,46,97.9,46,"*","*",14,30.4,10,21.7,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","N",51,48,94.1,48,"*","*","*","*",14,29.2,26,54.2,40,83.3
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y",90,90,100.0,90,42,46.7,18,20.0,15,16.7,15,16.7,30,33.3
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",103,100,97.1,100,12,12.0,10,10.0,34,34.0,44,44.0,78,78.0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Y",205,203,99.0,203,58,28.6,64,31.5,62,30.5,19,9.4,81,39.9
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",110,106,96.4,106,6,5.7,19,17.9,50,47.2,31,29.2,81,76.4
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Y",98,97,99.0,97,41,42.3,25,25.8,22,22.7,9,9.3,31,32.0
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","N",83,83,100.0,83,10,12.0,19,22.9,21,25.3,33,39.8,54,65.1
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Y",131,130,99.2,130,40,30.8,44,33.8,37,28.5,9,6.9,46,35.4
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","N",71,71,100.0,71,10,14.1,21,29.6,31,43.7,9,12.7,40,56.3
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Y",164,162,98.8,162,62,38.3,43,26.5,40,24.7,17,10.5,57,35.2
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","N",144,142,98.6,142,15,10.6,30,21.1,67,47.2,30,21.1,97,68.3
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Y",71,66,93.0,66,"*","*",12,18.2,17,25.8,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","N",61,59,96.7,59,"*","*",6,10.2,20,33.9,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Y",86,86,100.0,86,33,38.4,24,27.9,20,23.3,9,10.5,29,33.7
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","N",59,57,96.6,57,8,14.0,11,19.3,17,29.8,21,36.8,38,66.7
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Y",100,100,100.0,100,"*","*",34,34.0,20,20.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","N",38,38,100.0,38,"*","*",16,42.1,15,39.5,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Y",102,100,98.0,100,"*","*",21,21.0,22,22.0,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","N",55,54,98.2,54,"*","*",12,22.2,"*","*",28,51.9,"*","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Y",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
