"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Gender"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","F",107,103,96.3,103,8,7.8,15,14.6,34,33.0,46,44.7,80,77.7
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","M",125,121,96.8,121,21,17.4,34,28.1,36,29.8,30,24.8,66,54.5
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","F",63,63,100.0,63,10,15.9,9,14.3,21,33.3,23,36.5,44,69.8
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","M",63,62,98.4,62,14,22.6,14,22.6,15,24.2,19,30.6,34,54.8
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","F",313,311,99.4,311,18,5.8,36,11.6,134,43.1,123,39.5,257,82.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","M",337,337,100.0,337,35,10.4,68,20.2,142,42.1,92,27.3,234,69.4
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","F",65,65,100.0,65,"*","*","*","*",19,29.2,28,43.1,47,72.3
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","M",62,61,98.4,61,"*","*",16,26.2,"*","*",30,49.2,"*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","F",203,202,99.5,202,25,12.4,34,16.8,67,33.2,76,37.6,143,70.8
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","M",220,218,99.1,218,38,17.4,34,15.6,79,36.2,67,30.7,146,67.0
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","F",107,107,100.0,107,18,16.8,22,20.6,48,44.9,19,17.8,67,62.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","M",115,115,100.0,115,30,26.1,31,27.0,40,34.8,14,12.2,54,47.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","F",93,93,100.0,93,"*","*",30,32.3,29,31.2,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","M",108,108,100.0,108,"*","*",39,36.1,34,31.5,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","F",59,56,94.9,56,"*","*",9,16.1,30,53.6,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","M",28,28,100.0,28,9,32.1,"*","*",10,35.7,"*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","F",131,131,100.0,131,34,26.0,29,22.1,36,27.5,32,24.4,68,51.9
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","M",123,123,100.0,123,43,35.0,27,22.0,33,26.8,20,16.3,53,43.1
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",173,168,97.1,168,15,8.9,15,8.9,58,34.5,80,47.6,138,82.1
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","M",181,177,97.8,177,22,12.4,23,13.0,70,39.5,62,35.0,132,74.6
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F",68,68,100.0,68,8,11.8,23,33.8,23,33.8,14,20.6,37,54.4
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","M",66,65,98.5,64,23,35.9,17,26.6,17,26.6,7,10.9,24,37.5
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",457,446,97.6,444,37,8.3,101,22.7,179,40.3,127,28.6,306,68.9
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","M",439,437,99.5,437,91,20.8,103,23.6,151,34.6,92,21.1,243,55.6
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","F",64,63,98.4,62,6,9.7,15,24.2,16,25.8,25,40.3,41,66.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","M",77,77,100.0,77,8,10.4,16,20.8,29,37.7,24,31.2,53,68.8
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","F",76,76,100.0,75,"*","*","*","*",19,25.3,42,56.0,61,81.3
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","M",74,74,100.0,71,"*","*","*","*",16,22.5,34,47.9,50,70.4
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","F",76,76,100.0,76,15,19.7,15,19.7,16,21.1,30,39.5,46,60.5
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","M",90,90,100.0,90,17,18.9,26,28.9,22,24.4,25,27.8,47,52.2
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","F",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",272,272,100.0,272,63,23.2,72,26.5,70,25.7,67,24.6,137,50.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","M",269,268,99.6,268,78,29.1,80,29.9,69,25.7,41,15.3,110,41.0
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",152,151,99.3,151,79,52.3,44,29.1,"*","*","*","*",28,18.5
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","M",160,160,100.0,160,108,67.5,36,22.5,"*","*","*","*",16,10.0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","F",86,86,100.0,86,43,50.0,"*","*",20,23.3,"*","*","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","M",88,88,100.0,88,55,62.5,"*","*",16,18.2,"*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",111,111,100.0,111,34,30.6,27,24.3,34,30.6,16,14.4,50,45.0
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","M",142,142,100.0,142,55,38.7,48,33.8,30,21.1,9,6.3,39,27.5
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",340,339,99.7,339,167,49.3,92,27.1,63,18.6,17,5.0,80,23.6
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","M",428,425,99.3,425,260,61.2,99,23.3,58,13.6,8,1.9,66,15.5
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","M","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","F",83,83,100.0,83,41,49.4,28,33.7,"*","*","*","*",14,16.9
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","M",109,109,100.0,109,66,60.6,27,24.8,"*","*","*","*",16,14.7
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",384,384,100.0,384,267,69.5,62,16.1,46,12.0,9,2.3,55,14.3
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","M",416,415,99.8,415,314,75.7,68,16.4,27,6.5,6,1.4,33,8.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",127,124,97.6,124,34,27.4,41,33.1,38,30.6,11,8.9,49,39.5
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","M",112,112,100.0,112,34,30.4,33,29.5,30,26.8,15,13.4,45,40.2
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",230,229,99.6,229,141,61.6,53,23.1,28,12.2,7,3.1,35,15.3
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","M",245,245,100.0,245,165,67.3,56,22.9,18,7.3,6,2.4,24,9.8
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",93,93,100.0,93,52,55.9,25,26.9,"*","*","*","*",16,17.2
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","M",129,129,100.0,129,94,72.9,25,19.4,10,7.8,0,0.0,10,7.8
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",232,232,100.0,232,129,55.6,54,23.3,"*","*","*","*",49,21.1
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","M",264,263,99.6,263,193,73.4,54,20.5,"*","*","*","*",16,6.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",106,106,100.0,106,63,59.4,29,27.4,"*","*","*","*",14,13.2
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","M",114,114,100.0,114,85,74.6,22,19.3,7,6.1,0,0.0,7,6.1
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","F",71,71,100.0,71,29,40.8,23,32.4,"*","*","*","*",19,26.8
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","M",77,77,100.0,77,45,58.4,23,29.9,"*","*","*","*",9,11.7
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",220,220,100.0,220,94,42.7,71,32.3,45,20.5,10,4.5,55,25.0
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","M",255,255,100.0,255,137,53.7,67,26.3,41,16.1,10,3.9,51,20.0
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","F",58,58,100.0,58,35,60.3,14,24.1,"*","*","*","*",9,15.5
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","M",74,74,100.0,74,46,62.2,17,23.0,"*","*","*","*",11,14.9
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","F",78,78,100.0,78,39,50.0,22,28.2,"*","*","*","*",17,21.8
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","M",74,73,98.6,73,40,54.8,22,30.1,"*","*","*","*",11,15.1
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",154,154,100.0,154,18,11.7,41,26.6,62,40.3,33,21.4,95,61.7
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","M",114,114,100.0,114,29,25.4,33,28.9,35,30.7,17,14.9,52,45.6
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",110,106,96.4,104,33,31.7,34,32.7,"*","*","*","*",37,35.6
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","M",132,128,97.0,126,62,49.2,35,27.8,"*","*","*","*",29,23.0
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",128,127,99.2,127,28,22.0,41,32.3,44,34.6,14,11.0,58,45.7
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","M",146,145,99.3,145,56,38.6,43,29.7,30,20.7,16,11.0,46,31.7
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",163,163,100.0,163,73,44.8,48,29.4,36,22.1,6,3.7,42,25.8
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","M",197,197,100.0,197,119,60.4,51,25.9,21,10.7,6,3.0,27,13.7
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",309,309,100.0,309,242,78.3,47,15.2,"*","*","*","*",20,6.5
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","M",310,310,100.0,310,269,86.8,28,9.0,"*","*","*","*",13,4.2
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","F",134,134,100.0,133,40,30.1,41,30.8,38,28.6,14,10.5,52,39.1
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","M",161,160,99.4,158,75,47.5,39,24.7,30,19.0,14,8.9,44,27.8
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",177,173,97.7,173,10,5.8,35,20.2,78,45.1,50,28.9,128,74.0
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","M",118,117,99.2,117,12,10.3,42,35.9,47,40.2,16,13.7,63,53.8
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",144,144,100.0,144,23,16.0,37,25.7,51,35.4,33,22.9,84,58.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","M",117,117,100.0,117,25,21.4,34,29.1,47,40.2,11,9.4,58,49.6
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",245,245,100.0,245,135,55.1,59,24.1,39,15.9,12,4.9,51,20.8
"Bridgeport School District","=""0150011""","Read School","=""0152511""","M",293,292,99.7,292,186,63.7,62,21.2,36,12.3,8,2.7,44,15.1
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",158,156,98.7,156,114,73.1,27,17.3,"*","*","*","*",15,9.6
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","M",170,170,100.0,170,134,78.8,24,14.1,"*","*","*","*",12,7.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",146,146,100.0,146,71,48.6,47,32.2,"*","*","*","*",28,19.2
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","M",159,158,99.4,157,104,66.2,37,23.6,"*","*","*","*",16,10.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",211,211,100.0,211,45,21.3,69,32.7,66,31.3,31,14.7,97,46.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","M",232,232,100.0,232,84,36.2,52,22.4,68,29.3,28,12.1,96,41.4
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","M",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",325,323,99.4,323,57,17.6,71,22.0,130,40.2,65,20.1,195,60.4
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","M",374,374,100.0,374,110,29.4,109,29.1,119,31.8,36,9.6,155,41.4
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","F",88,88,100.0,88,14,15.9,17,19.3,23,26.1,34,38.6,57,64.8
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","M",87,86,98.9,86,24,27.9,15,17.4,22,25.6,25,29.1,47,54.7
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","F",98,98,100.0,98,23,23.5,24,24.5,25,25.5,26,26.5,51,52.0
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","M",80,79,98.8,79,19,24.1,19,24.1,26,32.9,15,19.0,41,51.9
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","F",292,292,100.0,292,68,23.3,71,24.3,100,34.2,53,18.2,153,52.4
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","M",288,288,100.0,288,81,28.1,75,26.0,94,32.6,38,13.2,132,45.8
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","F",94,94,100.0,94,11,11.7,16,17.0,24,25.5,43,45.7,67,71.3
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","M",109,109,100.0,109,31,28.4,21,19.3,21,19.3,36,33.0,57,52.3
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","F",97,97,100.0,97,13,13.4,31,32.0,24,24.7,29,29.9,53,54.6
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","M",82,82,100.0,82,19,23.2,11,13.4,34,41.5,18,22.0,52,63.4
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","F",204,203,99.5,203,16,7.9,45,22.2,92,45.3,50,24.6,142,70.0
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","M",207,207,100.0,207,36,17.4,53,25.6,87,42.0,31,15.0,118,57.0
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","F",100,100,100.0,100,10,10.0,19,19.0,40,40.0,31,31.0,71,71.0
"Bristol School District","=""0170011""","South Side School","=""0171111""","M",111,111,100.0,111,24,21.6,26,23.4,36,32.4,25,22.5,61,55.0
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","F",113,112,99.1,112,24,21.4,27,24.1,34,30.4,27,24.1,61,54.5
"Bristol School District","=""0170011""","Stafford School","=""0171211""","M",112,112,100.0,112,27,24.1,25,22.3,31,27.7,29,25.9,60,53.6
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","F",302,299,99.0,299,57,19.1,73,24.4,112,37.5,57,19.1,169,56.5
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","M",321,319,99.4,319,88,27.6,83,26.0,97,30.4,51,16.0,148,46.4
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","F",199,189,95.0,189,23,12.2,33,17.5,45,23.8,88,46.6,133,70.4
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","M",212,204,96.2,204,29,14.2,42,20.6,63,30.9,70,34.3,133,65.2
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","F",419,388,92.6,388,29,7.5,77,19.8,145,37.4,137,35.3,282,72.7
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","M",436,413,94.7,413,53,12.8,89,21.5,162,39.2,109,26.4,271,65.6
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","F",74,74,100.0,74,11,14.9,16,21.6,17,23.0,30,40.5,47,63.5
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","M",72,72,100.0,72,17,23.6,9,12.5,12,16.7,34,47.2,46,63.9
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","F",193,190,98.4,190,11,5.8,27,14.2,91,47.9,61,32.1,152,80.0
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","M",178,178,100.0,178,20,11.2,45,25.3,71,39.9,42,23.6,113,63.5
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","F",29,29,100.0,29,"*","*","*","*",9,31.0,"*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","M",22,20,90.9,20,"*","*","*","*",9,45.0,"*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","F",42,41,97.6,41,7,17.1,8,19.5,13,31.7,13,31.7,26,63.4
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","M",38,38,100.0,38,7,18.4,14,36.8,9,23.7,8,21.1,17,44.7
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","F",95,94,98.9,94,"*","*",23,24.5,46,48.9,"*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","M",132,130,98.5,130,"*","*",41,31.5,37,28.5,"*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","F",192,191,99.5,191,13,6.8,22,11.5,57,29.8,99,51.8,156,81.7
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","M",200,199,99.5,199,24,12.1,35,17.6,74,37.2,66,33.2,140,70.4
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","F",151,148,98.0,148,8,5.4,30,20.3,60,40.5,50,33.8,110,74.3
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","M",131,131,100.0,131,10,7.6,30,22.9,51,38.9,40,30.5,91,69.5
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","F",59,59,100.0,59,"*","*","*","*",22,37.3,25,42.4,47,79.7
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","M",58,55,94.8,55,"*","*","*","*",15,27.3,24,43.6,39,70.9
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","F",54,54,100.0,54,17,31.5,"*","*",19,35.2,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","M",56,56,100.0,56,25,44.6,19,33.9,"*","*","*","*",12,21.4
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","F",93,92,98.9,92,17,18.5,15,16.3,44,47.8,16,17.4,60,65.2
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","M",244,241,98.8,241,61,25.3,59,24.5,78,32.4,43,17.8,121,50.2
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","F",32,31,96.9,31,"*","*",12,38.7,10,32.3,"*","*","*","*"
