"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,90,90,100.0,90,17,18.9,37,41.1,19,21.1,17,18.9,36,40.0,2532
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,89,89,100.0,89,24,27.0,24,27.0,23,25.8,18,20.2,41,46.1,2538
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,82,81,98.8,81,18,22.2,25,30.9,23,28.4,15,18.5,38,46.9,2568
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,29,28,96.6,28,"*","*","*","*",13,46.4,7,25.0,20,71.4,2464
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,38,38,100.0,38,0,0.0,13,34.2,15,39.5,10,26.3,25,65.8,2512
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,44,42,95.5,42,"*","*","*","*",14,33.3,20,47.6,34,81.0,2573
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,48,48,100.0,48,"*","*","*","*",12,25.0,22,45.8,34,70.8,2589
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,169,161,95.3,161,76,47.2,58,36.0,15,9.3,12,7.5,27,16.8,2484
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,184,182,98.9,181,84,46.4,63,34.8,22,12.2,12,6.6,34,18.8,2509
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,83,83,100.0,83,30,36.1,33,39.8,"*","*","*","*",20,24.1,2394
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,84,84,100.0,84,24,28.6,39,46.4,15,17.9,6,7.1,21,25.0,2449
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,90,90,100.0,90,51,56.7,25,27.8,"*","*","*","*",14,15.6,2441
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,89,89,100.0,89,36,40.4,26,29.2,17,19.1,10,11.2,27,30.3,2490
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,89,86,96.6,86,17,19.8,29,33.7,34,39.5,6,7.0,40,46.5,2425
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,82,81,98.8,81,"*","*",30,37.0,24,29.6,"*","*","*","*",2454
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,94,94,100.0,94,50,53.2,28,29.8,8,8.5,8,8.5,16,17.0,2449
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,86,82,95.3,82,24,29.3,35,42.7,14,17.1,9,11.0,23,28.0,2503
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,17,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,32,30,93.8,30,"*","*","*","*",0,0.0,0,0.0,0,0.0,2324
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,25,24,96.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2360
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,25,20,80.0,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2355
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,27,26,96.3,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2365
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,259,259,100.0,259,119,45.9,90,34.7,33,12.7,17,6.6,50,19.3,2479
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,243,243,100.0,243,86,35.4,76,31.3,54,22.2,27,11.1,81,33.3,2518
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,222,222,100.0,222,116,52.3,53,23.9,36,16.2,17,7.7,53,23.9,2510
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,71,71,100.0,71,30,42.3,21,29.6,"*","*","*","*",20,28.2,2392
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,71,70,98.6,70,29,41.4,27,38.6,"*","*","*","*",14,20.0,2427
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,72,71,98.6,71,48,67.6,20,28.2,"*","*","*","*","*","*",2428
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,72,72,100.0,72,32,44.4,29,40.3,"*","*","*","*",11,15.3,2471
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,60,60,100.0,60,21,35.0,22,36.7,"*","*","*","*",17,28.3,2516
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,67,67,100.0,67,32,47.8,17,25.4,"*","*","*","*",18,26.9,2509
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,30,30,100.0,30,"*","*","*","*",12,40.0,8,26.7,20,66.7,2464
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,42,42,100.0,42,6,14.3,8,19.0,18,42.9,10,23.8,28,66.7,2503
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,37,37,100.0,37,11,29.7,11,29.7,9,24.3,6,16.2,15,40.5,2503
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,36,36,100.0,36,17,47.2,10,27.8,"*","*","*","*",9,25.0,2479
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,50,50,100.0,50,6,12.0,22,44.0,15,30.0,7,14.0,22,44.0,2563
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,36,36,100.0,36,6,16.7,11,30.6,13,36.1,6,16.7,19,52.8,2578
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,269,268,99.6,268,10,3.7,36,13.4,69,25.7,153,57.1,222,82.8,2639
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,273,271,99.3,271,25,9.2,37,13.7,59,21.8,150,55.4,209,77.1,2654
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,128,128,100.0,128,9,7.0,30,23.4,32,25.0,57,44.5,89,69.5,2481
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,115,115,100.0,115,"*","*","*","*",44,38.3,41,35.7,85,73.9,2532
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,108,108,100.0,108,7,6.5,10,9.3,37,34.3,54,50.0,91,84.3,2498
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,105,103,98.1,103,"*","*","*","*",39,37.9,44,42.7,83,80.6,2539
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,273,273,100.0,273,35,12.8,66,24.2,77,28.2,95,34.8,172,63.0,2545
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,277,275,99.3,275,19,6.9,47,17.1,83,30.2,126,45.8,209,76.0,2602
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"*","*","*","*",8,22.9,"*","*",12,34.3,"*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,47,44,93.6,44,"*","*",16,36.4,12,27.3,"*","*","*","*",2456
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,47,45,95.7,45,15,33.3,17,37.8,"*","*","*","*","*","*",2484
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,45,44,97.8,44,"*","*",19,43.2,"*","*",9,20.5,"*","*",2546
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,215,214,99.5,214,44,20.6,77,36.0,57,26.6,36,16.8,93,43.5,2534
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,246,246,100.0,246,42,17.1,79,32.1,69,28.0,56,22.8,125,50.8,2563
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,214,214,100.0,213,62,29.1,57,26.8,40,18.8,54,25.4,94,44.1,2576
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,82,82,100.0,82,11,13.4,23,28.0,29,35.4,19,23.2,48,58.5,2452
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,59,58,98.3,58,"*","*","*","*",16,27.6,25,43.1,41,70.7,2523
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,86,86,100.0,86,6,7.0,30,34.9,22,25.6,28,32.6,50,58.1,2541
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,85,84,98.8,84,10,11.9,11,13.1,31,36.9,32,38.1,63,75.0,2478
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,90,89,98.9,88,15,17.0,27,30.7,32,36.4,14,15.9,46,52.3,2483
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,109,108,99.1,108,15,13.9,38,35.2,31,28.7,24,22.2,55,50.9,2525
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,34,33,97.1,33,"*","*","*","*",19,57.6,7,21.2,26,78.8,2468
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,39,39,100.0,39,"*","*","*","*",19,48.7,11,28.2,30,76.9,2514
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,57,56,98.2,56,9,16.1,20,35.7,12,21.4,15,26.8,27,48.2,2522
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,58,55,94.8,55,"*","*","*","*",24,43.6,15,27.3,39,70.9,2471
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,52,51,98.1,51,"*","*",18,35.3,20,39.2,"*","*","*","*",2506
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,59,56,94.9,56,"*","*","*","*",11,19.6,34,60.7,45,80.4,2584
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,63,62,98.4,62,13,21.0,22,35.5,12,19.4,15,24.2,27,43.5,2543
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,126,125,99.2,125,11,8.8,30,24.0,47,37.6,37,29.6,84,67.2,2464
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,189,188,99.5,188,23,12.2,63,33.5,53,28.2,49,26.1,102,54.3,2556
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,247,246,99.6,246,57,23.2,73,29.7,63,25.6,53,21.5,116,47.2,2561
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,214,213,99.5,213,39,18.3,64,30.0,64,30.0,46,21.6,110,51.6,2586
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,127,126,99.2,126,11,8.7,25,19.8,45,35.7,45,35.7,90,71.4,2476
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,210,208,99.0,208,11,5.3,81,38.9,71,34.1,45,21.6,116,55.8,2499
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,213,211,99.1,211,32,15.2,66,31.3,48,22.7,65,30.8,113,53.6,2534
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,125,125,100.0,125,52,41.6,46,36.8,"*","*","*","*",27,21.6,2466
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,97,97,100.0,97,24,24.7,36,37.1,20,20.6,17,17.5,37,38.1,2520
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,104,104,100.0,104,37,35.6,36,34.6,"*","*","*","*",31,29.8,2513
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,97,97,100.0,97,48,49.5,35,36.1,"*","*","*","*",14,14.4,2513
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,23,23,100.0,23,12,52.2,6,26.1,"*","*","*","*","*","*",2469
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,32,29,90.6,29,16,55.2,7,24.1,"*","*","*","*",6,20.7,2483
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,32,32,100.0,32,"*","*",15,46.9,"*","*",0,0.0,"*","*",2511
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,144,144,100.0,144,45,31.3,51,35.4,35,24.3,13,9.0,48,33.3,2413
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,110,109,99.1,109,39,35.8,46,42.2,18,16.5,6,5.5,24,22.0,2438
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,55,51,92.7,51,"*","*","*","*",20,39.2,21,41.2,41,80.4,2488
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",04,54,54,100.0,54,"*","*","*","*",18,33.3,25,46.3,43,79.6,2535
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,68,66,97.1,66,9,13.6,22,33.3,13,19.7,22,33.3,35,53.0,2528
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",06,63,62,98.4,62,6,9.7,13,21.0,20,32.3,23,37.1,43,69.4,2586
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",07,65,63,96.9,63,8,12.7,14,22.2,25,39.7,16,25.4,41,65.1,2581
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,49,49,100.0,49,11,22.4,15,30.6,13,26.5,10,20.4,23,46.9,2582
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",03,24,23,95.8,23,"*","*",10,43.5,8,34.8,"*","*","*","*",2431
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",04,21,21,100.0,21,"*","*",11,52.4,"*","*",0,0.0,"*","*",2460
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,29,29,100.0,29,8,27.6,12,41.4,"*","*","*","*",9,31.0,2487
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",06,21,21,100.0,21,7,33.3,9,42.9,"*","*","*","*","*","*",2493
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",07,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,22,22,100.0,21,"*","*","*","*",6,28.6,6,28.6,12,57.1,2596
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,223,221,99.1,221,39,17.6,56,25.3,59,26.7,67,30.3,126,57.0,2532
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",06,219,216,98.6,215,56,26.0,72,33.5,52,24.2,35,16.3,87,40.5,2528
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",07,214,211,98.6,211,39,18.5,64,30.3,58,27.5,50,23.7,108,51.2,2564
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,238,231,97.1,231,79,34.2,59,25.5,39,16.9,54,23.4,93,40.3,2553
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",03,76,75,98.7,75,11,14.7,14,18.7,28,37.3,22,29.3,50,66.7,2466
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",04,65,65,100.0,65,"*","*","*","*",29,44.6,17,26.2,46,70.8,2509
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",03,80,80,100.0,79,10,12.7,16,20.3,26,32.9,27,34.2,53,67.1,2462
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",04,70,70,100.0,67,"*","*","*","*",24,35.8,26,38.8,50,74.6,2528
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",03,82,82,100.0,82,15,18.3,20,24.4,20,24.4,27,32.9,47,57.3,2457
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",04,84,84,100.0,84,17,20.2,19,22.6,31,36.9,17,20.2,48,57.1,2489
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",03,39,39,100.0,39,"*","*","*","*",15,38.5,17,43.6,32,82.1,2498
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",03,87,87,100.0,87,8,9.2,9,10.3,28,32.2,42,48.3,70,80.5,2492
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",04,92,91,98.9,91,19,20.9,18,19.8,25,27.5,29,31.9,54,59.3,2495
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,89,89,100.0,89,37,41.6,30,33.7,10,11.2,12,13.5,22,24.7,2471
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",06,93,93,100.0,93,46,49.5,30,32.3,"*","*","*","*",17,18.3,2473
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",07,90,90,100.0,90,31,34.4,34,37.8,"*","*","*","*",25,27.8,2515
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,90,90,100.0,90,26,28.9,25,27.8,13,14.4,26,28.9,39,43.3,2575
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",03,56,56,100.0,56,38,67.9,"*","*","*","*",0,0.0,"*","*",2350
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",04,58,58,100.0,58,40,69.0,"*","*","*","*",0,0.0,"*","*",2387
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,63,63,100.0,63,54,85.7,"*","*","*","*",0,0.0,"*","*",2387
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",06,38,37,97.4,37,29,78.4,"*","*","*","*",0,0.0,"*","*",2409
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",07,46,46,100.0,46,26,56.5,14,30.4,6,13.0,0,0.0,6,13.0,2449
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,51,51,100.0,51,45,88.2,"*","*","*","*",0,0.0,"*","*",2422
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",03,45,45,100.0,45,28,62.2,9,20.0,8,17.8,0,0.0,8,17.8,2373
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",04,53,53,100.0,53,40,75.5,"*","*","*","*",0,0.0,"*","*",2374
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,44,44,100.0,44,27,61.4,"*","*","*","*",0,0.0,"*","*",2439
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",06,32,32,100.0,32,21,65.6,"*","*","*","*",0,0.0,"*","*",2431
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",03,51,51,100.0,51,29,56.9,17,33.3,"*","*",0,0.0,"*","*",2363
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",04,51,51,100.0,51,30,58.8,16,31.4,"*","*","*","*","*","*",2406
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",05,42,42,100.0,42,22,52.4,14,33.3,"*","*","*","*",6,14.3,2456
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",06,30,30,100.0,30,18,60.0,7,23.3,"*","*","*","*","*","*",2451
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",07,33,33,100.0,33,13,39.4,13,39.4,"*","*","*","*",7,21.2,2496
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",08,46,46,100.0,46,17,37.0,19,41.3,10,21.7,0,0.0,10,21.7,2513
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",03,121,121,100.0,121,88,72.7,"*","*","*","*",0,0.0,"*","*",2336
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",04,117,117,100.0,117,79,67.5,"*","*","*","*",0,0.0,"*","*",2380
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",05,107,105,98.1,105,84,80.0,"*","*","*","*",0,0.0,"*","*",2401
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",06,107,107,100.0,107,77,72.0,24,22.4,"*","*","*","*",6,5.6,2419
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",07,156,156,100.0,156,88,56.4,52,33.3,"*","*","*","*",16,10.3,2463
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",08,161,158,98.1,158,117,74.1,36,22.8,"*","*","*","*","*","*",2448
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",03,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",05,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",06,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",08,7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",03,42,42,100.0,42,21,50.0,15,35.7,6,14.3,0,0.0,6,14.3,2370
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",04,58,58,100.0,58,35,60.3,16,27.6,7,12.1,0,0.0,7,12.1,2395
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",05,52,52,100.0,52,42,80.8,"*","*",0,0.0,"*","*","*","*",2399
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",06,40,40,100.0,40,31,77.5,9,22.5,0,0.0,0,0.0,0,0.0,2403
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",03,136,135,99.3,135,105,77.8,23,17.0,7,5.2,0,0.0,7,5.2,2329
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",04,140,140,100.0,140,121,86.4,"*","*","*","*",0,0.0,"*","*",2355
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",05,131,131,100.0,131,109,83.2,17,13.0,"*","*","*","*","*","*",2399
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",06,126,126,100.0,126,106,84.1,"*","*","*","*",0,0.0,"*","*",2388
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",07,133,133,100.0,133,94,70.7,31,23.3,"*","*","*","*",8,6.0,2426
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",08,134,134,100.0,134,108,80.6,19,14.2,"*","*","*","*",7,5.2,2425
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",03,42,41,97.6,41,19,46.3,12,29.3,"*","*","*","*",10,24.4,2386
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",04,46,46,100.0,46,26,56.5,"*","*","*","*",0,0.0,"*","*",2400
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",05,42,42,100.0,42,23,54.8,15,35.7,"*","*","*","*","*","*",2453
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",06,38,36,94.7,36,15,41.7,16,44.4,"*","*","*","*","*","*",2476
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",07,36,36,100.0,36,13,36.1,14,38.9,9,25.0,0,0.0,9,25.0,2496
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",08,33,33,100.0,33,12,36.4,10,30.3,"*","*","*","*",11,33.3,2540
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",03,138,138,100.0,138,109,79.0,18,13.0,11,8.0,0,0.0,11,8.0,2329
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",04,103,102,99.0,102,63,61.8,30,29.4,"*","*","*","*",9,8.8,2391
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",05,80,80,100.0,80,60,75.0,17,21.3,"*","*","*","*","*","*",2411
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",06,52,52,100.0,52,40,76.9,"*","*","*","*",0,0.0,"*","*",2397
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",07,52,52,100.0,52,36,69.2,13,25.0,"*","*","*","*","*","*",2436
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""",08,49,49,100.0,49,43,87.8,6,12.2,0,0.0,0,0.0,0,0.0,2436
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",03,47,47,100.0,47,37,78.7,"*","*","*","*",0,0.0,"*","*",2337
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",04,33,32,97.0,32,19,59.4,"*","*","*","*",0,0.0,"*","*",2405
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",05,40,40,100.0,40,34,85.0,"*","*","*","*",0,0.0,"*","*",2396
"Bridgeport School District","=""0150011""","Cross School","=""0153911""",06,27,27,100.0,27,24,88.9,"*","*","*","*",0,0.0,"*","*",2351
