"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*",2463
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"Y",11,10,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N",49,46,93.9,46,"*","*","*","*","*","*","*","*","*","*",2537
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"N",49,48,98.0,48,"*","*","*","*","*","*","*","*","*","*",2560
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"N",58,58,100.0,58,0,0.0,"*","*","*","*","*","*","*","*",2599
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"Y",34,34,100.0,34,"*","*",15,44.1,9,26.5,"*","*","*","*",2407
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N",67,67,100.0,67,"*","*",13,19.4,23,34.3,"*","*","*","*",2468
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,"Y",62,58,93.5,57,20,35.1,23,40.4,"*","*","*","*",14,24.6,2527
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,"N",184,182,98.9,182,"*","*",40,22.0,75,41.2,"*","*","*","*",2620
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"Y",70,68,97.1,68,11,16.2,30,44.1,18,26.5,9,13.2,27,39.7,2521
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,"N",169,169,100.0,169,11,6.5,22,13.0,82,48.5,54,32.0,136,80.5,2584
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"Y",55,54,98.2,54,12,22.2,14,25.9,20,37.0,8,14.8,28,51.9,2557
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,"N",156,156,100.0,156,9,5.8,24,15.4,71,45.5,52,33.3,123,78.8,2612
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"Y",62,58,93.5,58,"*","*",24,41.4,14,24.1,"*","*","*","*",2540
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,"N",181,180,99.4,180,"*","*",35,19.4,81,45.0,"*","*","*","*",2628
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"Y",24,23,95.8,23,"*","*","*","*",7,30.4,8,34.8,15,65.2,2438
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"N",72,72,100.0,72,"*","*","*","*",19,26.4,37,51.4,56,77.8,2488
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"Y",63,62,98.4,62,22,35.5,19,30.6,12,19.4,9,14.5,21,33.9,2450
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N",142,142,100.0,142,10,7.0,15,10.6,50,35.2,67,47.2,117,82.4,2523
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"Y",42,41,97.6,41,"*","*",13,31.7,18,43.9,"*","*","*","*",2516
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"N",140,140,100.0,140,"*","*","*","*",54,38.6,66,47.1,120,85.7,2573
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,"Y",54,52,96.3,52,"*","*",16,30.8,19,36.5,"*","*","*","*",2603
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,"N",57,57,100.0,57,"*","*","*","*",29,50.9,14,24.6,43,75.4,2630
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"Y",65,65,100.0,65,"*","*",18,27.7,26,40.0,"*","*","*","*",2491
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,"N",46,46,100.0,46,"*","*",10,21.7,16,34.8,"*","*","*","*",2515
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"Y",57,55,96.5,55,"*","*",18,32.7,17,30.9,"*","*","*","*",2513
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,"N",37,37,100.0,37,"*","*",11,29.7,18,48.6,"*","*","*","*",2549
