"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Race/Ethnicity"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Asian",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Black or African American",86,84,97.7,84,44,52.4,24,28.6,"*","*","*","*",16,19.0
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Hispanic/Latino of any race",116,115,99.1,115,42,36.5,46,40.0,"*","*","*","*",27,23.5
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Native Hawaiian or Other Pacific Islander",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","White",172,167,97.1,167,44,26.3,46,27.5,57,34.1,20,12.0,77,46.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Black or African American",75,75,100.0,75,37,49.3,19,25.3,13,17.3,6,8.0,19,25.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Hispanic/Latino of any race",117,117,100.0,117,43,36.8,42,35.9,22,18.8,10,8.5,32,27.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Two or More Races",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","White",152,152,100.0,152,53,34.9,38,25.0,40,26.3,21,13.8,61,40.1
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Black or African American",63,63,100.0,63,39,61.9,14,22.2,"*","*","*","*",10,15.9
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Hispanic/Latino of any race",97,96,99.0,96,25,26.0,35,36.5,27,28.1,9,9.4,36,37.5
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Two or More Races",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","White",166,164,98.8,164,47,28.7,47,28.7,42,25.6,28,17.1,70,42.7
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Black or African American",60,56,93.3,54,44,81.5,"*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Hispanic/Latino of any race",42,38,90.5,34,27,79.4,"*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","White",30,28,93.3,27,16,59.3,"*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Asian",30,30,100.0,30,"*","*","*","*",15,50.0,8,26.7,23,76.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Black or African American",92,92,100.0,92,33,35.9,35,38.0,"*","*","*","*",24,26.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Hispanic/Latino of any race",310,310,100.0,308,107,34.7,110,35.7,76,24.7,15,4.9,91,29.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Two or More Races",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","White",255,254,99.6,254,33,13.0,76,29.9,112,44.1,33,13.0,145,57.1
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Black or African American",11,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Black or African American",212,210,99.1,210,80,38.1,65,31.0,49,23.3,16,7.6,65,31.0
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Hispanic/Latino of any race",82,81,98.8,81,22,27.2,24,29.6,24,29.6,11,13.6,35,43.2
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Two or More Races",20,20,100.0,20,6,30.0,"*","*","*","*",6,30.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","White",95,95,100.0,95,14,14.7,29,30.5,31,32.6,21,22.1,52,54.7
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Hispanic/Latino of any race",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","White",227,226,99.6,226,30,13.3,51,22.6,81,35.8,64,28.3,145,64.2
"Avon School District","=""0040011""","Avon High School","=""0046111""","Asian",29,28,96.6,28,0,0.0,"*","*","*","*",20,71.4,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Black or African American",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Hispanic/Latino of any race",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Two or More Races",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","White",182,171,94.0,169,19,11.2,24,14.2,53,31.4,73,43.2,126,74.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Asian",69,66,95.7,66,"*","*","*","*",23,34.8,36,54.5,59,89.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Black or African American",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Hispanic/Latino of any race",28,28,100.0,28,"*","*","*","*",13,46.4,7,25.0,20,71.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Two or More Races",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","White",418,418,100.0,418,10,2.4,56,13.4,187,44.7,165,39.5,352,84.2
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Asian",42,39,92.9,39,"*","*","*","*",9,23.1,28,71.8,37,94.9
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Black or African American",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Hispanic/Latino of any race",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Two or More Races",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","White",175,172,98.3,172,8,4.7,14,8.1,52,30.2,98,57.0,150,87.2
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Asian",29,29,100.0,29,0,0.0,"*","*","*","*",25,86.2,"*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Hispanic/Latino of any race",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Two or More Races",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","White",167,167,100.0,167,8,4.8,19,11.4,35,21.0,105,62.9,140,83.8
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Asian",75,75,100.0,75,6,8.0,8,10.7,21,28.0,40,53.3,61,81.3
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Black or African American",23,23,100.0,23,"*","*",7,30.4,7,30.4,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Hispanic/Latino of any race",23,23,100.0,23,"*","*","*","*","*","*",12,52.2,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Two or More Races",22,22,100.0,22,"*","*","*","*","*","*",15,68.2,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","White",412,407,98.8,406,15,3.7,40,9.9,169,41.6,182,44.8,351,86.5
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","White",198,191,96.5,190,25,13.2,32,16.8,69,36.3,64,33.7,133,70.0
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Asian",7,7,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Black or African American",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Hispanic/Latino of any race",17,12,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Two or More Races",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","White",208,203,97.6,178,58,32.6,55,30.9,40,22.5,25,14.0,65,36.5
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Asian",23,23,100.0,23,"*","*","*","*",11,47.8,7,30.4,18,78.3
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Black or African American",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Hispanic/Latino of any race",69,69,100.0,69,"*","*",23,33.3,22,31.9,"*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Two or More Races",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","White",577,577,100.0,577,47,8.1,138,23.9,266,46.1,126,21.8,392,67.9
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Asian",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Hispanic/Latino of any race",25,25,100.0,25,7,28.0,"*","*",10,40.0,"*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","White",179,179,100.0,179,21,11.7,38,21.2,61,34.1,59,33.0,120,67.0
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Hispanic/Latino of any race",21,21,100.0,21,6,28.6,8,38.1,"*","*","*","*",7,33.3
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Two or More Races",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","White",257,257,100.0,255,28,11.0,47,18.4,104,40.8,76,29.8,180,70.6
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Hispanic/Latino of any race",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","White",105,105,100.0,105,15,14.3,19,18.1,37,35.2,34,32.4,71,67.6
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","American Indian or Alaska Native","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Asian",24,23,95.8,23,0,0.0,"*","*","*","*",14,60.9,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Hispanic/Latino of any race",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","White",204,199,97.5,198,26,13.1,41,20.7,63,31.8,68,34.3,131,66.2
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Hispanic/Latino of any race",21,21,100.0,21,"*","*",7,33.3,6,28.6,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","White",72,72,100.0,72,8,11.1,18,25.0,24,33.3,22,30.6,46,63.9
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Asian",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Black or African American",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Hispanic/Latino of any race",36,36,100.0,36,"*","*",13,36.1,9,25.0,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Two or More Races",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","White",181,175,96.7,174,20,11.5,44,25.3,71,40.8,39,22.4,110,63.2
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Asian",51,51,100.0,51,"*","*","*","*",21,41.2,18,35.3,39,76.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Hispanic/Latino of any race",116,113,97.4,113,13,11.5,35,31.0,40,35.4,25,22.1,65,57.5
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Two or More Races",22,22,100.0,22,"*","*",8,36.4,"*","*",7,31.8,"*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","White",491,486,99.0,486,42,8.6,94,19.3,215,44.2,135,27.8,350,72.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Asian",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Black or African American","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","White",74,74,100.0,74,"*","*","*","*",24,32.4,32,43.2,56,75.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Asian",28,28,100.0,28,"*","*","*","*",11,39.3,15,53.6,26,92.9
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Black or African American",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Hispanic/Latino of any race",64,62,96.9,62,11,17.7,14,22.6,21,33.9,16,25.8,37,59.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Native Hawaiian or Other Pacific Islander","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","White",277,277,100.0,277,24,8.7,48,17.3,96,34.7,109,39.4,205,74.0
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Black or African American",95,93,97.9,93,6,6.5,25,26.9,42,45.2,20,21.5,62,66.7
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Hispanic/Latino of any race",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Asian",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Black or African American",174,174,100.0,174,40,23.0,49,28.2,64,36.8,21,12.1,85,48.9
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Hispanic/Latino of any race",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Black or African American",171,170,99.4,170,35,20.6,76,44.7,52,30.6,7,4.1,59,34.7
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Hispanic/Latino of any race",31,29,93.5,29,"*","*",9,31.0,11,37.9,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Two or More Races","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","White","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Asian","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Black or African American",55,52,94.5,52,19,36.5,"*","*",16,30.8,"*","*","*","*"
