"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""",08,"Math","Y",65,65,100.0,65,22,33.8,21,32.3,14,21.5,8,12.3,22,33.8,2534
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","Y",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*",2452
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"ELA","N",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","Y",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*",2452
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",03,"Math","N",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","Y",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*",2481
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"ELA","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","Y",84,82,97.6,82,"*","*","*","*","*","*","*","*","*","*",2497
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",04,"Math","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","Y",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*",2501
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"ELA","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","Y",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*",2496
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",05,"Math","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","Y",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2508
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"ELA","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","Y",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2525
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",06,"Math","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","Y",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*",2534
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"ELA","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","Y",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*",2524
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",07,"Math","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","Y",64,63,98.4,63,"*","*","*","*","*","*","*","*","*","*",2554
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","Y",64,63,98.4,63,"*","*","*","*","*","*","*","*","*","*",2549
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",08,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"ELA","N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2459
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",03,"Math","N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2474
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"ELA","N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*",2542
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",04,"Math","N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*",2519
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"ELA","N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*",2617
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",06,"Math","N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*",2613
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","Y",123,115,93.5,115,63,54.8,35,30.4,"*","*","*","*",17,14.8,2469
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"ELA","N",46,46,100.0,46,15,32.6,18,39.1,"*","*","*","*",13,28.3,2505
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","Y",123,115,93.5,115,63,54.8,37,32.2,"*","*","*","*",15,13.0,2474
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",07,"Math","N",46,46,100.0,46,13,28.3,21,45.7,"*","*","*","*",12,26.1,2510
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","Y",144,142,98.6,142,60,42.3,41,28.9,35,24.6,6,4.2,41,28.9,2508
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"ELA","N",40,40,100.0,40,7,17.5,11,27.5,15,37.5,7,17.5,22,55.0,2575
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","Y",144,142,98.6,142,70,49.3,50,35.2,"*","*","*","*",22,15.5,2498
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""",08,"Math","N",40,40,100.0,39,14,35.9,13,33.3,"*","*","*","*",12,30.8,2548
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","Y",58,58,100.0,58,25,43.1,21,36.2,"*","*","*","*",12,20.7,2381
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"ELA","N",25,25,100.0,25,8,32.0,7,28.0,"*","*","*","*",10,40.0,2408
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","Y",58,58,100.0,58,"*","*",23,39.7,8,13.8,"*","*","*","*",2384
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"Math","N",25,25,100.0,25,"*","*",10,40.0,7,28.0,"*","*","*","*",2418
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","Y",58,58,100.0,58,22,37.9,"*","*",12,20.7,"*","*","*","*",2440
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"ELA","N",26,26,100.0,26,7,26.9,"*","*",9,34.6,"*","*","*","*",2476
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","Y",58,58,100.0,58,18,31.0,30,51.7,"*","*","*","*",10,17.2,2440
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"Math","N",26,26,100.0,26,6,23.1,9,34.6,"*","*","*","*",11,42.3,2468
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","Y",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*",2449
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","Y",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*",2431
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","Y",62,62,100.0,62,31,50.0,15,24.2,"*","*","*","*",16,25.8,2474
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"ELA","N",27,27,100.0,27,"*","*",8,29.6,9,33.3,"*","*","*","*",2535
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","Y",62,62,100.0,62,30,48.4,16,25.8,"*","*","*","*",16,25.8,2477
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"Math","N",27,27,100.0,27,"*","*",10,37.0,6,22.2,"*","*","*","*",2522
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","Y",66,66,100.0,66,"*","*","*","*",18,27.3,12,18.2,30,45.5,2411
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"ELA","N",23,21,91.3,21,"*","*","*","*",9,42.9,7,33.3,16,76.2,2460
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","Y",66,65,98.5,65,"*","*",23,35.4,23,35.4,"*","*","*","*",2419
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"Math","N",23,21,91.3,21,"*","*",6,28.6,11,52.4,"*","*","*","*",2441
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","Y",61,60,98.4,60,"*","*",21,35.0,13,21.7,"*","*","*","*",2439
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"ELA","N",21,21,100.0,21,"*","*",6,28.6,7,33.3,"*","*","*","*",2490
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","Y",61,60,98.4,60,"*","*",19,31.7,18,30.0,"*","*","*","*",2443
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"Math","N",21,21,100.0,21,"*","*",11,52.4,6,28.6,"*","*","*","*",2487
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","Y",61,61,100.0,61,"*","*",11,18.0,8,13.1,"*","*","*","*",2430
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"ELA","N",33,33,100.0,33,"*","*",7,21.2,12,36.4,"*","*","*","*",2515
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","Y",61,61,100.0,61,38,62.3,18,29.5,"*","*","*","*","*","*",2426
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"Math","N",33,33,100.0,33,12,36.4,10,30.3,"*","*","*","*","*","*",2493
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","Y",63,59,93.7,59,"*","*",17,28.8,20,33.9,"*","*","*","*",2504
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"ELA","N",23,23,100.0,23,"*","*",8,34.8,9,39.1,"*","*","*","*",2542
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","Y",63,59,93.7,59,"*","*",27,45.8,"*","*","*","*","*","*",2489
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"Math","N",23,23,100.0,23,"*","*",8,34.8,"*","*","*","*","*","*",2539
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"ELA","Y",32,31,96.9,31,25,80.6,"*","*","*","*",0,0.0,"*","*",2338
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"Math","Y",32,30,93.8,30,"*","*","*","*",0,0.0,0,0.0,0,0.0,2324
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"ELA","Y",25,25,100.0,25,23,92.0,"*","*","*","*",0,0.0,"*","*",2353
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"Math","Y",25,24,96.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2360
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"ELA","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"ELA","Y",25,24,96.0,24,15,62.5,"*","*","*","*",0,0.0,"*","*",2442
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"Math","Y",25,20,80.0,20,"*","*","*","*",0,0.0,0,0.0,0,0.0,2355
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"ELA","Y",27,25,92.6,24,19,79.2,"*","*","*","*",0,0.0,"*","*",2447
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,"Math","Y",27,26,96.3,26,"*","*","*","*",0,0.0,0,0.0,0,0.0,2365
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","Y",167,167,100.0,167,77,46.1,47,28.1,35,21.0,8,4.8,43,25.7,2471
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"ELA","N",92,92,100.0,92,16,17.4,25,27.2,35,38.0,16,17.4,51,55.4,2540
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","Y",167,167,100.0,167,96,57.5,51,30.5,13,7.8,7,4.2,20,12.0,2453
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"Math","N",92,92,100.0,92,23,25.0,39,42.4,20,21.7,10,10.9,30,32.6,2525
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","Y",166,166,100.0,166,68,41.0,47,28.3,43,25.9,8,4.8,51,30.7,2503
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"ELA","N",77,77,100.0,77,13,16.9,23,29.9,23,29.9,18,23.4,41,53.2,2569
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","Y",166,166,100.0,166,74,44.6,51,30.7,35,21.1,6,3.6,41,24.7,2493
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,"Math","N",77,77,100.0,77,12,15.6,25,32.5,19,24.7,21,27.3,40,51.9,2574
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","Y",137,137,100.0,137,61,44.5,33,24.1,34,24.8,9,6.6,43,31.4,2514
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"ELA","N",85,85,100.0,85,9,10.6,24,28.2,33,38.8,19,22.4,52,61.2,2591
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","Y",137,137,100.0,137,94,68.6,31,22.6,"*","*","*","*",12,8.8,2471
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,"Math","N",85,85,100.0,85,"*","*",22,25.9,26,30.6,"*","*","*","*",2573
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","Y",39,39,100.0,39,"*","*",13,33.3,"*","*","*","*","*","*",2381
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"ELA","N",32,32,100.0,32,"*","*",9,28.1,"*","*","*","*","*","*",2451
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","Y",39,39,100.0,39,22,56.4,9,23.1,8,20.5,0,0.0,8,20.5,2366
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"Math","N",32,32,100.0,32,"*","*",12,37.5,8,25.0,"*","*","*","*",2424
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","Y",45,44,97.8,44,20,45.5,14,31.8,"*","*","*","*",10,22.7,2418
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"ELA","N",26,26,100.0,26,8,30.8,6,23.1,"*","*","*","*",12,46.2,2464
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","Y",45,44,97.8,44,21,47.7,19,43.2,"*","*","*","*","*","*",2408
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"Math","N",26,26,100.0,26,8,30.8,8,30.8,"*","*","*","*","*","*",2460
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","Y",43,42,97.7,42,19,45.2,"*","*",12,28.6,"*","*","*","*",2453
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"ELA","N",29,29,100.0,29,"*","*",7,24.1,11,37.9,"*","*","*","*",2509
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math","Y",43,42,97.7,42,33,78.6,9,21.4,0,0.0,0,0.0,0,0.0,2410
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"Math","N",29,29,100.0,29,15,51.7,11,37.9,"*","*","*","*","*","*",2456
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"ELA","Y",45,45,100.0,45,"*","*","*","*",12,26.7,"*","*","*","*",2497
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"ELA","N",27,27,100.0,27,"*","*","*","*",9,33.3,"*","*","*","*",2569
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Math","Y",45,45,100.0,45,"*","*",13,28.9,"*","*",0,0.0,"*","*",2439
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"Math","N",27,27,100.0,27,"*","*",16,59.3,"*","*","*","*","*","*",2523
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"ELA","Y",36,36,100.0,36,"*","*","*","*",12,33.3,"*","*","*","*",2530
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"ELA","N",24,24,100.0,24,"*","*","*","*",12,50.0,"*","*","*","*",2598
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Math","Y",36,36,100.0,36,"*","*",13,36.1,"*","*","*","*","*","*",2482
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,"Math","N",24,24,100.0,24,"*","*",9,37.5,"*","*","*","*","*","*",2567
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"ELA","Y",42,42,100.0,42,"*","*",10,23.8,15,35.7,"*","*","*","*",2556
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"ELA","N",25,25,100.0,25,"*","*",7,28.0,13,52.0,"*","*","*","*",2575
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Math","Y",42,42,100.0,42,21,50.0,"*","*","*","*","*","*","*","*",2497
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,"Math","N",25,25,100.0,25,11,44.0,"*","*","*","*","*","*","*","*",2529
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"ELA","N",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*",2531
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"Math","N",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*",2526
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"ELA","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"ELA","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2568
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"Math","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2504
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"ELA","N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2550
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"Math","N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2512
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
