"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Special Education Statu"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","N",292,290,99.3,290,"*","*",84,29.0,90,31.0,"*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Y",59,54,91.5,54,37,68.5,9,16.7,"*","*","*","*",8,14.8
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Y",136,131,96.3,130,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","N",644,644,100.0,644,182,28.3,187,29.0,"*","*","*","*",275,42.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Y",80,80,100.0,80,62,77.5,12,15.0,"*","*","*","*",6,7.5
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",361,361,100.0,361,87,24.1,"*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Y",52,50,96.2,50,39,78.0,"*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",206,206,100.0,206,"*","*",42,20.4,"*","*",63,30.6,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Y",25,25,100.0,25,15,60.0,"*","*","*","*",0,0.0,"*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",486,485,99.8,485,8,1.6,49,10.1,199,41.0,229,47.2,428,88.2
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Y",54,53,98.1,53,14,26.4,26,49.1,13,24.5,0,0.0,13,24.5
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",227,227,100.0,227,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",201,200,99.5,200,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",512,512,100.0,512,"*","*",56,10.9,175,34.2,"*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Y",38,37,97.4,37,12,32.4,13,35.1,"*","*","*","*",12,32.4
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",147,141,95.9,141,"*","*",31,22.0,"*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Y",28,27,96.4,27,"*","*",8,29.6,"*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",602,601,99.8,601,"*","*",120,20.0,288,47.9,"*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Y",73,73,100.0,73,34,46.6,26,35.6,"*","*","*","*",13,17.8
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",201,200,99.5,200,10,5.0,46,23.0,"*","*","*","*",144,72.0
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Y",26,26,100.0,26,14,53.8,6,23.1,"*","*","*","*",6,23.1
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",257,256,99.6,255,"*","*",45,17.6,"*","*",98,38.4,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Y",27,27,100.0,27,"*","*",14,51.9,"*","*",0,0.0,"*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",110,110,100.0,110,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",196,188,95.9,188,"*","*",36,19.1,63,33.5,"*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Y",36,36,100.0,36,15,41.7,13,36.1,"*","*","*","*",8,22.2
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",113,112,99.1,112,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",580,578,99.7,578,"*","*",81,14.0,253,43.8,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Y",70,70,100.0,70,"*","*",23,32.9,23,32.9,"*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",381,379,99.5,379,"*","*",62,16.4,136,35.9,"*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Y",42,41,97.6,41,22,53.7,"*","*",10,24.4,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",185,185,100.0,185,"*","*",46,24.9,82,44.3,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Y",37,37,100.0,37,23,62.2,7,18.9,"*","*","*","*",7,18.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",173,173,100.0,173,37,21.4,61,35.3,"*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Y",28,28,100.0,28,18,64.3,"*","*","*","*",0,0.0,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",79,76,96.2,76,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",225,225,100.0,225,55,24.4,"*","*","*","*",52,23.1,"*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Y",29,29,100.0,29,22,75.9,"*","*","*","*",0,0.0,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",314,306,97.5,306,"*","*",30,9.8,119,38.9,"*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Y",40,39,97.5,39,19,48.7,"*","*",9,23.1,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",113,113,100.0,113,"*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Y",21,20,95.2,19,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",783,770,98.3,768,"*","*",169,22.0,316,41.1,"*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Y",113,113,100.0,113,61,54.0,35,31.0,"*","*","*","*",17,15.0
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",132,132,100.0,131,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",134,134,100.0,134,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Y",16,16,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",149,149,100.0,149,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",494,494,100.0,494,109,22.1,139,28.1,"*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Y",47,46,97.9,46,32,69.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","N",242,242,100.0,242,124,51.2,74,30.6,38,15.7,6,2.5,44,18.2
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Y",70,69,98.6,69,63,91.3,6,8.7,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","N",149,149,100.0,149,75,50.3,"*","*","*","*",8,5.4,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Y",25,25,100.0,25,23,92.0,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","N",217,217,100.0,217,61,28.1,68,31.3,"*","*",25,11.5,"*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Y",36,36,100.0,36,28,77.8,7,19.4,"*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","N",686,684,99.7,684,359,52.5,183,26.8,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Y",82,80,97.6,80,68,85.0,8,10.0,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","N",172,172,100.0,172,88,51.2,"*","*",21,12.2,"*","*","*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Y",20,20,100.0,20,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","N",712,711,99.9,711,500,70.3,123,17.3,73,10.3,15,2.1,88,12.4
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Y",88,88,100.0,88,81,92.0,7,8.0,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","N",214,211,98.6,211,46,21.8,"*","*","*","*",26,12.3,"*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Y",25,25,100.0,25,22,88.0,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","N",435,434,99.8,434,269,62.0,"*","*",46,10.6,"*","*","*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Y",40,40,100.0,40,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","N",167,167,100.0,167,95,56.9,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Y",55,55,100.0,55,51,92.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","N",425,424,99.8,424,255,60.1,"*","*",54,12.7,"*","*","*","*"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Y",71,71,100.0,71,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","N",197,197,100.0,197,128,65.0,"*","*",19,9.6,"*","*","*","*"
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Y",23,23,100.0,23,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","N",119,119,100.0,119,48,40.3,"*","*","*","*",8,6.7,"*","*"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Y",29,29,100.0,29,26,89.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","N",411,411,100.0,411,179,43.6,126,30.7,86,20.9,20,4.9,106,25.8
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Y",64,64,100.0,64,52,81.3,12,18.8,0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","N",108,108,100.0,108,58,53.7,"*","*",16,14.8,"*","*","*","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Y",24,24,100.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","N",124,124,100.0,124,57,46.0,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Y",28,27,96.4,27,22,81.5,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","N",241,241,100.0,241,"*","*",64,26.6,"*","*",50,20.7,"*","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Y",27,27,100.0,27,14,51.9,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","N",201,199,99.0,196,69,35.2,62,31.6,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Y",41,35,85.4,34,26,76.5,"*","*",0,0.0,"*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","N",252,250,99.2,250,70,28.0,"*","*","*","*",30,12.0,"*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Y",22,22,100.0,22,14,63.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","N",297,297,100.0,297,138,46.5,93,31.3,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Y",63,63,100.0,63,54,85.7,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","N",532,532,100.0,532,428,80.5,"*","*",28,5.3,"*","*","*","*"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Y",87,87,100.0,87,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","N",248,248,100.0,245,78,31.8,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Y",47,46,97.9,46,37,80.4,"*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","N",288,283,98.3,283,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","N",471,471,100.0,471,265,56.3,113,24.0,"*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Y",67,66,98.5,66,56,84.8,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","N",278,276,99.3,276,200,72.5,"*","*","*","*",8,2.9,"*","*"
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Y",50,50,100.0,50,48,96.0,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","N",257,256,99.6,255,133,52.2,"*","*","*","*",9,3.5,"*","*"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Y",48,48,100.0,48,42,87.5,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","N",395,395,100.0,395,95,24.1,114,28.9,"*","*","*","*",186,47.1
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Y",48,48,100.0,48,34,70.8,7,14.6,"*","*","*","*",7,14.6
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",577,576,99.8,576,"*","*",150,26.0,240,41.7,"*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Y",122,121,99.2,121,80,66.1,30,24.8,"*","*","*","*",11,9.1
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",152,151,99.3,151,20,13.2,"*","*","*","*",59,39.1,"*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Y",23,23,100.0,23,18,78.3,"*","*","*","*",0,0.0,"*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","N",160,160,100.0,160,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","N",489,489,100.0,489,"*","*",130,26.6,181,37.0,"*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Y",91,91,100.0,91,61,67.0,16,17.6,"*","*","*","*",14,15.4
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","N",169,169,100.0,169,22,13.0,31,18.3,"*","*","*","*",116,68.6
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Y",34,34,100.0,34,20,58.8,6,17.6,"*","*","*","*",8,23.5
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","N",149,149,100.0,149,"*","*",36,24.2,50,33.6,"*","*","*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Y",30,30,100.0,30,14,46.7,"*","*",8,26.7,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","N",354,353,99.7,353,"*","*",78,22.1,171,48.4,"*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Y",57,57,100.0,57,27,47.4,20,35.1,"*","*","*","*",10,17.5
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","N",188,188,100.0,188,20,10.6,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Y",23,23,100.0,23,14,60.9,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","N",199,199,100.0,199,37,18.6,46,23.1,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Y",26,25,96.2,25,14,56.0,6,24.0,"*","*","*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","N",507,504,99.4,504,"*","*",134,26.6,193,38.3,"*","*","*","*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Y",116,114,98.3,114,72,63.2,22,19.3,"*","*","*","*",20,17.5
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","N",360,348,96.7,348,26,7.5,68,19.5,102,29.3,152,43.7,254,73.0
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Y",51,45,88.2,45,26,57.8,7,15.6,6,13.3,6,13.3,12,26.7
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","N",742,709,95.6,709,"*","*",135,19.0,292,41.2,"*","*","*","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Y",113,92,81.4,92,42,45.7,31,33.7,"*","*","*","*",19,20.7
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","N",130,130,100.0,130,"*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","N",343,341,99.4,341,18,5.3,61,17.9,"*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Y",28,27,96.4,27,13,48.1,11,40.7,"*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","N",204,202,99.0,202,25,12.4,57,28.2,"*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Y",23,22,95.7,22,11,50.0,7,31.8,"*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","N",355,353,99.4,353,15,4.2,48,13.6,"*","*","*","*",290,82.2
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Y",37,37,100.0,37,22,59.5,9,24.3,"*","*","*","*",6,16.2
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","N",246,243,98.8,243,"*","*",46,18.9,103,42.4,"*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Y",36,36,100.0,36,"*","*",14,38.9,8,22.2,"*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","N",110,108,98.2,108,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","N",294,293,99.7,293,51,17.4,67,22.9,"*","*","*","*",175,59.7
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Y",43,40,93.0,40,27,67.5,7,17.5,"*","*","*","*",6,15.0
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","N",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","N",85,81,95.3,81,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","N",168,165,98.2,165,36,21.8,"*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Y",25,25,100.0,25,18,72.0,"*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","N",259,253,97.7,253,33,13.0,64,25.3,106,41.9,50,19.8,156,61.7
