"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","F",187,187,100.0,187,72,38.5,64,34.2,"*","*","*","*",51,27.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","N",118,115,97.5,115,28,24.3,25,21.7,34,29.6,28,24.3,62,53.9
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","R",44,44,100.0,44,14,31.8,17,38.6,"*","*","*","*",13,29.5
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","F",105,96,91.4,90,72,80.0,"*","*","*","*",0,0.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","N",27,26,96.3,25,"*","*","*","*",7,28.0,0,0.0,7,28.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","R",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","F",338,337,99.7,336,123,36.6,119,35.4,"*","*","*","*",94,28.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","N",307,307,100.0,306,45,14.7,89,29.1,124,40.5,48,15.7,172,56.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","R",61,61,100.0,61,"*","*",23,37.7,22,36.1,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","F",13,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","F",167,167,100.0,167,66,39.5,52,31.1,"*","*","*","*",49,29.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","N",215,213,99.1,213,45,21.1,58,27.2,69,32.4,41,19.2,110,51.6
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","R",44,43,97.7,43,12,27.9,18,41.9,"*","*","*","*",13,30.2
"Ashford School District","=""0030011""","Ashford School","=""0030111""","F",67,67,100.0,67,19,28.4,"*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","N",167,166,99.4,166,"*","*","*","*",68,41.0,53,31.9,121,72.9
"Ashford School District","=""0030011""","Ashford School","=""0030111""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","N",235,221,94.0,219,23,10.5,27,12.3,68,31.1,101,46.1,169,77.2
"Avon School District","=""0040011""","Avon High School","=""0046111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","N",523,520,99.4,520,14,2.7,65,12.5,225,43.3,216,41.5,441,84.8
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","N",239,233,97.5,233,"*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","N",223,223,100.0,223,11,4.9,28,12.6,42,18.8,142,63.7,184,82.5
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","N",533,528,99.1,527,24,4.6,49,9.3,201,38.1,253,48.0,454,86.1
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","N",185,178,96.2,177,18,10.2,28,15.8,69,39.0,62,35.0,131,74.0
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","F",30,27,90.0,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","N",212,205,96.7,181,52,28.7,59,32.6,45,24.9,25,13.8,70,38.7
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","R",6,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","F",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","N",604,604,100.0,604,47,7.8,141,23.3,282,46.7,134,22.2,416,68.9
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","N",190,190,100.0,190,18,9.5,37,19.5,68,35.8,67,35.3,135,71.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","N",265,265,100.0,263,25,9.5,51,19.4,110,41.8,77,29.3,187,71.1
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","N",107,107,100.0,107,11,10.3,19,17.8,44,41.1,33,30.8,77,72.0
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","N",223,217,97.3,217,24,11.1,41,18.9,67,30.9,85,39.2,152,70.0
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","N",76,76,100.0,76,7,9.2,18,23.7,26,34.2,25,32.9,51,67.1
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","F",28,26,92.9,26,"*","*","*","*","*","*",0,0.0,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","N",206,203,98.5,202,"*","*",49,24.3,79,39.1,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","R",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","F",104,100,96.2,100,12,12.0,39,39.0,"*","*","*","*",49,49.0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","N",561,558,99.5,558,46,8.2,99,17.7,247,44.3,166,29.7,413,74.0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","R",28,27,96.4,27,6,22.2,11,40.7,"*","*","*","*",10,37.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","N",85,84,98.8,84,"*","*","*","*",23,27.4,41,48.8,64,76.2
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","F",63,62,98.4,62,"*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","N",311,310,99.7,310,25,8.1,41,13.2,110,35.5,134,43.2,244,78.7
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","F",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","N",60,58,96.7,58,"*","*","*","*",29,50.0,14,24.1,43,74.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","F",93,93,100.0,93,"*","*",27,29.0,38,40.9,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","N",93,91,97.8,91,"*","*","*","*","*","*",15,16.5,"*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","F",93,93,100.0,93,31,33.3,42,45.2,20,21.5,0,0.0,20,21.5
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","N",94,89,94.7,89,"*","*",35,39.3,36,40.4,"*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","R",22,22,100.0,22,"*","*","*","*",9,40.9,0,0.0,9,40.9
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","F",48,45,93.8,45,19,42.2,"*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","N",70,63,90.0,63,"*","*",22,34.9,23,36.5,"*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","F",103,102,99.0,102,29,28.4,34,33.3,"*","*","*","*",39,38.2
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","N",116,115,99.1,115,28,24.3,21,18.3,37,32.2,29,25.2,66,57.4
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","R",25,25,100.0,25,"*","*",7,28.0,8,32.0,"*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","F",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","N",300,297,99.0,297,25,8.4,47,15.8,111,37.4,114,38.4,225,75.8
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","N",75,73,97.3,73,"*","*","*","*",30,41.1,34,46.6,64,87.7
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","N",105,105,100.0,105,"*","*",28,26.7,35,33.3,"*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","F",34,32,94.1,32,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","N",197,185,93.9,185,57,30.8,57,30.8,50,27.0,21,11.4,71,38.4
"Branford School District","=""0140011""","Branford High School","=""0146111""","R",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","F",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","F",178,173,97.2,173,"*","*",54,31.2,60,34.7,"*","*","*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","N",668,653,97.8,653,78,11.9,114,17.5,291,44.6,170,26.0,461,70.6
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","R",58,57,98.3,57,"*","*",19,33.3,22,38.6,"*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","N",92,91,98.9,91,9,9.9,18,19.8,33,36.3,31,34.1,64,70.3
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","N",136,136,100.0,136,7,5.1,26,19.1,36,26.5,67,49.3,103,75.7
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","F",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","N",100,98,98.0,98,13,13.3,21,21.4,28,28.6,36,36.7,64,65.3
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","F",386,386,100.0,386,145,37.6,119,30.8,79,20.5,43,11.1,122,31.6
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","N",97,97,100.0,97,29,29.9,27,27.8,23,23.7,18,18.6,41,42.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","R",81,81,100.0,81,22,27.2,18,22.2,29,35.8,12,14.8,41,50.6
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","F",63,47,74.6,42,23,54.8,"*","*",9,21.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","F",351,347,98.9,347,202,58.2,88,25.4,"*","*","*","*",57,16.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","F",239,222,92.9,222,125,56.3,63,28.4,"*","*","*","*",34,15.3
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","F",170,169,99.4,169,88,52.1,43,25.4,27,16.0,11,6.5,38,22.5
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","F",75,22,29.3,17,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","F",231,229,99.1,229,75,32.8,71,31.0,61,26.6,22,9.6,83,36.2
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","F",732,702,95.9,702,363,51.7,206,29.3,112,16.0,21,3.0,133,18.9
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","F",37,36,97.3,35,31,88.6,"*","*","*","*",0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","F",195,191,97.9,191,119,62.3,54,28.3,11,5.8,7,3.7,18,9.4
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","F",425,359,84.5,352,110,31.3,109,31.0,106,30.1,27,7.7,133,37.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","F",802,723,90.1,721,487,67.5,153,21.2,65,9.0,16,2.2,81,11.2
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","F",230,229,99.6,229,50,21.8,75,32.8,85,37.1,19,8.3,104,45.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","F",421,416,98.8,416,272,65.4,98,23.6,"*","*","*","*",46,11.1
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","F",232,232,100.0,232,132,56.9,64,27.6,"*","*","*","*",36,15.5
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","F",513,509,99.2,508,305,60.0,112,22.0,82,16.1,9,1.8,91,17.9
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","F",210,210,100.0,210,121,57.6,57,27.1,"*","*","*","*",32,15.2
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","F",136,136,100.0,133,63,47.4,40,30.1,"*","*","*","*",30,22.6
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","F",483,471,97.5,471,227,48.2,151,32.1,78,16.6,15,3.2,93,19.7
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","F",128,127,99.2,127,59,46.5,48,37.8,20,15.7,0,0.0,20,15.7
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","F",152,151,99.3,150,68,45.3,47,31.3,"*","*","*","*",35,23.3
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","F",305,234,76.7,230,130,56.5,62,27.0,31,13.5,7,3.0,38,16.5
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","F",276,276,100.0,276,47,17.0,78,28.3,109,39.5,42,15.2,151,54.7
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","F",260,248,95.4,248,102,41.1,81,32.7,48,19.4,17,6.9,65,26.2
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","F",71,48,67.6,47,24,51.1,"*","*",11,23.4,"*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","F",279,272,97.5,272,61,22.4,80,29.4,85,31.3,46,16.9,131,48.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","F",404,403,99.8,402,211,52.5,115,28.6,70,17.4,6,1.5,76,18.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","F",612,550,89.9,548,448,81.8,81,14.8,19,3.5,0,0.0,19,3.5
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","F",292,290,99.3,290,117,40.3,88,30.3,60,20.7,25,8.6,85,29.3
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","F",291,281,96.6,281,16,5.7,59,21.0,139,49.5,67,23.8,206,73.3
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","F",268,268,100.0,268,34,12.7,98,36.6,99,36.9,37,13.8,136,50.7
"Bridgeport School District","=""0150011""","Read School","=""0152511""","F",520,514,98.8,514,273,53.1,142,27.6,82,16.0,17,3.3,99,19.3
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","F",305,298,97.7,296,213,72.0,56,18.9,"*","*","*","*",27,9.1
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","F",278,275,98.9,274,132,48.2,95,34.7,"*","*","*","*",47,17.2
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","F",441,440,99.8,440,112,25.5,149,33.9,131,29.8,48,10.9,179,40.7
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","F",97,95,97.9,95,39,41.1,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","N",174,169,97.1,169,"*","*",45,26.6,66,39.1,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","F",70,65,92.9,64,"*","*",16,25.0,22,34.4,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","N",212,212,100.0,212,33,15.6,62,29.2,74,34.9,43,20.3,117,55.2
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","R",26,25,96.2,25,"*","*",10,40.0,10,40.0,"*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","F",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","F",280,272,97.1,272,93,34.2,85,31.3,79,29.0,15,5.5,94,34.6
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","N",413,413,100.0,413,48,11.6,115,27.8,164,39.7,86,20.8,250,60.5
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","R",52,52,100.0,51,13,25.5,11,21.6,20,39.2,7,13.7,27,52.9
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","F","*","*","*","*",30,48.4,"*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","N",108,107,99.1,107,"*","*",17,15.9,39,36.4,39,36.4,78,72.9
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","F",84,82,97.6,81,23,28.4,"*","*","*","*","*","*","*","*"
